Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	2624            	2                 	147             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2662            	2                 	176             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3652            	2                 	128             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	653             	2                 	163             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2623            	1                 	129             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4498            	1                 	123             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4448            	1                 	188             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4412            	2                 	126             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4421            	1                 	155             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4021            	2                 	133             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3579            	1                 	118             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3527            	1                 	137             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3500            	2                 	134             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3475            	1                 	145             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3424            	1                 	142             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2581            	1                 	170             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2567            	1                 	135             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2468            	2                 	156             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2406            	2                 	131             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	5402            	1                 	152             	8,57            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	151             	23,70           	15:53                                	                                     	                                     	-17:-04                                	                                       	                                       	5,84                     	                         	                         	08:37                           	15:54                           	                                	06:39                            	05:50                            	                                 	11,2                      	5,6                       	                          
2                      	4586            	1                 	156             	12,32           	15:37                                	                                     	                                     	-01:-35                                	                                       	                                       	4,66                     	                         	                         	08:36                           	15:56                           	                                	09:09                            	06:36                            	                                 	8,8                       	4,5                       	                          
2                      	4575            	1                 	149             	22,08           	15:38                                	                                     	                                     	-02:-59                                	                                       	                                       	6,60                     	                         	                         	08:37                           	15:56                           	                                	10:13                            	07:47                            	                                 	12,2                      	6,7                       	                          
2                      	4577            	1                 	149             	9,55            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4545            	1                 	148             	23,76           	15:39                                	                                     	                                     	-03:-39                                	                                       	                                       	6,73                     	                         	                         	08:37                           	15:55                           	                                	09:58                            	09:27                            	                                 	13,1                      	6,6                       	                          
2                      	4536            	1                 	152             	24,00           	08:20                                	                                     	                                     	09:54                                  	                                       	                                       	11,17                    	                         	                         	08:35                           	15:55                           	                                	09:24                            	09:48                            	                                 	10,7                      	5,5                       	                          
2                      	4537            	1                 	149             	15,82           	15:39                                	                                     	                                     	-03:-18                                	                                       	                                       	2,92                     	                         	                         	08:36                           	15:55                           	                                	05:31                            	03:34                            	                                 	3,6                       	1,9                       	                          
2                      	4528            	1                 	146             	8,05            	15:38                                	                                     	                                     	-02:-47                                	                                       	                                       	4,51                     	                         	                         	08:36                           	15:55                           	                                	08:53                            	06:39                            	                                 	7,5                       	4,0                       	                          
3                      	5409            	1                 	154             	22,53           	15:53                                	                                     	                                     	-17:-22                                	                                       	                                       	5,94                     	                         	                         	08:57                           	16:09                           	                                	09:21                            	05:21                            	                                 	11,0                      	5,4                       	                          
3                      	5403            	1                 	154             	25,92           	15:56                                	                                     	                                     	04:41                                  	                                       	                                       	10,19                    	                         	                         	08:57                           	16:09                           	                                	07:45                            	07:39                            	                                 	9,3                       	4,9                       	                          
3                      	4582            	1                 	153             	22,70           	15:52                                	                                     	                                     	17:47                                  	                                       	                                       	7,58                     	                         	                         	08:35                           	15:55                           	                                	10:01                            	07:06                            	                                 	7,4                       	2,6                       	                          
3                      	4551            	1                 	153             	24,88           	08:36                                	                                     	                                     	13:56                                  	                                       	                                       	13,66                    	                         	                         	08:58                           	                                	                                	12:57                            	                                 	                                 	13,1                      	                          	                          
3                      	4557            	1                 	141             	31,10           	15:56                                	                                     	                                     	-20:-26                                	                                       	                                       	6,14                     	                         	                         	08:58                           	16:09                           	                                	13:33                            	08:35                            	                                 	10,4                      	5,1                       	                          
3                      	4560            	1                 	155             	48,51           	16:03                                	                                     	                                     	-27:-01                                	                                       	                                       	9,05                     	                         	                         	08:58                           	16:09                           	                                	13:29                            	09:41                            	                                 	14,9                      	7,8                       	                          
3                      	4535            	1                 	153             	12,30           	15:56                                	                                     	                                     	-20:-45                                	                                       	                                       	4,43                     	                         	                         	08:56                           	16:09                           	                                	09:31                            	06:21                            	                                 	9,2                       	4,9                       	                          
3                      	4525            	1                 	153             	18,94           	16:03                                	                                     	                                     	-27:-31                                	                                       	                                       	5,35                     	                         	                         	08:57                           	                                	                                	09:36                            	                                 	                                 	9,7                       	                          	                          
3                      	4066            	1                 	156             	20,95           	15:55                                	                                     	                                     	-19:-51                                	                                       	                                       	5,27                     	                         	                         	08:58                           	16:09                           	                                	15:20                            	09:51                            	                                 	9,2                       	5,2                       	                          
4                      	5407            	1                 	157             	22,24           	16:20                                	                                     	                                     	-44:-19                                	                                       	                                       	7,11                     	                         	                         	09:23                           	16:25                           	                                	11:16                            	07:59                            	                                 	13,9                      	6,8                       	                          
4                      	4583            	1                 	159             	18,58           	16:20                                	                                     	                                     	-44:-59                                	                                       	                                       	5,11                     	                         	                         	09:19                           	16:27                           	                                	07:20                            	04:57                            	                                 	9,6                       	4,2                       	                          
4                      	4587            	1                 	161             	24,62           	16:20                                	                                     	                                     	-44:-35                                	                                       	                                       	3,86                     	                         	                         	09:17                           	16:28                           	                                	20:23                            	14:25                            	                                 	7,0                       	4,0                       	                          
4                      	4573            	1                 	156             	7,72            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4581            	1                 	158             	25,37           	16:13                                	                                     	                                     	-37:-40                                	                                       	                                       	5,28                     	                         	                         	09:23                           	16:26                           	                                	17:29                            	16:23                            	                                 	16,5                      	8,4                       	                          
4                      	4550            	1                 	157             	24,09           	16:12                                	                                     	                                     	11:11                                  	                                       	                                       	11,59                    	                         	                         	09:23                           	16:25                           	                                	13:11                            	06:48                            	                                 	11,5                      	4,5                       	                          
4                      	4546            	1                 	158             	22,99           	16:12                                	                                     	                                     	-36:-20                                	                                       	                                       	7,10                     	                         	                         	09:21                           	16:27                           	                                	16:32                            	10:27                            	                                 	12,3                      	7,9                       	                          
4                      	4548            	1                 	158             	26,71           	16:20                                	                                     	                                     	-44:-06                                	                                       	                                       	4,76                     	                         	                         	09:23                           	16:26                           	                                	16:51                            	14:48                            	                                 	14,2                      	8,7                       	                          
4                      	4065            	1                 	161             	5,29            	09:19                                	                                     	                                     	12:58                                  	                                       	                                       	7,57                     	                         	                         	09:19                           	                                	                                	03:43                            	                                 	                                 	7,5                       	                          	                          
5                      	5408            	1                 	145             	25,98           	16:31                                	                                     	                                     	06:45                                  	                                       	                                       	10,49                    	                         	                         	09:50                           	16:47                           	                                	08:21                            	08:45                            	                                 	10,7                      	6,7                       	                          
5                      	4584            	1                 	103             	20,16           	15:36                                	                                     	                                     	15:56                                  	                                       	                                       	5,61                     	                         	                         	09:49                           	16:47                           	                                	14:03                            	10:46                            	                                 	8,9                       	5,5                       	                          
5                      	4572            	1                 	109             	20,03           	15:37                                	                                     	                                     	-01:-15                                	                                       	                                       	2,91                     	                         	                         	09:50                           	16:47                           	                                	14:11                            	11:06                            	                                 	7,4                       	2,9                       	                          
5                      	4554            	1                 	132             	31,29           	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	09:49                           	16:47                           	                                	14:55                            	10:10                            	                                 	9,9                       	5,4                       	                          
