Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	2624            	2                 	155             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2662            	2                 	184             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3652            	2                 	136             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	653             	2                 	171             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2623            	1                 	137             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4498            	1                 	131             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4448            	1                 	196             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4412            	2                 	134             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4421            	1                 	163             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4021            	2                 	141             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3579            	1                 	126             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3527            	1                 	145             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3500            	2                 	142             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3475            	1                 	153             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3424            	1                 	150             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2581            	1                 	178             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2567            	1                 	143             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2468            	2                 	164             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2406            	2                 	139             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	5402            	1                 	160             	8,57            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	159             	23,70           	08:52                                	16:06                                	                                     	06:24                                  	04:06                                  	                                       	11,56                    	5,17                     	                         	08:42                           	08:31                           	15:53                           	06:46                            	00:04                            	05:06                            	10,6                      	9,9                       	6,8                       
2                      	4586            	1                 	164             	12,32           	08:51                                	16:07                                	                                     	08:12                                  	06:18                                  	                                       	8,51                     	6,05                     	                         	08:42                           	08:32                           	15:54                           	08:56                            	00:-51                           	10:02                            	8,7                       	8,0                       	4,6                       
2                      	4575            	1                 	157             	22,08           	08:52                                	16:06                                	                                     	11:42                                  	08:12                                  	                                       	16,93                    	6,96                     	                         	08:42                           	08:35                           	15:55                           	11:57                            	-03:-33                          	07:45                            	13,6                      	10,5                      	8,6                       
2                      	4577            	1                 	157             	9,55            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4545            	1                 	156             	23,76           	08:52                                	16:07                                	                                     	10:59                                  	06:32                                  	                                       	14,34                    	6,03                     	                         	08:27                           	08:32                           	15:57                           	09:12                            	00:-38                           	07:00                            	12,6                      	14,0                      	7,1                       
2                      	4536            	1                 	160             	24,00           	08:49                                	16:07                                	                                     	07:56                                  	06:08                                  	                                       	9,08                     	3,98                     	                         	08:42                           	08:34                           	15:51                           	09:42                            	-02:-42                          	08:30                            	10,8                      	2,6                       	11,3                      
2                      	4537            	1                 	157             	15,82           	08:47                                	16:08                                	                                     	04:57                                  	03:51                                  	                                       	2,92                     	1,80                     	                         	08:27                           	08:34                           	                                	07:41                            	-02:-59                          	                                 	2,9                       	2,6                       	                          
2                      	4528            	1                 	154             	8,05            	10:01                                	17:08                                	                                     	07:02                                  	07:45                                  	                                       	4,97                     	2,78                     	                         	08:28                           	08:35                           	16:58                           	06:43                            	-03:-19                          	05:20                            	3,4                       	7,3                       	4,0                       
3                      	5409            	1                 	162             	22,53           	08:49                                	16:19                                	                                     	08:58                                  	06:47                                  	                                       	11,50                    	6,45                     	                         	08:46                           	09:28                           	15:51                           	08:00                            	-56:-59                          	05:10                            	10,3                      	11,3                      	5,6                       
3                      	5403            	1                 	162             	25,92           	08:49                                	16:19                                	                                     	12:07                                  	05:36                                  	                                       	11,53                    	6,03                     	                         	08:46                           	09:29                           	15:51                           	07:20                            	-57:-16                          	04:37                            	11,3                      	11,2                      	5,6                       
3                      	4582            	1                 	161             	22,70           	08:49                                	16:07                                	                                     	07:22                                  	05:55                                  	                                       	6,21                     	3,05                     	                         	08:27                           	08:32                           	15:51                           	07:24                            	00:-23                           	06:55                            	4,6                       	5,3                       	3,4                       
3                      	4551            	1                 	161             	24,88           	09:02                                	16:20                                	                                     	09:23                                  	06:35                                  	                                       	14,24                    	6,44                     	                         	08:21                           	09:28                           	16:11                           	08:55                            	-56:-44                          	06:44                            	13,0                      	13,9                      	6,4                       
3                      	4557            	1                 	149             	31,10           	09:03                                	16:20                                	                                     	14:21                                  	12:00                                  	                                       	12,55                    	6,14                     	                         	08:47                           	08:54                           	16:07                           	13:51                            	-22:-46                          	09:56                            	11,7                      	10,1                      	6,8                       
3                      	4560            	1                 	163             	48,51           	09:02                                	16:20                                	                                     	12:57                                  	05:43                                  	                                       	16,63                    	0,27                     	                         	08:45                           	08:54                           	16:06                           	14:25                            	-22:-01                          	09:35                            	14,3                      	16,6                      	8,2                       
3                      	4535            	1                 	161             	12,30           	09:09                                	16:20                                	                                     	09:55                                  	04:56                                  	                                       	9,46                     	4,12                     	                         	08:21                           	08:54                           	16:11                           	07:35                            	-22:-34                          	05:51                            	6,3                       	10,3                      	4,3                       
3                      	4525            	1                 	161             	18,94           	09:10                                	16:21                                	                                     	06:37                                  	04:38                                  	                                       	8,36                     	4,71                     	                         	08:23                           	09:29                           	16:07                           	07:22                            	-57:-27                          	05:34                            	6,9                       	7,4                       	5,1                       
3                      	4066            	1                 	164             	20,95           	09:03                                	16:21                                	                                     	14:42                                  	11:32                                  	                                       	9,05                     	7,88                     	                         	08:22                           	08:54                           	16:06                           	14:28                            	-22:-15                          	10:18                            	8,1                       	8,3                       	6,0                       
4                      	5407            	1                 	165             	22,24           	09:10                                	16:32                                	                                     	09:29                                  	07:39                                  	                                       	12,95                    	7,33                     	                         	09:06                           	09:24                           	16:24                           	11:43                            	-52:-47                          	06:37                            	14,9                      	15,5                      	6,7                       
4                      	4583            	1                 	167             	18,58           	09:26                                	16:38                                	                                     	09:25                                  	06:35                                  	                                       	8,08                     	5,59                     	                         	08:58                           	09:25                           	16:14                           	08:57                            	-53:-04                          	06:27                            	8,3                       	9,3                       	4,3                       
4                      	4587            	1                 	169             	24,62           	09:29                                	16:37                                	                                     	09:06                                  	09:42                                  	                                       	4,72                     	6,75                     	                         	09:04                           	08:59                           	16:32                           	08:01                            	-27:-39                          	07:13                            	6,9                       	6,7                       	2,6                       
4                      	4573            	1                 	164             	7,72            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4581            	1                 	166             	25,37           	09:26                                	16:31                                	                                     	20:21                                  	15:26                                  	                                       	14,25                    	8,36                     	                         	08:57                           	08:56                           	16:23                           	17:57                            	-24:-44                          	14:47                            	15,1                      	13,7                      	9,1                       
4                      	4550            	1                 	165             	24,09           	09:10                                	16:31                                	                                     	10:50                                  	07:35                                  	                                       	10,69                    	6,45                     	                         	08:58                           	08:56                           	16:24                           	12:20                            	-24:-55                          	15:44                            	11,1                      	11,5                      	5,2                       
4                      	4546            	1                 	166             	22,99           	09:25                                	16:31                                	                                     	16:55                                  	14:38                                  	                                       	12,13                    	6,82                     	                         	08:58                           	08:57                           	16:23                           	14:59                            	-25:-26                          	15:50                            	12,2                      	10,4                      	7,7                       
4                      	4548            	1                 	166             	26,71           	10:01                                	17:08                                	                                     	12:33                                  	07:25                                  	                                       	15,90                    	7,96                     	                         	09:40                           	10:09                           	16:56                           	10:49                            	-37:-03                          	11:55                            	13,3                      	13,9                      	7,9                       
4                      	4065            	1                 	169             	5,29            	09:34                                	16:38                                	                                     	04:08                                  	03:08                                  	                                       	7,61                     	3,46                     	                         	09:05                           	09:25                           	16:12                           	03:20                            	-53:-15                          	05:48                            	7,6                       	7,8                       	3,3                       
5                      	5408            	1                 	153             	25,98           	09:52                                	16:52                                	                                     	08:16                                  	07:22                                  	                                       	10,31                    	5,91                     	                         	09:21                           	09:45                           	16:48                           	10:23                            	-13:-10                          	05:22                            	11,5                      	11,2                      	5,3                       
5                      	4584            	1                 	111             	20,16           	09:34                                	16:51                                	                                     	12:50                                  	14:03                                  	                                       	11,08                    	6,04                     	                         	09:20                           	09:44                           	16:30                           	17:05                            	-12:-59                          	10:01                            	8,5                       	10,5                      	7,1                       
5                      	4572            	1                 	117             	20,03           	09:34                                	16:51                                	                                     	10:46                                  	08:04                                  	                                       	7,23                     	4,37                     	                         	09:20                           	09:45                           	16:29                           	12:10                            	-13:-22                          	05:18                            	9,3                       	8,8                       	3,2                       
5                      	4554            	1                 	140             	31,29           	09:34                                	16:51                                	                                     	11:32                                  	08:15                                  	                                       	11,15                    	5,26                     	                         	09:21                           	09:45                           	16:29                           	09:46                            	-13:-41                          	05:24                            	10,8                      	11,0                      	4,2                       
5                      	4544            	1                 	119             	15,13           	10:01                                	17:08                                	                                     	11:42                                  	08:39                                  	                                       	8,14                     	4,81                     	                         	09:39                           	10:08                           	16:56                           	11:57                            	-36:-52                          	09:22                            	7,2                       	7,9                       	4,2                       
6                      	4426            	2                 	108             	27,47           	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	2648            	1                 	184             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	4475            	1                 	174             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	4477            	2                 	192             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	4465            	2                 	188             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	3530            	1                 	171             	22,58           	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	3458            	1                 	191             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	3437            	1                 	192             	20,47           	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	2560            	2                 	194             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	2416            	2                 	175             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
7                      	3600            	1                 	192             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
7                      	3644            	1                 	188             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
7                      	3785            	1                 	185             	25,41           	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
7                      	2710            	1                 	182             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
7                      	4453            	2                 	186             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
7                      	3538            	8                 	192             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
