Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	2624            	2                 	160             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2662            	2                 	189             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3652            	2                 	141             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	653             	2                 	176             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2623            	1                 	142             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4498            	1                 	136             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4448            	1                 	201             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4412            	2                 	139             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4421            	1                 	168             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4021            	2                 	146             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3579            	1                 	131             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3527            	1                 	150             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3500            	2                 	147             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3475            	1                 	158             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3424            	1                 	155             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2581            	1                 	183             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2567            	1                 	148             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2468            	2                 	169             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2406            	2                 	144             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	5402            	1                 	165             	8,57            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	164             	23,70           	08:27                                	15:55                                	                                     	07:03                                  	21:17                                  	                                       	11,79                    	9,60                     	                         	08:42                           	15:57                           	                                	09:32                            	04:53                            	                                 	10,8                      	5,3                       	                          
2                      	4586            	1                 	169             	12,32           	08:28                                	15:55                                	                                     	12:09                                  	21:33                                  	                                       	7,28                     	10,49                    	                         	08:41                           	15:55                           	                                	12:29                            	06:54                            	                                 	10,2                      	5,0                       	                          
2                      	4575            	1                 	162             	22,08           	08:24                                	15:52                                	                                     	13:48                                  	08:05                                  	                                       	13,33                    	5,88                     	                         	08:41                           	15:57                           	                                	12:23                            	07:11                            	                                 	14,3                      	6,6                       	                          
2                      	4577            	1                 	162             	9,55            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4545            	1                 	161             	23,76           	08:24                                	15:52                                	                                     	09:14                                  	08:48                                  	                                       	13,62                    	6,32                     	                         	08:42                           	15:56                           	                                	12:37                            	12:20                            	                                 	13,9                      	6,3                       	                          
2                      	4536            	1                 	165             	24,00           	08:27                                	15:55                                	                                     	09:14                                  	21:02                                  	                                       	10,97                    	12,21                    	                         	08:42                           	15:56                           	                                	08:41                            	07:33                            	                                 	10,5                      	5,0                       	                          
2                      	4537            	1                 	162             	15,82           	08:24                                	15:52                                	                                     	06:13                                  	06:10                                  	                                       	3,71                     	2,42                     	                         	08:40                           	15:57                           	                                	03:48                            	04:03                            	                                 	2,4                       	2,2                       	                          
2                      	4528            	1                 	159             	8,05            	08:25                                	15:51                                	                                     	13:10                                  	08:22                                  	                                       	6,41                     	3,47                     	                         	08:42                           	15:57                           	                                	12:33                            	11:40                            	                                 	2,6                       	5,4                       	                          
3                      	5409            	1                 	167             	22,53           	08:43                                	16:04                                	                                     	10:19                                  	06:53                                  	                                       	11,37                    	6,69                     	                         	09:00                           	16:14                           	                                	11:50                            	06:53                            	                                 	12,5                      	5,9                       	                          
3                      	5403            	1                 	167             	25,92           	08:47                                	                                     	                                     	07:28                                  	                                       	                                       	12,16                    	                         	                         	09:00                           	16:14                           	                                	08:44                            	06:43                            	                                 	12,0                      	5,6                       	                          
3                      	4582            	1                 	166             	22,70           	08:27                                	15:55                                	                                     	09:15                                  	21:50                                  	                                       	6,36                     	10,90                    	                         	08:42                           	15:57                           	                                	06:27                            	05:18                            	                                 	5,4                       	3,4                       	                          
3                      	4551            	1                 	166             	24,88           	08:42                                	                                     	                                     	11:41                                  	                                       	                                       	13,19                    	                         	                         	08:59                           	16:13                           	                                	09:55                            	06:59                            	                                 	13,5                      	6,1                       	                          
3                      	4557            	1                 	154             	31,10           	08:48                                	16:05                                	                                     	19:37                                  	08:42                                  	                                       	10,99                    	8,46                     	                         	08:58                           	16:13                           	                                	14:20                            	12:38                            	                                 	12,5                      	7,4                       	                          
3                      	4560            	1                 	168             	48,51           	08:42                                	16:04                                	                                     	13:04                                  	10:36                                  	                                       	15,13                    	8,03                     	                         	08:58                           	16:13                           	                                	15:18                            	12:53                            	                                 	15,1                      	10,4                      	                          
3                      	4535            	1                 	166             	12,30           	08:46                                	                                     	                                     	11:14                                  	                                       	                                       	8,15                     	                         	                         	09:00                           	16:14                           	                                	11:48                            	07:00                            	                                 	9,7                       	4,2                       	                          
3                      	4525            	1                 	166             	18,94           	08:48                                	                                     	                                     	07:53                                  	                                       	                                       	9,60                     	                         	                         	09:01                           	16:14                           	                                	07:40                            	05:16                            	                                 	9,7                       	3,8                       	                          
3                      	4066            	1                 	169             	20,95           	08:42                                	16:04                                	                                     	20:06                                  	12:27                                  	                                       	8,86                     	7,77                     	                         	08:58                           	16:13                           	                                	14:23                            	12:46                            	                                 	9,7                       	4,9                       	                          
4                      	5407            	1                 	170             	22,24           	09:06                                	16:24                                	                                     	10:07                                  	05:36                                  	                                       	13,52                    	6,26                     	                         	09:19                           	16:30                           	                                	09:52                            	06:16                            	                                 	13,2                      	7,3                       	                          
4                      	4583            	1                 	172             	18,58           	09:07                                	16:23                                	                                     	11:36                                  	08:05                                  	                                       	8,12                     	5,15                     	                         	09:22                           	16:31                           	                                	09:27                            	05:54                            	                                 	8,8                       	3,6                       	                          
4                      	4587            	1                 	174             	24,62           	09:11                                	16:23                                	                                     	31:03                                  	09:16                                  	                                       	8,08                     	0,88                     	                         	09:23                           	16:31                           	                                	07:53                            	06:29                            	                                 	4,5                       	3,5                       	                          
4                      	4573            	1                 	169             	7,72            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4581            	1                 	171             	25,37           	09:11                                	16:20                                	                                     	31:57                                  	18:46                                  	                                       	12,42                    	10,44                    	                         	09:19                           	16:25                           	                                	18:57                            	16:16                            	                                 	14,3                      	7,6                       	                          
4                      	4550            	1                 	170             	24,09           	09:06                                	16:23                                	                                     	11:23                                  	07:41                                  	                                       	11,74                    	5,31                     	                         	09:19                           	16:25                           	                                	19:17                            	05:44                            	                                 	12,0                      	4,3                       	                          
4                      	4546            	1                 	171             	22,99           	09:06                                	16:23                                	                                     	15:53                                  	14:28                                  	                                       	10,36                    	9,10                     	                         	09:19                           	16:25                           	                                	19:06                            	15:45                            	                                 	12,6                      	6,5                       	                          
4                      	4548            	1                 	171             	26,71           	09:11                                	16:20                                	                                     	19:22                                  	06:58                                  	                                       	13,20                    	8,80                     	                         	09:57                           	16:25                           	                                	14:12                            	17:03                            	                                 	14,4                      	7,0                       	                          
4                      	4065            	1                 	174             	5,29            	09:11                                	16:20                                	                                     	03:52                                  	08:58                                  	                                       	8,10                     	3,69                     	                         	09:26                           	16:31                           	                                	04:33                            	03:52                            	                                 	7,7                       	3,8                       	                          
5                      	5408            	1                 	158             	25,98           	09:47                                	16:43                                	                                     	10:10                                  	06:09                                  	                                       	11,34                    	4,77                     	                         	09:40                           	16:46                           	                                	10:57                            	05:51                            	                                 	11,5                      	5,2                       	                          
5                      	4584            	1                 	116             	26,16           	09:26                                	16:44                                	                                     	15:03                                  	10:28                                  	                                       	8,98                     	8,33                     	                         	09:40                           	16:45                           	                                	14:03                            	10:54                            	                                 	11,0                      	6,3                       	                          
5                      	4572            	1                 	122             	21,32           	09:27                                	16:45                                	                                     	12:56                                  	05:29                                  	                                       	8,43                     	4,48                     	                         	09:40                           	16:46                           	                                	12:45                            	08:09                            	                                 	10,3                      	5,0                       	                          
5                      	4554            	1                 	145             	31,29           	09:27                                	16:45                                	                                     	11:33                                  	08:30                                  	                                       	10,32                    	6,53                     	                         	09:41                           	16:46                           	                                	12:35                            	09:22                            	                                 	10,2                      	6,2                       	                          
5                      	4544            	1                 	124             	19,33           	09:27                                	16:44                                	                                     	14:02                                  	09:08                                  	                                       	7,74                     	5,31                     	                         	09:57                           	16:46                           	                                	10:07                            	10:05                            	                                 	8,5                       	4,4                       	                          
6                      	4426            	2                 	113             	27,47           	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	2648            	1                 	189             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	4475            	1                 	179             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	4477            	2                 	197             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	4465            	2                 	193             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	3530            	1                 	176             	22,58           	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	3458            	1                 	196             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	3437            	1                 	197             	20,47           	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	2560            	2                 	199             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	2416            	2                 	180             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
