Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	2624            	2                 	146             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2662            	2                 	175             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3652            	2                 	127             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	653             	2                 	162             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2623            	1                 	128             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4498            	1                 	122             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4448            	1                 	187             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4412            	2                 	125             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4421            	1                 	154             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4021            	2                 	132             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3579            	1                 	117             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3527            	1                 	136             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3500            	2                 	133             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3475            	1                 	144             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3424            	1                 	141             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2581            	1                 	169             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2567            	1                 	134             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2468            	2                 	155             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	2406            	2                 	130             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	5402            	1                 	151             	8,57            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	150             	23,70           	08:37                                	15:54                                	                                     	06:39                                  	05:50                                  	                                       	11,15                    	5,57                     	                         	08:51                           	16:00                           	                                	06:57                            	06:44                            	                                 	11,2                      	5,4                       	                          
2                      	4586            	1                 	155             	12,32           	08:36                                	15:56                                	                                     	09:09                                  	06:36                                  	                                       	8,76                     	4,51                     	                         	                                	16:01                           	                                	                                 	05:04                            	                                 	                          	4,1                       	                          
2                      	4575            	1                 	148             	22,08           	08:37                                	15:56                                	                                     	10:13                                  	07:47                                  	                                       	12,20                    	6,74                     	                         	08:50                           	15:59                           	                                	10:26                            	06:15                            	                                 	14,5                      	6,3                       	                          
2                      	4577            	1                 	148             	9,55            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4545            	1                 	147             	23,76           	08:37                                	15:55                                	                                     	09:58                                  	09:27                                  	                                       	13,14                    	6,63                     	                         	08:53                           	15:59                           	                                	10:59                            	05:51                            	                                 	12,9                      	6,1                       	                          
2                      	4536            	1                 	151             	24,00           	08:35                                	15:55                                	                                     	09:24                                  	09:48                                  	                                       	10,69                    	5,48                     	                         	08:51                           	15:58                           	                                	09:41                            	08:04                            	                                 	10,6                      	6,1                       	                          
2                      	4537            	1                 	148             	15,82           	08:36                                	15:55                                	                                     	05:31                                  	03:34                                  	                                       	3,59                     	1,91                     	                         	08:51                           	15:59                           	                                	08:03                            	04:15                            	                                 	2,7                       	1,9                       	                          
2                      	4528            	1                 	145             	8,05            	08:36                                	15:55                                	                                     	08:53                                  	06:39                                  	                                       	7,45                     	4,04                     	                         	08:52                           	15:58                           	                                	09:19                            	03:27                            	                                 	7,3                       	1,2                       	                          
3                      	5409            	1                 	153             	22,53           	08:57                                	16:09                                	                                     	09:21                                  	05:21                                  	                                       	10,95                    	5,42                     	                         	                                	16:14                           	                                	                                 	07:25                            	                                 	                          	6,0                       	                          
3                      	5403            	1                 	153             	25,92           	08:57                                	16:09                                	                                     	07:45                                  	07:39                                  	                                       	9,33                     	4,94                     	                         	                                	16:15                           	                                	                                 	04:52                            	                                 	                          	5,1                       	                          
3                      	4582            	1                 	152             	22,70           	08:35                                	15:55                                	                                     	10:01                                  	07:06                                  	                                       	7,41                     	2,62                     	                         	08:51                           	16:00                           	                                	08:12                            	06:10                            	                                 	6,7                       	3,5                       	                          
3                      	4551            	1                 	152             	24,88           	08:58                                	                                     	                                     	12:57                                  	                                       	                                       	13,07                    	                         	                         	                                	16:12                           	                                	                                 	07:18                            	                                 	                          	6,4                       	                          
3                      	4557            	1                 	140             	31,10           	08:58                                	16:09                                	                                     	13:33                                  	08:35                                  	                                       	10,36                    	5,09                     	                         	08:50                           	16:13                           	                                	20:40                            	15:04                            	                                 	9,7                       	8,7                       	                          
3                      	4560            	1                 	154             	48,51           	08:58                                	16:09                                	                                     	13:29                                  	09:41                                  	                                       	14,85                    	7,82                     	                         	                                	16:13                           	                                	                                 	12:40                            	                                 	                          	8,7                       	                          
3                      	4535            	1                 	152             	12,30           	08:56                                	16:09                                	                                     	09:31                                  	06:21                                  	                                       	9,24                     	4,94                     	                         	                                	16:14                           	                                	                                 	07:14                            	                                 	                          	4,6                       	                          
3                      	4525            	1                 	152             	18,94           	08:57                                	                                     	                                     	09:36                                  	                                       	                                       	9,67                     	                         	                         	                                	16:14                           	                                	                                 	07:26                            	                                 	                          	3,3                       	                          
3                      	4066            	1                 	155             	20,95           	08:58                                	16:09                                	                                     	15:20                                  	09:51                                  	                                       	9,24                     	5,20                     	                         	                                	16:13                           	                                	                                 	12:33                            	                                 	                          	6,0                       	                          
4                      	5407            	1                 	156             	22,24           	09:23                                	16:25                                	                                     	11:16                                  	07:59                                  	                                       	13,91                    	6,84                     	                         	09:29                           	                                	                                	09:50                            	                                 	                                 	13,3                      	                          	                          
4                      	4583            	1                 	158             	18,58           	09:19                                	16:27                                	                                     	07:20                                  	04:57                                  	                                       	9,56                     	4,23                     	                         	09:10                           	                                	                                	07:30                            	                                 	                                 	7,7                       	                          	                          
4                      	4587            	1                 	160             	24,62           	09:17                                	16:28                                	                                     	20:23                                  	14:25                                  	                                       	6,97                     	3,95                     	                         	09:09                           	16:27                           	                                	07:52                            	08:47                            	                                 	7,1                       	0,8                       	                          
4                      	4573            	1                 	155             	7,72            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4581            	1                 	157             	25,37           	09:23                                	16:26                                	                                     	17:29                                  	16:23                                  	                                       	16,45                    	8,40                     	                         	09:29                           	16:27                           	                                	14:09                            	26:16                            	                                 	14,0                      	8,0                       	                          
4                      	4550            	1                 	156             	24,09           	09:23                                	16:25                                	                                     	13:11                                  	06:48                                  	                                       	11,47                    	4,47                     	                         	09:30                           	16:34                           	                                	10:29                            	05:38                            	                                 	11,8                      	4,7                       	                          
