Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	79              	                	08:54                                	15:33                                	                                     	04:55                                  	03:47                                  	                                       	2,79                     	5,33                     	                         	08:10                           	                                	                                	06:37                            	                                 	                                 	12,4                      	                          	                          
2                      	4586            	1                 	84              	                	08:13                                	15:29                                	                                     	08:50                                  	04:44                                  	                                       	8,84                     	3,96                     	                         	08:10                           	15:58                           	                                	06:57                            	30:12                            	                                 	8,4                       	6,3                       	                          
2                      	5402            	1                 	80              	                	08:46                                	15:58                                	                                     	04:00                                  	04:12                                  	                                       	2,51                     	1,46                     	                         	09:04                           	16:27                           	                                	10:32                            	05:15                            	                                 	1,7                       	2,3                       	                          
2                      	4575            	1                 	77              	                	08:56                                	15:28                                	                                     	11:53                                  	08:28                                  	                                       	14,32                    	5,95                     	                         	08:51                           	16:11                           	                                	13:34                            	06:59                            	                                 	14,5                      	3,5                       	                          
2                      	4577            	1                 	77              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4545            	1                 	76              	                	08:55                                	15:33                                	                                     	10:10                                  	08:03                                  	                                       	14,96                    	6,59                     	                         	08:10                           	16:08                           	                                	10:52                            	07:44                            	                                 	14,8                      	4,7                       	                          
2                      	4528            	1                 	74              	                	08:56                                	15:33                                	                                     	08:08                                  	11:56                                  	                                       	8,42                     	1,10                     	                         	08:10                           	16:12                           	                                	08:57                            	05:12                            	                                 	6,7                       	3,1                       	                          
2                      	4536            	1                 	80              	                	08:13                                	15:43                                	                                     	09:26                                  	07:20                                  	                                       	11,95                    	6,24                     	                         	08:50                           	15:58                           	                                	09:07                            	30:09                            	                                 	11,7                      	7,6                       	                          
2                      	4537            	1                 	77              	                	08:13                                	15:28                                	                                     	05:51                                  	05:04                                  	                                       	6,46                     	4,03                     	                         	08:51                           	16:16                           	                                	04:53                            	05:42                            	                                 	5,3                       	7,1                       	                          
3                      	5403            	1                 	82              	                	08:31                                	15:52                                	                                     	08:45                                  	13:27                                  	                                       	11,65                    	6,87                     	                         	08:23                           	                                	                                	08:01                            	                                 	                                 	13,4                      	                          	                          
3                      	5409            	1                 	82              	                	08:23                                	15:53                                	                                     	08:31                                  	06:20                                  	                                       	11,23                    	7,33                     	                         	08:22                           	                                	                                	08:49                            	                                 	                                 	12,3                      	                          	                          
3                      	4582            	1                 	81              	                	08:13                                	15:28                                	                                     	11:19                                  	08:39                                  	                                       	10,48                    	5,97                     	                         	08:51                           	15:58                           	                                	10:24                            	07:35                            	                                 	9,2                       	6,5                       	                          
3                      	4557            	1                 	69              	                	08:31                                	15:53                                	                                     	13:25                                  	12:48                                  	                                       	13,81                    	9,81                     	                         	08:22                           	16:27                           	                                	12:08                            	10:11                            	                                 	15,3                      	8,3                       	                          
3                      	4560            	1                 	83              	                	08:31                                	15:42                                	                                     	13:17                                  	10:13                                  	                                       	13,99                    	9,23                     	                         	08:22                           	16:33                           	                                	13:48                            	08:35                            	                                 	15,8                      	17,0                      	                          
3                      	4551            	1                 	81              	                	08:31                                	15:42                                	                                     	12:07                                  	08:40                                  	                                       	14,06                    	8,28                     	                         	08:27                           	16:28                           	                                	12:09                            	09:26                            	                                 	14,9                      	9,6                       	                          
3                      	4525            	1                 	81              	                	08:23                                	15:43                                	                                     	10:11                                  	05:55                                  	                                       	9,48                     	4,51                     	                         	08:27                           	16:27                           	                                	09:10                            	06:27                            	                                 	10,5                      	6,2                       	                          
3                      	4535            	1                 	81              	                	08:23                                	15:59                                	                                     	09:32                                  	06:52                                  	                                       	9,76                     	4,90                     	                         	08:27                           	                                	                                	10:59                            	                                 	                                 	9,0                       	                          	                          
3                      	4066            	1                 	84              	                	08:22                                	15:53                                	                                     	18:23                                  	12:05                                  	                                       	6,27                     	8,93                     	                         	08:26                           	                                	                                	14:12                            	                                 	                                 	10,3                      	                          	                          
4                      	5407            	1                 	85              	                	                                     	15:59                                	                                     	                                       	10:02                                  	                                       	                         	9,00                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4587            	1                 	89              	                	09:23                                	                                     	                                     	13:21                                  	                                       	                                       	8,21                     	                         	                         	09:18                           	                                	                                	10:45                            	                                 	                                 	7,3                       	                          	                          
4                      	4581            	1                 	86              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4583            	1                 	87              	                	                                     	15:59                                	                                     	                                       	07:53                                  	                                       	                         	4,68                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4573            	1                 	84              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4546            	1                 	86              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4548            	1                 	86              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4550            	1                 	85              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4065            	1                 	89              	                	                                     	16:17                                	                                     	                                       	03:47                                  	                                       	                         	3,79                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
5                      	5408            	1                 	73              	                	08:46                                	15:33                                	                                     	12:07                                  	06:37                                  	                                       	12,68                    	5,65                     	                         	08:40                           	16:42                           	                                	10:47                            	07:12                            	                                 	12,7                      	8,1                       	                          
5                      	4584            	1                 	31              	                	                                     	16:17                                	                                     	                                       	12:57                                  	                                       	                         	8,79                     	                         	08:40                           	16:34                           	                                	13:05                            	09:00                            	                                 	12,0                      	27,7                      	                          
5                      	4572            	1                 	37              	                	08:46                                	16:16                                	                                     	09:50                                  	06:39                                  	                                       	9,96                     	5,22                     	                         	09:05                           	16:33                           	                                	08:25                            	06:38                            	                                 	0,1                       	10,0                      	                          
5                      	4554            	1                 	60              	                	09:06                                	16:32                                	                                     	10:25                                  	23:57                                  	                                       	11,61                    	6,14                     	                         	08:50                           	16:42                           	                                	10:10                            	07:51                            	                                 	0,0                       	6,2                       	                          
5                      	4544            	1                 	39              	                	08:46                                	16:16                                	                                     	10:57                                  	11:22                                  	                                       	6,83                     	2,95                     	                         	09:04                           	16:33                           	                                	17:39                            	06:32                            	                                 	11,8                      	6,9                       	                          
6                      	4426            	2                 	28              	                	07:44                                	16:50                                	                                     	07:49                                  	12:56                                  	                                       	10,42                    	6,52                     	                         	07:37                           	16:56                           	                                	13:46                            	13:41                            	                                 	10,8                      	7,5                       	                          
6                      	2648            	1                 	104             	                	07:44                                	15:12                                	                                     	13:01                                  	07:17                                  	                                       	15,97                    	8,54                     	                         	07:37                           	15:41                           	                                	12:46                            	07:34                            	                                 	16,6                      	9,4                       	                          
6                      	4475            	1                 	94              	                	08:02                                	15:21                                	                                     	07:29                                  	05:16                                  	                                       	13,08                    	6,70                     	                         	07:51                           	15:55                           	                                	08:29                            	08:48                            	                                 	13,3                      	6,8                       	                          
6                      	4477            	2                 	112             	                	08:02                                	15:21                                	                                     	05:47                                  	04:43                                  	                                       	11,18                    	5,71                     	                         	08:05                           	15:43                           	                                	06:15                            	04:24                            	                                 	11,7                      	5,5                       	                          
6                      	4465            	2                 	108             	                	07:54                                	15:13                                	                                     	08:41                                  	06:03                                  	                                       	14,06                    	6,59                     	                         	07:51                           	15:42                           	                                	09:55                            	05:04                            	                                 	14,2                      	6,4                       	                          
6                      	3530            	1                 	91              	                	07:44                                	16:50                                	                                     	11:22                                  	06:50                                  	                                       	13,21                    	8,62                     	                         	07:37                           	16:56                           	                                	08:13                            	06:28                            	                                 	13,3                      	8,7                       	                          
