Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	78              	                	08:10                                	                                     	                                     	06:37                                  	                                       	                                       	12,41                    	                         	                         	08:17                           	15:50                           	                                	06:33                            	05:57                            	                                 	13,5                      	7,7                       	                          
2                      	4586            	1                 	83              	                	08:10                                	15:58                                	                                     	06:57                                  	30:12                                  	                                       	8,44                     	6,26                     	                         	08:17                           	15:51                           	                                	09:36                            	05:40                            	                                 	11,1                      	4,8                       	                          
2                      	5402            	1                 	79              	                	09:04                                	16:27                                	                                     	10:32                                  	05:15                                  	                                       	1,65                     	2,25                     	                         	08:40                           	16:07                           	                                	06:48                            	08:39                            	                                 	2,7                       	1,5                       	                          
2                      	4575            	1                 	76              	                	08:51                                	16:11                                	                                     	13:34                                  	06:59                                  	                                       	14,48                    	3,46                     	                         	08:16                           	16:14                           	                                	11:31                            	08:29                            	                                 	13,8                      	6,6                       	                          
2                      	4577            	1                 	76              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4545            	1                 	75              	                	08:10                                	16:08                                	                                     	10:52                                  	07:44                                  	                                       	14,78                    	4,74                     	                         	08:20                           	15:51                           	                                	10:33                            	10:23                            	                                 	12,7                      	9,4                       	                          
2                      	4528            	1                 	73              	                	08:10                                	16:12                                	                                     	08:57                                  	05:12                                  	                                       	6,65                     	3,12                     	                         	08:17                           	15:51                           	                                	08:10                            	06:32                            	                                 	7,2                       	5,0                       	                          
2                      	4536            	1                 	79              	                	08:50                                	15:58                                	                                     	09:07                                  	30:09                                  	                                       	11,74                    	7,55                     	                         	08:54                           	16:15                           	                                	07:43                            	06:46                            	                                 	11,1                      	5,9                       	                          
2                      	4537            	1                 	76              	                	08:51                                	16:16                                	                                     	04:53                                  	05:42                                  	                                       	5,33                     	7,07                     	                         	08:55                           	16:14                           	                                	06:54                            	25:37                            	                                 	4,9                       	11,0                      	                          
3                      	5403            	1                 	81              	                	08:23                                	                                     	                                     	08:01                                  	                                       	                                       	13,40                    	                         	                         	08:34                           	16:01                           	                                	08:19                            	05:21                            	                                 	14,5                      	7,8                       	                          
3                      	5409            	1                 	81              	                	08:22                                	                                     	                                     	08:49                                  	                                       	                                       	12,31                    	                         	                         	08:32                           	16:00                           	                                	08:50                            	06:15                            	                                 	12,3                      	7,0                       	                          
3                      	4582            	1                 	80              	                	08:51                                	15:58                                	                                     	10:24                                  	07:35                                  	                                       	9,22                     	6,49                     	                         	08:54                           	16:14                           	                                	09:48                            	25:49                            	                                 	11,4                      	11,8                      	                          
3                      	4557            	1                 	68              	                	08:22                                	16:27                                	                                     	12:08                                  	10:11                                  	                                       	15,33                    	8,32                     	                         	08:38                           	16:27                           	                                	17:33                            	13:48                            	                                 	14,0                      	8,9                       	                          
3                      	4560            	1                 	82              	                	08:22                                	16:33                                	                                     	13:48                                  	08:35                                  	                                       	15,75                    	16,97                    	                         	08:54                           	16:06                           	                                	12:04                            	09:09                            	                                 	17,0                      	7,8                       	                          
3                      	4551            	1                 	80              	                	08:27                                	16:28                                	                                     	12:09                                  	09:26                                  	                                       	14,92                    	9,59                     	                         	08:32                           	16:05                           	                                	12:02                            	08:07                            	                                 	15,0                      	8,2                       	                          
3                      	4525            	1                 	80              	                	08:27                                	16:27                                	                                     	09:10                                  	06:27                                  	                                       	10,50                    	6,22                     	                         	08:39                           	16:05                           	                                	07:58                            	06:30                            	                                 	9,3                       	7,0                       	                          
3                      	4535            	1                 	80              	                	08:27                                	                                     	                                     	10:59                                  	                                       	                                       	8,96                     	                         	                         	08:38                           	16:06                           	                                	08:07                            	06:38                            	                                 	8,6                       	5,2                       	                          
3                      	4066            	1                 	83              	                	08:26                                	                                     	                                     	14:12                                  	                                       	                                       	10,34                    	                         	                         	08:32                           	15:59                           	                                	13:51                            	09:57                            	                                 	9,4                       	7,3                       	                          
4                      	5407            	1                 	84              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4587            	1                 	88              	                	09:18                                	                                     	                                     	10:45                                  	                                       	                                       	7,33                     	                         	                         	09:21                           	17:04                           	                                	07:41                            	10:02                            	                                 	7,0                       	6,3                       	                          
4                      	4581            	1                 	85              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4583            	1                 	86              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4573            	1                 	83              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4546            	1                 	85              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4548            	1                 	85              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4550            	1                 	84              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4065            	1                 	88              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
5                      	5408            	1                 	72              	                	08:40                                	16:42                                	                                     	10:47                                  	07:12                                  	                                       	12,73                    	8,11                     	                         	09:00                           	16:22                           	                                	08:59                            	07:43                            	                                 	10,9                      	8,2                       	                          
5                      	4584            	1                 	30              	                	08:40                                	16:34                                	                                     	13:05                                  	09:00                                  	                                       	11,99                    	27,74                    	                         	09:02                           	                                	                                	14:14                            	                                 	                                 	11,6                      	                          	                          
5                      	4572            	1                 	36              	                	09:05                                	16:33                                	                                     	08:25                                  	06:38                                  	                                       	0,14                     	9,97                     	                         	09:00                           	16:22                           	                                	08:45                            	06:44                            	                                 	10,9                      	5,6                       	                          
5                      	4554            	1                 	59              	                	08:50                                	16:42                                	                                     	10:10                                  	07:51                                  	                                       	0,02                     	6,18                     	                         	09:00                           	                                	                                	12:00                            	                                 	                                 	11,4                      	                          	                          
5                      	4544            	1                 	38              	                	09:04                                	16:33                                	                                     	17:39                                  	06:32                                  	                                       	11,81                    	6,89                     	                         	09:01                           	16:22                           	                                	11:09                            	08:44                            	                                 	5,5                       	3,9                       	                          
6                      	4426            	2                 	27              	                	07:37                                	16:56                                	                                     	13:46                                  	13:41                                  	                                       	10,81                    	7,49                     	                         	07:44                           	16:54                           	                                	04:45                            	11:11                            	                                 	10,2                      	5,7                       	                          
6                      	2648            	1                 	103             	                	07:37                                	15:41                                	                                     	12:46                                  	07:34                                  	                                       	16,59                    	9,44                     	                         	07:44                           	15:38                           	                                	04:05                            	07:42                            	                                 	16,8                      	9,1                       	                          
6                      	4475            	1                 	93              	                	07:51                                	15:55                                	                                     	08:29                                  	08:48                                  	                                       	13,25                    	6,77                     	                         	08:04                           	15:38                           	                                	07:43                            	05:28                            	                                 	13,5                      	6,9                       	                          
6                      	4477            	2                 	111             	                	08:05                                	15:43                                	                                     	06:15                                  	04:24                                  	                                       	11,74                    	5,51                     	                         	08:04                           	15:48                           	                                	06:24                            	04:29                            	                                 	11,8                      	5,9                       	                          
6                      	4465            	2                 	107             	                	07:51                                	15:42                                	                                     	09:55                                  	05:04                                  	                                       	14,23                    	6,40                     	                         	07:44                           	15:37                           	                                	09:46                            	05:16                            	                                 	14,2                      	6,5                       	                          
6                      	3530            	1                 	90              	                	07:37                                	16:56                                	                                     	08:13                                  	06:28                                  	                                       	13,29                    	8,74                     	                         	07:45                           	16:54                           	                                	14:56                            	06:02                            	                                 	13,8                      	9,1                       	                          
