Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	77              	                	08:17                                	15:50                                	                                     	06:33                                  	05:57                                  	                                       	13,48                    	7,65                     	                         	08:17                           	16:10                           	                                	06:51                            	09:19                            	                                 	14,4                      	7,3                       	                          
2                      	4586            	1                 	82              	                	08:17                                	15:51                                	                                     	09:36                                  	05:40                                  	                                       	11,07                    	4,84                     	                         	08:22                           	16:11                           	                                	07:14                            	04:53                            	                                 	7,6                       	4,7                       	                          
2                      	5402            	1                 	78              	                	08:40                                	16:07                                	                                     	06:48                                  	08:39                                  	                                       	2,70                     	1,50                     	                         	09:07                           	16:20                           	                                	03:27                            	08:16                            	                                 	2,0                       	2,4                       	                          
2                      	4575            	1                 	75              	                	08:16                                	16:14                                	                                     	11:31                                  	08:29                                  	                                       	13,83                    	6,56                     	                         	08:17                           	16:10                           	                                	11:48                            	07:57                            	                                 	15,8                      	6,4                       	                          
2                      	4577            	1                 	75              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4545            	1                 	74              	                	08:20                                	15:51                                	                                     	10:33                                  	10:23                                  	                                       	12,69                    	9,38                     	                         	08:17                           	16:15                           	                                	10:45                            	13:07                            	                                 	14,7                      	7,6                       	                          
2                      	4528            	1                 	72              	                	08:17                                	15:51                                	                                     	08:10                                  	06:32                                  	                                       	7,20                     	4,95                     	                         	08:17                           	16:11                           	                                	09:19                            	06:57                            	                                 	7,5                       	4,2                       	                          
2                      	4536            	1                 	78              	                	08:54                                	16:15                                	                                     	07:43                                  	06:46                                  	                                       	11,07                    	5,92                     	                         	08:21                           	15:48                           	                                	09:04                            	06:55                            	                                 	12,4                      	6,7                       	                          
2                      	4537            	1                 	75              	                	08:55                                	16:14                                	                                     	06:54                                  	25:37                                  	                                       	4,91                     	10,95                    	                         	08:22                           	15:49                           	                                	05:21                            	05:16                            	                                 	5,5                       	2,4                       	                          
3                      	5403            	1                 	80              	                	08:34                                	16:01                                	                                     	08:19                                  	05:21                                  	                                       	14,54                    	7,80                     	                         	08:37                           	16:16                           	                                	13:49                            	12:39                            	                                 	15,5                      	6,1                       	                          
3                      	5409            	1                 	80              	                	08:32                                	16:00                                	                                     	08:50                                  	06:15                                  	                                       	12,29                    	6,98                     	                         	08:37                           	16:17                           	                                	08:11                            	06:49                            	                                 	7,8                       	6,8                       	                          
3                      	4582            	1                 	79              	                	08:54                                	16:14                                	                                     	09:48                                  	25:49                                  	                                       	11,43                    	11,81                    	                         	08:21                           	15:46                           	                                	10:01                            	08:09                            	                                 	11,1                      	5,8                       	                          
3                      	4557            	1                 	67              	                	08:38                                	16:27                                	                                     	17:33                                  	13:48                                  	                                       	14,01                    	8,91                     	                         	08:37                           	16:34                           	                                	13:51                            	19:03                            	                                 	14,9                      	8,8                       	                          
3                      	4560            	1                 	81              	                	08:54                                	16:06                                	                                     	12:04                                  	09:09                                  	                                       	16,97                    	7,81                     	                         	09:08                           	15:49                           	                                	12:32                            	07:57                            	                                 	16,1                      	7,9                       	                          
3                      	4551            	1                 	79              	                	08:32                                	16:05                                	                                     	12:02                                  	08:07                                  	                                       	14,99                    	8,20                     	                         	09:06                           	16:26                           	                                	11:55                            	08:40                            	                                 	16,1                      	8,6                       	                          
3                      	4525            	1                 	79              	                	08:39                                	16:05                                	                                     	07:58                                  	06:30                                  	                                       	9,29                     	6,98                     	                         	08:40                           	16:25                           	                                	09:15                            	06:22                            	                                 	11,0                      	6,1                       	                          
3                      	4535            	1                 	79              	                	08:38                                	16:06                                	                                     	08:07                                  	06:38                                  	                                       	8,64                     	5,17                     	                         	09:06                           	16:26                           	                                	11:13                            	06:23                            	                                 	8,1                       	4,7                       	                          
3                      	4066            	1                 	82              	                	08:32                                	15:59                                	                                     	13:51                                  	09:57                                  	                                       	9,44                     	7,25                     	                         	08:37                           	16:25                           	                                	13:58                            	09:50                            	                                 	10,0                      	6,9                       	                          
4                      	5407            	1                 	83              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4587            	1                 	87              	                	09:21                                	17:04                                	                                     	07:41                                  	10:02                                  	                                       	6,98                     	6,28                     	                         	09:26                           	                                	                                	09:02                            	                                 	                                 	7,4                       	                          	                          
4                      	4581            	1                 	84              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4583            	1                 	85              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4573            	1                 	82              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4546            	1                 	84              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4548            	1                 	84              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4550            	1                 	83              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4065            	1                 	87              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
5                      	5408            	1                 	71              	                	09:00                                	16:22                                	                                     	08:59                                  	07:43                                  	                                       	10,93                    	8,18                     	                         	09:11                           	16:38                           	                                	10:10                            	07:43                            	                                 	12,4                      	7,8                       	                          
5                      	4584            	1                 	29              	                	09:02                                	                                     	                                     	14:14                                  	                                       	                                       	11,61                    	                         	                         	08:41                           	16:33                           	                                	13:43                            	12:00                            	                                 	12,6                      	8,8                       	                          
5                      	4572            	1                 	35              	                	09:00                                	16:22                                	                                     	08:45                                  	06:44                                  	                                       	10,85                    	5,58                     	                         	08:40                           	                                	                                	19:08                            	                                 	                                 	9,4                       	                          	                          
5                      	4554            	1                 	58              	                	09:00                                	                                     	                                     	12:00                                  	                                       	                                       	11,37                    	                         	                         	09:10                           	16:34                           	                                	11:40                            	19:16                            	                                 	12,2                      	7,1                       	                          
5                      	4544            	1                 	37              	                	09:01                                	16:22                                	                                     	11:09                                  	08:44                                  	                                       	5,48                     	3,89                     	                         	08:40                           	16:38                           	                                	11:46                            	07:07                            	                                 	6,8                       	3,7                       	                          
6                      	4426            	2                 	26              	                	07:44                                	16:54                                	                                     	04:45                                  	11:11                                  	                                       	10,24                    	5,74                     	                         	07:41                           	17:00                           	                                	13:29                            	10:25                            	                                 	9,7                       	6,2                       	                          
6                      	2648            	1                 	102             	                	07:44                                	15:38                                	                                     	04:05                                  	07:42                                  	                                       	16,75                    	9,12                     	                         	07:41                           	                                	                                	15:00                            	                                 	                                 	18,2                      	                          	                          
6                      	4475            	1                 	92              	                	08:04                                	15:38                                	                                     	07:43                                  	05:28                                  	                                       	13,53                    	6,85                     	                         	08:09                           	15:56                           	                                	07:34                            	05:09                            	                                 	13,1                      	6,3                       	                          
6                      	4477            	2                 	110             	                	08:04                                	15:48                                	                                     	06:24                                  	04:29                                  	                                       	11,84                    	5,87                     	                         	08:02                           	15:39                           	                                	06:18                            	04:15                            	                                 	12,7                      	5,8                       	                          
6                      	4465            	2                 	106             	                	07:44                                	15:37                                	                                     	09:46                                  	05:16                                  	                                       	14,17                    	6,48                     	                         	07:39                           	                                	                                	09:33                            	                                 	                                 	15,4                      	                          	                          
6                      	3530            	1                 	89              	                	07:45                                	16:54                                	                                     	14:56                                  	06:02                                  	                                       	13,80                    	9,12                     	                         	07:41                           	16:58                           	                                	09:23                            	08:12                            	                                 	14,0                      	9,6                       	                          
