Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	75              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:26                           	15:35                           	08:27                           	04:37                            	04:26                            	06:03                            	7,4                       	6,6                       	12,4                      
2                      	4586            	1                 	80              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:37                           	15:52                           	08:28                           	06:48                            	06:36                            	08:27                            	5,0                       	5,5                       	7,0                       
2                      	5402            	1                 	76              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	16:06                           	15:55                           	08:44                           	08:59                            	07:57                            	09:40                            	1,7                       	1,2                       	2,2                       
2                      	4575            	1                 	73              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:26                           	15:35                           	08:19                           	09:41                            	08:40                            	10:28                            	7,6                       	7,1                       	14,0                      
2                      	4577            	1                 	73              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4545            	1                 	72              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:38                           	15:50                           	08:19                           	07:27                            	09:30                            	10:49                            	7,4                       	8,4                       	14,1                      
2                      	4528            	1                 	70              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:27                           	15:50                           	08:20                           	06:05                            	07:17                            	07:55                            	4,7                       	5,5                       	6,7                       
2                      	4536            	1                 	76              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:37                           	15:49                           	08:28                           	06:23                            	07:37                            	09:15                            	6,1                       	6,6                       	12,0                      
2                      	4537            	1                 	73              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:37                           	15:35                           	08:28                           	04:31                            	03:41                            	08:44                            	3,8                       	4,0                       	5,0                       
3                      	5403            	1                 	78              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:45                           	16:06                           	08:34                           	19:47                            	05:54                            	12:46                            	5,6                       	9,8                       	12,6                      
3                      	5409            	1                 	78              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:45                           	15:55                           	08:45                           	05:41                            	06:16                            	08:07                            	6,3                       	5,7                       	11,5                      
3                      	4582            	1                 	77              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:27                           	15:35                           	08:20                           	10:04                            	08:12                            	10:23                            	6,5                       	5,3                       	9,8                       
3                      	4557            	1                 	65              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:45                           	16:07                           	08:55                           	09:07                            	09:25                            	26:46                            	8,2                       	8,9                       	15,1                      
3                      	4560            	1                 	79              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	16:06                           	16:05                           	08:33                           	09:10                            	21:18                            	12:45                            	8,7                       	9,4                       	15,8                      
3                      	4551            	1                 	77              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	16:06                           	15:55                           	08:45                           	07:36                            	07:09                            	11:29                            	8,5                       	7,7                       	15,5                      
3                      	4525            	1                 	77              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:51                           	15:55                           	08:35                           	07:35                            	05:53                            	09:32                            	9,0                       	5,2                       	10,8                      
3                      	4535            	1                 	77              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	16:05                           	15:58                           	08:45                           	08:59                            	05:19                            	09:34                            	4,6                       	2,4                       	10,5                      
3                      	4066            	1                 	80              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:44                           	16:06                           	08:34                           	24:49                            	12:05                            	16:42                            	8,0                       	7,9                       	10,5                      
4                      	5407            	1                 	81              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	09:13                           	16:10                           	08:55                           	10:49                            	07:54                            	11:06                            	14,1                      	7,9                       	13,1                      
4                      	4587            	1                 	85              	                	16:56                                	                                     	                                     	07:50                                  	                                       	                                       	4,78                     	                         	                         	09:46                           	17:05                           	09:44                           	20:09                            	05:10                            	10:31                            	6,1                       	17,3                      	7,4                       
4                      	4581            	1                 	82              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	09:04                           	16:23                           	09:02                           	13:25                            	08:41                            	18:00                            	15,9                      	9,2                       	17,0                      
4                      	4583            	1                 	83              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	08:58                           	16:10                           	09:03                           	08:42                            	10:00                            	11:56                            	10,4                      	7,9                       	12,1                      
4                      	4573            	1                 	80              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	09:00                           	16:24                           	08:56                           	05:54                            	07:41                            	05:29                            	3,2                       	1,7                       	2,5                       
4                      	4546            	1                 	82              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	09:06                           	16:23                           	08:55                           	16:58                            	07:55                            	16:14                            	13,8                      	7,6                       	13,3                      
4                      	4548            	1                 	82              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	09:06                           	16:23                           	09:02                           	15:24                            	08:06                            	13:47                            	17,6                      	9,2                       	17,4                      
4                      	4550            	1                 	81              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	09:05                           	16:10                           	09:03                           	15:02                            	09:52                            	14:08                            	12,7                      	6,2                       	13,1                      
4                      	4065            	1                 	85              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	09:00                           	16:26                           	09:18                           	04:50                            	04:08                            	04:43                            	7,7                       	4,1                       	7,8                       
5                      	5408            	1                 	69              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:50                           	16:27                           	09:19                           	05:51                            	05:32                            	10:33                            	6,2                       	6,8                       	12,5                      
5                      	4584            	1                 	27              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:51                           	16:27                           	09:33                           	10:00                            	04:36                            	13:30                            	7,5                       	7,2                       	13,1                      
5                      	4572            	1                 	33              	                	16:31                                	                                     	                                     	06:23                                  	                                       	                                       	4,54                     	                         	                         	15:59                           	16:27                           	09:33                           	22:52                            	04:46                            	08:41                            	4,5                       	6,3                       	9,1                       
5                      	4554            	1                 	56              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:51                           	16:43                           	09:19                           	06:47                            	06:50                            	11:12                            	5,9                       	5,9                       	12,4                      
5                      	4544            	1                 	35              	                	16:27                                	                                     	                                     	11:09                                  	                                       	                                       	5,58                     	                         	                         	15:59                           	16:42                           	09:18                           	11:09                            	07:39                            	09:48                            	5,6                       	3,0                       	5,2                       
6                      	4426            	2                 	24              	                	16:43                                	                                     	                                     	12:26                                  	                                       	                                       	7,18                     	                         	                         	07:41                           	16:55                           	07:57                           	17:02                            	10:57                            	13:28                            	9,9                       	6,9                       	10,7                      
6                      	2648            	1                 	100             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	07:41                           	15:21                           	07:40                           	18:42                            	06:45                            	12:42                            	17,5                      	7,6                       	17,0                      
6                      	4475            	1                 	90              	                	16:33                                	                                     	                                     	05:03                                  	                                       	                                       	6,96                     	                         	                         	16:22                           	15:22                           	07:57                           	05:03                            	05:01                            	08:27                            	7,0                       	6,3                       	14,1                      
6                      	4477            	2                 	108             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:24                           	15:33                           	07:57                           	03:57                            	04:29                            	06:29                            	5,6                       	5,4                       	12,9                      
6                      	4465            	2                 	104             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	15:13                           	15:22                           	07:41                           	05:21                            	04:50                            	09:36                            	6,6                       	6,4                       	14,2                      
