Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	82              	                	08:14                                	15:40                                	                                     	06:35                                  	04:26                                  	                                       	12,23                    	6,64                     	                         	08:14                           	15:38                           	                                	11:44                            	07:21                            	                                 	12,9                      	12,9                      	                          
2                      	4586            	1                 	87              	                	08:22                                	                                     	                                     	08:36                                  	                                       	                                       	8,56                     	                         	                         	08:23                           	15:39                           	                                	07:47                            	06:24                            	                                 	8,7                       	14,4                      	                          
2                      	5402            	1                 	83              	                	08:32                                	                                     	                                     	07:04                                  	                                       	                                       	3,98                     	                         	                         	09:02                           	16:07                           	                                	04:16                            	03:08                            	                                 	3,7                       	1,0                       	                          
2                      	4575            	1                 	80              	                	08:15                                	15:41                                	                                     	12:53                                  	10:55                                  	                                       	14,45                    	7,00                     	                         	08:22                           	15:48                           	                                	13:50                            	09:27                            	                                 	16,0                      	7,0                       	                          
2                      	4577            	1                 	80              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4545            	1                 	79              	                	08:22                                	15:48                                	                                     	10:48                                  	10:49                                  	                                       	15,04                    	6,34                     	                         	08:14                           	15:48                           	                                	11:16                            	09:55                            	                                 	13,5                      	8,7                       	                          
2                      	4528            	1                 	77              	                	08:22                                	15:41                                	                                     	08:51                                  	05:33                                  	                                       	7,85                     	4,17                     	                         	08:23                           	15:38                           	                                	14:02                            	07:43                            	                                 	7,6                       	10,0                      	                          
2                      	4536            	1                 	83              	                	08:22                                	15:36                                	                                     	09:34                                  	07:35                                  	                                       	11,37                    	7,13                     	                         	08:14                           	15:48                           	                                	10:23                            	07:49                            	                                 	11,3                      	6,8                       	                          
2                      	4537            	1                 	80              	                	08:15                                	15:36                                	                                     	04:43                                  	07:02                                  	                                       	4,45                     	3,38                     	                         	08:23                           	15:38                           	                                	04:42                            	08:01                            	                                 	4,6                       	7,4                       	                          
3                      	5403            	1                 	85              	                	08:38                                	                                     	                                     	23:57                                  	                                       	                                       	11,69                    	                         	                         	08:42                           	15:58                           	                                	12:14                            	05:30                            	                                 	11,4                      	7,1                       	                          
3                      	5409            	1                 	85              	                	08:38                                	                                     	                                     	09:09                                  	                                       	                                       	11,42                    	                         	                         	08:30                           	16:06                           	                                	10:25                            	06:05                            	                                 	12,6                      	6,8                       	                          
3                      	4582            	1                 	84              	                	08:14                                	15:40                                	                                     	10:52                                  	07:10                                  	                                       	10,41                    	5,40                     	                         	08:14                           	15:49                           	                                	11:04                            	08:12                            	                                 	11,1                      	6,0                       	                          
3                      	4557            	1                 	72              	                	08:37                                	16:23                                	                                     	14:46                                  	15:22                                  	                                       	13,12                    	7,84                     	                         	08:42                           	15:59                           	                                	12:28                            	10:10                            	                                 	12,9                      	8,0                       	                          
3                      	4560            	1                 	86              	                	08:31                                	                                     	                                     	14:35                                  	                                       	                                       	15,41                    	                         	                         	08:30                           	16:07                           	                                	13:46                            	09:03                            	                                 	15,0                      	9,1                       	                          
3                      	4551            	1                 	84              	                	08:32                                	                                     	                                     	09:37                                  	                                       	                                       	12,21                    	                         	                         	08:43                           	15:58                           	                                	11:29                            	07:57                            	                                 	14,9                      	7,9                       	                          
3                      	4525            	1                 	84              	                	09:03                                	                                     	                                     	12:16                                  	                                       	                                       	10,97                    	                         	                         	08:42                           	16:13                           	                                	11:04                            	05:42                            	                                 	12,4                      	5,0                       	                          
3                      	4535            	1                 	84              	                	08:32                                	                                     	                                     	09:59                                  	                                       	                                       	9,71                     	                         	                         	08:29                           	15:58                           	                                	10:09                            	06:50                            	                                 	10,2                      	5,2                       	                          
3                      	4066            	1                 	87              	                	08:37                                	                                     	                                     	20:40                                  	                                       	                                       	10,48                    	                         	                         	08:29                           	16:07                           	                                	14:03                            	09:36                            	                                 	10,4                      	7,0                       	                          
4                      	5407            	1                 	88              	                	09:03                                	16:10                                	                                     	12:37                                  	06:01                                  	                                       	15,35                    	6,86                     	                         	09:13                           	16:13                           	                                	15:15                            	07:29                            	                                 	16,1                      	7,7                       	                          
4                      	4587            	1                 	92              	                	09:43                                	16:26                                	                                     	13:30                                  	13:12                                  	                                       	4,61                     	0,17                     	                         	09:37                           	                                	                                	14:05                            	                                 	                                 	4,8                       	                          	                          
4                      	4581            	1                 	89              	                	08:57                                	16:09                                	                                     	13:25                                  	26:50                                  	                                       	15,53                    	8,69                     	                         	09:00                           	15:30                           	                                	13:25                            	23:06                            	                                 	16,3                      	10,1                      	                          
4                      	4583            	1                 	90              	                	08:54                                	15:49                                	                                     	11:20                                  	08:49                                  	                                       	10,14                    	6,67                     	                         	08:52                           	15:33                           	                                	11:15                            	09:06                            	                                 	11,0                      	5,6                       	                          
4                      	4573            	1                 	87              	                	09:24                                	15:49                                	                                     	04:34                                  	04:14                                  	                                       	2,66                     	2,13                     	                         	09:13                           	16:22                           	                                	05:05                            	04:46                            	                                 	3,3                       	3,7                       	                          
4                      	4546            	1                 	89              	                	09:04                                	15:48                                	                                     	14:55                                  	10:01                                  	                                       	13,23                    	8,59                     	                         	09:01                           	16:13                           	                                	16:02                            	12:07                            	                                 	12,6                      	8,0                       	                          
4                      	4548            	1                 	89              	                	09:43                                	                                     	                                     	11:19                                  	                                       	                                       	16,22                    	                         	                         	09:48                           	                                	                                	10:05                            	                                 	                                 	14,5                      	                          	                          
4                      	4550            	1                 	88              	                	09:05                                	16:10                                	                                     	14:16                                  	10:43                                  	                                       	11,21                    	6,29                     	                         	09:02                           	16:13                           	                                	13:50                            	08:01                            	                                 	12,3                      	5,6                       	                          
4                      	4065            	1                 	92              	                	08:53                                	16:23                                	                                     	04:20                                  	06:51                                  	                                       	7,80                     	3,46                     	                         	08:51                           	15:33                           	                                	04:29                            	03:25                            	                                 	8,1                       	3,4                       	                          
5                      	5408            	1                 	76              	                	09:32                                	15:57                                	                                     	09:27                                  	06:45                                  	                                       	10,33                    	7,39                     	                         	08:51                           	16:28                           	                                	09:33                            	07:12                            	                                 	10,4                      	6,9                       	                          
5                      	4584            	1                 	34              	                	09:25                                	15:57                                	                                     	12:23                                  	10:35                                  	                                       	12,07                    	7,62                     	                         	09:14                           	16:22                           	                                	14:17                            	10:16                            	                                 	11,8                      	7,6                       	                          
5                      	4572            	1                 	40              	                	09:37                                	                                     	                                     	11:30                                  	                                       	                                       	10,95                    	                         	                         	09:13                           	16:21                           	                                	09:35                            	07:09                            	                                 	10,3                      	10,0                      	                          
5                      	4554            	1                 	63              	                	08:55                                	16:10                                	                                     	11:09                                  	08:21                                  	                                       	10,54                    	6,34                     	                         	08:51                           	15:32                           	                                	11:54                            	18:58                            	                                 	10,8                      	5,1                       	                          
5                      	4544            	1                 	42              	                	09:25                                	                                     	                                     	12:05                                  	                                       	                                       	6,91                     	                         	                         	09:37                           	16:21                           	                                	16:44                            	06:45                            	                                 	10,9                      	6,9                       	                          
6                      	4426            	2                 	31              	                	07:42                                	15:14                                	                                     	13:34                                  	08:42                                  	                                       	9,59                     	5,50                     	                         	07:40                           	16:50                           	                                	15:01                            	12:47                            	                                 	10,1                      	6,3                       	                          
6                      	2648            	1                 	107             	                	07:41                                	15:13                                	                                     	12:15                                  	11:48                                  	                                       	14,87                    	10,41                    	                         	07:40                           	15:15                           	                                	15:27                            	08:25                            	                                 	17,6                      	9,4                       	                          
6                      	4475            	1                 	97              	                	08:07                                	15:29                                	                                     	08:34                                  	05:33                                  	                                       	13,14                    	6,79                     	                         	08:00                           	15:17                           	                                	07:51                            	05:33                            	                                 	13,7                      	6,6                       	                          
6                      	4477            	2                 	115             	                	07:59                                	15:26                                	                                     	07:01                                  	04:32                                  	                                       	12,12                    	5,66                     	                         	07:55                           	15:28                           	                                	06:17                            	04:36                            	                                 	12,7                      	11,9                      	                          
