Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	76              	                	08:17                                	16:10                                	                                     	06:51                                  	09:19                                  	                                       	14,41                    	7,29                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4586            	1                 	81              	                	08:22                                	16:11                                	                                     	07:14                                  	04:53                                  	                                       	7,60                     	4,70                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	5402            	1                 	77              	                	09:07                                	16:20                                	                                     	03:27                                  	08:16                                  	                                       	2,02                     	2,39                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4575            	1                 	74              	                	08:17                                	16:10                                	                                     	11:48                                  	07:57                                  	                                       	15,82                    	6,41                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4577            	1                 	74              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4545            	1                 	73              	                	08:17                                	16:15                                	                                     	10:45                                  	13:07                                  	                                       	14,69                    	7,58                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4528            	1                 	71              	                	08:17                                	16:11                                	                                     	09:19                                  	06:57                                  	                                       	7,47                     	4,24                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4536            	1                 	77              	                	08:21                                	15:48                                	                                     	09:04                                  	06:55                                  	                                       	12,37                    	6,68                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4537            	1                 	74              	                	08:22                                	15:49                                	                                     	05:21                                  	05:16                                  	                                       	5,54                     	2,39                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
3                      	5403            	1                 	79              	                	08:37                                	16:16                                	                                     	13:49                                  	12:39                                  	                                       	15,49                    	6,06                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
3                      	5409            	1                 	79              	                	08:37                                	16:17                                	                                     	08:11                                  	06:49                                  	                                       	7,81                     	6,75                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
3                      	4582            	1                 	78              	                	08:21                                	15:46                                	                                     	10:01                                  	08:09                                  	                                       	11,07                    	5,75                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
3                      	4557            	1                 	66              	                	08:37                                	16:34                                	                                     	13:51                                  	19:03                                  	                                       	14,90                    	8,80                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
3                      	4560            	1                 	80              	                	09:08                                	15:49                                	                                     	12:32                                  	07:57                                  	                                       	16,06                    	7,85                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
3                      	4551            	1                 	78              	                	09:06                                	16:26                                	                                     	11:55                                  	08:40                                  	                                       	16,12                    	8,55                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
3                      	4525            	1                 	78              	                	08:40                                	16:25                                	                                     	09:15                                  	06:22                                  	                                       	10,99                    	6,08                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
3                      	4535            	1                 	78              	                	09:06                                	16:26                                	                                     	11:13                                  	06:23                                  	                                       	8,08                     	4,67                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
3                      	4066            	1                 	81              	                	08:37                                	16:25                                	                                     	13:58                                  	09:50                                  	                                       	9,98                     	6,87                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	5407            	1                 	82              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4587            	1                 	86              	                	09:26                                	                                     	                                     	09:02                                  	                                       	                                       	7,43                     	                         	                         	16:56                           	                                	                                	07:50                            	                                 	                                 	4,8                       	                          	                          
4                      	4581            	1                 	83              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4583            	1                 	84              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4573            	1                 	81              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4546            	1                 	83              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4548            	1                 	83              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4550            	1                 	82              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
4                      	4065            	1                 	86              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
5                      	5408            	1                 	70              	                	09:11                                	16:38                                	                                     	10:10                                  	07:43                                  	                                       	12,41                    	7,84                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
5                      	4584            	1                 	28              	                	08:41                                	16:33                                	                                     	13:43                                  	12:00                                  	                                       	12,62                    	8,77                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
5                      	4572            	1                 	34              	                	08:40                                	                                     	                                     	19:08                                  	                                       	                                       	9,40                     	                         	                         	16:31                           	                                	                                	06:23                            	                                 	                                 	4,5                       	                          	                          
5                      	4554            	1                 	57              	                	09:10                                	16:34                                	                                     	11:40                                  	19:16                                  	                                       	12,16                    	7,10                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
5                      	4544            	1                 	36              	                	08:40                                	16:38                                	                                     	11:46                                  	07:07                                  	                                       	6,82                     	3,73                     	                         	16:27                           	                                	                                	11:09                            	                                 	                                 	5,6                       	                          	                          
6                      	4426            	2                 	25              	                	07:41                                	17:00                                	                                     	13:29                                  	10:25                                  	                                       	9,66                     	6,20                     	                         	16:43                           	                                	                                	12:26                            	                                 	                                 	7,2                       	                          	                          
6                      	2648            	1                 	101             	                	07:41                                	                                     	                                     	15:00                                  	                                       	                                       	18,22                    	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	4475            	1                 	91              	                	08:09                                	15:56                                	                                     	07:34                                  	05:09                                  	                                       	13,10                    	6,25                     	                         	16:33                           	                                	                                	05:03                            	                                 	                                 	7,0                       	                          	                          
6                      	4477            	2                 	109             	                	08:02                                	15:39                                	                                     	06:18                                  	04:15                                  	                                       	12,70                    	5,79                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	4465            	2                 	105             	                	07:39                                	                                     	                                     	09:33                                  	                                       	                                       	15,44                    	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	3530            	1                 	88              	                	07:41                                	16:58                                	                                     	09:23                                  	08:12                                  	                                       	14,01                    	9,61                     	                         	16:43                           	                                	                                	06:21                            	                                 	                                 	7,6                       	                          	                          
6                      	3458            	1                 	108             	                	07:41                                	15:39                                	                                     	08:01                                  	04:55                                  	                                       	11,42                    	6,35                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
6                      	3437            	1                 	109             	20,47           	07:55                                	                                     	                                     	05:51                                  	                                       	                                       	13,33                    	                         	                         	16:44                           	                                	                                	04:08                            	                                 	                                 	7,0                       	                          	                          
6                      	2560            	2                 	111             	                	08:02                                	15:54                                	                                     	07:51                                  	05:26                                  	                                       	14,10                    	6,68                     	                         	16:32                           	                                	                                	05:20                            	                                 	                                 	6,9                       	                          	                          
6                      	2416            	2                 	92              	                	08:01                                	15:54                                	                                     	07:57                                  	05:35                                  	                                       	19,48                    	9,80                     	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
