Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	653             	2                 	145             	13,62                    	8,89                     	                         	08:00                                	17:11                                	                                     	05:40                                  	04:16                                  	                                       	5,30                                      	4,45                                      	0,10                       	0,20                       	1,70                        	0,80                        	3,10                        	1,80                        	3,30                         	3,30                         	2,4                                   	2,0                                   	                           	3,6                                  	                            	3,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2623            	1                 	111             	15,53                    	7,85                     	                         	08:19                                	15:57                                	                                     	08:06                                  	05:22                                  	                                       	3,85                                      	3,70                                      	0,10                       	0,10                       	0,70                        	0,30                        	2,09                        	1,80                        	2,60                         	2,70                         	1,9                                   	1,4                                   	                           	3,1                                  	                            	2,9                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2624            	2                 	129             	12,12                    	8,79                     	                         	08:24                                	15:58                                	                                     	11:03                                  	08:56                                  	                                       	1,43                                      	1,45                                      	0,10                       	0,00                       	0,00                        	0,00                        	0,60                        	0,70                        	1,10                         	1,10                         	1,0                                   	0,9                                   	                           	1,8                                  	                            	1,6                                  	                            	                             	0,0                                     	                                      	0,4                                     	                                     	                                        	                                          
1                      	2662            	2                 	158             	9,07                     	                         	                         	07:52                                	                                     	                                     	06:56                                  	                                       	                                       	3,22                                      	3,00                                      	0,00                       	                           	0,90                        	                            	1,80                        	                            	2,09                         	                             	1,3                                   	                                      	                           	2,3                                  	                            	                                     	                            	                             	0,0                                     	                                      	                                        	                                     	                                        	                                          
1                      	3652            	2                 	110             	14,32                    	5,63                     	                         	08:19                                	15:46                                	                                     	06:01                                  	03:25                                  	                                       	5,35                                      	3,75                                      	0,50                       	0,00                       	2,70                        	1,00                        	3,10                        	2,00                        	3,00                         	2,50                         	2,3                                   	1,6                                   	                           	3,3                                  	                            	2,8                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4498            	1                 	105             	12,81                    	8,65                     	                         	08:00                                	17:05                                	                                     	21:28                                  	14:31                                  	                                       	1,00                                      	0,80                                      	0,00                       	0,00                       	0,00                        	0,00                        	0,60                        	0,40                        	0,70                         	0,60                         	0,9                                   	0,5                                   	                           	1,5                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
1                      	4448            	1                 	170             	13,52                    	6,95                     	                         	08:02                                	15:46                                	                                     	12:28                                  	06:09                                  	                                       	1,60                                      	3,95                                      	0,00                       	6,60                       	0,20                        	1,20                        	0,90                        	1,20                        	1,10                         	1,40                         	1,0                                   	1,1                                   	                           	1,7                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,3                                     	                                     	                                        	                                          
1                      	4412            	2                 	108             	10,42                    	5,40                     	                         	08:02                                	15:46                                	                                     	06:35                                  	03:56                                  	                                       	3,50                                      	3,15                                      	0,00                       	0,00                       	0,80                        	0,40                        	2,00                        	1,70                        	2,30                         	2,20                         	1,5                                   	1,3                                   	                           	2,8                                  	                            	2,5                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	4421            	1                 	137             	7,34                     	4,64                     	                         	08:32                                	15:58                                	                                     	06:04                                  	09:21                                  	                                       	2,43                                      	2,83                                      	0,10                       	0,10                       	0,80                        	0,80                        	1,40                        	1,80                        	1,50                         	1,70                         	1,2                                   	0,4                                   	                           	2,0                                  	                            	2,0                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	4021            	2                 	115             	14,47                    	6,20                     	                         	08:25                                	17:11                                	                                     	07:40                                  	04:25                                  	                                       	3,82                                      	2,78                                      	0,10                       	0,10                       	0,60                        	0,20                        	2,09                        	1,40                        	2,60                         	2,00                         	1,8                                   	1,4                                   	                           	2,9                                  	                            	2,3                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3579            	1                 	100             	14,03                    	6,86                     	                         	08:02                                	15:45                                	                                     	09:24                                  	05:09                                  	                                       	2,53                                      	4,68                                      	0,00                       	6,60                       	0,10                        	1,50                        	1,20                        	1,50                        	1,90                         	1,90                         	1,4                                   	1,3                                   	                           	2,6                                  	                            	7,6                                  	                            	                             	0,2                                     	                                      	0,0                                     	                                     	                                        	                                          
1                      	3527            	1                 	119             	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	3500            	2                 	116             	15,58                    	6,52                     	                         	08:19                                	15:58                                	                                     	07:39                                  	04:44                                  	                                       	4,58                                      	3,63                                      	0,00                       	0,10                       	1,10                        	0,20                        	2,60                        	1,90                        	3,00                         	2,60                         	2,0                                   	1,3                                   	                           	3,3                                  	                            	2,9                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3475            	1                 	127             	15,24                    	8,13                     	                         	08:01                                	15:45                                	                                     	08:14                                  	05:10                                  	                                       	5,05                                      	4,50                                      	0,00                       	0,10                       	1,20                        	1,30                        	3,10                        	2,50                        	3,20                         	2,90                         	1,8                                   	1,5                                   	                           	3,5                                  	                            	3,1                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3424            	1                 	124             	7,89                     	6,76                     	                         	08:25                                	17:05                                	                                     	11:50                                  	14:44                                  	                                       	0,95                                      	0,90                                      	0,00                       	0,10                       	0,00                        	0,10                        	0,50                        	0,50                        	0,70                         	0,60                         	0,6                                   	0,4                                   	                           	1,1                                  	                            	1,0                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2581            	1                 	152             	18,45                    	7,47                     	                         	08:20                                	15:45                                	                                     	08:47                                  	04:56                                  	                                       	4,13                                      	5,83                                      	0,20                       	6,60                       	1,50                        	3,90                        	2,40                        	1,60                        	2,50                         	2,40                         	2,1                                   	1,5                                   	                           	3,2                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2567            	1                 	117             	10,09                    	11,34                    	                         	07:59                                	17:05                                	                                     	05:48                                  	06:33                                  	                                       	4,93                                      	4,55                                      	0,20                       	0,00                       	1,50                        	1,40                        	2,80                        	2,60                        	3,10                         	2,90                         	1,7                                   	1,7                                   	                           	3,5                                  	                            	3,3                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2468            	2                 	138             	14,72                    	5,85                     	                         	08:32                                	15:46                                	                                     	07:26                                  	03:55                                  	                                       	5,08                                      	4,33                                      	0,00                       	0,00                       	1,30                        	0,70                        	2,90                        	2,50                        	3,30                         	2,90                         	1,9                                   	1,4                                   	                           	3,7                                  	                            	3,2                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2406            	2                 	113             	11,07                    	5,74                     	                         	08:24                                	15:46                                	                                     	09:40                                  	05:59                                  	                                       	1,75                                      	1,80                                      	0,10                       	0,00                       	0,10                        	0,20                        	0,80                        	0,90                        	1,30                         	1,30                         	1,1                                   	0,9                                   	                           	1,8                                  	                            	1,8                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
