Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	653             	2                 	141             	14,34                    	7,98                     	                         	07:46                                	17:02                                	                                     	16:09                                  	04:46                                  	                                       	4,85                                      	4,68                                      	0,00                       	0,00                       	1,00                        	1,30                        	2,60                        	2,70                        	3,30                         	3,00                         	0,8                                   	1,6                                   	                           	3,7                                  	                            	3,3                                  	                            	                             	0,2                                     	                                      	0,3                                     	                                     	                                        	                                          
1                      	2623            	1                 	107             	13,90                    	7,39                     	                         	08:08                                	15:30                                	                                     	07:23                                  	04:46                                  	                                       	3,88                                      	5,55                                      	0,00                       	5,70                       	0,70                        	1,30                        	2,20                        	2,20                        	2,60                         	2,70                         	1,8                                   	1,5                                   	                           	3,0                                  	                            	7,6                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2624            	2                 	125             	14,94                    	10,55                    	                         	08:08                                	15:40                                	                                     	12:52                                  	10:14                                  	                                       	1,68                                      	1,55                                      	0,00                       	0,00                       	0,10                        	0,00                        	0,90                        	0,70                        	1,20                         	1,20                         	1,1                                   	1,0                                   	                           	2,0                                  	                            	2,0                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2662            	2                 	154             	1,46                     	2,97                     	                         	08:04                                	17:17                                	                                     	10:45                                  	04:02                                  	                                       	0,18                                      	2,15                                      	0,10                       	0,10                       	0,00                        	0,30                        	0,10                        	1,30                        	0,10                         	1,40                         	0,1                                   	0,7                                   	                           	2,0                                  	                            	1,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3652            	2                 	106             	14,34                    	6,21                     	                         	08:03                                	15:30                                	                                     	06:39                                  	03:39                                  	                                       	4,73                                      	5,78                                      	0,10                       	6,20                       	1,40                        	1,90                        	2,90                        	2,30                        	2,90                         	2,60                         	2,1                                   	1,7                                   	                           	3,2                                  	                            	7,6                                  	                            	                             	0,2                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4498            	1                 	101             	11,16                    	8,76                     	                         	07:46                                	17:02                                	                                     	18:37                                  	13:58                                  	                                       	0,85                                      	0,75                                      	0,00                       	0,00                       	0,00                        	0,00                        	0,50                        	0,30                        	0,60                         	0,60                         	0,5                                   	0,6                                   	                           	1,1                                  	                            	1,1                                  	                            	                             	0,5                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4448            	1                 	166             	14,41                    	7,05                     	                         	07:46                                	15:29                                	                                     	11:19                                  	06:56                                  	                                       	1,85                                      	4,50                                      	0,00                       	6,60                       	0,20                        	4,80                        	1,00                        	0,70                        	1,30                         	1,30                         	1,2                                   	1,0                                   	                           	1,9                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	4412            	2                 	104             	9,59                     	5,85                     	                         	07:47                                	15:29                                	                                     	05:44                                  	06:19                                  	                                       	4,68                                      	4,44                                      	3,80                       	6,60                       	1,70                        	1,20                        	2,00                        	0,80                        	2,30                         	2,09                         	1,6                                   	0,4                                   	                           	7,6                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4421            	1                 	133             	6,69                     	4,45                     	                         	08:19                                	15:40                                	                                     	06:15                                  	10:24                                  	                                       	2,73                                      	1,95                                      	0,10                       	0,00                       	1,00                        	0,40                        	1,70                        	1,10                        	1,60                         	1,30                         	1,0                                   	0,4                                   	                           	2,0                                  	                            	1,6                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4021            	2                 	111             	14,80                    	8,42                     	                         	08:02                                	17:02                                	                                     	07:34                                  	06:06                                  	                                       	3,98                                      	2,85                                      	0,10                       	0,10                       	1,00                        	0,30                        	2,20                        	1,50                        	2,60                         	2,00                         	1,9                                   	1,3                                   	                           	3,1                                  	                            	2,3                                  	                            	                             	0,1                                     	                                      	0,4                                     	                                     	                                        	                                          
1                      	3579            	1                 	96              	12,66                    	5,10                     	                         	07:48                                	15:30                                	                                     	09:04                                  	05:48                                  	                                       	4,33                                      	1,30                                      	5,30                       	0,00                       	1,40                        	0,00                        	1,70                        	0,60                        	1,80                         	1,00                         	1,3                                   	0,8                                   	                           	7,6                                  	                            	1,6                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	3527            	1                 	115             	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	3500            	2                 	112             	14,24                    	6,80                     	                         	08:08                                	15:40                                	                                     	08:25                                  	04:17                                  	                                       	4,20                                      	3,35                                      	0,10                       	0,10                       	1,50                        	0,30                        	2,40                        	1,90                        	2,60                         	2,30                         	1,6                                   	1,5                                   	                           	3,1                                  	                            	2,6                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	3475            	1                 	123             	15,03                    	7,24                     	                         	07:47                                	15:30                                	                                     	07:49                                  	06:11                                  	                                       	6,40                                      	5,85                                      	3,10                       	5,80                       	2,30                        	1,80                        	3,10                        	2,50                        	3,50                         	2,70                         	1,9                                   	0,7                                   	                           	7,6                                  	                            	7,6                                  	                            	                             	0,2                                     	                                      	0,3                                     	                                     	                                        	                                          
1                      	3424            	1                 	120             	9,01                     	6,66                     	                         	08:02                                	17:02                                	                                     	14:06                                  	14:11                                  	                                       	0,98                                      	0,90                                      	0,10                       	0,10                       	0,00                        	0,10                        	0,50                        	0,50                        	0,70                         	0,60                         	0,6                                   	0,4                                   	                           	1,1                                  	                            	1,2                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
