Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	653             	2                 	136             	16,49                    	8,89                     	                         	07:50                                	15:27                                	                                     	09:34                                  	04:47                                  	                                       	3,85                                      	5,33                                      	0,00                       	5,70                       	1,20                        	1,60                        	2,30                        	1,20                        	2,40                         	2,90                         	1,7                                   	1,8                                   	                           	2,9                                  	                            	7,6                                  	                            	                             	0,0                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2623            	1                 	102             	15,58                    	7,45                     	                         	08:05                                	15:36                                	                                     	07:39                                  	04:36                                  	                                       	3,85                                      	4,33                                      	0,10                       	0,10                       	0,50                        	1,00                        	2,00                        	2,50                        	2,70                         	2,80                         	2,0                                   	1,6                                   	                           	3,2                                  	                            	3,1                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2624            	2                 	120             	14,61                    	9,61                     	                         	08:12                                	15:41                                	                                     	16:18                                  	11:08                                  	                                       	1,63                                      	1,68                                      	0,00                       	0,00                       	0,10                        	0,10                        	0,80                        	0,90                        	1,20                         	1,20                         	0,8                                   	0,8                                   	                           	1,9                                  	                            	1,8                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
1                      	2662            	2                 	149             	28,22                    	12,98                    	                         	08:21                                	15:46                                	                                     	10:30                                  	05:54                                  	                                       	0,00                                      	0,00                                      	0,00                       	0,00                       	0,00                        	0,00                        	0,00                        	0,00                        	0,00                         	0,00                         	3,2                                   	0,8                                   	                           	3,2                                  	                            	3,1                                  	                            	                             	0,0                                     	                                      	0,0                                     	                                     	                                        	                                          
1                      	3652            	2                 	101             	14,50                    	6,29                     	                         	08:04                                	15:26                                	                                     	06:34                                  	04:39                                  	                                       	4,95                                      	2,80                                      	0,20                       	0,00                       	1,60                        	0,00                        	3,00                        	1,20                        	3,00                         	2,20                         	2,2                                   	1,3                                   	                           	3,2                                  	                            	2,5                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4498            	1                 	96              	14,55                    	6,83                     	                         	07:49                                	15:25                                	                                     	20:44                                  	11:10                                  	                                       	1,03                                      	0,75                                      	0,00                       	0,00                       	0,10                        	0,00                        	0,60                        	0,30                        	0,70                         	0,60                         	0,9                                   	0,6                                   	                           	1,9                                  	                            	1,0                                  	                            	                             	1,0                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4448            	1                 	161             	14,04                    	6,41                     	                         	07:48                                	15:26                                	                                     	11:17                                  	06:19                                  	                                       	1,85                                      	1,83                                      	0,00                       	0,00                       	0,20                        	0,10                        	1,00                        	1,00                        	1,30                         	1,30                         	1,2                                   	1,0                                   	                           	1,9                                  	                            	1,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4412            	2                 	99              	10,33                    	4,71                     	                         	07:48                                	15:27                                	                                     	06:27                                  	03:12                                  	                                       	3,78                                      	4,80                                      	0,00                       	5,30                       	1,10                        	1,10                        	2,20                        	2,00                        	2,40                         	2,20                         	1,6                                   	1,4                                   	                           	2,6                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4421            	1                 	128             	7,31                     	                         	                         	09:43                                	                                     	                                     	09:41                                  	                                       	                                       	2,80                                      	2,63                                      	0,10                       	                           	0,70                        	                            	1,80                        	                            	1,70                         	                             	0,7                                   	                                      	                           	2,1                                  	                            	                                     	                            	                             	0,1                                     	                                      	                                        	                                     	                                        	                                          
1                      	4021            	2                 	106             	15,06                    	6,29                     	                         	08:11                                	15:40                                	                                     	07:58                                  	05:22                                  	                                       	3,78                                      	2,65                                      	0,10                       	0,10                       	1,00                        	0,10                        	2,00                        	1,20                        	2,50                         	2,00                         	1,8                                   	1,4                                   	                           	2,8                                  	                            	2,1                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
1                      	3579            	1                 	91              	14,76                    	7,46                     	                         	07:50                                	15:26                                	                                     	10:36                                  	05:46                                  	                                       	2,50                                      	2,38                                      	0,00                       	0,00                       	0,40                        	0,30                        	1,40                        	1,20                        	1,70                         	1,70                         	1,3                                   	1,2                                   	                           	2,5                                  	                            	2,0                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
1                      	3527            	1                 	110             	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	3500            	2                 	107             	14,65                    	6,74                     	                         	08:05                                	15:36                                	                                     	06:58                                  	04:30                                  	                                       	4,88                                      	3,63                                      	0,30                       	0,10                       	2,00                        	0,20                        	2,80                        	1,90                        	2,90                         	2,60                         	2,1                                   	1,4                                   	                           	3,2                                  	                            	2,8                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3475            	1                 	118             	16,34                    	6,81                     	                         	07:50                                	15:27                                	                                     	08:35                                  	04:51                                  	                                       	4,25                                      	6,08                                      	0,00                       	6,60                       	1,20                        	2,50                        	2,50                        	2,20                        	2,70                         	2,70                         	1,9                                   	1,4                                   	                           	3,0                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	3424            	1                 	115             	7,81                     	5,74                     	                         	08:12                                	15:40                                	                                     	16:05                                  	11:53                                  	                                       	1,05                                      	0,98                                      	0,10                       	0,10                       	0,10                        	0,00                        	0,60                        	0,50                        	0,70                         	0,70                         	0,4                                   	0,4                                   	                           	1,0                                  	                            	1,0                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2581            	1                 	143             	17,83                    	7,70                     	                         	07:48                                	15:36                                	                                     	09:41                                  	06:12                                  	                                       	3,65                                      	2,08                                      	0,00                       	0,10                       	1,00                        	0,00                        	2,20                        	0,30                        	2,30                         	1,90                         	1,8                                   	1,2                                   	                           	2,6                                  	                            	2,3                                  	                            	                             	0,0                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	2567            	1                 	108             	15,24                    	8,59                     	                         	07:50                                	15:27                                	                                     	10:53                                  	04:17                                  	                                       	5,10                                      	6,03                                      	0,00                       	5,30                       	0,80                        	1,60                        	3,00                        	2,60                        	3,40                         	3,00                         	1,4                                   	2,0                                   	                           	3,8                                  	                            	7,6                                  	                            	                             	0,2                                     	                                      	0,0                                     	                                     	                                        	                                          
1                      	2468            	2                 	129             	14,29                    	6,23                     	                         	08:05                                	15:40                                	                                     	07:01                                  	04:25                                  	                                       	4,28                                      	3,88                                      	0,10                       	0,10                       	0,60                        	0,80                        	2,40                        	1,70                        	2,90                         	2,80                         	2,0                                   	1,4                                   	                           	3,4                                  	                            	2,9                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	2406            	2                 	104             	11,02                    	6,04                     	                         	08:12                                	15:36                                	                                     	10:40                                  	06:09                                  	                                       	1,65                                      	1,83                                      	0,10                       	0,10                       	0,10                        	0,00                        	0,80                        	0,80                        	1,20                         	1,40                         	1,0                                   	0,9                                   	                           	1,7                                  	                            	1,9                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4586            	1                 	129             	9,02                     	4,74                     	                         	08:32                                	15:50                                	                                     	10:13                                  	06:25                                  	                                       	1,25                                      	1,45                                      	0,10                       	0,00                       	0,10                        	0,00                        	0,60                        	0,70                        	0,90                         	1,10                         	0,8                                   	0,7                                   	                           	1,3                                  	                            	1,3                                  	                            	                             	0,1                                     	                                      	0,4                                     	                                     	                                        	                                          
2                      	5402            	1                 	125             	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4577            	1                 	122             	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	0,90                                      	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4585            	1                 	124             	11,23                    	5,82                     	                         	08:20                                	15:50                                	                                     	07:31                                  	03:46                                  	                                       	2,79                                      	3,62                                      	0,10                       	0,10                       	0,10                        	0,60                        	1,30                        	2,09                        	2,09                         	2,40                         	1,4                                   	1,5                                   	                           	2,3                                  	                            	2,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4575            	1                 	122             	                         	6,00                     	                         	                                     	15:55                                	                                     	                                       	07:58                                  	                                       	                                          	1,23                                      	                           	0,10                       	                            	0,00                        	                            	0,20                        	                             	1,10                         	                                      	0,7                                   	                           	                                     	                            	1,5                                  	                            	                             	                                        	                                      	0,0                                     	                                     	                                        	                                          
2                      	4545            	1                 	121             	13,27                    	5,70                     	                         	08:19                                	15:55                                	                                     	12:43                                  	07:01                                  	                                       	3,03                                      	0,53                                      	0,10                       	0,10                       	0,80                        	0,00                        	1,80                        	0,00                        	1,90                         	0,50                         	1,0                                   	0,8                                   	                           	2,2                                  	                            	1,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4528            	1                 	119             	7,10                     	3,26                     	                         	08:32                                	15:50                                	                                     	09:23                                  	04:56                                  	                                       	1,33                                      	1,13                                      	0,10                       	0,10                       	0,20                        	0,00                        	0,70                        	0,40                        	0,90                         	0,90                         	0,7                                   	0,6                                   	                           	1,4                                  	                            	1,3                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4536            	1                 	125             	10,89                    	6,05                     	                         	08:32                                	15:55                                	                                     	10:03                                  	06:47                                  	                                       	2,20                                      	1,55                                      	0,10                       	0,00                       	0,10                        	0,00                        	1,10                        	0,30                        	1,60                         	1,40                         	1,0                                   	0,8                                   	                           	1,9                                  	                            	1,7                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4537            	1                 	122             	3,43                     	2,94                     	                         	08:32                                	15:50                                	                                     	04:23                                  	03:39                                  	                                       	2,35                                      	2,40                                      	0,00                       	0,10                       	1,80                        	0,90                        	1,80                        	1,90                        	1,00                         	1,20                         	0,7                                   	0,8                                   	                           	3,0                                  	                            	2,3                                  	                            	                             	0,2                                     	                                      	0,2                                     	                                     	                                        	                                          
3                      	5409            	1                 	127             	11,11                    	5,11                     	                         	08:45                                	16:01                                	                                     	09:51                                  	05:08                                  	                                       	1,80                                      	2,23                                      	0,10                       	0,20                       	0,10                        	0,10                        	0,90                        	1,10                        	1,30                         	1,60                         	1,1                                   	0,9                                   	                           	2,0                                  	                            	1,9                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
