Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	653             	2                 	147             	14,04                    	18,69                    	                         	07:55                                	17:01                                	                                     	07:39                                  	05:00                                  	                                       	3,75                                      	3,52                                      	0,00                       	0,00                       	0,40                        	0,70                        	1,90                        	2,09                        	2,70                         	2,30                         	1,8                                   	2,2                                   	                           	2,9                                  	                            	3,5                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2623            	1                 	113             	14,88                    	8,15                     	                         	07:56                                	15:52                                	                                     	05:50                                  	06:30                                  	                                       	4,10                                      	2,64                                      	0,10                       	0,10                       	1,10                        	0,10                        	2,20                        	1,00                        	2,70                         	2,09                         	2,5                                   	1,2                                   	                           	3,1                                  	                            	2,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2624            	2                 	131             	13,19                    	9,66                     	                         	08:16                                	15:52                                	                                     	15:07                                  	10:11                                  	                                       	1,48                                      	1,60                                      	0,10                       	0,00                       	0,00                        	0,00                        	0,70                        	0,60                        	1,10                         	1,30                         	0,8                                   	0,9                                   	                           	1,7                                  	                            	1,7                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2662            	2                 	160             	7,87                     	6,10                     	                         	07:47                                	17:20                                	                                     	06:13                                  	04:22                                  	                                       	2,88                                      	3,55                                      	0,00                       	0,00                       	0,30                        	0,60                        	1,80                        	2,20                        	1,90                         	2,30                         	1,2                                   	1,3                                   	                           	2,2                                  	                            	2,5                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3652            	2                 	112             	14,43                    	6,63                     	                         	07:57                                	15:46                                	                                     	06:03                                  	03:30                                  	                                       	4,83                                      	4,63                                      	0,00                       	0,00                       	1,10                        	1,30                        	2,90                        	2,60                        	3,10                         	3,00                         	2,3                                   	1,8                                   	                           	3,4                                  	                            	3,2                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4498            	1                 	107             	13,02                    	9,70                     	                         	07:55                                	17:01                                	                                     	18:00                                  	13:58                                  	                                       	0,95                                      	1,05                                      	0,00                       	0,10                       	0,00                        	0,10                        	0,50                        	0,60                        	0,70                         	0,70                         	0,7                                   	0,6                                   	                           	1,6                                  	                            	1,4                                  	                            	                             	0,7                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4448            	1                 	172             	13,81                    	6,71                     	                         	08:09                                	15:45                                	                                     	09:45                                  	06:11                                  	                                       	2,40                                      	4,25                                      	0,10                       	6,60                       	0,30                        	1,80                        	1,20                        	1,30                        	1,70                         	1,50                         	1,4                                   	1,0                                   	                           	2,2                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4412            	2                 	110             	9,75                     	5,21                     	                         	07:57                                	15:43                                	                                     	05:52                                  	04:19                                  	                                       	3,90                                      	3,02                                      	0,10                       	0,00                       	0,90                        	0,30                        	2,09                        	1,70                        	2,60                         	2,09                         	1,6                                   	1,2                                   	                           	2,9                                  	                            	2,3                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4421            	1                 	139             	7,92                     	3,64                     	                         	08:15                                	15:52                                	                                     	12:18                                  	10:18                                  	                                       	2,83                                      	2,70                                      	0,10                       	0,00                       	0,60                        	0,40                        	1,70                        	1,60                        	1,80                         	1,80                         	0,6                                   	0,2                                   	                           	2,0                                  	                            	2,0                                  	                            	                             	0,0                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4021            	2                 	117             	13,95                    	7,11                     	                         	08:22                                	17:00                                	                                     	07:47                                  	04:58                                  	                                       	3,45                                      	3,13                                      	0,10                       	0,20                       	0,90                        	0,30                        	1,80                        	1,40                        	2,30                         	2,30                         	1,7                                   	1,6                                   	                           	2,9                                  	                            	3,0                                  	                            	                             	0,1                                     	                                      	0,7                                     	                                     	                                        	                                          
1                      	3579            	1                 	102             	13,91                    	7,21                     	                         	08:08                                	15:43                                	                                     	09:27                                  	06:13                                  	                                       	2,88                                      	2,45                                      	0,00                       	0,00                       	0,30                        	0,20                        	1,60                        	1,20                        	2,00                         	1,80                         	1,4                                   	1,1                                   	                           	2,3                                  	                            	2,0                                  	                            	                             	0,0                                     	                                      	0,3                                     	                                     	                                        	                                          
1                      	3527            	1                 	121             	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	3500            	2                 	118             	14,31                    	6,79                     	                         	08:09                                	15:45                                	                                     	07:00                                  	04:24                                  	                                       	4,68                                      	5,58                                      	0,10                       	5,80                       	1,40                        	1,90                        	2,60                        	2,30                        	3,00                         	2,50                         	2,0                                   	1,5                                   	                           	3,3                                  	                            	7,6                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3475            	1                 	129             	14,27                    	8,47                     	                         	07:57                                	15:43                                	                                     	08:18                                  	05:36                                  	                                       	4,00                                      	3,90                                      	0,10                       	0,10                       	1,70                        	1,30                        	2,30                        	2,30                        	2,40                         	2,40                         	1,7                                   	1,5                                   	                           	2,8                                  	                            	2,5                                  	                            	                             	0,4                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3424            	1                 	126             	9,01                     	7,37                     	                         	08:16                                	17:01                                	                                     	14:56                                  	13:37                                  	                                       	1,13                                      	1,10                                      	0,00                       	0,00                       	0,10                        	0,00                        	0,60                        	0,60                        	0,80                         	0,80                         	0,6                                   	0,5                                   	                           	1,1                                  	                            	1,2                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2581            	1                 	154             	17,76                    	7,35                     	                         	08:08                                	15:45                                	                                     	08:58                                  	05:54                                  	                                       	3,35                                      	6,84                                      	0,00                       	6,60                       	0,80                        	7,60                        	1,70                        	2,40                        	2,30                         	2,09                         	1,9                                   	1,2                                   	                           	3,0                                  	                            	7,6                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2567            	1                 	119             	13,87                    	18,53                    	                         	07:54                                	17:09                                	                                     	06:40                                  	10:49                                  	                                       	5,03                                      	0,00                                      	0,00                       	0,00                       	1,50                        	0,00                        	3,10                        	0,00                        	3,10                         	0,00                         	2,0                                   	0,9                                   	                           	3,5                                  	                            	3,4                                  	                            	                             	1,7                                     	                                      	0,0                                     	                                     	                                        	                                          
1                      	2468            	2                 	140             	13,90                    	5,86                     	                         	08:23                                	15:43                                	                                     	07:01                                  	04:17                                  	                                       	4,23                                      	2,98                                      	0,10                       	0,10                       	1,20                        	0,80                        	2,20                        	0,30                        	2,80                         	2,60                         	1,9                                   	1,3                                   	                           	3,3                                  	                            	3,1                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
