Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	653             	2                 	134             	15,71                    	9,30                     	                         	07:48                                	15:19                                	                                     	07:11                                  	05:36                                  	                                       	4,98                                      	3,45                                      	0,10                       	0,00                       	1,80                        	0,20                        	2,80                        	1,00                        	3,10                         	2,90                         	2,1                                   	1,6                                   	                           	3,5                                  	                            	3,2                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2623            	1                 	100             	11,75                    	8,25                     	                         	08:00                                	15:36                                	                                     	06:32                                  	05:01                                  	                                       	4,10                                      	4,08                                      	0,10                       	0,10                       	1,10                        	0,80                        	2,40                        	2,30                        	2,60                         	2,70                         	1,7                                   	1,6                                   	                           	2,9                                  	                            	3,0                                  	                            	                             	0,2                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	2624            	2                 	118             	15,38                    	8,94                     	                         	08:02                                	15:36                                	                                     	15:58                                  	10:07                                  	                                       	1,63                                      	1,63                                      	0,10                       	0,10                       	0,20                        	0,00                        	0,70                        	0,80                        	1,20                         	1,20                         	0,9                                   	0,8                                   	                           	1,9                                  	                            	1,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2662            	2                 	147             	12,59                    	7,37                     	                         	08:00                                	15:38                                	                                     	07:47                                  	08:09                                  	                                       	3,90                                      	3,33                                      	0,20                       	0,10                       	0,80                        	0,20                        	2,30                        	1,70                        	2,50                         	2,40                         	1,6                                   	0,9                                   	                           	2,7                                  	                            	2,7                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	3652            	2                 	99              	12,23                    	6,27                     	                         	07:46                                	15:22                                	                                     	11:31                                  	04:38                                  	                                       	3,95                                      	2,55                                      	0,00                       	0,00                       	1,40                        	0,00                        	2,40                        	0,70                        	2,40                         	2,20                         	0,8                                   	1,3                                   	                           	2,8                                  	                            	2,5                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4498            	1                 	94              	10,31                    	6,94                     	                         	07:44                                	15:20                                	                                     	12:15                                  	11:21                                  	                                       	1,03                                      	0,98                                      	0,00                       	0,00                       	0,10                        	0,10                        	0,60                        	0,50                        	0,70                         	0,70                         	0,8                                   	0,6                                   	                           	1,6                                  	                            	1,3                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4448            	1                 	159             	12,83                    	6,86                     	                         	07:45                                	15:23                                	                                     	10:50                                  	06:47                                  	                                       	1,88                                      	1,90                                      	0,00                       	0,00                       	0,30                        	0,20                        	1,00                        	1,10                        	1,30                         	1,30                         	1,1                                   	1,0                                   	                           	1,8                                  	                            	1,7                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4412            	2                 	97              	10,97                    	5,05                     	                         	07:48                                	15:18                                	                                     	07:19                                  	04:15                                  	                                       	3,55                                      	2,75                                      	0,00                       	0,00                       	0,80                        	0,60                        	2,09                        	2,20                        	2,30                         	1,50                         	1,4                                   	1,4                                   	                           	2,8                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	1,3                                     	                                     	                                        	                                          
