Animal Number,Group Number,Days In Milk,Lactation Number,Date,Parlor Name,Parlor Number,Session Number,Batch Number,MPC Number,Id Time,Begin Time,Milk duration (mm:ss),End Time,Yield,Rel. Yield (%),Yield First 2 Min.,ECM Yield,Low Yield,Second Lap
4581,4,57,1,5/12/2017,Parlor1,1,3,1,4,,5/12/2017 3:41 PM,08:27,3:49 PM,2.14,192.00,0.60,,Unchecked,Unchecked
4573,4,55,1,5/12/2017,Parlor1,1,3,1,2,,5/12/2017 3:38 PM,09:13,3:48 PM,1.15,164.00,0.85,,Unchecked,Unchecked
4587,4,60,1,5/12/2017,Parlor1,1,3,1,1,,5/12/2017 3:38 PM,09:59,3:48 PM,2.86,218.00,0.80,,Unchecked,Unchecked
5407,4,56,1,5/12/2017,Parlor1,1,3,2,8,,5/12/2017 3:43 PM,19:12,4:03 PM,1.99,64.00,1.15,,Checked,Unchecked
4065,4,60,1,5/12/2017,Parlor1,1,3,2,7,,5/12/2017 3:43 PM,19:36,4:03 PM,1.70,200.00,0.20,,Unchecked,Unchecked
4550,4,56,1,5/12/2017,Parlor1,1,3,2,6,,5/12/2017 3:43 PM,19:54,4:03 PM,2.32,179.00,0.80,,Unchecked,Unchecked
4548,4,57,1,5/12/2017,Parlor1,1,3,2,5,,5/12/2017 3:41 PM,21:28,4:03 PM,1.83,131.00,0.00,,Unchecked,Unchecked
4551,3,52,1,5/12/2017,Parlor1,1,3,3,3,,5/12/2017 4:00 PM,14:52,4:15 PM,2.16,220.00,1.38,,Unchecked,Unchecked
5403,3,53,1,5/12/2017,Parlor1,1,3,3,4,,5/12/2017 4:01 PM,14:44,4:15 PM,1.66,233.00,1.40,,Unchecked,Unchecked
4535,3,52,1,5/12/2017,Parlor1,1,3,3,2,,5/12/2017 4:00 PM,15:18,4:15 PM,1.50,156.00,0.85,,Unchecked,Unchecked
4583,4,58,1,5/12/2017,Parlor1,1,3,3,1,,5/12/2017 4:00 PM,15:28,4:15 PM,2.47,175.00,1.75,,Unchecked,Unchecked
4585,2,50,1,5/12/2017,Parlor1,1,3,4,3,,5/12/2017 4:26 PM,09:42,4:35 PM,1.95,100.00,1.50,,Unchecked,Unchecked
4582,3,52,1,5/12/2017,Parlor1,1,3,4,4,,5/12/2017 4:26 PM,10:07,4:36 PM,2.41,200.00,0.00,,Unchecked,Unchecked
4577,2,48,1,5/12/2017,Parlor1,1,3,4,2,,5/12/2017 4:25 PM,11:29,4:36 PM,0.83,100.00,0.10,,Unchecked,Unchecked
4525,3,52,1,5/12/2017,Parlor1,1,3,4,1,,5/12/2017 4:24 PM,08:37,4:33 PM,2.13,177.00,0.90,,Unchecked,Unchecked
4560,3,54,1,5/12/2017,Parlor1,1,3,0,8,,5/12/2017 4:10 PM,19:19,4:30 PM,3.16,0.00,0.65,,Unchecked,Unchecked
5402,2,51,1,5/12/2017,Parlor1,1,3,0,5,,5/12/2017 4:10 PM,05:52,4:16 PM,3.19,0.00,1.15,,Unchecked,Unchecked
5409,3,53,1,5/12/2017,Parlor1,1,3,0,6,,5/12/2017 4:10 PM,19:33,4:30 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4066,3,55,1,5/12/2017,Parlor1,1,3,0,7,,5/12/2017 4:11 PM,18:14,4:30 PM,0.00,0.00,0.78,,Unchecked,Unchecked
4536,2,51,1,5/12/2017,Parlor1,1,3,0,8,,5/12/2017 4:33 PM,18:42,4:52 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4586,2,55,1,5/12/2017,Parlor1,1,3,0,5,,5/12/2017 4:43 PM,08:00,4:51 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4550,4,56,1,5/13/2017,Parlor1,1,1,1,3,,5/13/2017 8:19 AM,17:16,8:36 AM,13.20,148.00,0.95,,Unchecked,Unchecked
4065,4,60,1,5/13/2017,Parlor1,1,1,1,4,,5/13/2017 8:19 AM,07:38,8:27 AM,1.42,59.00,0.33,,Checked,Unchecked
4573,4,55,1,5/13/2017,Parlor1,1,1,1,2,,5/13/2017 8:18 AM,11:51,8:30 AM,3.49,85.00,0.75,,Unchecked,Unchecked
4587,4,60,1,5/13/2017,Parlor1,1,1,1,1,,5/13/2017 8:19 AM,14:47,8:34 AM,8.27,100.00,1.30,,Unchecked,Unchecked
4535,3,52,1,5/13/2017,Parlor1,1,1,2,3,,5/13/2017 8:43 AM,09:31,8:52 AM,7.29,125.00,2.45,,Unchecked,Unchecked
5403,3,53,1,5/13/2017,Parlor1,1,1,2,4,,5/13/2017 8:43 AM,09:12,8:52 AM,9.01,207.00,3.40,,Unchecked,Unchecked
4066,3,55,1,5/13/2017,Parlor1,1,1,2,2,,5/13/2017 8:43 AM,14:11,8:58 AM,7.75,125.00,1.05,,Unchecked,Unchecked
5407,4,56,1,5/13/2017,Parlor1,1,1,2,1,,5/13/2017 8:42 AM,15:11,8:58 AM,11.82,151.00,0.78,,Unchecked,Unchecked
4582,3,52,1,5/13/2017,Parlor1,1,1,3,3,,5/13/2017 9:07 AM,29:38,9:37 AM,10.36,162.00,1.83,,Unchecked,Unchecked
4537,2,48,1,5/13/2017,Parlor1,1,1,3,4,,5/13/2017 9:43 AM,22:41,10:06 AM,0.03,100.00,0.03,,Unchecked,Unchecked
4585,2,50,1,5/13/2017,Parlor1,1,1,3,2,,5/13/2017 9:08 AM,19:35,9:27 AM,10.01,179.00,3.68,,Unchecked,Unchecked
4560,3,54,1,5/13/2017,Parlor1,1,1,3,1,,5/13/2017 9:11 AM,18:43,9:30 AM,13.90,175.00,1.90,,Unchecked,Unchecked
4525,3,52,1,5/13/2017,Parlor1,1,1,0,8,,5/13/2017 9:03 AM,14:01,9:17 AM,3.54,0.00,0.00,,Unchecked,Unchecked
4546,4,57,1,5/13/2017,Parlor1,1,1,0,7,,5/13/2017 8:23 AM,13:06,8:36 AM,4.77,0.00,3.25,,Unchecked,Unchecked
4548,4,57,1,5/13/2017,Parlor1,1,1,0,5,,5/13/2017 8:22 AM,08:00,8:30 AM,4.45,0.00,3.55,,Unchecked,Unchecked
4551,3,52,1,5/13/2017,Parlor1,1,1,0,5,,5/13/2017 9:01 AM,08:00,9:09 AM,3.66,0.00,0.00,,Unchecked,Unchecked
4581,4,57,1,5/13/2017,Parlor1,1,1,0,6,,5/13/2017 8:25 AM,08:00,8:33 AM,3.57,0.00,3.80,,Unchecked,Unchecked
4583,4,58,1,5/13/2017,Parlor1,1,1,0,8,,5/13/2017 8:22 AM,16:00,8:38 AM,3.70,0.00,2.88,,Unchecked,Unchecked
5402,2,51,1,5/13/2017,Parlor1,1,1,0,7,,5/13/2017 9:02 AM,08:00,9:10 AM,2.68,0.00,0.00,,Unchecked,Unchecked
5409,3,53,1,5/13/2017,Parlor1,1,1,0,6,,5/13/2017 9:03 AM,13:35,9:17 AM,7.37,0.00,0.00,,Unchecked,Unchecked
4536,2,51,1,5/13/2017,Parlor1,1,1,0,5,,5/13/2017 9:24 AM,08:00,9:32 AM,3.60,0.00,0.00,,Unchecked,Unchecked
4577,2,48,1,5/13/2017,Parlor1,1,1,0,6,,5/13/2017 9:47 AM,08:00,9:55 AM,0.00,0.00,0.00,,Unchecked,Unchecked
4575,2,48,1,5/13/2017,Parlor1,1,1,0,7,,5/13/2017 9:25 AM,08:00,9:33 AM,0.00,0.00,0.00,,Unchecked,Unchecked
4586,2,55,1,5/13/2017,Parlor1,1,1,0,8,,5/13/2017 9:29 AM,08:00,9:37 AM,0.00,0.00,0.00,,Unchecked,Unchecked
4065,4,60,1,5/13/2017,Parlor1,1,2,1,4,,5/13/2017 12:50 PM,08:08,12:58 PM,1.20,176.00,0.33,,Unchecked,Unchecked
4573,4,55,1,5/13/2017,Parlor1,1,2,1,2,,5/13/2017 12:49 PM,09:42,12:59 PM,3.00,200.00,1.13,,Unchecked,Unchecked
4587,4,60,1,5/13/2017,Parlor1,1,2,1,1,,5/13/2017 12:50 PM,09:45,12:59 PM,4.45,189.00,2.53,,Unchecked,Unchecked
5402,2,51,1,5/13/2017,Parlor1,1,2,2,3,,5/13/2017 1:07 PM,08:37,1:15 PM,2.55,188.00,1.93,,Unchecked,Unchecked
5403,3,53,1,5/13/2017,Parlor1,1,2,2,4,,5/13/2017 1:07 PM,08:04,1:15 PM,2.63,217.00,1.88,,Unchecked,Unchecked
4535,3,52,1,5/13/2017,Parlor1,1,2,2,2,,5/13/2017 1:07 PM,07:05,1:14 PM,2.36,145.00,0.28,,Unchecked,Unchecked
4546,4,57,1,5/13/2017,Parlor1,1,2,2,1,,5/13/2017 1:08 PM,06:28,1:14 PM,5.21,186.00,1.35,,Unchecked,Unchecked
4585,2,50,1,5/13/2017,Parlor1,1,2,3,3,,5/13/2017 1:39 PM,24:47,2:03 PM,3.45,216.00,2.93,,Unchecked,Unchecked
4582,3,52,1,5/13/2017,Parlor1,1,2,3,4,,5/13/2017 1:39 PM,18:52,1:58 PM,2.74,149.00,0.00,,Unchecked,Unchecked
4536,2,51,1,5/13/2017,Parlor1,1,2,3,2,,5/13/2017 1:38 PM,11:57,1:50 PM,4.27,79.00,0.10,,Checked,Unchecked
4577,2,48,1,5/13/2017,Parlor1,1,2,3,1,,5/13/2017 1:37 PM,19:55,1:57 PM,2.25,100.00,1.15,,Unchecked,Unchecked
4066,3,55,1,5/13/2017,Parlor1,1,2,0,5,,5/13/2017 1:24 PM,08:00,1:32 PM,9.10,0.00,0.00,,Unchecked,Unchecked
4525,3,52,1,5/13/2017,Parlor1,1,2,0,8,,5/13/2017 1:24 PM,14:01,1:38 PM,3.54,0.00,0.00,,Unchecked,Unchecked
4548,4,57,1,5/13/2017,Parlor1,1,2,0,7,,5/13/2017 12:53 PM,08:00,1:01 PM,4.45,0.00,4.35,,Unchecked,Unchecked
4550,4,56,1,5/13/2017,Parlor1,1,2,0,8,,5/13/2017 12:54 PM,06:26,1:00 PM,4.58,0.00,1.95,,Unchecked,Unchecked
4551,3,52,1,5/13/2017,Parlor1,1,2,0,7,,5/13/2017 1:24 PM,08:00,1:32 PM,3.66,0.00,0.00,,Unchecked,Unchecked
4560,3,54,1,5/13/2017,Parlor1,1,2,0,6,,5/13/2017 1:25 PM,08:00,1:33 PM,4.04,0.00,0.00,,Unchecked,Unchecked
4581,4,57,1,5/13/2017,Parlor1,1,2,0,5,,5/13/2017 12:53 PM,08:00,1:01 PM,3.57,0.00,3.50,,Unchecked,Unchecked
4575,2,48,1,5/13/2017,Parlor1,1,2,0,5,,5/13/2017 2:04 PM,08:00,2:12 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4537,2,48,1,5/13/2017,Parlor1,1,2,0,6,,5/13/2017 1:54 PM,08:00,2:02 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4586,2,55,1,5/13/2017,Parlor1,1,2,0,7,,5/13/2017 2:01 PM,08:00,2:09 PM,0.00,0.00,0.00,,Unchecked,Unchecked
5409,3,53,1,5/13/2017,Parlor1,1,2,0,8,,5/13/2017 2:02 PM,08:00,2:10 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4537,2,48,1,5/13/2017,Parlor1,1,3,1,3,,5/13/2017 4:43 PM,07:43,4:51 PM,3.65,100.00,0.00,,Unchecked,Unchecked
4585,2,50,1,5/13/2017,Parlor1,1,3,1,4,,5/13/2017 4:42 PM,13:03,4:55 PM,1.79,167.00,0.00,,Unchecked,Unchecked
4577,2,48,1,5/13/2017,Parlor1,1,3,1,2,,5/13/2017 4:43 PM,12:27,4:55 PM,1.48,100.00,0.00,,Unchecked,Unchecked
4582,3,52,1,5/13/2017,Parlor1,1,3,1,1,,5/13/2017 4:41 PM,13:41,4:55 PM,1.99,163.00,0.00,,Unchecked,Unchecked
4065,4,60,1,5/13/2017,Parlor1,1,3,0,3,,5/13/2017 3:58 PM,07:43,4:06 PM,1.23,0.00,0.00,,Unchecked,Unchecked
4066,3,55,1,5/13/2017,Parlor1,1,3,0,3,,5/13/2017 4:19 PM,08:00,4:27 PM,9.10,0.00,0.00,,Unchecked,Unchecked
4535,3,52,1,5/13/2017,Parlor1,1,3,0,1,,5/13/2017 4:21 PM,08:00,4:29 PM,2.98,0.00,0.00,,Unchecked,Unchecked
4546,4,57,1,5/13/2017,Parlor1,1,3,0,5,,5/13/2017 4:10 PM,13:06,4:23 PM,4.77,0.00,0.00,,Unchecked,Unchecked
4548,4,57,1,5/13/2017,Parlor1,1,3,0,4,,5/13/2017 3:58 PM,13:42,4:11 PM,4.45,0.00,1.80,,Unchecked,Unchecked
4550,4,56,1,5/13/2017,Parlor1,1,3,0,8,,5/13/2017 3:59 PM,06:26,4:05 PM,4.58,0.00,1.53,,Unchecked,Unchecked
4551,3,52,1,5/13/2017,Parlor1,1,3,0,7,,5/13/2017 4:09 PM,10:07,4:19 PM,3.66,0.00,0.00,,Unchecked,Unchecked
4573,4,55,1,5/13/2017,Parlor1,1,3,0,5,,5/13/2017 3:57 PM,06:49,4:04 PM,2.09,0.00,0.55,,Unchecked,Unchecked
4581,4,57,1,5/13/2017,Parlor1,1,3,0,1,,5/13/2017 3:56 PM,17:42,4:14 PM,3.57,0.00,1.05,,Unchecked,Unchecked
4583,4,58,1,5/13/2017,Parlor1,1,3,0,7,,5/13/2017 3:59 PM,07:05,4:06 PM,3.70,0.00,1.85,,Unchecked,Unchecked
4586,2,55,1,5/13/2017,Parlor1,1,3,0,4,,5/13/2017 4:20 PM,29:20,4:49 PM,5.64,0.00,0.00,,Unchecked,Unchecked
4587,4,60,1,5/13/2017,Parlor1,1,3,0,2,,5/13/2017 3:56 PM,14:38,4:11 PM,4.25,0.00,1.25,,Unchecked,Unchecked
5402,2,51,1,5/13/2017,Parlor1,1,3,0,8,,5/13/2017 4:10 PM,11:23,4:21 PM,2.68,0.00,0.00,,Unchecked,Unchecked
5403,3,53,1,5/13/2017,Parlor1,1,3,0,6,,5/13/2017 4:09 PM,10:48,4:20 PM,3.35,0.00,0.00,,Unchecked,Unchecked
5407,4,56,1,5/13/2017,Parlor1,1,3,0,6,,5/13/2017 3:57 PM,08:00,4:05 PM,5.99,0.00,1.20,,Unchecked,Unchecked
5409,3,53,1,5/13/2017,Parlor1,1,3,0,2,,5/13/2017 4:20 PM,13:35,4:34 PM,7.37,0.00,0.00,,Unchecked,Unchecked
4560,3,54,1,5/13/2017,Parlor1,1,3,0,5,,5/13/2017 4:33 PM,08:00,4:41 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4525,3,52,1,5/13/2017,Parlor1,1,3,0,6,,5/13/2017 4:32 PM,08:00,4:40 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4536,2,51,1,5/13/2017,Parlor1,1,3,0,7,,5/13/2017 4:32 PM,08:00,4:40 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4575,2,48,1,5/13/2017,Parlor1,1,3,0,8,,5/13/2017 4:33 PM,08:00,4:41 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4546,4,57,1,5/14/2017,Parlor1,1,1,1,3,,5/14/2017 8:08 AM,12:11,8:20 AM,12.11,119.00,1.30,,Unchecked,Unchecked
4587,4,60,1,5/14/2017,Parlor1,1,1,1,4,,5/14/2017 8:09 AM,12:20,8:21 AM,7.18,79.00,0.90,,Checked,Unchecked
4573,4,55,1,5/14/2017,Parlor1,1,1,1,2,,5/14/2017 8:07 AM,09:00,8:16 AM,3.67,81.00,0.85,,Unchecked,Unchecked
4581,4,57,1,5/14/2017,Parlor1,1,1,1,1,,5/14/2017 8:07 AM,08:00,8:15 AM,13.72,183.00,0.95,,Unchecked,Unchecked
4535,3,52,1,5/14/2017,Parlor1,1,1,2,8,,5/14/2017 8:36 AM,14:03,8:50 AM,5.85,92.00,0.00,,Unchecked,Unchecked
4551,3,52,1,5/14/2017,Parlor1,1,1,2,7,,5/14/2017 8:36 AM,14:22,8:50 AM,23.96,200.00,0.00,,Unchecked,Unchecked
5403,3,53,1,5/14/2017,Parlor1,1,1,2,6,,5/14/2017 8:35 AM,14:38,8:50 AM,5.65,100.00,0.00,,Unchecked,Unchecked
5407,4,56,1,5/14/2017,Parlor1,1,1,2,5,,5/14/2017 8:35 AM,15:17,8:50 AM,22.24,253.00,0.00,,Unchecked,Unchecked
5409,3,53,1,5/14/2017,Parlor1,1,1,3,3,,5/14/2017 8:46 AM,13:13,9:00 AM,11.15,117.00,2.43,,Unchecked,Unchecked
4586,2,55,1,5/14/2017,Parlor1,1,1,3,4,,5/14/2017 8:45 AM,10:15,8:56 AM,6.43,202.00,0.83,,Unchecked,Unchecked
4560,3,54,1,5/14/2017,Parlor1,1,1,3,2,,5/14/2017 8:46 AM,14:49,9:01 AM,14.91,158.00,1.38,,Unchecked,Unchecked
5402,2,51,1,5/14/2017,Parlor1,1,1,3,1,,5/14/2017 8:46 AM,14:54,9:01 AM,4.68,90.00,3.09,,Unchecked,Unchecked
4577,2,48,1,5/14/2017,Parlor1,1,1,4,8,,5/14/2017 8:58 AM,15:07,9:13 AM,5.47,100.00,0.65,,Unchecked,Unchecked
4545,2,47,1,5/14/2017,Parlor1,1,1,4,7,,5/14/2017 8:57 AM,15:45,9:12 AM,6.17,100.00,2.23,,Unchecked,Unchecked
4525,3,52,1,5/14/2017,Parlor1,1,1,4,6,,5/14/2017 8:56 AM,16:13,9:12 AM,9.82,134.00,1.83,,Unchecked,Unchecked
4066,3,55,1,5/14/2017,Parlor1,1,1,4,5,,5/14/2017 8:56 AM,16:31,9:12 AM,7.76,86.00,0.95,,Unchecked,Unchecked
4585,2,50,1,5/14/2017,Parlor1,1,1,5,3,,5/14/2017 9:11 AM,11:36,9:22 AM,10.61,152.00,3.48,,Unchecked,Unchecked
4575,2,48,1,5/14/2017,Parlor1,1,1,5,4,,5/14/2017 9:11 AM,11:30,9:23 AM,3.28,100.00,1.00,,Unchecked,Unchecked
4582,3,52,1,5/14/2017,Parlor1,1,1,5,2,,5/14/2017 9:08 AM,15:31,9:23 AM,12.16,168.00,0.13,,Unchecked,Unchecked
4537,2,48,1,5/14/2017,Parlor1,1,1,5,1,,5/14/2017 9:31 AM,00:24,9:32 AM,4.50,100.00,0.13,,Unchecked,Unchecked
4065,4,60,1,5/14/2017,Parlor1,1,1,0,8,,5/14/2017 8:11 AM,08:00,8:19 AM,1.28,0.00,0.40,,Unchecked,Unchecked
4548,4,57,1,5/14/2017,Parlor1,1,1,0,5,,5/14/2017 8:09 AM,08:00,8:17 AM,4.76,0.00,2.18,,Unchecked,Unchecked
4550,4,56,1,5/14/2017,Parlor1,1,1,0,7,,5/14/2017 8:10 AM,06:26,8:16 AM,5.41,0.00,0.90,,Unchecked,Unchecked
4583,4,58,1,5/14/2017,Parlor1,1,1,0,6,,5/14/2017 8:09 AM,16:00,8:25 AM,6.19,0.00,2.48,,Unchecked,Unchecked
4536,2,51,1,5/14/2017,Parlor1,1,1,0,5,,5/14/2017 9:22 AM,11:44,9:34 AM,3.60,0.00,3.13,,Unchecked,Unchecked
4587,4,60,1,5/14/2017,Parlor1,1,2,1,3,,5/14/2017 12:52 PM,11:11,1:03 PM,5.16,188.00,0.75,,Unchecked,Unchecked
5407,4,56,1,5/14/2017,Parlor1,1,2,1,4,,5/14/2017 12:53 PM,10:21,1:03 PM,5.29,222.00,0.85,,Unchecked,Unchecked
4583,4,58,1,5/14/2017,Parlor1,1,2,1,1,,5/14/2017 12:51 PM,11:52,1:03 PM,4.64,194.00,2.25,,Unchecked,Unchecked
4065,4,60,1,5/14/2017,Parlor1,1,2,2,8,,5/14/2017 12:57 PM,04:43,1:02 PM,1.85,250.00,0.18,,Unchecked,Unchecked
4546,4,57,1,5/14/2017,Parlor1,1,2,2,7,,5/14/2017 12:56 PM,08:04,1:04 PM,5.55,179.00,1.05,,Unchecked,Unchecked
4550,4,56,1,5/14/2017,Parlor1,1,2,2,6,,5/14/2017 12:55 PM,22:09,1:18 PM,6.80,216.00,1.15,,Unchecked,Unchecked
4581,4,57,1,5/14/2017,Parlor1,1,2,2,5,,5/14/2017 12:55 PM,24:14,1:19 PM,4.35,189.00,1.05,,Unchecked,Unchecked
5403,3,53,1,5/14/2017,Parlor1,1,2,3,3,,5/14/2017 1:11 PM,04:53,1:16 PM,3.04,182.00,2.40,,Unchecked,Unchecked
4551,3,52,1,5/14/2017,Parlor1,1,2,3,4,,5/14/2017 1:12 PM,05:23,1:17 PM,4.21,202.00,1.58,,Unchecked,Unchecked
5402,2,51,1,5/14/2017,Parlor1,1,2,3,2,,5/14/2017 1:11 PM,05:26,1:16 PM,2.53,173.00,2.08,,Unchecked,Unchecked
4548,4,57,1,5/14/2017,Parlor1,1,2,3,1,,5/14/2017 1:11 PM,05:46,1:16 PM,6.46,216.00,2.08,,Unchecked,Unchecked
4560,3,54,1,5/14/2017,Parlor1,1,2,4,3,,5/14/2017 1:31 PM,12:16,1:44 PM,4.18,155.00,0.75,,Unchecked,Unchecked
4535,3,52,1,5/14/2017,Parlor1,1,2,4,4,,5/14/2017 1:32 PM,11:49,1:44 PM,3.44,172.00,0.73,,Unchecked,Unchecked
4586,2,55,1,5/14/2017,Parlor1,1,2,4,2,,5/14/2017 1:31 PM,12:44,1:44 PM,2.48,255.00,1.65,,Unchecked,Unchecked
5409,3,53,1,5/14/2017,Parlor1,1,2,4,1,,5/14/2017 2:01 PM,13:05,2:14 PM,3.58,124.00,2.80,,Unchecked,Unchecked
4575,2,48,1,5/14/2017,Parlor1,1,2,5,3,,5/14/2017 2:03 PM,11:39,2:14 PM,4.42,100.00,0.98,,Unchecked,Unchecked
4582,3,52,1,5/14/2017,Parlor1,1,2,5,4,,5/14/2017 2:04 PM,11:45,2:15 PM,3.97,174.00,1.23,,Unchecked,Unchecked
4537,2,48,1,5/14/2017,Parlor1,1,2,5,2,,5/14/2017 2:02 PM,23:27,2:25 PM,0.61,100.00,0.00,,Unchecked,Unchecked
4536,2,51,1,5/14/2017,Parlor1,1,2,5,1,,5/14/2017 2:05 PM,19:56,2:25 PM,3.55,147.00,0.20,,Unchecked,Unchecked
4066,3,55,1,5/14/2017,Parlor1,1,2,0,5,,5/14/2017 2:06 PM,07:16,2:14 PM,4.62,0.00,0.75,,Unchecked,Unchecked
4525,3,52,1,5/14/2017,Parlor1,1,2,0,6,,5/14/2017 1:37 PM,14:01,1:51 PM,5.31,0.00,1.25,,Unchecked,Unchecked
4577,2,48,1,5/14/2017,Parlor1,1,2,0,7,,5/14/2017 1:37 PM,10:45,1:48 PM,2.25,0.00,0.68,,Unchecked,Unchecked
4545,2,47,1,5/14/2017,Parlor1,1,2,0,8,,5/14/2017 1:38 PM,11:05,1:49 PM,0.00,0.00,0.18,,Unchecked,Unchecked
4546,4,57,1,5/14/2017,Parlor1,1,3,1,3,,5/14/2017 3:45 PM,04:24,3:50 PM,3.03,171.00,1.25,,Unchecked,Unchecked
5407,4,56,1,5/14/2017,Parlor1,1,3,1,4,,5/14/2017 3:38 PM,08:22,3:47 PM,2.32,150.00,0.85,,Unchecked,Unchecked
4587,4,60,1,5/14/2017,Parlor1,1,3,1,2,,5/14/2017 3:38 PM,10:13,3:48 PM,5.52,200.00,0.45,,Unchecked,Unchecked
4583,4,58,1,5/14/2017,Parlor1,1,3,1,1,,5/14/2017 3:38 PM,06:50,3:44 PM,2.45,172.00,1.80,,Unchecked,Unchecked
5409,3,53,1,5/14/2017,Parlor1,1,3,2,3,,5/14/2017 3:54 PM,05:56,4:00 PM,1.58,139.00,1.45,,Unchecked,Unchecked
4551,3,52,1,5/14/2017,Parlor1,1,3,2,4,,5/14/2017 3:54 PM,05:33,4:00 PM,2.19,180.00,1.48,,Unchecked,Unchecked
5403,3,53,1,5/14/2017,Parlor1,1,3,2,2,,5/14/2017 3:53 PM,06:20,4:00 PM,2.28,235.00,2.03,,Unchecked,Unchecked
4573,4,55,1,5/14/2017,Parlor1,1,3,2,1,,5/14/2017 3:53 PM,01:49,3:55 PM,0.44,19.00,0.40,,Checked,Unchecked
4065,4,60,1,5/14/2017,Parlor1,1,3,3,8,,5/14/2017 3:42 PM,05:11,3:47 PM,1.43,200.00,0.48,,Unchecked,Unchecked
4581,4,57,1,5/14/2017,Parlor1,1,3,3,7,,5/14/2017 3:41 PM,23:44,4:04 PM,4.03,200.00,0.90,,Unchecked,Unchecked
4550,4,56,1,5/14/2017,Parlor1,1,3,3,6,,5/14/2017 3:40 PM,22:03,4:02 PM,2.55,140.00,0.80,,Unchecked,Unchecked
4548,4,57,1,5/14/2017,Parlor1,1,3,3,5,,5/14/2017 3:39 PM,23:14,4:02 PM,4.65,200.00,0.83,,Unchecked,Unchecked
4577,2,48,1,5/14/2017,Parlor1,1,3,4,3,,5/14/2017 4:21 PM,21:15,4:43 PM,1.33,100.00,0.90,,Unchecked,Unchecked
4575,2,48,1,5/14/2017,Parlor1,1,3,4,4,,5/14/2017 4:20 PM,14:53,4:35 PM,0.24,100.00,0.08,,Unchecked,Unchecked
4525,3,52,1,5/14/2017,Parlor1,1,3,4,2,,5/14/2017 4:22 PM,09:18,4:31 PM,1.92,59.00,0.78,,Checked,Unchecked
4066,3,55,1,5/14/2017,Parlor1,1,3,4,1,,5/14/2017 4:19 PM,11:11,4:30 PM,3.05,72.00,0.50,,Checked,Unchecked
4535,3,52,1,5/14/2017,Parlor1,1,3,0,8,,5/14/2017 4:14 PM,09:26,4:24 PM,3.29,0.00,0.25,,Unchecked,Unchecked
4582,3,52,1,5/14/2017,Parlor1,1,3,0,1,,5/14/2017 4:50 PM,11:26,5:01 PM,3.72,0.00,1.40,,Unchecked,Unchecked
4586,2,55,1,5/14/2017,Parlor1,1,3,0,6,,5/14/2017 4:13 PM,12:05,4:25 PM,4.94,0.00,0.73,,Unchecked,Unchecked
5402,2,51,1,5/14/2017,Parlor1,1,3,0,7,,5/14/2017 4:13 PM,11:41,4:25 PM,2.67,0.00,0.70,,Unchecked,Unchecked
4537,2,48,1,5/14/2017,Parlor1,1,3,0,5,,5/14/2017 4:37 PM,08:00,4:45 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4545,2,47,1,5/14/2017,Parlor1,1,3,0,6,,5/14/2017 4:42 PM,17:34,5:00 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4536,2,51,1,5/14/2017,Parlor1,1,3,0,7,,5/14/2017 4:43 PM,08:00,4:51 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4585,2,50,1,5/14/2017,Parlor1,1,3,0,8,,5/14/2017 4:41 PM,08:00,4:49 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4583,4,58,1,5/15/2017,Parlor1,1,1,2,1,,5/15/2017 8:18 AM,00:54,8:19 AM,12.12,150.00,3.60,,Unchecked,Unchecked
4587,4,60,1,5/15/2017,Parlor1,1,1,2,3,,5/15/2017 8:17 AM,15:21,8:32 AM,8.46,83.00,1.18,,Unchecked,Unchecked
4573,4,55,1,5/15/2017,Parlor1,1,1,2,4,,5/15/2017 8:17 AM,08:13,8:25 AM,3.78,76.00,0.65,,Checked,Unchecked
4548,4,57,1,5/15/2017,Parlor1,1,1,2,2,,5/15/2017 8:16 AM,20:37,8:37 AM,13.23,132.00,1.80,,Unchecked,Unchecked
4535,3,52,1,5/15/2017,Parlor1,1,1,3,3,,5/15/2017 8:42 AM,14:07,8:56 AM,6.93,103.00,2.35,,Unchecked,Unchecked
4560,3,54,1,5/15/2017,Parlor1,1,1,3,4,,5/15/2017 8:42 AM,17:00,8:59 AM,14.73,136.00,1.10,,Unchecked,Unchecked
4551,3,52,1,5/15/2017,Parlor1,1,1,3,2,,5/15/2017 8:42 AM,13:57,8:56 AM,12.93,134.00,1.90,,Unchecked,Unchecked
5407,4,56,1,5/15/2017,Parlor1,1,1,3,1,,5/15/2017 8:42 AM,15:37,8:58 AM,13.55,111.00,0.70,,Unchecked,Unchecked
