Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	653             	2                 	100             	                	08:10                                	                                     	                                     	07:05                                  	                                       	                                       	16,19                    	                         	                         	07:59                           	15:17                           	                                	08:07                            	05:31                            	                                 	14,8                      	9,9                       	                          
1                      	2623            	1                 	66              	                	07:50                                	                                     	                                     	06:23                                  	                                       	                                       	3,61                     	                         	                         	07:59                           	15:30                           	                                	07:26                            	04:53                            	                                 	12,3                      	7,6                       	                          
1                      	2624            	2                 	84              	                	07:50                                	                                     	                                     	16:22                                  	                                       	                                       	15,60                    	                         	                         	07:49                           	15:30                           	                                	12:59                            	06:50                            	                                 	15,0                      	6,7                       	                          
1                      	2662            	2                 	113             	                	08:10                                	                                     	                                     	06:57                                  	                                       	                                       	12,49                    	                         	                         	07:51                           	15:17                           	                                	06:29                            	04:14                            	                                 	11,5                      	5,9                       	                          
1                      	3652            	2                 	65              	                	08:10                                	                                     	                                     	05:28                                  	                                       	                                       	10,52                    	                         	                         	07:50                           	15:27                           	                                	06:15                            	06:18                            	                                 	10,6                      	4,9                       	                          
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	88              	                	08:17                                	15:26                                	                                     	06:53                                  	04:34                                  	                                       	13,56                    	6,85                     	                         	08:11                           	15:42                           	                                	06:28                            	03:48                            	                                 	13,2                      	7,1                       	                          
2                      	4586            	1                 	93              	                	09:40                                	15:46                                	                                     	10:12                                  	05:36                                  	                                       	9,42                     	4,40                     	                         	08:16                           	16:15                           	                                	11:20                            	09:13                            	                                 	8,4                       	5,3                       	                          
2                      	5402            	1                 	89              	                	08:38                                	15:39                                	                                     	04:27                                  	03:26                                  	                                       	3,83                     	1,05                     	                         	08:58                           	15:45                           	                                	04:40                            	03:00                            	                                 	2,8                       	0,1                       	                          
2                      	4575            	1                 	86              	                	08:17                                	15:27                                	                                     	12:18                                  	08:03                                  	                                       	14,59                    	6,97                     	                         	08:16                           	15:38                           	                                	12:51                            	09:38                            	                                 	14,6                      	7,5                       	                          
2                      	4577            	1                 	86              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4545            	1                 	85              	                	08:16                                	15:26                                	                                     	10:08                                  	08:07                                  	                                       	14,60                    	6,53                     	                         	08:15                           	15:42                           	                                	11:01                            	10:44                            	                                 	15,2                      	7,8                       	                          
2                      	4528            	1                 	83              	                	08:21                                	15:34                                	                                     	07:19                                  	06:21                                  	                                       	7,13                     	4,80                     	                         	08:16                           	15:38                           	                                	09:44                            	04:55                            	                                 	7,0                       	3,9                       	                          
