Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	653             	2                 	113             	                	07:25                                	14:52                                	                                     	07:55                                  	04:23                                  	                                       	13,25                    	8,31                     	                         	07:43                           	15:12                           	                                	03:56                            	04:49                            	                                 	28,8                      	7,3                       	                          
1                      	2623            	1                 	79              	                	07:54                                	15:08                                	                                     	07:01                                  	05:38                                  	                                       	12,93                    	8,37                     	                         	08:07                           	15:26                           	                                	07:49                            	04:42                            	                                 	13,1                      	7,1                       	                          
1                      	2624            	2                 	97              	                	07:47                                	15:07                                	                                     	11:02                                  	09:44                                  	                                       	11,92                    	10,37                    	                         	08:13                           	15:29                           	                                	16:53                            	10:04                            	                                 	14,6                      	10,5                      	                          
1                      	2662            	2                 	126             	                	07:40                                	15:03                                	                                     	07:02                                  	04:47                                  	                                       	12,08                    	5,64                     	                         	08:06                           	15:34                           	                                	08:38                            	04:26                            	                                 	12,7                      	5,0                       	                          
1                      	3652            	2                 	78              	                	07:40                                	14:53                                	                                     	07:18                                  	04:13                                  	                                       	12,07                    	6,08                     	                         	                                	15:26                           	                                	                                 	04:25                            	                                 	                          	5,1                       	                          
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4498            	1                 	73              	                	07:20                                	14:50                                	                                     	23:12                                  	13:56                                  	                                       	14,06                    	7,68                     	                         	07:42                           	15:11                           	                                	20:08                            	13:25                            	                                 	13,6                      	7,6                       	                          
1                      	4448            	1                 	138             	                	07:26                                	15:03                                	                                     	10:45                                  	10:00                                  	                                       	11,79                    	6,84                     	                         	07:44                           	15:15                           	                                	11:24                            	07:08                            	                                 	12,9                      	6,4                       	                          
1                      	4412            	2                 	76              	                	07:23                                	14:52                                	                                     	07:09                                  	04:42                                  	                                       	10,02                    	4,88                     	                         	07:44                           	15:14                           	                                	06:55                            	03:51                            	                                 	9,6                       	4,7                       	                          
1                      	4421            	1                 	105             	                	07:41                                	15:17                                	                                     	05:33                                  	03:35                                  	                                       	7,58                     	3,96                     	                         	08:06                           	15:26                           	                                	05:57                            	03:27                            	                                 	7,5                       	4,1                       	                          
1                      	4021            	2                 	83              	                	07:54                                	15:16                                	                                     	07:28                                  	05:33                                  	                                       	14,37                    	6,30                     	                         	08:07                           	15:29                           	                                	08:34                            	05:09                            	                                 	14,5                      	7,0                       	                          
1                      	3579            	1                 	68              	                	07:22                                	14:52                                	                                     	09:38                                  	07:21                                  	                                       	13,34                    	7,06                     	                         	07:44                           	15:12                           	                                	08:27                            	08:44                            	                                 	22,8                      	7,1                       	                          
1                      	3527            	1                 	87              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	08:14                           	15:34                           	                                	08:15                            	02:15                            	                                 	6,1                       	1,2                       	                          
