Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	653             	2                 	107             	                	07:37                                	15:24                                	                                     	10:36                                  	05:13                                  	                                       	14,00                    	7,81                     	                         	08:19                           	15:03                           	                                	07:54                            	05:51                            	                                 	16,3                      	6,0                       	                          
1                      	2623            	1                 	73              	                	07:36                                	15:15                                	                                     	06:30                                  	04:44                                  	                                       	11,48                    	6,46                     	                         	08:07                           	15:03                           	                                	06:33                            	05:20                            	                                 	12,9                      	6,7                       	                          
1                      	2624            	2                 	91              	                	07:37                                	15:14                                	                                     	03:33                                  	10:47                                  	                                       	15,21                    	9,66                     	                         	08:08                           	15:02                           	                                	13:36                            	10:37                            	                                 	13,5                      	11,5                      	                          
1                      	2662            	2                 	120             	                	07:37                                	15:13                                	                                     	06:12                                  	04:14                                  	                                       	12,78                    	5,21                     	                         	08:07                           	15:04                           	                                	08:35                            	05:26                            	                                 	12,7                      	5,5                       	                          
1                      	3652            	2                 	72              	                	07:58                                	15:28                                	                                     	05:28                                  	04:32                                  	                                       	11,57                    	4,02                     	                         	08:26                           	15:23                           	                                	05:52                            	03:51                            	                                 	11,0                      	4,2                       	                          
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4498            	1                 	67              	                	08:09                                	15:33                                	                                     	15:18                                  	13:35                                  	                                       	12,25                    	6,81                     	                         	08:56                           	15:14                           	                                	16:22                            	08:35                            	                                 	11,3                      	5,2                       	                          
1                      	4448            	1                 	132             	                	07:40                                	15:15                                	                                     	12:03                                  	06:50                                  	                                       	13,13                    	6,40                     	                         	08:08                           	15:03                           	                                	12:10                            	05:37                            	                                 	13,4                      	3,3                       	                          
1                      	4412            	2                 	70              	                	07:58                                	15:25                                	                                     	06:26                                  	05:10                                  	                                       	10,15                    	4,45                     	                         	08:33                           	                                	                                	07:23                            	                                 	                                 	9,9                       	                          	                          
1                      	4421            	1                 	99              	                	08:09                                	15:33                                	                                     	06:49                                  	03:36                                  	                                       	1,93                     	4,11                     	                         	08:33                           	15:23                           	                                	07:00                            	03:18                            	                                 	7,7                       	3,7                       	                          
1                      	4021            	2                 	77              	                	07:58                                	15:28                                	                                     	08:09                                  	04:37                                  	                                       	14,22                    	5,64                     	                         	08:19                           	15:15                           	                                	08:34                            	05:36                            	                                 	14,2                      	6,0                       	                          
1                      	3579            	1                 	62              	                	07:41                                	15:13                                	                                     	08:28                                  	06:41                                  	                                       	11,97                    	5,87                     	                         	08:08                           	15:03                           	                                	09:55                            	05:57                            	                                 	11,2                      	6,3                       	                          
1                      	3527            	1                 	81              	                	08:09                                	15:32                                	                                     	07:19                                  	04:05                                  	                                       	6,86                     	3,35                     	                         	08:24                           	15:23                           	                                	07:50                            	05:17                            	                                 	6,3                       	4,7                       	                          
1                      	3500            	2                 	78              	                	07:55                                	15:25                                	                                     	06:04                                  	03:52                                  	                                       	11,49                    	5,65                     	                         	08:24                           	15:15                           	                                	05:53                            	04:17                            	                                 	11,3                      	5,6                       	                          
1                      	3475            	1                 	89              	                	07:41                                	15:15                                	                                     	07:48                                  	05:26                                  	                                       	15,53                    	7,07                     	                         	08:07                           	15:12                           	                                	07:41                            	05:19                            	                                 	15,3                      	7,8                       	                          
1                      	3424            	1                 	86              	                	07:40                                	15:13                                	                                     	10:52                                  	09:30                                  	                                       	7,16                     	5,66                     	                         	08:08                           	15:02                           	                                	10:10                            	09:02                            	                                 	6,8                       	5,8                       	                          
1                      	2581            	1                 	114             	                	07:55                                	15:25                                	                                     	10:54                                  	05:43                                  	                                       	16,92                    	5,93                     	                         	08:19                           	15:12                           	                                	10:02                            	06:01                            	                                 	17,8                      	5,0                       	                          
1                      	2567            	1                 	79              	                	07:55                                	15:15                                	                                     	06:42                                  	03:26                                  	                                       	15,15                    	5,87                     	                         	08:07                           	15:03                           	                                	08:15                            	04:52                            	                                 	9,1                       	6,1                       	                          
1                      	2468            	2                 	100             	                	07:56                                	15:28                                	                                     	06:41                                  	03:53                                  	                                       	12,77                    	1,18                     	                         	08:19                           	15:12                           	                                	07:24                            	04:22                            	                                 	12,8                      	4,9                       	                          
1                      	2406            	2                 	75              	                	07:59                                	15:27                                	                                     	11:48                                  	06:37                                  	                                       	9,96                     	5,08                     	                         	08:25                           	15:12                           	                                	09:26                            	07:11                            	                                 	11,2                      	6,1                       	                          
