Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	653             	2                 	115             	                	07:58                                	15:29                                	                                     	07:58                                  	05:24                                  	                                       	14,32                    	8,58                     	                         	07:43                           	15:24                           	                                	06:50                            	05:42                            	                                 	12,8                      	8,2                       	                          
1                      	2623            	1                 	81              	                	08:07                                	15:19                                	                                     	07:13                                  	05:15                                  	                                       	13,80                    	7,71                     	                         	08:12                           	15:34                           	                                	06:40                            	04:52                            	                                 	12,1                      	7,3                       	                          
1                      	2624            	2                 	99              	                	08:13                                	15:18                                	                                     	17:04                                  	11:35                                  	                                       	9,87                     	8,52                     	                         	07:57                           	15:51                           	                                	09:25                            	09:44                            	                                 	10,3                      	8,3                       	                          
1                      	2662            	2                 	128             	                	08:08                                	15:18                                	                                     	07:10                                  	07:40                                  	                                       	10,88                    	4,31                     	                         	08:00                           	15:45                           	                                	07:24                            	05:08                            	                                 	13,9                      	5,2                       	                          
1                      	3652            	2                 	80              	                	07:45                                	15:36                                	                                     	05:45                                  	04:47                                  	                                       	10,01                    	7,08                     	                         	07:43                           	15:34                           	                                	06:42                            	04:20                            	                                 	12,9                      	5,8                       	                          
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4498            	1                 	75              	                	07:44                                	15:32                                	                                     	21:05                                  	12:27                                  	                                       	14,84                    	6,67                     	                         	07:42                           	15:52                           	                                	20:05                            	18:33                            	                                 	10,1                      	10,8                      	                          
1                      	4448            	1                 	140             	                	07:44                                	15:33                                	                                     	11:02                                  	06:57                                  	                                       	13,12                    	6,28                     	                         	07:42                           	15:24                           	                                	09:58                            	07:08                            	                                 	13,2                      	5,7                       	                          
1                      	4412            	2                 	78              	                	07:44                                	15:29                                	                                     	07:27                                  	04:30                                  	                                       	9,75                     	5,33                     	                         	07:42                           	15:24                           	                                	06:42                            	03:58                            	                                 	10,7                      	4,8                       	                          
1                      	4421            	1                 	107             	                	07:58                                	15:19                                	                                     	11:11                                  	09:20                                  	                                       	6,87                     	4,30                     	                         	07:58                           	15:34                           	                                	30:19                            	03:47                            	                                 	18,2                      	4,0                       	                          
1                      	4021            	2                 	85              	                	08:08                                	15:19                                	                                     	07:43                                  	04:48                                  	                                       	14,43                    	5,54                     	                         	07:57                           	15:44                           	                                	08:04                            	04:38                            	                                 	14,4                      	6,3                       	                          
1                      	3579            	1                 	70              	                	07:45                                	15:33                                	                                     	16:10                                  	10:59                                  	                                       	13,64                    	6,93                     	                         	07:42                           	15:52                           	                                	09:47                            	12:37                            	                                 	13,9                      	7,2                       	                          
1                      	3527            	1                 	89              	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3500            	2                 	86              	                	08:08                                	15:29                                	                                     	07:05                                  	05:10                                  	                                       	13,93                    	6,31                     	                         	07:57                           	15:44                           	                                	06:12                            	05:00                            	                                 	12,6                      	6,7                       	                          
1                      	3475            	1                 	97              	                	07:46                                	15:29                                	                                     	07:50                                  	05:00                                  	                                       	15,03                    	8,09                     	                         	07:43                           	15:52                           	                                	07:54                            	04:48                            	                                 	14,6                      	8,4                       	                          
1                      	3424            	1                 	94              	                	08:13                                	15:19                                	                                     	10:26                                  	10:51                                  	                                       	7,19                     	7,56                     	                         	08:12                           	15:40                           	                                	12:43                            	09:28                            	                                 	7,4                       	4,8                       	                          
1                      	2581            	1                 	122             	                	07:46                                	15:36                                	                                     	08:55                                  	05:11                                  	                                       	17,12                    	8,45                     	                         	07:57                           	15:05                           	                                	08:45                            	05:26                            	                                 	15,9                      	6,7                       	                          
1                      	2567            	1                 	87              	                	07:46                                	15:32                                	                                     	09:23                                  	04:53                                  	                                       	14,10                    	8,03                     	                         	07:43                           	15:52                           	                                	07:31                            	05:35                            	                                 	14,2                      	7,9                       	                          
1                      	2468            	2                 	108             	                	07:58                                	15:19                                	                                     	06:40                                  	03:00                                  	                                       	13,14                    	5,04                     	                         	07:59                           	15:44                           	                                	06:51                            	04:28                            	                                 	15,1                      	5,9                       	                          
1                      	2406            	2                 	83              	                	07:58                                	15:19                                	                                     	11:07                                  	06:29                                  	                                       	10,82                    	4,84                     	                         	07:56                           	15:34                           	                                	10:05                            	07:47                            	                                 	9,5                       	5,0                       	                          
2                      	4586            	1                 	108             	12,32           	08:36                                	15:45                                	                                     	09:34                                  	06:21                                  	                                       	8,30                     	4,02                     	                         	08:31                           	16:12                           	                                	25:12                            	05:43                            	                                 	7,7                       	4,6                       	                          
2                      	5402            	1                 	104             	8,57            	08:39                                	15:58                                	                                     	06:44                                  	01:39                                  	                                       	3,71                     	0,08                     	                         	08:31                           	16:12                           	                                	04:09                            	03:26                            	                                 	2,9                       	1,3                       	                          
2                      	4577            	1                 	101             	9,55            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	103             	23,70           	08:13                                	15:48                                	                                     	06:17                                  	03:35                                  	                                       	24,52                    	5,28                     	                         	08:24                           	                                	                                	10:18                            	                                 	                                 	24,5                      	                          	                          
2                      	4575            	1                 	101             	22,08           	08:19                                	15:46                                	                                     	12:35                                  	07:32                                  	                                       	14,09                    	5,87                     	                         	08:13                           	16:01                           	                                	12:56                            	10:00                            	                                 	14,1                      	5,9                       	                          
2                      	4545            	1                 	100             	23,76           	08:13                                	15:45                                	                                     	09:12                                  	08:05                                  	                                       	12,52                    	5,61                     	                         	08:24                           	16:01                           	                                	10:06                            	07:25                            	                                 	26,8                      	5,8                       	                          
2                      	4528            	1                 	98              	                	08:20                                	15:47                                	                                     	09:37                                  	02:10                                  	                                       	6,17                     	0,39                     	                         	08:30                           	15:52                           	                                	08:26                            	10:09                            	                                 	7,1                       	4,8                       	                          
