Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	653             	2                 	111             	                	07:45                                	15:15                                	                                     	10:06                                  	04:27                                  	                                       	14,50                    	6,41                     	                         	07:42                           	15:08                           	                                	06:06                            	06:02                            	                                 	13,2                      	10,0                      	                          
1                      	2623            	1                 	77              	                	08:19                                	15:34                                	                                     	06:55                                  	05:22                                  	                                       	12,80                    	7,57                     	                         	07:43                           	15:34                           	                                	07:31                            	05:23                            	                                 	13,2                      	7,7                       	                          
1                      	2624            	2                 	95              	                	08:19                                	15:34                                	                                     	13:12                                  	10:54                                  	                                       	11,55                    	10,83                    	                         	07:42                           	15:24                           	                                	12:46                            	09:33                            	                                 	15,8                      	9,9                       	                          
1                      	2662            	2                 	124             	                	08:15                                	15:35                                	                                     	07:57                                  	04:27                                  	                                       	13,40                    	5,05                     	                         	07:42                           	15:20                           	                                	14:00                            	04:43                            	                                 	11,7                      	6,4                       	                          
1                      	3652            	2                 	76              	                	08:01                                	15:14                                	                                     	06:04                                  	04:13                                  	                                       	11,05                    	5,76                     	                         	08:24                           	15:09                           	                                	05:18                            	03:51                            	                                 	9,7                       	5,5                       	                          
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4498            	1                 	71              	                	07:45                                	15:15                                	                                     	15:54                                  	14:52                                  	                                       	14,37                    	8,09                     	                         	07:42                           	15:08                           	                                	11:31                            	12:26                            	                                 	11,7                      	7,0                       	                          
1                      	4448            	1                 	136             	                	07:46                                	15:14                                	                                     	14:14                                  	06:17                                  	                                       	12,68                    	5,72                     	                         	07:57                           	15:09                           	                                	08:17                            	06:45                            	                                 	16,4                      	6,0                       	                          
1                      	4412            	2                 	74              	                	07:46                                	15:24                                	                                     	06:36                                  	05:23                                  	                                       	9,47                     	4,43                     	                         	08:24                           	15:19                           	                                	07:28                            	04:55                            	                                 	9,9                       	4,2                       	                          
1                      	4421            	1                 	103             	                	08:14                                	15:42                                	                                     	06:33                                  	08:39                                  	                                       	7,04                     	3,82                     	                         	08:04                           	15:24                           	                                	05:26                            	08:40                            	                                 	6,8                       	4,0                       	                          
1                      	4021            	2                 	81              	                	08:14                                	15:41                                	                                     	07:55                                  	06:20                                  	                                       	13,94                    	6,06                     	                         	08:03                           	15:34                           	                                	07:04                            	05:23                            	                                 	13,1                      	6,0                       	                          
1                      	3579            	1                 	66              	                	07:45                                	15:15                                	                                     	10:19                                  	06:49                                  	                                       	13,44                    	7,66                     	                         	07:43                           	15:08                           	                                	09:06                            	07:13                            	                                 	12,4                      	7,1                       	                          
