Column1;Id_Animal;Hora_S1;Hora_S2;Hora_S3;Prod_S1;Prod_S2;Prod_S3;Data
50;45720;09:30:00;16:30:00;                                     ;935;432;                         ;11/09/2017
51;45540;09:00:00;16:30:00;                                     ;1044;467;                         ;11/09/2017
52;45440;09:30:00;;                                     ;853;;                         ;11/09/2017
53;26480;;;                                     ;;;                         ;11/09/2017
54;44260;;;                                     ;;;                         ;11/09/2017
55;44750;;;                                     ;;;                         ;11/09/2017
56;44770;;;                                     ;;;                         ;11/09/2017
57;44650;;;                                     ;;;                         ;11/09/2017
58;35300;;;                                     ;;;                         ;11/09/2017
59;34580;;;                                     ;;;                         ;11/09/2017
60;34370;;;                                     ;;;                         ;11/09/2017
61;25600;;;                                     ;;;                         ;11/09/2017
62;24160;;;                                     ;;;                         ;11/09/2017
63;27100;;;                                     ;;;                         ;11/09/2017
64;36000;;;                                     ;;;                         ;11/09/2017
65;36440;;;                                     ;;;                         ;11/09/2017
66;37850;;;                                     ;;;                         ;11/09/2017
67;44530;;;                                     ;;;                         ;11/09/2017
68;35380;;;                                     ;;;                         ;11/09/2017
69;34600;;;                                     ;;;                         ;11/09/2017
70;24830;;;                                     ;;;                         ;11/09/2017
71;24310;;;                                     ;;;                         ;11/09/2017
0;6530;08:00:00;17:00:00;                                     ;1515;925;                         ;15/09/2017
1;26230;08:30:00;16:00:00;                                     ;1465;776;                         ;15/09/2017
2;26240;08:00:00;16:00:00;                                     ;1194;1138;                         ;15/09/2017
3;26620;08:00:00;17:00:00;                                     ;1445;781;                         ;15/09/2017
4;36520;08:00:00;15:30:00;                                     ;1295;694;                         ;15/09/2017
5;45880;;;                                     ;;;                         ;15/09/2017
6;45490;;;                                     ;;;                         ;15/09/2017
7;44980;08:00:00;17:00:00;                                     ;1050;737;                         ;15/09/2017
8;44480;08:00:00;15:30:00;                                     ;1416;613;                         ;15/09/2017
9;44120;08:00:00;15:30:00;                                     ;1117;520;                         ;15/09/2017
10;44210;10:00:00;16:00:00;                                     ;686;338;                         ;15/09/2017
11;40210;08:30:00;16:00:00;                                     ;1431;683;                         ;15/09/2017
12;35790;08:00:00;15:30:00;                                     ;1312;723;                         ;15/09/2017
13;35270;;;                                     ;;;                         ;15/09/2017
14;35000;08:30:00;16:00:00;                                     ;1465;729;                         ;15/09/2017
15;34750;08:00:00;15:30:00;                                     ;1320;692;                         ;15/09/2017
16;34240;08:00:00;16:00:00;                                     ;668;622;                         ;15/09/2017
17;25810;08:00:00;15:30:00;                                     ;3087;845;                         ;15/09/2017
18;25670;08:00:00;15:30:00;                                     ;1477;977;                         ;15/09/2017
19;24680;08:30:00;16:00:00;                                     ;1366;665;                         ;15/09/2017
20;24060;08:00:00;16:00:00;                                     ;1026;666;                         ;15/09/2017
21;45860;08:30:00;16:00:00;                                     ;784;469;                         ;15/09/2017
22;54020;;;                                     ;;;                         ;15/09/2017
23;45770;;;                                     ;;;                         ;15/09/2017
24;45850;08:30:00;16:00:00;                                     ;2048;624;                         ;15/09/2017
25;45750;08:30:00;16:00:00;                                     ;1435;560;                         ;15/09/2017
26;45450;08:30:00;16:00:00;                                     ;1216;571;                         ;15/09/2017
27;45280;08:30:00;16:00:00;                                     ;1453;232;                         ;15/09/2017
28;45360;08:30:00;16:00:00;                                     ;1056;597;                         ;15/09/2017
29;45370;08:30:00;16:00:00;                                     ;1432;143;                         ;15/09/2017
30;54090;;;                                     ;;;                         ;15/09/2017
31;54030;;16:30:00;                                     ;;615;                         ;15/09/2017
32;45820;08:30:00;16:00:00;                                     ;2103;401;                         ;15/09/2017
33;45600;09:00:00;16:30:00;                                     ;1575;778;                         ;15/09/2017
34;45510;;16:30:00;                                     ;;638;                         ;15/09/2017
35;45570;09:00:00;16:30:00;                                     ;1289;715;                         ;15/09/2017
36;45350;;16:30:00;                                     ;;458;                         ;15/09/2017
37;45250;09:00:00;16:30:00;                                     ;789;538;                         ;15/09/2017
38;40660;09:00:00;16:30:00;                                     ;821;659;                         ;15/09/2017
39;54070;09:30:00;16:30:00;                                     ;1241;702;                         ;15/09/2017
40;45870;10:00:00;16:30:00;                                     ;512;812;                         ;15/09/2017
41;45810;09:00:00;16:30:00;                                     ;1273;898;                         ;15/09/2017
42;45830;09:30:00;16:30:00;                                     ;1037;489;                         ;15/09/2017
43;45730;;;                                     ;;;                         ;15/09/2017
44;45480;09:00:00;16:30:00;                                     ;1541;868;                         ;15/09/2017
45;45500;09:00:00;16:30:00;                                     ;1210;441;                         ;15/09/2017
46;45460;09:00:00;16:30:00;                                     ;1206;753;                         ;15/09/2017
47;40650;09:30:00;16:30:00;                                     ;613;417;                         ;15/09/2017
48;54080;09:30:00;17:00:00;                                     ;1141;556;                         ;15/09/2017
49;45840;09:30:00;17:00:00;                                     ;1118;661;                         ;15/09/2017
50;45720;09:30:00;17:00:00;                                     ;965;430;                         ;15/09/2017
51;45540;09:30:00;17:00:00;                                     ;1064;543;                         ;15/09/2017
52;45440;09:30:00;17:00:00;                                     ;978;494;                         ;15/09/2017
53;26480;;;                                     ;;;                         ;15/09/2017
54;44260;;;                                     ;;;                         ;15/09/2017
55;44750;;;                                     ;;;                         ;15/09/2017
56;44770;;;                                     ;;;                         ;15/09/2017
57;44650;;;                                     ;;;                         ;15/09/2017
58;35300;;;                                     ;;;                         ;15/09/2017
59;34580;;;                                     ;;;                         ;15/09/2017
60;34370;;;                                     ;;;                         ;15/09/2017
61;25600;;;                                     ;;;                         ;15/09/2017
62;24160;;;                                     ;;;                         ;15/09/2017
63;27100;;;                                     ;;;                         ;15/09/2017
64;36000;;;                                     ;;;                         ;15/09/2017
65;36440;;;                                     ;;;                         ;15/09/2017
66;37850;;;                                     ;;;                         ;15/09/2017
67;44530;;;                                     ;;;                         ;15/09/2017
68;35380;;;                                     ;;;                         ;15/09/2017
69;34600;;;                                     ;;;                         ;15/09/2017
70;24830;;;                                     ;;;                         ;15/09/2017
71;24310;;;                                     ;;;                         ;15/09/2017
0;6530;08:00:00;17:00:00;                                     ;1434;798;                         ;16/09/2017
1;26230;08:00:00;15:30:00;                                     ;1390;739;                         ;16/09/2017
2;26240;08:00:00;15:30:00;                                     ;1494;1055;                         ;16/09/2017
3;26620;08:00:00;17:30:00;                                     ;146;297;                         ;16/09/2017
4;36520;08:00:00;15:30:00;                                     ;1434;621;                         ;16/09/2017
5;45880;;;                                     ;;;                         ;16/09/2017
6;45490;;;                                     ;;;                         ;16/09/2017
7;44980;08:00:00;17:00:00;                                     ;1116;876;                         ;16/09/2017
8;44480;08:00:00;15:30:00;                                     ;1441;705;                         ;16/09/2017
9;44120;08:00:00;15:30:00;                                     ;959;585;                         ;16/09/2017
10;44210;08:30:00;15:30:00;                                     ;669;445;                         ;16/09/2017
11;40210;08:00:00;17:00:00;                                     ;1480;842;                         ;16/09/2017
12;35790;08:00:00;15:30:00;                                     ;1266;510;                         ;16/09/2017
13;35270;;;                                     ;;;                         ;16/09/2017
14;35000;08:00:00;15:30:00;                                     ;1424;680;                         ;16/09/2017
15;34750;08:00:00;15:30:00;                                     ;1503;724;                         ;16/09/2017
16;34240;08:00:00;17:00:00;                                     ;901;666;                         ;16/09/2017
17;25810;08:00:00;15:30:00;                                     ;1765;732;                         ;16/09/2017
18;25670;08:00:00;17:00:00;                                     ;1563;911;                         ;16/09/2017
19;24680;08:00:00;15:30:00;                                     ;1411;636;                         ;16/09/2017
20;24060;08:30:00;;                                     ;1083;;                         ;16/09/2017
21;45860;08:30:00;;                                     ;897;;                         ;16/09/2017
22;54020;;;                                     ;;;                         ;16/09/2017
23;45770;;;                                     ;;;                         ;16/09/2017
24;45850;08:30:00;15:30:00;                                     ;1076;655;                         ;16/09/2017
25;45750;08:30:00;15:30:00;                                     ;1437;737;                         ;16/09/2017
26;45450;08:30:00;16:00:00;                                     ;1263;641;                         ;16/09/2017
27;45280;08:30:00;16:00:00;                                     ;611;215;                         ;16/09/2017
28;45360;08:30:00;15:30:00;                                     ;1054;566;                         ;16/09/2017
29;45370;08:30:00;16:00:00;                                     ;409;275;                         ;16/09/2017
30;54090;09:00:00;16:00:00;                                     ;1178;564;                         ;16/09/2017
31;54030;09:00:00;16:00:00;                                     ;1130;593;                         ;16/09/2017
32;45820;08:30:00;15:30:00;                                     ;768;403;                         ;16/09/2017
33;45600;08:30:00;16:00:00;                                     ;1596;869;                         ;16/09/2017
34;45510;08:30:00;16:00:00;                                     ;1276;688;                         ;16/09/2017
35;45570;08:30:00;16:00:00;                                     ;1196;847;                         ;16/09/2017
36;45350;09:00:00;16:00:00;                                     ;893;466;                         ;16/09/2017
37;45250;08:30:00;16:00:00;                                     ;873;420;                         ;16/09/2017
38;40660;08:30:00;16:00:00;                                     ;1000;579;                         ;16/09/2017
39;54070;09:00:00;16:30:00;                                     ;1207;720;                         ;16/09/2017
40;45870;09:00:00;16:30:00;                                     ;795;199;                         ;16/09/2017
41;45810;09:00:00;16:30:00;                                     ;1514;741;                         ;16/09/2017
42;45830;09:00:00;16:30:00;                                     ;853;597;                         ;16/09/2017
43;45730;;;                                     ;;;                         ;16/09/2017
44;45480;09:00:00;16:30:00;                                     ;1493;930;                         ;16/09/2017
45;45500;09:00:00;16:30:00;                                     ;1106;581;                         ;16/09/2017
46;45460;09:00:00;16:30:00;                                     ;1312;705;                         ;16/09/2017
47;40650;09:00:00;16:30:00;                                     ;678;357;                         ;16/09/2017
48;54080;09:30:00;16:30:00;                                     ;1057;606;                         ;16/09/2017
49;45840;09:30:00;16:30:00;                                     ;1118;560;                         ;16/09/2017
50;45720;09:30:00;16:30:00;                                     ;965;460;                         ;16/09/2017
51;45540;09:30:00;16:30:00;                                     ;1064;571;                         ;16/09/2017
52;45440;09:30:00;16:30:00;                                     ;978;514;                         ;16/09/2017
53;26480;;;                                     ;;;                         ;16/09/2017
54;44260;;;                                     ;;;                         ;16/09/2017
55;44750;;;                                     ;;;                         ;16/09/2017
56;44770;;;                                     ;;;                         ;16/09/2017
57;44650;;;                                     ;;;                         ;16/09/2017
58;35300;;;                                     ;;;                         ;16/09/2017
59;34580;;;                                     ;;;                         ;16/09/2017
60;34370;;;                                     ;;;                         ;16/09/2017
61;25600;;;                                     ;;;                         ;16/09/2017
62;24160;;;                                     ;;;                         ;16/09/2017
63;27100;;;                                     ;;;                         ;16/09/2017
64;36000;;;                                     ;;;                         ;16/09/2017
65;36440;;;                                     ;;;                         ;16/09/2017
66;37850;;;                                     ;;;                         ;16/09/2017
67;44530;;;                                     ;;;                         ;16/09/2017
68;35380;;;                                     ;;;                         ;16/09/2017
69;34600;;;                                     ;;;                         ;16/09/2017
70;24830;;;                                     ;;;                         ;16/09/2017
71;24310;;;                                     ;;;                         ;16/09/2017
0;6530;08:00:00;;                                     ;1042;;                         ;17/09/2017
1;26230;08:30:00;15:30:00;                                     ;1502;789;                         ;17/09/2017
2;26240;08:00:00;15:30:00;                                     ;1306;1080;                         ;17/09/2017
3;26620;08:00:00;17:30:00;                                     ;484;436;                         ;17/09/2017
4;36520;08:00:00;15:30:00;                                     ;1387;651;                         ;17/09/2017
5;45880;;;                                     ;;;                         ;17/09/2017
6;45490;;;                                     ;;;                         ;17/09/2017
7;44980;08:00:00;17:00:00;                                     ;1207;850;                         ;17/09/2017
8;44480;08:00:00;15:30:00;                                     ;1384;654;                         ;17/09/2017
9;44120;08:00:00;15:30:00;                                     ;1066;526;                         ;17/09/2017
10;44210;08:30:00;15:30:00;                                     ;815;386;                         ;17/09/2017
11;40210;08:30:00;;                                     ;1424;;                         ;17/09/2017
12;35790;08:00:00;15:30:00;                                     ;1372;647;                         ;17/09/2017
13;35270;;;                                     ;;;                         ;17/09/2017
14;35000;08:30:00;15:30:00;                                     ;1539;711;                         ;17/09/2017
15;34750;08:00:00;15:30:00;                                     ;1549;728;                         ;17/09/2017
16;34240;08:00:00;;                                     ;970;;                         ;17/09/2017
17;25810;08:00:00;15:30:00;                                     ;1795;804;                         ;17/09/2017
18;25670;08:00:00;;                                     ;1499;;                         ;17/09/2017
19;24680;08:30:00;15:30:00;                                     ;1434;665;                         ;17/09/2017
20;24060;08:00:00;15:30:00;                                     ;1215;629;                         ;17/09/2017
21;45860;08:30:00;16:00:00;                                     ;917;427;                         ;17/09/2017
22;54020;;;                                     ;;;                         ;17/09/2017
23;45770;;;                                     ;;;                         ;17/09/2017
24;45850;08:30:00;16:00:00;                                     ;1120;673;                         ;17/09/2017
25;45750;08:30:00;16:00:00;                                     ;1430;648;                         ;17/09/2017
26;45450;08:30:00;16:00:00;                                     ;1378;593;                         ;17/09/2017
27;45280;08:30:00;16:00:00;                                     ;745;215;                         ;17/09/2017
28;45360;08:30:00;16:00:00;                                     ;1106;584;                         ;17/09/2017
29;45370;08:30:00;16:00:00;                                     ;460;282;                         ;17/09/2017
30;54090;09:00:00;16:00:00;                                     ;1129;597;                         ;17/09/2017
31;54030;09:00:00;16:00:00;                                     ;1111;621;                         ;17/09/2017
32;45820;08:30:00;16:00:00;                                     ;831;385;                         ;17/09/2017
33;45600;09:00:00;16:00:00;                                     ;1656;839;                         ;17/09/2017
34;45510;09:00:00;16:00:00;                                     ;1391;744;                         ;17/09/2017
35;45570;09:00:00;16:00:00;                                     ;1365;714;                         ;17/09/2017
36;45350;09:00:00;16:00:00;                                     ;980;476;                         ;17/09/2017
37;45250;09:00:00;16:00:00;                                     ;913;459;                         ;17/09/2017
38;40660;09:00:00;16:00:00;                                     ;878;566;                         ;17/09/2017
39;54070;09:30:00;16:30:00;                                     ;1384;789;                         ;17/09/2017
40;45870;09:30:00;16:30:00;                                     ;1200;379;                         ;17/09/2017
41;45810;09:00:00;16:30:00;                                     ;1514;739;                         ;17/09/2017
42;45830;09:30:00;16:30:00;                                     ;992;617;                         ;17/09/2017
43;45730;;;                                     ;;;                         ;17/09/2017
44;45480;09:00:00;16:30:00;                                     ;1493;890;                         ;17/09/2017
45;45500;09:00:00;16:30:00;                                     ;1106;432;                         ;17/09/2017
46;45460;09:00:00;16:30:00;                                     ;1312;658;                         ;17/09/2017
47;40650;09:30:00;16:30:00;                                     ;678;401;                         ;17/09/2017
48;54080;09:30:00;16:30:00;                                     ;1167;610;                         ;17/09/2017
49;45840;09:30:00;16:30:00;                                     ;1925;738;                         ;17/09/2017
50;45720;09:30:00;16:30:00;                                     ;791;474;                         ;17/09/2017
51;45540;09:30:00;17:00:00;                                     ;1184;552;                         ;17/09/2017
52;45440;09:30:00;16:30:00;                                     ;933;494;                         ;17/09/2017
53;26480;;;                                     ;;;                         ;17/09/2017
54;44260;;;                                     ;;;                         ;17/09/2017
55;44750;;;                                     ;;;                         ;17/09/2017
56;44770;;;                                     ;;;                         ;17/09/2017
57;44650;;;                                     ;;;                         ;17/09/2017
58;35300;;;                                     ;;;                         ;17/09/2017
59;34580;;;                                     ;;;                         ;17/09/2017
60;34370;;;                                     ;;;                         ;17/09/2017
61;25600;;;                                     ;;;                         ;17/09/2017
62;24160;;;                                     ;;;                         ;17/09/2017
63;27100;;;                                     ;;;                         ;17/09/2017
64;36000;;;                                     ;;;                         ;17/09/2017
65;36440;;;                                     ;;;                         ;17/09/2017
66;37850;;;                                     ;;;                         ;17/09/2017
67;44530;;;                                     ;;;                         ;17/09/2017
68;35380;;;                                     ;;;                         ;17/09/2017
69;34600;;;                                     ;;;                         ;17/09/2017
70;24830;;;                                     ;;;                         ;17/09/2017
71;24310;;;                                     ;;;                         ;17/09/2017
0;6530;08:30:00;17:00:00;                                     ;1374;962;                         ;19/09/2017
1;26230;08:00:00;;                                     ;1519;;                         ;19/09/2017
2;26240;08:30:00;16:00:00;                                     ;1497;894;                         ;19/09/2017
3;26620;08:00:00;;                                     ;930;;                         ;19/09/2017
4;36520;08:00:00;15:30:00;                                     ;1394;762;                         ;19/09/2017
5;45880;;;                                     ;;;                         ;19/09/2017
6;45490;;;                                     ;;;                         ;19/09/2017
7;44980;08:00:00;17:00:00;                                     ;1247;913;                         ;19/09/2017
8;44480;08:00:00;15:30:00;                                     ;1319;691;                         ;19/09/2017
9;44120;08:00:00;15:30:00;                                     ;1010;612;                         ;19/09/2017
10;44210;08:30:00;16:00:00;                                     ;2263;376;                         ;19/09/2017
11;40210;08:30:00;17:00:00;                                     ;1439;826;                         ;19/09/2017
12;35790;08:00:00;15:30:00;                                     ;1322;769;                         ;19/09/2017
13;35270;;;                                     ;;;                         ;19/09/2017
14;35000;08:00:00;16:00:00;                                     ;1436;705;                         ;19/09/2017
15;34750;08:00:00;15:30:00;                                     ;1523;803;                         ;19/09/2017
16;34240;08:30:00;17:00:00;                                     ;622;815;                         ;19/09/2017
17;25810;08:00:00;16:00:00;                                     ;1767;883;                         ;19/09/2017
18;25670;08:00:00;17:00:00;                                     ;1353;954;                         ;19/09/2017
19;24680;08:30:00;16:00:00;                                     ;2647;641;                         ;19/09/2017
20;24060;08:30:00;16:00:00;                                     ;1199;572;                         ;19/09/2017
21;45860;08:30:00;16:00:00;                                     ;828;521;                         ;19/09/2017
22;54020;;;                                     ;;;                         ;19/09/2017
23;45770;;;                                     ;;;                         ;19/09/2017
24;45850;08:30:00;16:00:00;                                     ;1020;745;                         ;19/09/2017
25;45750;08:30:00;16:00:00;                                     ;1395;803;                         ;19/09/2017
26;45450;08:30:00;16:00:00;                                     ;1392;644;                         ;19/09/2017
27;45280;08:30:00;16:00:00;                                     ;691;348;                         ;19/09/2017
28;45360;08:30:00;16:00:00;                                     ;1039;434;                         ;19/09/2017
29;45370;08:30:00;16:00:00;                                     ;465;277;                         ;19/09/2017
30;54090;09:00:00;16:30:00;                                     ;1161;624;                         ;19/09/2017
31;54030;09:00:00;16:00:00;                                     ;1155;614;                         ;19/09/2017
32;45820;08:30:00;16:00:00;                                     ;732;214;                         ;19/09/2017
33;45600;09:00:00;16:00:00;                                     ;1631;796;                         ;19/09/2017
34;45510;09:00:00;16:30:00;                                     ;1276;711;                         ;19/09/2017
35;45570;09:00:00;16:30:00;                                     ;1101;640;                         ;19/09/2017
36;45350;09:00:00;16:00:00;                                     ;862;498;                         ;19/09/2017
37;45250;09:00:00;16:30:00;                                     ;884;407;                         ;19/09/2017
38;40660;09:00:00;16:00:00;                                     ;939;595;                         ;19/09/2017
39;54070;09:30:00;16:30:00;                                     ;1384;742;                         ;19/09/2017
40;45870;09:30:00;16:30:00;                                     ;770;433;                         ;19/09/2017
41;45810;09:00:00;16:30:00;                                     ;1140;800;                         ;19/09/2017
42;45830;09:30:00;16:30:00;                                     ;900;615;                         ;19/09/2017
43;45730;;;                                     ;;;                         ;19/09/2017
44;45480;09:00:00;16:30:00;                                     ;1635;875;                         ;19/09/2017
45;45500;09:00:00;16:30:00;                                     ;1108;453;                         ;19/09/2017
46;45460;09:00:00;16:30:00;                                     ;1233;662;                         ;19/09/2017
47;40650;09:30:00;16:30:00;                                     ;722;350;                         ;19/09/2017
48;54080;09:30:00;17:00:00;                                     ;2485;682;                         ;19/09/2017
49;45840;09:30:00;17:00:00;                                     ;1134;657;                         ;19/09/2017
50;45720;09:30:00;17:00:00;                                     ;838;445;                         ;19/09/2017
51;45540;09:30:00;17:00:00;                                     ;979;700;                         ;19/09/2017
52;45440;09:30:00;17:00:00;                                     ;837;449;                         ;19/09/2017
53;26480;;;                                     ;;;                         ;19/09/2017
54;44260;;;                                     ;;;                         ;19/09/2017
55;44750;;;                                     ;;;                         ;19/09/2017
56;44770;;;                                     ;;;                         ;19/09/2017
57;44650;;;                                     ;;;                         ;19/09/2017
58;35300;;;                                     ;;;                         ;19/09/2017
59;34580;;;                                     ;;;                         ;19/09/2017
60;34370;;;                                     ;;;                         ;19/09/2017
61;25600;;;                                     ;;;                         ;19/09/2017
62;24160;;;                                     ;;;                         ;19/09/2017
63;27100;;;                                     ;;;                         ;19/09/2017
64;36000;;;                                     ;;;                         ;19/09/2017
65;36440;;;                                     ;;;                         ;19/09/2017
66;37850;;;                                     ;;;                         ;19/09/2017
67;44530;;;                                     ;;;                         ;19/09/2017
68;35380;;;                                     ;;;                         ;19/09/2017
69;34600;;;                                     ;;;                         ;19/09/2017
70;24830;;;                                     ;;;                         ;19/09/2017
71;24310;;;                                     ;;;                         ;19/09/2017
0;6530;08:00:00;;                                     ;1433;;                         ;18/09/2017
1;26230;08:30:00;15:30:00;                                     ;1548;746;                         ;18/09/2017
2;26240;08:30:00;16:00:00;                                     ;1446;942;                         ;18/09/2017
3;26620;08:00:00;17:30:00;                                     ;748;592;                         ;18/09/2017
4;36520;08:00:00;15:30:00;                                     ;1394;647;                         ;18/09/2017
5;45880;;;                                     ;;;                         ;18/09/2017
6;45490;;;                                     ;;;                         ;18/09/2017
7;44980;08:00:00;17:00:00;                                     ;1137;848;                         ;18/09/2017
8;44480;08:00:00;15:30:00;                                     ;1399;643;                         ;18/09/2017
9;44120;08:00:00;15:30:00;                                     ;1088;499;                         ;18/09/2017
10;44210;08:30:00;16:00:00;                                     ;754;419;                         ;18/09/2017
11;40210;08:00:00;17:00:00;                                     ;1444;1778;                         ;18/09/2017
12;35790;08:00:00;15:30:00;                                     ;1322;680;                         ;18/09/2017
13;35270;;;                                     ;;;                         ;18/09/2017
14;35000;08:00:00;16:00:00;                                     ;1546;682;                         ;18/09/2017
15;34750;08:00:00;15:30:00;                                     ;1567;724;                         ;18/09/2017
16;34240;08:00:00;17:00:00;                                     ;948;641;                         ;18/09/2017
17;25810;08:00:00;15:30:00;                                     ;1773;755;                         ;18/09/2017
18;25670;08:00:00;17:00:00;                                     ;1365;949;                         ;18/09/2017
19;24680;08:30:00;16:00:00;                                     ;1510;621;                         ;18/09/2017
20;24060;08:30:00;15:30:00;                                     ;1107;530;                         ;18/09/2017
21;45860;08:30:00;16:00:00;                                     ;762;497;                         ;18/09/2017
22;54020;;;                                     ;;;                         ;18/09/2017
23;45770;;;                                     ;;;                         ;18/09/2017
24;45850;08:30:00;16:00:00;                                     ;1076;618;                         ;18/09/2017
25;45750;08:30:00;16:00:00;                                     ;1311;661;                         ;18/09/2017
26;45450;09:00:00;16:00:00;                                     ;1391;644;                         ;18/09/2017
27;45280;09:00:00;16:00:00;                                     ;466;223;                         ;18/09/2017
28;45360;09:00:00;16:00:00;                                     ;1040;613;                         ;18/09/2017
29;45370;08:30:00;16:00:00;                                     ;399;272;                         ;18/09/2017
30;54090;09:00:00;16:30:00;                                     ;1160;598;                         ;18/09/2017
31;54030;09:00:00;16:30:00;                                     ;1170;679;                         ;18/09/2017
32;45820;09:00:00;16:00:00;                                     ;863;346;                         ;18/09/2017
33;45600;09:00:00;16:00:00;                                     ;1547;886;                         ;18/09/2017
34;45510;09:00:00;16:00:00;                                     ;1357;724;                         ;18/09/2017
35;45570;09:00:00;16:00:00;                                     ;1226;758;                         ;18/09/2017
36;45350;09:00:00;16:30:00;                                     ;955;440;                         ;18/09/2017
37;45250;09:00:00;16:30:00;                                     ;885;489;                         ;18/09/2017
38;40660;09:00:00;16:00:00;                                     ;1158;623;                         ;18/09/2017
39;54070;09:30:00;16:30:00;                                     ;1384;822;                         ;18/09/2017
40;45870;09:30:00;16:30:00;                                     ;1200;408;                         ;18/09/2017
41;45810;09:00:00;16:30:00;                                     ;1354;868;                         ;18/09/2017
42;45830;09:30:00;16:30:00;                                     ;992;593;                         ;18/09/2017
43;45730;;;                                     ;;;                         ;18/09/2017
44;45480;09:00:00;16:30:00;                                     ;1579;989;                         ;18/09/2017
45;45500;09:00:00;16:30:00;                                     ;1178;432;                         ;18/09/2017
46;45460;09:00:00;16:30:00;                                     ;1474;754;                         ;18/09/2017
47;40650;09:30:00;16:30:00;                                     ;678;19;                         ;18/09/2017
48;54080;09:30:00;17:00:00;                                     ;1180;1103;                         ;18/09/2017
49;45840;09:30:00;17:00:00;                                     ;1925;737;                         ;18/09/2017
50;45720;09:30:00;17:00:00;                                     ;791;466;                         ;18/09/2017
51;45540;09:30:00;17:00:00;                                     ;1184;718;                         ;18/09/2017
52;45440;09:30:00;17:00:00;                                     ;933;534;                         ;18/09/2017
53;26480;;;                                     ;;;                         ;18/09/2017
54;44260;;;                                     ;;;                         ;18/09/2017
55;44750;;;                                     ;;;                         ;18/09/2017
56;44770;;;                                     ;;;                         ;18/09/2017
57;44650;;;                                     ;;;                         ;18/09/2017
58;35300;;;                                     ;;;                         ;18/09/2017
59;34580;;;                                     ;;;                         ;18/09/2017
60;34370;;;                                     ;;;                         ;18/09/2017
61;25600;;;                                     ;;;                         ;18/09/2017
62;24160;;;                                     ;;;                         ;18/09/2017
63;27100;;;                                     ;;;                         ;18/09/2017
64;36000;;;                                     ;;;                         ;18/09/2017
65;36440;;;                                     ;;;                         ;18/09/2017
66;37850;;;                                     ;;;                         ;18/09/2017
67;44530;;;                                     ;;;                         ;18/09/2017
68;35380;;;                                     ;;;                         ;18/09/2017
69;34600;;;                                     ;;;                         ;18/09/2017
70;24830;;;                                     ;;;                         ;18/09/2017
71;24310;;;                                     ;;;                         ;18/09/2017
0;6530;08:00:00;17:00:00;                                     ;1367;1869;                         ;21/09/2017
1;26230;08:30:00;16:00:00;                                     ;1475;784;                         ;21/09/2017
2;26240;08:30:00;16:00:00;                                     ;1966;846;                         ;21/09/2017
3;26620;08:00:00;;                                     ;900;;                         ;21/09/2017
4;36520;08:00:00;16:00:00;                                     ;1367;705;                         ;21/09/2017
5;45880;;;                                     ;;;                         ;21/09/2017
6;45490;;;                                     ;;;                         ;21/09/2017
7;44980;08:00:00;17:00:00;                                     ;1299;977;                         ;21/09/2017
8;44480;08:30:00;16:00:00;                                     ;1352;625;                         ;21/09/2017
9;44120;08:30:00;16:00:00;                                     ;1042;545;                         ;21/09/2017
10;44210;08:30:00;16:00:00;                                     ;873;369;                         ;21/09/2017
11;40210;08:30:00;17:00:00;                                     ;2432;711;                         ;21/09/2017
12;35790;08:00:00;16:00:00;                                     ;1288;775;                         ;21/09/2017
13;35270;;;                                     ;;;                         ;21/09/2017
14;35000;08:30:00;16:00:00;                                     ;1420;630;                         ;21/09/2017
15;34750;08:00:00;16:00:00;                                     ;1457;841;                         ;21/09/2017
16;34240;08:30:00;17:00:00;                                     ;684;747;                         ;21/09/2017
17;25810;08:00:00;16:00:00;                                     ;1690;836;                         ;21/09/2017
18;25670;08:00:00;17:00:00;                                     ;1416;1134;                         ;21/09/2017
19;24680;08:30:00;16:00:00;                                     ;1421;653;                         ;21/09/2017
20;24060;08:30:00;16:00:00;                                     ;2316;557;                         ;21/09/2017
21;45860;09:00:00;16:00:00;                                     ;806;467;                         ;21/09/2017
22;54020;;;                                     ;;;                         ;21/09/2017
23;45770;;;                                     ;;;                         ;21/09/2017
24;45850;09:00:00;16:00:00;                                     ;1042;626;                         ;21/09/2017
25;45750;08:30:00;16:00:00;                                     ;2216;658;                         ;21/09/2017
26;45450;09:00:00;16:00:00;                                     ;1382;688;                         ;21/09/2017
27;45280;08:30:00;16:00:00;                                     ;479;502;                         ;21/09/2017
28;45360;08:30:00;16:00:00;                                     ;1085;588;                         ;21/09/2017
29;45370;08:30:00;16:00:00;                                     ;471;254;                         ;21/09/2017
30;54090;09:00:00;16:30:00;                                     ;1118;634;                         ;21/09/2017
31;54030;09:00:00;16:30:00;                                     ;1056;705;                         ;21/09/2017
32;45820;09:00:00;16:00:00;                                     ;762;331;                         ;21/09/2017
33;45600;09:00:00;16:00:00;                                     ;1566;830;                         ;21/09/2017
34;45510;09:00:00;16:00:00;                                     ;1332;642;                         ;21/09/2017
35;45570;09:00:00;16:00:00;                                     ;1277;718;                         ;21/09/2017
36;45350;09:00:00;16:30:00;                                     ;895;532;                         ;21/09/2017
37;45250;09:00:00;16:30:00;                                     ;975;459;                         ;21/09/2017
38;40660;09:00:00;16:00:00;                                     ;920;511;                         ;21/09/2017
39;54070;09:30:00;16:30:00;                                     ;1402;778;                         ;21/09/2017
