Column1;Id_Animal;Hora_S1;Hora_S2;Hora_S3;Prod_S1;Prod_S2;Prod_S3;Data
50;45720;10:00:00;17:00:00;                                     ;928;168;                         ;19/10/2017
51;45540;10:00:00;17:00:00;                                     ;1157;524;                         ;19/10/2017
52;45440;10:00:00;17:00:00;                                     ;915;445;                         ;19/10/2017
53;44260;;;                                     ;;;                         ;19/10/2017
54;26480;;;                                     ;;;                         ;19/10/2017
55;44750;;;                                     ;;;                         ;19/10/2017
56;44770;;;                                     ;;;                         ;19/10/2017
57;44650;;;                                     ;;;                         ;19/10/2017
58;35300;;;                                     ;;;                         ;19/10/2017
59;34580;;;                                     ;;;                         ;19/10/2017
60;34370;;;                                     ;;;                         ;19/10/2017
61;25600;;;                                     ;;;                         ;19/10/2017
62;24160;;;                                     ;;;                         ;19/10/2017
63;36000;;;                                     ;;;                         ;19/10/2017
64;36440;;;                                     ;;;                         ;19/10/2017
65;37850;;;                                     ;;;                         ;19/10/2017
66;27100;;;                                     ;;;                         ;19/10/2017
67;44530;;;                                     ;;;                         ;19/10/2017
68;35380;;;                                     ;;;                         ;19/10/2017
69;34600;;;                                     ;;;                         ;19/10/2017
70;24830;;;                                     ;;;                         ;19/10/2017
71;24310;;;                                     ;;;                         ;19/10/2017
0;26240;;;                                     ;;;                         ;20/10/2017
1;26620;;;                                     ;;;                         ;20/10/2017
2;36520;;;                                     ;;;                         ;20/10/2017
3;6530;;;                                     ;;;                         ;20/10/2017
4;26230;;;                                     ;;;                         ;20/10/2017
5;45880;;;                                     ;;;                         ;20/10/2017
6;45490;;;                                     ;;;                         ;20/10/2017
7;44980;;;                                     ;;;                         ;20/10/2017
8;44480;;;                                     ;;;                         ;20/10/2017
9;44120;;;                                     ;;;                         ;20/10/2017
10;44210;;;                                     ;;;                         ;20/10/2017
11;40210;;;                                     ;;;                         ;20/10/2017
12;35790;;;                                     ;;;                         ;20/10/2017
13;35270;;;                                     ;;;                         ;20/10/2017
14;35000;;;                                     ;;;                         ;20/10/2017
15;34750;;;                                     ;;;                         ;20/10/2017
16;34240;;;                                     ;;;                         ;20/10/2017
17;25810;;;                                     ;;;                         ;20/10/2017
18;25670;;;                                     ;;;                         ;20/10/2017
19;24680;;;                                     ;;;                         ;20/10/2017
20;24060;;;                                     ;;;                         ;20/10/2017
21;54020;;;                                     ;;;                         ;20/10/2017
22;45850;08:30:00;16:00:00;                                     ;1078;533;                         ;20/10/2017
23;45860;08:30:00;16:00:00;                                     ;1022;502;                         ;20/10/2017
24;45750;08:30:00;16:00:00;                                     ;1428;659;                         ;20/10/2017
25;45770;;;                                     ;;;                         ;20/10/2017
26;45450;08:30:00;16:00:00;                                     ;1392;626;                         ;20/10/2017
27;45360;08:30:00;16:00:00;                                     ;1045;504;                         ;20/10/2017
28;45370;08:30:00;16:00:00;                                     ;242;223;                         ;20/10/2017
29;45280;08:30:00;16:00:00;                                     ;264;540;                         ;20/10/2017
30;54090;09:00:00;16:00:00;                                     ;1245;592;                         ;20/10/2017
31;54030;09:00:00;16:00:00;                                     ;1203;562;                         ;20/10/2017
32;45820;08:30:00;16:00:00;                                     ;539;342;                         ;20/10/2017
33;45510;09:00:00;16:00:00;                                     ;1347;609;                         ;20/10/2017
34;45570;09:00:00;16:00:00;                                     ;1253;738;                         ;20/10/2017
35;45600;09:00:00;16:00:00;                                     ;1505;1037;                         ;20/10/2017
36;45350;09:00:00;16:00:00;                                     ;969;421;                         ;20/10/2017
37;45250;09:00:00;16:00:00;                                     ;967;383;                         ;20/10/2017
38;40660;09:00:00;16:00:00;                                     ;967;491;                         ;20/10/2017
39;54070;09:30:00;16:30:00;                                     ;1318;725;                         ;20/10/2017
40;45830;09:30:00;16:30:00;                                     ;882;364;                         ;20/10/2017
41;45870;09:30:00;16:30:00;                                     ;449;351;                         ;20/10/2017
42;45730;;;                                     ;;;                         ;20/10/2017
43;45810;09:30:00;16:30:00;                                     ;1432;760;                         ;20/10/2017
44;45500;09:30:00;16:30:00;                                     ;1200;429;                         ;20/10/2017
45;45460;09:30:00;16:30:00;                                     ;1263;650;                         ;20/10/2017
46;45480;10:00:00;16:30:00;                                     ;1444;696;                         ;20/10/2017
47;40650;09:30:00;16:30:00;                                     ;771;380;                         ;20/10/2017
48;54080;09:30:00;17:00:00;                                     ;1147;521;                         ;20/10/2017
49;45840;09:30:00;17:00:00;                                     ;1097;629;                         ;20/10/2017
50;45720;09:30:00;17:00:00;                                     ;1032;502;                         ;20/10/2017
51;45540;09:30:00;17:00:00;                                     ;1020;618;                         ;20/10/2017
52;45440;10:00:00;17:00:00;                                     ;852;436;                         ;20/10/2017
53;44260;;;                                     ;;;                         ;20/10/2017
54;26480;;;                                     ;;;                         ;20/10/2017
55;44750;;;                                     ;;;                         ;20/10/2017
56;44770;;;                                     ;;;                         ;20/10/2017
57;44650;;;                                     ;;;                         ;20/10/2017
58;35300;;;                                     ;;;                         ;20/10/2017
59;34580;;;                                     ;;;                         ;20/10/2017
60;34370;;;                                     ;;;                         ;20/10/2017
61;25600;;;                                     ;;;                         ;20/10/2017
62;24160;;;                                     ;;;                         ;20/10/2017
63;36000;;;                                     ;;;                         ;20/10/2017
64;36440;;;                                     ;;;                         ;20/10/2017
65;37850;;;                                     ;;;                         ;20/10/2017
66;27100;;;                                     ;;;                         ;20/10/2017
67;44530;;;                                     ;;;                         ;20/10/2017
68;35380;;;                                     ;;;                         ;20/10/2017
69;34600;;;                                     ;;;                         ;20/10/2017
70;24830;;;                                     ;;;                         ;20/10/2017
71;24310;;;                                     ;;;                         ;20/10/2017
0;26240;;;                                     ;;;                         ;21/10/2017
1;26620;;;                                     ;;;                         ;21/10/2017
2;36520;;;                                     ;;;                         ;21/10/2017
3;6530;;;                                     ;;;                         ;21/10/2017
4;26230;;;                                     ;;;                         ;21/10/2017
5;45880;;;                                     ;;;                         ;21/10/2017
6;45490;;;                                     ;;;                         ;21/10/2017
7;44980;;;                                     ;;;                         ;21/10/2017
8;44480;;;                                     ;;;                         ;21/10/2017
9;44120;;;                                     ;;;                         ;21/10/2017
10;44210;;;                                     ;;;                         ;21/10/2017
11;40210;;;                                     ;;;                         ;21/10/2017
12;35790;;;                                     ;;;                         ;21/10/2017
13;35270;;;                                     ;;;                         ;21/10/2017
14;35000;;;                                     ;;;                         ;21/10/2017
15;34750;;;                                     ;;;                         ;21/10/2017
16;34240;;;                                     ;;;                         ;21/10/2017
17;25810;;;                                     ;;;                         ;21/10/2017
18;25670;;;                                     ;;;                         ;21/10/2017
19;24680;;;                                     ;;;                         ;21/10/2017
20;24060;;;                                     ;;;                         ;21/10/2017
21;54020;;;                                     ;;;                         ;21/10/2017
22;45850;08:30:00;16:00:00;                                     ;1179;960;                         ;21/10/2017
23;45860;08:30:00;16:00:00;                                     ;728;1049;                         ;21/10/2017
24;45750;08:30:00;16:00:00;                                     ;1333;588;                         ;21/10/2017
25;45770;;;                                     ;;;                         ;21/10/2017
26;45450;08:30:00;16:00:00;                                     ;1362;632;                         ;21/10/2017
27;45360;08:30:00;16:00:00;                                     ;1097;1221;                         ;21/10/2017
28;45370;08:30:00;16:00:00;                                     ;371;242;                         ;21/10/2017
29;45280;08:30:00;16:00:00;                                     ;641;347;                         ;21/10/2017
30;54090;08:30:00;16:00:00;                                     ;1137;669;                         ;21/10/2017
31;54030;09:00:00;;                                     ;1216;;                         ;21/10/2017
32;45820;08:30:00;16:00:00;                                     ;636;1090;                         ;21/10/2017
33;45510;08:30:00;;                                     ;1319;;                         ;21/10/2017
34;45570;09:00:00;16:00:00;                                     ;1099;846;                         ;21/10/2017
35;45600;08:30:00;16:00:00;                                     ;1513;803;                         ;21/10/2017
36;45350;09:00:00;;                                     ;815;;                         ;21/10/2017
37;45250;09:00:00;;                                     ;960;;                         ;21/10/2017
38;40660;08:30:00;16:00:00;                                     ;886;777;                         ;21/10/2017
39;54070;09:00:00;16:30:00;                                     ;1352;626;                         ;21/10/2017
40;45830;09:00:00;16:30:00;                                     ;812;515;                         ;21/10/2017
41;45870;09:00:00;16:30:00;                                     ;808;88;                         ;21/10/2017
42;45730;;;                                     ;;;                         ;21/10/2017
43;45810;09:00:00;16:30:00;                                     ;1242;1044;                         ;21/10/2017
44;45500;09:00:00;16:30:00;                                     ;1174;531;                         ;21/10/2017
45;45460;09:00:00;16:30:00;                                     ;1036;910;                         ;21/10/2017
46;45480;09:00:00;16:30:00;                                     ;1320;880;                         ;21/10/2017
47;40650;09:00:00;16:30:00;                                     ;810;369;                         ;21/10/2017
48;54080;10:00:00;16:30:00;                                     ;1134;477;                         ;21/10/2017
49;45840;09:30:00;16:30:00;                                     ;898;833;                         ;21/10/2017
50;45720;09:30:00;17:00:00;                                     ;843;448;                         ;21/10/2017
51;45540;09:30:00;17:00:00;                                     ;1032;653;                         ;21/10/2017
52;45440;09:30:00;16:30:00;                                     ;774;531;                         ;21/10/2017
53;44260;;;                                     ;;;                         ;21/10/2017
54;26480;;;                                     ;;;                         ;21/10/2017
55;44750;;;                                     ;;;                         ;21/10/2017
56;44770;;;                                     ;;;                         ;21/10/2017
57;44650;;;                                     ;;;                         ;21/10/2017
58;35300;;;                                     ;;;                         ;21/10/2017
59;34580;;;                                     ;;;                         ;21/10/2017
60;34370;;;                                     ;;;                         ;21/10/2017
61;25600;;;                                     ;;;                         ;21/10/2017
62;24160;;;                                     ;;;                         ;21/10/2017
63;36000;;;                                     ;;;                         ;21/10/2017
64;36440;;;                                     ;;;                         ;21/10/2017
65;37850;;;                                     ;;;                         ;21/10/2017
66;27100;;;                                     ;;;                         ;21/10/2017
67;44530;;;                                     ;;;                         ;21/10/2017
68;35380;;;                                     ;;;                         ;21/10/2017
69;34600;;;                                     ;;;                         ;21/10/2017
70;24830;;;                                     ;;;                         ;21/10/2017
71;24310;;;                                     ;;;                         ;21/10/2017
0;26240;;;                                     ;;;                         ;22/10/2017
1;26620;;;                                     ;;;                         ;22/10/2017
2;36520;;;                                     ;;;                         ;22/10/2017
3;6530;;;                                     ;;;                         ;22/10/2017
4;26230;;;                                     ;;;                         ;22/10/2017
5;45880;;;                                     ;;;                         ;22/10/2017
6;45490;;;                                     ;;;                         ;22/10/2017
7;44980;;;                                     ;;;                         ;22/10/2017
8;44480;;;                                     ;;;                         ;22/10/2017
9;44120;;;                                     ;;;                         ;22/10/2017
10;44210;;;                                     ;;;                         ;22/10/2017
11;40210;;;                                     ;;;                         ;22/10/2017
12;35790;;;                                     ;;;                         ;22/10/2017
13;35270;;;                                     ;;;                         ;22/10/2017
14;35000;;;                                     ;;;                         ;22/10/2017
15;34750;;;                                     ;;;                         ;22/10/2017
16;34240;;;                                     ;;;                         ;22/10/2017
17;25810;;;                                     ;;;                         ;22/10/2017
18;25670;;;                                     ;;;                         ;22/10/2017
19;24680;;;                                     ;;;                         ;22/10/2017
20;24060;;;                                     ;;;                         ;22/10/2017
21;54020;;;                                     ;;;                         ;22/10/2017
22;45850;08:30:00;16:00:00;                                     ;1014;549;                         ;22/10/2017
23;45860;08:30:00;16:00:00;                                     ;945;476;                         ;22/10/2017
24;45750;09:00:00;16:00:00;                                     ;1381;520;                         ;22/10/2017
25;45770;;;                                     ;;;                         ;22/10/2017
26;45450;09:00:00;16:00:00;                                     ;1402;597;                         ;22/10/2017
27;45360;08:30:00;16:00:00;                                     ;1069;634;                         ;22/10/2017
28;45370;09:00:00;16:00:00;                                     ;273;163;                         ;22/10/2017
29;45280;09:00:00;16:00:00;                                     ;635;322;                         ;22/10/2017
30;54090;08:30:00;16:00:00;                                     ;1170;581;                         ;22/10/2017
31;54030;08:30:00;16:00:00;                                     ;1163;594;                         ;22/10/2017
32;45820;08:30:00;16:00:00;                                     ;648;276;                         ;22/10/2017
33;45510;08:30:00;16:00:00;                                     ;1290;758;                         ;22/10/2017
34;45570;08:30:00;16:00:00;                                     ;1321;714;                         ;22/10/2017
35;45600;08:30:00;16:00:00;                                     ;1475;902;                         ;22/10/2017
36;45350;08:30:00;16:00:00;                                     ;890;455;                         ;22/10/2017
37;45250;08:30:00;16:00:00;                                     ;895;448;                         ;22/10/2017
38;40660;08:30:00;16:00:00;                                     ;1116;587;                         ;22/10/2017
39;54070;09:00:00;16:30:00;                                     ;1092;777;                         ;22/10/2017
40;45830;09:00:00;16:30:00;                                     ;784;458;                         ;22/10/2017
41;45870;09:00:00;16:30:00;                                     ;518;299;                         ;22/10/2017
42;45730;;;                                     ;;;                         ;22/10/2017
43;45810;09:00:00;;                                     ;1266;;                         ;22/10/2017
44;45500;09:00:00;16:30:00;                                     ;1125;515;                         ;22/10/2017
45;45460;09:00:00;16:30:00;                                     ;1207;688;                         ;22/10/2017
46;45480;08:30:00;16:30:00;                                     ;1409;792;                         ;22/10/2017
47;40650;09:00:00;16:30:00;                                     ;819;360;                         ;22/10/2017
48;54080;09:30:00;16:30:00;                                     ;1033;603;                         ;22/10/2017
49;45840;09:00:00;16:30:00;                                     ;1139;594;                         ;22/10/2017
50;45720;09:00:00;16:30:00;                                     ;790;535;                         ;22/10/2017
51;45540;09:00:00;16:30:00;                                     ;1032;518;                         ;22/10/2017
52;45440;09:00:00;16:30:00;                                     ;864;422;                         ;22/10/2017
53;44260;;;                                     ;;;                         ;22/10/2017
54;26480;;;                                     ;;;                         ;22/10/2017
55;44750;;;                                     ;;;                         ;22/10/2017
56;44770;;;                                     ;;;                         ;22/10/2017
57;44650;;;                                     ;;;                         ;22/10/2017
58;35300;;;                                     ;;;                         ;22/10/2017
59;34580;;;                                     ;;;                         ;22/10/2017
60;34370;;;                                     ;;;                         ;22/10/2017
61;25600;;;                                     ;;;                         ;22/10/2017
62;24160;;;                                     ;;;                         ;22/10/2017
63;36000;;;                                     ;;;                         ;22/10/2017
64;36440;;;                                     ;;;                         ;22/10/2017
65;37850;;;                                     ;;;                         ;22/10/2017
66;27100;;;                                     ;;;                         ;22/10/2017
67;44530;;;                                     ;;;                         ;22/10/2017
68;35380;;;                                     ;;;                         ;22/10/2017
69;34600;;;                                     ;;;                         ;22/10/2017
70;24830;;;                                     ;;;                         ;22/10/2017
71;24310;;;                                     ;;;                         ;22/10/2017
0;26240;;;                                     ;;;                         ;23/10/2017
1;26620;;;                                     ;;;                         ;23/10/2017
2;36520;;;                                     ;;;                         ;23/10/2017
3;6530;;;                                     ;;;                         ;23/10/2017
4;26230;;;                                     ;;;                         ;23/10/2017
5;45880;;;                                     ;;;                         ;23/10/2017
6;45490;;;                                     ;;;                         ;23/10/2017
7;44980;;;                                     ;;;                         ;23/10/2017
8;44480;;;                                     ;;;                         ;23/10/2017
9;44120;;;                                     ;;;                         ;23/10/2017
10;44210;;;                                     ;;;                         ;23/10/2017
11;40210;;;                                     ;;;                         ;23/10/2017
12;35790;;;                                     ;;;                         ;23/10/2017
13;35270;;;                                     ;;;                         ;23/10/2017
14;35000;;;                                     ;;;                         ;23/10/2017
15;34750;;;                                     ;;;                         ;23/10/2017
16;34240;;;                                     ;;;                         ;23/10/2017
17;25810;;;                                     ;;;                         ;23/10/2017
18;25670;;;                                     ;;;                         ;23/10/2017
19;24680;;;                                     ;;;                         ;23/10/2017
20;24060;;;                                     ;;;                         ;23/10/2017
21;54020;;;                                     ;;;                         ;23/10/2017
22;45850;09:00:00;16:00:00;                                     ;1131;561;                         ;23/10/2017
23;45860;09:00:00;16:00:00;                                     ;938;429;                         ;23/10/2017
24;45750;09:00:00;16:00:00;                                     ;1410;557;                         ;23/10/2017
25;45770;;;                                     ;;;                         ;23/10/2017
26;45450;09:00:00;16:00:00;                                     ;1444;580;                         ;23/10/2017
27;45360;09:00:00;16:00:00;                                     ;1114;634;                         ;23/10/2017
28;45370;09:00:00;16:00:00;                                     ;360;152;                         ;23/10/2017
29;45280;09:00:00;16:00:00;                                     ;618;320;                         ;23/10/2017
30;54090;09:00:00;16:30:00;                                     ;1245;569;                         ;23/10/2017
31;54030;09:00:00;16:30:00;                                     ;1188;607;                         ;23/10/2017
32;45820;09:00:00;16:00:00;                                     ;529;443;                         ;23/10/2017
33;45510;09:00:00;16:30:00;                                     ;1441;610;                         ;23/10/2017
34;45570;09:00:00;16:30:00;                                     ;1408;594;                         ;23/10/2017
35;45600;09:00:00;16:30:00;                                     ;1353;1009;                         ;23/10/2017
36;45350;09:00:00;16:30:00;                                     ;980;445;                         ;23/10/2017
37;45250;09:00:00;16:30:00;                                     ;926;436;                         ;23/10/2017
38;40660;09:00:00;16:30:00;                                     ;958;645;                         ;23/10/2017
39;54070;09:30:00;16:30:00;                                     ;1248;700;                         ;23/10/2017
40;45830;09:30:00;16:30:00;                                     ;722;515;                         ;23/10/2017
41;45870;09:30:00;16:30:00;                                     ;542;126;                         ;23/10/2017
42;45730;;;                                     ;;;                         ;23/10/2017
43;45810;09:30:00;16:30:00;                                     ;1274;863;                         ;23/10/2017
44;45500;09:30:00;16:30:00;                                     ;1235;408;                         ;23/10/2017
45;45460;09:30:00;16:30:00;                                     ;1376;667;                         ;23/10/2017
46;45480;09:30:00;16:30:00;                                     ;1660;707;                         ;23/10/2017
47;40650;09:30:00;16:30:00;                                     ;776;374;                         ;23/10/2017
48;54080;10:00:00;17:00:00;                                     ;993;508;                         ;23/10/2017
49;45840;10:00:00;17:00:00;                                     ;1277;770;                         ;23/10/2017
50;45720;10:00:00;17:00:00;                                     ;931;379;                         ;23/10/2017
51;45540;10:00:00;;                                     ;1140;;                         ;23/10/2017
52;45440;10:00:00;17:00:00;                                     ;481;708;                         ;23/10/2017
53;44260;;;                                     ;;;                         ;23/10/2017
54;26480;;;                                     ;;;                         ;23/10/2017
55;44750;;;                                     ;;;                         ;23/10/2017
56;44770;;;                                     ;;;                         ;23/10/2017
57;44650;;;                                     ;;;                         ;23/10/2017
58;35300;;;                                     ;;;                         ;23/10/2017
59;34580;;;                                     ;;;                         ;23/10/2017
60;34370;;;                                     ;;;                         ;23/10/2017
61;25600;;;                                     ;;;                         ;23/10/2017
62;24160;;;                                     ;;;                         ;23/10/2017
63;36000;;;                                     ;;;                         ;23/10/2017
64;36440;;;                                     ;;;                         ;23/10/2017
65;37850;;;                                     ;;;                         ;23/10/2017
66;27100;;;                                     ;;;                         ;23/10/2017
67;44530;;;                                     ;;;                         ;23/10/2017
68;35380;;;                                     ;;;                         ;23/10/2017
69;34600;;;                                     ;;;                         ;23/10/2017
70;24830;;;                                     ;;;                         ;23/10/2017
71;24310;;;                                     ;;;                         ;23/10/2017
0;26240;;;                                     ;;;                         ;24/10/2017
1;26620;;;                                     ;;;                         ;24/10/2017
2;36520;;;                                     ;;;                         ;24/10/2017
3;6530;;;                                     ;;;                         ;24/10/2017
4;26230;;;                                     ;;;                         ;24/10/2017
5;45880;;;                                     ;;;                         ;24/10/2017
6;45490;;;                                     ;;;                         ;24/10/2017
7;44980;;;                                     ;;;                         ;24/10/2017
8;44480;;;                                     ;;;                         ;24/10/2017
9;44120;;;                                     ;;;                         ;24/10/2017
10;44210;;;                                     ;;;                         ;24/10/2017
11;40210;;;                                     ;;;                         ;24/10/2017
12;35790;;;                                     ;;;                         ;24/10/2017
13;35270;;;                                     ;;;                         ;24/10/2017
14;35000;;;                                     ;;;                         ;24/10/2017
15;34750;;;                                     ;;;                         ;24/10/2017
16;34240;;;                                     ;;;                         ;24/10/2017
17;25810;;;                                     ;;;                         ;24/10/2017
18;25670;;;                                     ;;;                         ;24/10/2017
19;24680;;;                                     ;;;                         ;24/10/2017
20;24060;;;                                     ;;;                         ;24/10/2017
21;54020;;;                                     ;;;                         ;24/10/2017
22;45850;09:00:00;16:00:00;                                     ;1849;561;                         ;24/10/2017
23;45860;09:00:00;16:00:00;                                     ;644;429;                         ;24/10/2017
24;45750;09:00:00;16:00:00;                                     ;1577;702;                         ;24/10/2017
25;45770;;;                                     ;;;                         ;24/10/2017
26;45450;09:00:00;16:00:00;                                     ;1363;749;                         ;24/10/2017
27;45360;09:00:00;16:00:00;                                     ;1048;634;                         ;24/10/2017
28;45370;09:00:00;16:00:00;                                     ;1371;269;                         ;24/10/2017
29;45280;09:00:00;16:00:00;                                     ;1866;353;                         ;24/10/2017
30;54090;09:00:00;16:00:00;                                     ;1253;921;                         ;24/10/2017
31;54030;09:00:00;16:00:00;                                     ;1246;523;                         ;24/10/2017
32;45820;09:00:00;16:00:00;                                     ;1859;443;                         ;24/10/2017
33;45510;;16:00:00;                                     ;;1277;                         ;24/10/2017
34;45570;;16:00:00;                                     ;;626;                         ;24/10/2017
35;45600;;16:00:00;                                     ;;779;                         ;24/10/2017
36;45350;09:00:00;16:00:00;                                     ;847;526;                         ;24/10/2017
37;45250;09:00:00;16:00:00;                                     ;834;358;                         ;24/10/2017
38;40660;;16:00:00;                                     ;;1256;                         ;24/10/2017
39;54070;;16:30:00;                                     ;;714;                         ;24/10/2017
40;45830;09:30:00;16:30:00;                                     ;822;479;                         ;24/10/2017
41;45870;09:30:00;16:30:00;                                     ;381;206;                         ;24/10/2017
42;45730;;;                                     ;;;                         ;24/10/2017
43;45810;09:30:00;16:30:00;                                     ;1244;779;                         ;24/10/2017
44;45500;09:30:00;16:30:00;                                     ;1087;493;                         ;24/10/2017
45;45460;09:30:00;16:30:00;                                     ;1206;684;                         ;24/10/2017
46;45480;09:30:00;17:00:00;                                     ;1521;802;                         ;24/10/2017
47;40650;09:30:00;16:30:00;                                     ;739;392;                         ;24/10/2017
48;54080;10:00:00;17:00:00;                                     ;1020;682;                         ;24/10/2017
49;45840;10:00:00;16:30:00;                                     ;1213;547;                         ;24/10/2017
50;45720;10:00:00;16:30:00;                                     ;902;441;                         ;24/10/2017
51;45540;10:00:00;16:30:00;                                     ;1126;485;                         ;24/10/2017
52;45440;10:00:00;16:30:00;                                     ;550;673;                         ;24/10/2017
53;44260;;;                                     ;;;                         ;24/10/2017
54;26480;;;                                     ;;;                         ;24/10/2017
55;44750;;;                                     ;;;                         ;24/10/2017
56;44770;;;                                     ;;;                         ;24/10/2017
57;44650;;;                                     ;;;                         ;24/10/2017
58;35300;;;                                     ;;;                         ;24/10/2017
59;34580;;;                                     ;;;                         ;24/10/2017
60;34370;;;                                     ;;;                         ;24/10/2017
61;25600;;;                                     ;;;                         ;24/10/2017
62;24160;;;                                     ;;;                         ;24/10/2017
63;36000;;;                                     ;;;                         ;24/10/2017
64;36440;;;                                     ;;;                         ;24/10/2017
65;37850;;;                                     ;;;                         ;24/10/2017
66;27100;;;                                     ;;;                         ;24/10/2017
67;44530;;;                                     ;;;                         ;24/10/2017
68;35380;;;                                     ;;;                         ;24/10/2017
69;34600;;;                                     ;;;                         ;24/10/2017
70;24830;;;                                     ;;;                         ;24/10/2017
71;24310;;;                                     ;;;                         ;24/10/2017
0;26240;;;                                     ;;;                         ;25/10/2017
1;26620;;;                                     ;;;                         ;25/10/2017
2;36520;;;                                     ;;;                         ;25/10/2017
3;6530;;;                                     ;;;                         ;25/10/2017
4;26230;;;                                     ;;;                         ;25/10/2017
5;45880;;;                                     ;;;                         ;25/10/2017
6;45490;;;                                     ;;;                         ;25/10/2017
7;44980;;;                                     ;;;                         ;25/10/2017
8;44480;;;                                     ;;;                         ;25/10/2017
9;44120;;;                                     ;;;                         ;25/10/2017
10;44210;;;                                     ;;;                         ;25/10/2017
11;40210;;;                                     ;;;                         ;25/10/2017
12;35790;;;                                     ;;;                         ;25/10/2017
13;35270;;;                                     ;;;                         ;25/10/2017
14;35000;;;                                     ;;;                         ;25/10/2017
15;34750;;;                                     ;;;                         ;25/10/2017
16;34240;;;                                     ;;;                         ;25/10/2017
17;25810;;;                                     ;;;                         ;25/10/2017
18;25670;;;                                     ;;;                         ;25/10/2017
19;24680;;;                                     ;;;                         ;25/10/2017
20;24060;;;                                     ;;;                         ;25/10/2017
21;54020;;;                                     ;;;                         ;25/10/2017
22;45850;16:30:00;;                                     ;505;;                         ;25/10/2017
23;45860;16:00:00;;                                     ;346;;                         ;25/10/2017
24;45750;16:00:00;;                                     ;580;;                         ;25/10/2017
25;45770;;;                                     ;;;                         ;25/10/2017
26;45450;16:00:00;;                                     ;474;;                         ;25/10/2017
27;45360;16:00:00;;                                     ;598;;                         ;25/10/2017
28;45370;16:00:00;;                                     ;118;;                         ;25/10/2017
29;45280;16:00:00;;                                     ;401;;                         ;25/10/2017
30;54090;09:00:00;;                                     ;535;;                         ;25/10/2017
31;54030;16:30:00;;                                     ;549;;                         ;25/10/2017
32;45820;16:00:00;;                                     ;339;;                         ;25/10/2017
33;45510;16:30:00;;                                     ;856;;                         ;25/10/2017
34;45570;16:30:00;;                                     ;759;;                         ;25/10/2017
35;45600;16:30:00;;                                     ;1435;;                         ;25/10/2017
36;45350;16:30:00;;                                     ;568;;                         ;25/10/2017
37;45250;16:30:00;;                                     ;303;;                         ;25/10/2017
38;40660;16:30:00;;                                     ;593;;                         ;25/10/2017
39;54070;17:00:00;;                                     ;785;;                         ;25/10/2017
40;45830;17:00:00;;                                     ;474;;                         ;25/10/2017
41;45870;17:00:00;;                                     ;58;;                         ;25/10/2017
42;45730;;;                                     ;;;                         ;25/10/2017
43;45810;17:00:00;;                                     ;907;;                         ;25/10/2017
44;45500;17:00:00;;                                     ;480;;                         ;25/10/2017
45;45460;17:00:00;;                                     ;675;;                         ;25/10/2017
46;45480;17:00:00;;                                     ;801;;                         ;25/10/2017
47;40650;17:00:00;;                                     ;409;;                         ;25/10/2017
48;54080;16:30:00;;                                     ;521;;                         ;25/10/2017
49;45840;16:30:00;;                                     ;747;;                         ;25/10/2017
50;45720;16:30:00;;                                     ;337;;                         ;25/10/2017
51;45540;16:30:00;;                                     ;585;;                         ;25/10/2017
52;45440;16:30:00;;                                     ;429;;                         ;25/10/2017
53;44260;;;                                     ;;;                         ;25/10/2017
54;26480;;;                                     ;;;                         ;25/10/2017
55;44750;;;                                     ;;;                         ;25/10/2017
56;44770;;;                                     ;;;                         ;25/10/2017
57;44650;;;                                     ;;;                         ;25/10/2017
58;35300;;;                                     ;;;                         ;25/10/2017
59;34580;;;                                     ;;;                         ;25/10/2017
60;34370;;;                                     ;;;                         ;25/10/2017
61;25600;;;                                     ;;;                         ;25/10/2017
62;24160;;;                                     ;;;                         ;25/10/2017
63;36000;;;                                     ;;;                         ;25/10/2017
64;36440;;;                                     ;;;                         ;25/10/2017
65;37850;;;                                     ;;;                         ;25/10/2017
66;27100;;;                                     ;;;                         ;25/10/2017
67;44530;;;                                     ;;;                         ;25/10/2017
68;35380;;;                                     ;;;                         ;25/10/2017
69;34600;;;                                     ;;;                         ;25/10/2017
70;24830;;;                                     ;;;                         ;25/10/2017
71;24310;;;                                     ;;;                         ;25/10/2017
0;26240;;;                                     ;;;                         ;26/10/2017
1;26620;;;                                     ;;;                         ;26/10/2017
2;36520;;;                                     ;;;                         ;26/10/2017
3;6530;;;                                     ;;;                         ;26/10/2017
4;26230;;;                                     ;;;                         ;26/10/2017
5;45880;;;                                     ;;;                         ;26/10/2017
6;45490;;;                                     ;;;                         ;26/10/2017
7;44980;;;                                     ;;;                         ;26/10/2017
8;44480;;;                                     ;;;                         ;26/10/2017
9;44120;;;                                     ;;;                         ;26/10/2017
10;44210;;;                                     ;;;                         ;26/10/2017
11;40210;;;                                     ;;;                         ;26/10/2017
12;35790;;;                                     ;;;                         ;26/10/2017
13;35270;;;                                     ;;;                         ;26/10/2017
14;35000;;;                                     ;;;                         ;26/10/2017
15;34750;;;                                     ;;;                         ;26/10/2017
16;34240;;;                                     ;;;                         ;26/10/2017
17;25810;;;                                     ;;;                         ;26/10/2017
