,Grupo,Id_Animal,Num_Lac,Dias_Lac,Pico,Hora_S1,Hora_S2,Hora_S3,Durac_S1,Durac_S2,Durac_S3,Prod_S1,Prod_S2,Prod_S3,Hora_S1_ont,Hora_S2_ont,Hora_S3_ont,Dura_S1_ont,Dura_S2_ont,Dura_S3_ont,Prod_S1_ont,Prod_S2_ont,Prod_S3_ont,Data
6,2,4586.0,1.0,71.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1902-02-14 00:00:00,,1901-01-27 00:00:00,16.3,,5.38,2017-07-14 08:00:00,,2017-07-14 16:00:00,1901-06-09 00:00:00,,1901-01-25 00:00:00,9.3,,5.59,15/07/2017
7,2,4575.0,1.0,64.0,,2017-07-15 08:00:00,,2017-07-15 15:30:00,1901-12-06 00:00:00,,1901-04-26 00:00:00,14.97,,6.83,2017-07-14 08:00:00,,2017-07-14 16:00:00,1901-12-21 00:00:00,,1901-06-27 00:00:00,14.69,,7.5,15/07/2017
8,2,4577.0,1.0,64.0,,,,,,,,,,,,,,,,,,,,15/07/2017
9,2,4545.0,1.0,63.0,,2017-07-15 08:00:00,,2017-07-15 15:30:00,1901-09-19 00:00:00,,1901-07-22 00:00:00,14.32,,7.47,2017-07-14 08:00:00,,2017-07-14 16:00:00,1901-09-20 00:00:00,,1901-12-20 00:00:00,13.78,,8.12,15/07/2017
10,2,4536.0,1.0,67.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1901-06-30 00:00:00,,1901-01-20 00:00:00,11.47,,6.82,2017-07-14 08:30:00,,2017-07-14 16:00:00,1901-07-01 00:00:00,,1901-02-14 00:00:00,11.09,,6.62,15/07/2017
11,2,4537.0,1.0,64.0,,2017-07-15 08:00:00,,2017-07-15 15:30:00,1901-01-05 00:00:00,,1900-09-21 00:00:00,17.13,,5.15,2017-07-14 08:00:00,,2017-07-14 15:30:00,1901-01-10 00:00:00,,1900-11-15 00:00:00,5.08,,4.82,15/07/2017
12,2,4528.0,1.0,61.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1901-03-29 00:00:00,,1901-01-05 00:00:00,6.07,,4.24,2017-07-14 08:30:00,,2017-07-14 16:00:00,1901-06-16 00:00:00,,1901-01-07 00:00:00,7.32,,4.77,15/07/2017
13,3,5409.0,1.0,69.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1903-05-14 00:00:00,,1900-12-24 00:00:00,13.39,,6.63,2017-07-14 08:30:00,,2017-07-14 15:30:00,1901-03-29 00:00:00,,1900-11-01 00:00:00,11.75,,7.04,15/07/2017
14,3,5403.0,1.0,69.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1901-02-16 00:00:00,,1900-11-26 00:00:00,13.23,,7.15,2017-07-14 08:30:00,,2017-07-14 15:30:00,1901-01-27 00:00:00,,1901-01-11 00:00:00,12.94,,7.93,15/07/2017
15,3,4582.0,1.0,68.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1901-11-23 00:00:00,,1901-02-08 00:00:00,12.51,,5.21,2017-07-14 08:00:00,,2017-07-14 16:00:00,1901-10-16 00:00:00,,1901-06-06 00:00:00,11.67,,6.57,15/07/2017
16,3,4551.0,1.0,68.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1901-12-31 00:00:00,,1901-04-28 00:00:00,14.47,,8.88,2017-07-14 08:30:00,,2017-07-14 15:30:00,1901-10-07 00:00:00,,1901-03-24 00:00:00,14.26,,8.45,15/07/2017
17,3,4557.0,1.0,56.0,,,,,,,,,,,2017-07-14 08:30:00,,2017-07-14 15:30:00,1902-06-15 00:00:00,,1902-04-19 00:00:00,14.57,,7.22,15/07/2017
18,3,4560.0,1.0,70.0,,,,2017-07-15 15:30:00,,,1901-12-09 00:00:00,,,8.78,2017-07-14 08:30:00,,2017-07-14 15:30:00,1902-02-11 00:00:00,,1901-10-04 00:00:00,16.03,,9.2,15/07/2017
19,3,4525.0,1.0,68.0,,,,2017-07-15 16:00:00,,,1901-04-21 00:00:00,,,6.64,2017-07-14 08:30:00,,2017-07-14 15:30:00,1901-08-08 00:00:00,,1901-01-22 00:00:00,11.91,,5.45,15/07/2017
20,3,4535.0,1.0,68.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1900-12-17 00:00:00,,1901-02-23 00:00:00,10.87,,5.25,2017-07-14 08:30:00,,2017-07-14 15:30:00,1901-05-25 00:00:00,,1901-03-14 00:00:00,9.34,,2.31,15/07/2017
21,3,4066.0,1.0,71.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1903-05-23 00:00:00,,1902-01-08 00:00:00,7.24,,9.22,2017-07-14 08:30:00,,2017-07-14 15:30:00,1902-05-20 00:00:00,,1901-08-26 00:00:00,10.75,,7.09,15/07/2017
22,4,5407.0,1.0,72.0,,2017-07-15 09:00:00,,2017-07-15 16:30:00,1901-10-11 00:00:00,,1901-04-19 00:00:00,13.85,,8.93,2017-07-14 08:30:00,,2017-07-14 16:00:00,1902-03-08 00:00:00,,1901-04-17 00:00:00,15.72,,8.24,15/07/2017
23,4,4583.0,1.0,74.0,,2017-07-15 09:00:00,,2017-07-15 16:30:00,1901-12-28 00:00:00,,1901-07-30 00:00:00,11.7,,7.22,2017-07-14 09:00:00,,,1901-12-28 00:00:00,,,11.17,,,15/07/2017
24,4,4587.0,1.0,76.0,,2017-07-15 09:00:00,,,1904-03-22 00:00:00,,,16.01,,,,,,,,,,,,15/07/2017
25,4,4573.0,1.0,71.0,,,,2017-07-15 16:00:00,,,1900-11-12 00:00:00,,,1.58,,,2017-07-14 16:00:00,,,1900-09-12 00:00:00,,,1.57,15/07/2017
26,4,4581.0,1.0,73.0,,2017-07-15 09:00:00,,,1902-03-15 00:00:00,,,15.08,,,,,,,,,,,,15/07/2017
27,4,4546.0,1.0,73.0,,2017-07-15 09:00:00,,,1902-04-29 00:00:00,,,12.99,,,,,2017-07-14 16:00:00,,,1901-11-13 00:00:00,,,8.07,15/07/2017
28,4,4548.0,1.0,73.0,,2017-07-15 09:00:00,,2017-07-15 16:30:00,1902-07-13 00:00:00,,1901-09-02 00:00:00,17.25,,9.73,2017-07-14 09:00:00,,2017-07-14 16:00:00,1902-05-10 00:00:00,,1901-08-04 00:00:00,18.65,,9.22,15/07/2017
29,4,4550.0,1.0,72.0,,2017-07-15 09:00:00,,,1902-07-04 00:00:00,,,12.42,,,2017-07-14 09:00:00,,2017-07-14 16:00:00,1902-06-26 00:00:00,,1901-09-20 00:00:00,13.72,,6.64,15/07/2017
30,4,4065.0,1.0,76.0,,2017-07-15 09:00:00,,2017-07-15 16:30:00,1900-10-09 00:00:00,,1900-11-05 00:00:00,7.95,,3.56,2017-07-14 09:00:00,,,1901-01-11 00:00:00,,,7.97,,,15/07/2017
31,5,5408.0,1.0,60.0,,2017-07-15 09:30:00,,2017-07-15 16:30:00,1901-10-15 00:00:00,,1901-01-23 00:00:00,11.96,,7.49,2017-07-14 09:30:00,,2017-07-14 16:30:00,1901-08-13 00:00:00,,1901-03-22 00:00:00,11.98,,7.46,15/07/2017
32,5,4584.0,1.0,18.0,,2017-07-15 09:30:00,2017-07-15 13:00:00,2017-07-15 17:00:00,1902-07-23 00:00:00,1901-02-22 00:00:00,1900-12-14 00:00:00,14.09,3.07,3.17,2017-07-14 09:30:00,2017-07-14 13:30:00,2017-07-14 16:30:00,1902-02-03 00:00:00,1901-05-26 00:00:00,1903-06-04 00:00:00,11.58,6.45,2.45,15/07/2017
33,5,4572.0,1.0,24.0,,2017-07-15 09:30:00,,2017-07-15 16:30:00,1901-06-30 00:00:00,,1901-03-13 00:00:00,10.39,,6.15,2017-07-14 09:30:00,,2017-07-14 16:30:00,1901-07-21 00:00:00,,1901-02-15 00:00:00,11.3,,5.97,15/07/2017
34,5,4554.0,1.0,47.0,,,,2017-07-15 16:30:00,,,1901-04-27 00:00:00,,,5.78,,,,,,,,,,15/07/2017
35,5,4544.0,1.0,26.0,,2017-07-15 09:30:00,,2017-07-15 16:30:00,1902-03-13 00:00:00,,1901-05-23 00:00:00,6.76,,4.57,2017-07-14 09:30:00,,2017-07-14 16:30:00,1901-09-18 00:00:00,,1901-05-12 00:00:00,4.63,,4.93,15/07/2017
36,6,4426.0,2.0,15.0,,2017-07-15 07:30:00,,2017-07-15 15:00:00,1902-12-07 00:00:00,,1901-09-03 00:00:00,10.06,,5.88,2017-07-14 07:30:00,,2017-07-14 15:00:00,1902-05-06 00:00:00,,1901-06-04 00:00:00,10.88,,7.99,15/07/2017
37,6,2648.0,1.0,91.0,,2017-07-15 07:30:00,,2017-07-15 15:00:00,1902-03-01 00:00:00,,1901-07-04 00:00:00,15.52,,10.01,2017-07-14 07:30:00,,2017-07-14 15:00:00,1901-02-18 00:00:00,,1901-09-20 00:00:00,15.18,,10.84,15/07/2017
38,6,4477.0,2.0,99.0,,2017-07-15 08:00:00,,2017-07-15 15:00:00,1901-01-07 00:00:00,,1900-08-01 00:00:00,11.24,,5.47,2017-07-14 08:00:00,,2017-07-14 15:30:00,1900-12-12 00:00:00,,1900-09-19 00:00:00,11.24,,5.46,15/07/2017
39,6,4475.0,1.0,81.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1901-04-27 00:00:00,,1900-10-31 00:00:00,13.04,,5.88,2017-07-14 08:00:00,,2017-07-14 15:30:00,1901-03-29 00:00:00,,1900-12-02 00:00:00,13.07,,5.89,15/07/2017
40,6,4465.0,2.0,95.0,,2017-07-15 07:30:00,,2017-07-15 15:00:00,1901-07-30 00:00:00,,1900-11-14 00:00:00,10.9,,5.95,2017-07-14 07:30:00,,2017-07-14 15:30:00,1901-04-09 00:00:00,,1900-12-15 00:00:00,11.79,,5.88,15/07/2017
41,6,3530.0,1.0,78.0,,2017-07-15 07:30:00,,2017-07-15 15:00:00,1903-01-04 00:00:00,,1901-04-02 00:00:00,13.92,,8.04,2017-07-14 07:30:00,,2017-07-14 15:00:00,1901-05-03 00:00:00,,1901-02-11 00:00:00,14.01,,7.8,15/07/2017
42,6,3458.0,1.0,98.0,,2017-07-15 07:30:00,,2017-07-15 15:00:00,1901-07-01 00:00:00,,1900-10-06 00:00:00,11.28,,5.47,2017-07-14 08:00:00,,2017-07-14 15:00:00,1901-04-01 00:00:00,,1900-08-18 00:00:00,11.5,,4.34,15/07/2017
43,6,3437.0,1.0,99.0,,2017-07-15 08:00:00,,2017-07-15 15:00:00,1901-01-18 00:00:00,,1900-07-23 00:00:00,13.4,,5.88,2017-07-14 07:30:00,,2017-07-14 15:30:00,1901-01-12 00:00:00,,1900-09-09 00:00:00,13.4,,5.48,15/07/2017
44,6,2560.0,2.0,101.0,,2017-07-15 08:30:00,,2017-07-15 15:00:00,1904-09-04 00:00:00,,1900-09-20 00:00:00,14.62,,6.13,2017-07-14 07:30:00,,2017-07-14 15:30:00,1901-04-20 00:00:00,,1900-10-04 00:00:00,13.58,,6.51,15/07/2017
45,6,2416.0,2.0,82.0,,2017-07-15 08:00:00,,2017-07-15 15:30:00,1901-05-05 00:00:00,,1900-10-18 00:00:00,19.29,,8.11,2017-07-14 08:00:00,,2017-07-14 15:30:00,1901-04-29 00:00:00,,1900-12-07 00:00:00,19.29,,8.89,15/07/2017
46,7,3644.0,1.0,95.0,,2017-07-15 07:30:00,,2017-07-15 15:00:00,1900-10-08 00:00:00,,1900-10-01 00:00:00,13.47,,6.48,2017-07-14 07:30:00,,2017-07-14 15:00:00,1901-02-01 00:00:00,,1900-07-21 00:00:00,12.36,,6.09,15/07/2017
47,7,3785.0,1.0,92.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1901-02-18 00:00:00,,1900-09-02 00:00:00,16.5,,6.46,2017-07-14 08:00:00,,2017-07-14 15:30:00,1901-02-14 00:00:00,,1900-09-13 00:00:00,15.52,,7.24,15/07/2017
48,7,2710.0,1.0,89.0,,2017-07-15 08:00:00,,2017-07-15 15:00:00,1901-01-26 00:00:00,,1900-08-05 00:00:00,10.94,,6.07,2017-07-14 07:30:00,,2017-07-14 15:00:00,1900-12-13 00:00:00,,1900-07-05 00:00:00,10.94,,5.52,15/07/2017
49,7,3600.0,1.0,99.0,,2017-07-15 07:30:00,,2017-07-15 15:00:00,1901-03-31 00:00:00,,1900-10-20 00:00:00,14.72,,7.54,2017-07-14 07:30:00,,2017-07-14 15:00:00,1901-03-03 00:00:00,,1901-09-18 00:00:00,14.67,,6.37,15/07/2017
50,7,4453.0,2.0,93.0,,2017-07-15 08:00:00,,2017-07-15 15:30:00,1901-04-08 00:00:00,,1900-10-03 00:00:00,23.07,,6.14,2017-07-14 08:00:00,,2017-07-14 15:30:00,1901-01-31 00:00:00,,1900-12-12 00:00:00,11.47,,7.32,15/07/2017
51,7,3538.0,8.0,99.0,,,,,,,,,,,,,,,,,,,,15/07/2017
52,7,3460.0,1.0,96.0,,2017-07-15 07:30:00,,2017-07-15 15:00:00,1901-03-28 00:00:00,,1900-12-08 00:00:00,16.32,,9.85,2017-07-14 07:30:00,,2017-07-14 15:00:00,1901-02-19 00:00:00,,1902-01-08 00:00:00,16.43,,9.77,15/07/2017
53,7,2483.0,2.0,94.0,,2017-07-15 08:30:00,,2017-07-15 15:30:00,1902-01-02 00:00:00,,1901-03-12 00:00:00,14.01,,8.16,2017-07-14 08:00:00,,2017-07-14 15:30:00,1901-10-16 00:00:00,,1901-04-30 00:00:00,13.33,,8.22,15/07/2017
54,7,2431.0,1.0,100.0,,2017-07-15 08:00:00,,2017-07-15 15:30:00,1901-01-11 00:00:00,,1900-08-07 00:00:00,27.77,,7.58,2017-07-14 08:00:00,,2017-07-14 15:30:00,1901-02-10 00:00:00,,1900-08-25 00:00:00,14.63,,7.91,15/07/2017
55,55,55.0,1.23636363636364,77.4363636363636,11.24,,,,,,,585.79,3.07,,,,,,,,541.12,6.45,,15/07/2017
56,[Group Number] < '8',,,,,,,,,,,,,,,,,,,,,,,15/07/2017
0,,4426.0,2.0,91.0,,,,,,,,,,,,,,,,,,,,13/07/2017
1,,2646.0,1.0,441.0,11.24,,,,,,,,,,,,,,,,,,,13/07/2017
2,1,4588.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,13/07/2017
3,1,4549.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,13/07/2017
4,2,5402.0,1.0,65.0,,2017-07-13 08:30:00,,2017-07-13 16:00:00,1900-09-07 00:00:00,,1901-03-21 00:00:00,3.39,,0.51,2017-07-12 08:30:00,,2017-07-12 16:00:00,1900-09-26 00:00:00,,1900-10-01 00:00:00,1.43,,1.8,13/07/2017
5,2,4585.0,1.0,64.0,,2017-07-13 08:00:00,,2017-07-13 15:30:00,1903-07-21 00:00:00,,1900-09-23 00:00:00,22.42,,7.28,2017-07-12 08:30:00,,2017-07-12 15:30:00,1901-01-22 00:00:00,,1900-08-29 00:00:00,13.4,,7.28,13/07/2017
6,2,4586.0,1.0,69.0,,2017-07-13 08:00:00,,2017-07-13 15:30:00,1903-08-08 00:00:00,,1900-10-18 00:00:00,8.87,,4.6,2017-07-12 08:00:00,,2017-07-12 16:00:00,1901-08-02 00:00:00,,1901-01-27 00:00:00,9.59,,5.43,13/07/2017
7,2,4575.0,1.0,62.0,,2017-07-13 08:00:00,,2017-07-13 15:30:00,1903-11-11 00:00:00,,1901-06-27 00:00:00,30.58,,6.87,2017-07-12 08:00:00,,2017-07-12 15:30:00,1902-02-21 00:00:00,,1901-04-19 00:00:00,15.17,,6.3,13/07/2017
8,2,4577.0,1.0,62.0,,,,,,,,,,,,,,,,,,,,13/07/2017
9,2,4545.0,1.0,61.0,,2017-07-13 08:00:00,,2017-07-13 15:30:00,1903-11-16 00:00:00,,1901-05-01 00:00:00,28.09,,8.29,2017-07-12 08:00:00,,2017-07-12 15:30:00,1901-10-10 00:00:00,,1901-04-13 00:00:00,14.75,,7.48,13/07/2017
10,2,4536.0,1.0,65.0,,2017-07-13 08:30:00,,2017-07-13 15:30:00,1901-06-23 00:00:00,,1901-02-23 00:00:00,11.35,,6.68,2017-07-12 08:30:00,,2017-07-12 15:30:00,1901-07-12 00:00:00,,1901-03-01 00:00:00,12.09,,7.19,13/07/2017
11,2,4537.0,1.0,62.0,,2017-07-13 08:30:00,,2017-07-13 15:30:00,1900-10-31 00:00:00,,1900-08-09 00:00:00,5.55,,2.52,2017-07-12 08:00:00,,2017-07-12 15:30:00,1900-08-31 00:00:00,,1901-12-06 00:00:00,2.78,,0.91,13/07/2017
12,2,4528.0,1.0,59.0,,2017-07-13 08:30:00,,2017-07-13 15:30:00,1901-05-21 00:00:00,,1900-07-25 00:00:00,6.37,,1.79,2017-07-12 08:00:00,,2017-07-12 16:30:00,1901-02-21 00:00:00,,1900-11-26 00:00:00,6.31,,3.84,13/07/2017
13,3,5409.0,1.0,67.0,,2017-07-13 09:00:00,,2017-07-13 15:30:00,1901-03-31 00:00:00,,1900-10-14 00:00:00,12.78,,6.38,2017-07-12 08:30:00,,2017-07-12 16:00:00,1901-04-15 00:00:00,,1901-07-17 00:00:00,12.87,,7.08,13/07/2017
14,3,5403.0,1.0,67.0,,2017-07-13 08:30:00,,2017-07-13 15:30:00,1900-12-15 00:00:00,,1900-11-23 00:00:00,10.92,,8.05,2017-07-12 08:30:00,,2017-07-12 16:00:00,1901-11-17 00:00:00,,1901-07-27 00:00:00,12.87,,8.05,13/07/2017
15,3,4582.0,1.0,66.0,,2017-07-13 08:30:00,,2017-07-13 15:30:00,1901-11-16 00:00:00,,1901-04-22 00:00:00,11.78,,6.7,2017-07-12 08:00:00,,2017-07-12 15:30:00,1901-12-24 00:00:00,,1901-04-24 00:00:00,13.55,,5.58,13/07/2017
16,3,4551.0,1.0,66.0,,2017-07-13 08:30:00,,2017-07-13 15:30:00,1902-01-05 00:00:00,,1901-03-01 00:00:00,15.33,,7.27,2017-07-12 08:30:00,,2017-07-12 16:00:00,1901-12-03 00:00:00,,1901-03-24 00:00:00,14.89,,7.69,13/07/2017
17,3,4557.0,1.0,54.0,,2017-07-13 09:00:00,,2017-07-13 15:30:00,1903-01-05 00:00:00,,1901-04-03 00:00:00,14.51,,7.37,2017-07-12 08:30:00,,2017-07-12 16:30:00,1901-12-13 00:00:00,,1901-06-05 00:00:00,14.17,,4.44,13/07/2017
18,3,4560.0,1.0,68.0,,2017-07-13 09:00:00,,2017-07-13 15:30:00,1902-06-06 00:00:00,,1901-06-11 00:00:00,16.42,,6.58,2017-07-12 08:30:00,,2017-07-12 16:30:00,1902-03-15 00:00:00,,1901-04-24 00:00:00,16.03,,6.58,13/07/2017
19,3,4525.0,1.0,66.0,,2017-07-13 08:30:00,,2017-07-13 16:00:00,1901-11-16 00:00:00,,1901-03-03 00:00:00,12.39,,4.51,2017-07-12 08:30:00,,2017-07-12 16:00:00,1902-02-27 00:00:00,,1901-03-22 00:00:00,11.07,,5.38,13/07/2017
20,3,4535.0,1.0,66.0,,2017-07-13 08:30:00,,2017-07-13 16:00:00,1901-07-28 00:00:00,,1901-01-11 00:00:00,9.49,,4.5,2017-07-12 08:30:00,,2017-07-12 16:00:00,1901-06-15 00:00:00,,1900-12-12 00:00:00,10.02,,4.5,13/07/2017
21,3,4066.0,1.0,69.0,,2017-07-13 08:30:00,,2017-07-13 15:30:00,1902-06-28 00:00:00,,1901-10-06 00:00:00,10.28,,7.5,2017-07-12 08:30:00,,2017-07-12 16:00:00,1902-04-04 00:00:00,,1901-08-19 00:00:00,10.89,,7.63,13/07/2017
22,4,5407.0,1.0,70.0,,2017-07-13 09:00:00,,2017-07-13 16:00:00,1901-10-07 00:00:00,,1901-05-03 00:00:00,13.41,,9.65,2017-07-12 09:00:00,,2017-07-12 16:00:00,1901-11-16 00:00:00,,1901-08-02 00:00:00,13.1,,9.9,13/07/2017
23,4,4583.0,1.0,72.0,,2017-07-13 09:30:00,,2017-07-13 16:00:00,1901-11-17 00:00:00,,1901-04-07 00:00:00,11.22,,6.09,2017-07-12 09:00:00,,,1901-10-31 00:00:00,,,11.21,,,13/07/2017
24,4,4587.0,1.0,74.0,,2017-07-13 09:00:00,,,1901-08-04 00:00:00,,,19.39,,,2017-07-12 09:00:00,,,1901-07-02 00:00:00,,,14.83,,,13/07/2017
25,4,4573.0,1.0,69.0,,2017-07-13 09:00:00,,2017-07-13 16:00:00,1900-12-01 00:00:00,,1900-09-13 00:00:00,2.83,,1.38,2017-07-12 09:00:00,,2017-07-12 16:00:00,1900-12-23 00:00:00,,1900-10-15 00:00:00,2.78,,1.41,13/07/2017
26,4,4581.0,1.0,71.0,,2017-07-13 09:00:00,,,1902-03-15 00:00:00,,,14.41,,,2017-07-12 09:00:00,,,1902-05-12 00:00:00,,,15.27,,,13/07/2017
27,4,4546.0,1.0,71.0,,2017-07-13 09:00:00,,2017-07-13 16:00:00,1902-05-01 00:00:00,,1901-11-06 00:00:00,13.15,,7.99,2017-07-12 09:00:00,,,1902-04-22 00:00:00,,,13.2,,,13/07/2017
28,4,4548.0,1.0,71.0,,2017-07-13 09:00:00,,2017-07-13 16:00:00,1902-06-08 00:00:00,,1901-07-06 00:00:00,17.89,,4.61,2017-07-12 09:00:00,,2017-07-12 16:30:00,1902-08-05 00:00:00,,1901-09-23 00:00:00,17.38,,4.61,13/07/2017
29,4,4550.0,1.0,70.0,,2017-07-13 09:00:00,,2017-07-13 16:00:00,1902-04-14 00:00:00,,1901-05-25 00:00:00,12.21,,6.66,2017-07-12 09:00:00,,2017-07-12 16:00:00,1902-03-28 00:00:00,,1901-07-03 00:00:00,12.98,,6.6,13/07/2017
30,4,4065.0,1.0,74.0,,2017-07-13 09:00:00,,,1900-10-17 00:00:00,,,7.38,,,2017-07-12 09:00:00,,2017-07-12 16:00:00,1901-03-26 00:00:00,,1900-12-27 00:00:00,8.11,,3.76,13/07/2017
31,5,5408.0,1.0,58.0,,2017-07-13 09:30:00,,2017-07-13 16:30:00,1901-10-01 00:00:00,,1901-03-10 00:00:00,11.81,,7.6,2017-07-12 09:30:00,,2017-07-12 16:30:00,1901-11-06 00:00:00,,1901-02-03 00:00:00,11.85,,7.03,13/07/2017
32,5,4584.0,1.0,16.0,,2017-07-13 09:30:00,2017-07-13 13:00:00,2017-07-13 16:30:00,1901-12-16 00:00:00,1901-03-30 00:00:00,1900-10-25 00:00:00,11.42,5.85,2.7,2017-07-12 09:30:00,2017-07-12 13:00:00,2017-07-12 16:30:00,1901-12-19 00:00:00,1901-03-22 00:00:00,1900-11-08 00:00:00,11.44,5.07,2.86,13/07/2017
33,5,4572.0,1.0,22.0,,2017-07-13 09:30:00,,2017-07-13 16:30:00,1900-12-26 00:00:00,,1901-04-30 00:00:00,8.39,,7.94,2017-07-12 09:30:00,2017-07-12 13:00:00,2017-07-12 16:30:00,1901-06-20 00:00:00,1900-11-28 00:00:00,1900-07-18 00:00:00,11.02,4.06,0.25,13/07/2017
34,5,4554.0,1.0,45.0,,,,,,,,,,,,,,,,,,,,13/07/2017
35,5,4544.0,1.0,24.0,,2017-07-13 09:30:00,,2017-07-13 16:30:00,1902-01-27 00:00:00,,1901-04-04 00:00:00,5.82,,4.17,2017-07-12 09:30:00,,2017-07-12 16:30:00,1902-10-20 00:00:00,,1901-09-24 00:00:00,4.77,,4.75,13/07/2017
36,6,4426.0,2.0,13.0,,2017-07-13 07:30:00,,2017-07-13 15:00:00,1902-05-29 00:00:00,,1901-07-20 00:00:00,10.46,,5.32,2017-07-12 07:30:00,,2017-07-12 15:00:00,1901-02-23 00:00:00,,1901-08-23 00:00:00,10.49,,5.35,13/07/2017
37,6,2648.0,1.0,89.0,,2017-07-13 07:30:00,,2017-07-13 15:00:00,1900-12-16 00:00:00,,1901-08-07 00:00:00,14.56,,9.79,2017-07-12 07:30:00,,2017-07-12 15:00:00,1901-12-10 00:00:00,,1901-06-22 00:00:00,13.36,,10.76,13/07/2017
38,6,4477.0,2.0,97.0,,2017-07-13 08:00:00,,2017-07-13 15:30:00,1901-01-16 00:00:00,,1900-09-09 00:00:00,11.44,,4.6,2017-07-12 08:00:00,,2017-07-12 15:30:00,1901-01-11 00:00:00,,1900-09-05 00:00:00,11.44,,5.19,13/07/2017
39,6,4475.0,1.0,79.0,,2017-07-13 08:00:00,,2017-07-13 15:30:00,1901-03-07 00:00:00,,1900-11-13 00:00:00,12.31,,6.34,2017-07-12 08:00:00,,2017-07-12 15:30:00,1901-02-26 00:00:00,,1900-10-29 00:00:00,13.0,,6.7,13/07/2017
40,6,4465.0,2.0,93.0,,2017-07-13 07:30:00,,2017-07-13 15:00:00,1901-02-07 00:00:00,,1901-01-07 00:00:00,8.45,,8.44,2017-07-12 08:00:00,,2017-07-12 15:00:00,1901-03-22 00:00:00,,1900-10-31 00:00:00,11.54,,6.02,13/07/2017
41,6,3530.0,1.0,76.0,,2017-07-13 07:30:00,,2017-07-13 15:00:00,1901-05-29 00:00:00,,1900-12-25 00:00:00,13.87,,7.35,2017-07-12 07:30:00,,2017-07-12 15:00:00,1901-07-14 00:00:00,,1901-01-24 00:00:00,14.19,,6.69,13/07/2017
42,6,3458.0,1.0,96.0,,2017-07-13 07:30:00,,2017-07-13 15:00:00,1901-04-05 00:00:00,,1900-10-17 00:00:00,10.33,,5.61,2017-07-12 07:30:00,,2017-07-12 15:00:00,1901-07-15 00:00:00,,1900-10-25 00:00:00,10.49,,5.26,13/07/2017
43,6,3437.0,1.0,97.0,,2017-07-13 08:00:00,,2017-07-13 15:30:00,1901-01-21 00:00:00,,1900-07-25 00:00:00,13.17,,5.46,2017-07-12 08:00:00,,2017-07-12 15:30:00,1901-02-18 00:00:00,,1900-07-29 00:00:00,13.17,,5.97,13/07/2017
44,6,2560.0,2.0,99.0,,2017-07-13 08:00:00,,2017-07-13 15:30:00,1901-03-17 00:00:00,,1900-10-12 00:00:00,13.15,,6.51,2017-07-12 08:00:00,,2017-07-12 15:30:00,1901-06-13 00:00:00,,1901-05-31 00:00:00,14.79,,18.21,13/07/2017
45,6,2416.0,2.0,80.0,,2017-07-13 08:30:00,,2017-07-13 15:30:00,1901-04-22 00:00:00,,1900-11-01 00:00:00,19.08,,8.07,2017-07-12 08:00:00,,2017-07-12 15:30:00,1901-04-21 00:00:00,,1901-06-11 00:00:00,18.24,,16.61,13/07/2017
46,7,3644.0,1.0,93.0,,2017-07-13 07:30:00,,2017-07-13 15:00:00,1900-12-09 00:00:00,,1900-09-20 00:00:00,13.1,,6.52,2017-07-12 07:30:00,,2017-07-12 15:00:00,1901-01-31 00:00:00,,1900-09-05 00:00:00,13.17,,6.51,13/07/2017
47,7,3785.0,1.0,90.0,,2017-07-13 08:00:00,,2017-07-13 15:30:00,1901-03-17 00:00:00,,1900-10-10 00:00:00,13.46,,6.82,2017-07-12 08:00:00,,2017-07-12 15:30:00,1901-03-29 00:00:00,,1901-05-05 00:00:00,16.31,,5.73,13/07/2017
48,7,2710.0,1.0,87.0,,2017-07-13 08:00:00,,2017-07-13 15:30:00,1901-02-18 00:00:00,,1900-08-28 00:00:00,10.61,,5.49,2017-07-12 07:30:00,,2017-07-12 15:30:00,1901-01-08 00:00:00,,1900-09-01 00:00:00,10.61,,5.68,13/07/2017
49,7,3600.0,1.0,97.0,,2017-07-13 07:30:00,,2017-07-13 15:00:00,1901-11-07 00:00:00,,1900-10-16 00:00:00,14.12,,7.59,2017-07-12 07:30:00,,2017-07-12 15:00:00,1901-03-17 00:00:00,,1900-10-08 00:00:00,14.47,,7.13,13/07/2017
50,7,4453.0,2.0,91.0,,2017-07-13 08:00:00,,2017-07-13 15:30:00,1901-03-09 00:00:00,,1900-11-30 00:00:00,11.98,,6.68,2017-07-12 08:00:00,,2017-07-12 15:30:00,1901-04-04 00:00:00,,1900-09-24 00:00:00,12.3,,5.32,13/07/2017
51,7,3538.0,8.0,97.0,,,,,,,,,,,,,,,,,,,,13/07/2017
