,Grupo,Id_Animal,Num_Lac,Dias_Lac,Pico,Hora_S1,Hora_S2,Hora_S3,Durac_S1,Durac_S2,Durac_S3,Prod_S1,Prod_S2,Prod_S3,Hora_S1_ont,Hora_S2_ont,Hora_S3_ont,Dura_S1_ont,Dura_S2_ont,Dura_S3_ont,Prod_S1_ont,Prod_S2_ont,Prod_S3_ont,Data
30,2,4528.0,1.0,127.0,8.05,2017-09-19 08:30:00,2017-09-19 16:00:00,,1901-08-17 00:00:00,1900-10-25 00:00:00,,6.91,3.48,,2017-09-18 09:00:00,2017-09-18 16:00:00,,1901-02-13 00:00:00,1900-10-06 00:00:00,,4.66,2.23,,19/09/2017
31,2,4536.0,1.0,133.0,24.0,2017-09-19 08:30:00,2017-09-19 16:00:00,,1901-07-28 00:00:00,1900-12-01 00:00:00,,10.39,4.34,,2017-09-18 09:00:00,2017-09-18 16:00:00,,1901-06-18 00:00:00,1901-03-31 00:00:00,,10.4,6.13,,19/09/2017
32,3,5403.0,1.0,135.0,25.92,2017-09-19 09:00:00,2017-09-19 16:00:00,,1901-06-02 00:00:00,1901-01-04 00:00:00,,11.55,6.14,,2017-09-18 09:00:00,2017-09-18 16:30:00,,1901-06-06 00:00:00,1901-02-05 00:00:00,,11.7,6.79,,19/09/2017
33,3,5409.0,1.0,135.0,22.53,2017-09-19 09:00:00,2017-09-19 16:30:00,,1901-08-23 00:00:00,1900-12-05 00:00:00,,11.61,6.24,,2017-09-18 09:00:00,2017-09-18 16:30:00,,1901-08-14 00:00:00,1901-02-02 00:00:00,,11.6,5.98,,19/09/2017
34,3,4582.0,1.0,134.0,22.69667,2017-09-19 08:30:00,2017-09-19 16:00:00,,1901-08-03 00:00:00,1900-11-26 00:00:00,,7.32,2.14,,2017-09-18 09:00:00,2017-09-18 16:00:00,,1901-09-20 00:00:00,1901-01-16 00:00:00,,8.63,3.46,,19/09/2017
35,3,4557.0,1.0,122.0,31.1,2017-09-19 09:00:00,2017-09-19 16:30:00,,1903-02-08 00:00:00,1901-08-14 00:00:00,,11.01,6.4,,2017-09-18 09:00:00,2017-09-18 16:00:00,,1902-12-28 00:00:00,1902-01-21 00:00:00,,12.26,7.58,,19/09/2017
36,3,4560.0,1.0,136.0,48.51,2017-09-19 09:00:00,2017-09-19 16:00:00,,1903-03-04 00:00:00,1901-07-01 00:00:00,,16.31,7.96,,2017-09-18 09:00:00,2017-09-18 16:00:00,,1902-10-18 00:00:00,1902-01-07 00:00:00,,15.47,8.86,,19/09/2017
37,3,4551.0,1.0,134.0,24.87667,2017-09-19 09:00:00,2017-09-19 16:30:00,,1901-12-18 00:00:00,1901-03-04 00:00:00,,12.76,7.11,,2017-09-18 09:00:00,2017-09-18 16:00:00,,1901-09-20 00:00:00,1901-01-25 00:00:00,,13.57,7.24,,19/09/2017
38,3,4525.0,1.0,134.0,18.93667,2017-09-19 09:00:00,2017-09-19 16:30:00,,1901-03-14 00:00:00,1900-09-28 00:00:00,,8.84,4.07,,2017-09-18 09:00:00,2017-09-18 16:30:00,,1901-04-09 00:00:00,1900-10-04 00:00:00,,8.85,4.89,,19/09/2017
39,3,4535.0,1.0,134.0,12.3,2017-09-19 09:00:00,2017-09-19 16:00:00,,1901-06-04 00:00:00,1901-01-07 00:00:00,,8.62,4.98,,2017-09-18 09:00:00,2017-09-18 16:30:00,,1901-07-23 00:00:00,1901-06-06 00:00:00,,9.55,4.4,,19/09/2017
40,3,4066.0,1.0,137.0,20.95,2017-09-19 09:00:00,2017-09-19 16:00:00,,1903-02-18 00:00:00,1901-09-25 00:00:00,,9.39,5.95,,2017-09-18 09:00:00,2017-09-18 16:00:00,,1903-01-29 00:00:00,1901-12-25 00:00:00,,11.58,6.23,,19/09/2017
41,4,5407.0,1.0,138.0,22.236,2017-09-19 09:30:00,2017-09-19 16:30:00,,1901-10-06 00:00:00,1900-12-13 00:00:00,,13.84,7.42,,2017-09-18 09:30:00,2017-09-18 16:30:00,,1901-10-06 00:00:00,1901-03-26 00:00:00,,13.84,8.22,,19/09/2017
42,4,4587.0,1.0,142.0,24.62,2017-09-19 09:30:00,2017-09-19 16:30:00,,1903-08-30 00:00:00,1900-12-28 00:00:00,,7.7,4.33,,2017-09-18 09:30:00,2017-09-18 16:30:00,,1901-07-22 00:00:00,1901-01-22 00:00:00,,12.0,4.08,,19/09/2017
43,4,4573.0,1.0,137.0,7.715,,,,,,,,,,,,,,,,,,,19/09/2017
44,4,4581.0,1.0,139.0,25.372,2017-09-19 09:00:00,2017-09-19 16:30:00,,1903-06-17 00:00:00,1902-02-27 00:00:00,,11.4,8.0,,2017-09-18 09:00:00,2017-09-18 16:30:00,,1903-03-27 00:00:00,1904-04-05 00:00:00,,13.54,8.68,,19/09/2017
45,4,4583.0,1.0,140.0,18.58333,2017-09-19 09:30:00,2017-09-19 16:30:00,,1901-10-20 00:00:00,1901-02-25 00:00:00,,9.0,6.15,,2017-09-18 09:30:00,2017-09-18 16:30:00,,1901-09-07 00:00:00,1901-03-06 00:00:00,,9.92,5.93,,19/09/2017
46,4,4546.0,1.0,139.0,22.986,2017-09-19 09:00:00,2017-09-19 16:30:00,,1903-01-03 00:00:00,1901-07-15 00:00:00,,12.33,6.62,,2017-09-18 09:00:00,2017-09-18 16:30:00,,1902-08-15 00:00:00,1902-04-25 00:00:00,,14.74,7.54,,19/09/2017
47,4,4548.0,1.0,139.0,26.71,2017-09-19 09:00:00,2017-09-19 16:30:00,,1902-11-29 00:00:00,1902-04-20 00:00:00,,16.35,8.75,,2017-09-18 09:00:00,2017-09-18 16:30:00,,1903-01-14 00:00:00,1902-05-06 00:00:00,,15.79,9.89,,19/09/2017
48,4,4550.0,1.0,138.0,24.08714,2017-09-19 09:00:00,2017-09-19 16:30:00,,1902-11-03 00:00:00,1901-02-01 00:00:00,,11.08,4.53,,2017-09-18 09:00:00,2017-09-18 16:30:00,,1903-01-13 00:00:00,1901-02-04 00:00:00,,11.78,4.32,,19/09/2017
49,4,4065.0,1.0,142.0,5.29,2017-09-19 09:30:00,2017-09-19 16:30:00,,1900-07-31 00:00:00,1900-07-04 00:00:00,,7.22,3.5,,2017-09-18 09:30:00,2017-09-18 16:30:00,,1900-09-08 00:00:00,1900-04-08 00:00:00,,6.78,0.19,,19/09/2017
50,5,5408.0,1.0,126.0,25.975,2017-09-19 09:30:00,2017-09-19 17:00:00,,1901-11-12 00:00:00,1901-01-16 00:00:00,,24.85,6.82,,2017-09-18 09:30:00,2017-09-18 17:00:00,,1901-08-14 00:00:00,1900-12-06 00:00:00,,11.8,11.03,,19/09/2017
51,5,4584.0,1.0,84.0,,2017-09-19 09:30:00,2017-09-19 17:00:00,,1902-08-30 00:00:00,1902-01-19 00:00:00,,11.34,6.57,,2017-09-18 09:30:00,2017-09-18 17:00:00,,1902-03-01 00:00:00,1901-10-24 00:00:00,,19.25,7.37,,19/09/2017
52,5,4554.0,1.0,113.0,31.29,2017-09-19 09:30:00,2017-09-19 17:00:00,,1902-02-21 00:00:00,1902-05-13 00:00:00,,9.79,7.0,,2017-09-18 09:30:00,2017-09-18 17:00:00,,1901-10-10 00:00:00,1901-07-18 00:00:00,,11.84,7.18,,19/09/2017
53,5,4572.0,1.0,90.0,,2017-09-19 09:30:00,2017-09-19 17:00:00,,1902-06-24 00:00:00,1902-06-06 00:00:00,,8.38,4.45,,2017-09-18 09:30:00,2017-09-18 17:00:00,,1901-08-20 00:00:00,1901-07-25 00:00:00,,7.91,4.66,,19/09/2017
54,5,4544.0,1.0,92.0,,2017-09-19 09:30:00,,,1902-06-12 00:00:00,,,8.37,,,2017-09-18 09:30:00,2017-09-18 17:00:00,,1901-12-24 00:00:00,1901-08-21 00:00:00,,9.33,5.34,,19/09/2017
55,6,4426.0,2.0,81.0,,,,,,,,,,,,,,,,,,,,19/09/2017
56,6,2648.0,1.0,157.0,,,,,,,,,,,,,,,,,,,,19/09/2017
57,6,4475.0,1.0,147.0,,,,,,,,,,,,,,,,,,,,19/09/2017
58,6,4477.0,2.0,165.0,,,,,,,,,,,,,,,,,,,,19/09/2017
59,6,4465.0,2.0,161.0,,,,,,,,,,,,,,,,,,,,19/09/2017
60,6,3530.0,1.0,144.0,22.58,,,,,,,,,,,,,,,,,,,19/09/2017
61,6,3458.0,1.0,164.0,,,,,,,,,,,,,,,,,,,,19/09/2017
62,6,3437.0,1.0,165.0,20.47,,,,,,,,,,,,,,,,,,,19/09/2017
63,6,2560.0,2.0,167.0,,,,,,,,,,,,,,,,,,,,19/09/2017
64,6,2416.0,2.0,148.0,,,,,,,,,,,,,,,,,,,,19/09/2017
65,7,3785.0,1.0,158.0,25.41,,,,,,,,,,,,,,,,,,,19/09/2017
66,7,2710.0,1.0,155.0,,,,,,,,,,,,,,,,,,,,19/09/2017
67,7,3600.0,1.0,165.0,,,,,,,,,,,,,,,,,,,,19/09/2017
68,7,3644.0,1.0,161.0,,,,,,,,,,,,,,,,,,,,19/09/2017
69,7,4453.0,2.0,159.0,,,,,,,,,,,,,,,,,,,,19/09/2017
70,7,3538.0,8.0,165.0,,,,,,,,,,,,,,,,,,,,19/09/2017
71,7,3460.0,1.0,162.0,,,,,,,,,,,,,,,,,,,,19/09/2017
72,7,2483.0,2.0,160.0,,,,,,,,,,,,,,,,,,,,19/09/2017
73,7,2431.0,1.0,166.0,24.81,,,,,,,,,,,,,,,,,,,19/09/2017
74,74,74.0,1.2972972972973,136.027027027027,21.03073,,,,,,,575.97,257.73,,,,,,,,561.47,302.1,,19/09/2017
75,[Número do grupo] < '8',,,,,,,,,,,,,,,,,,,,,,,19/09/2017
0,,4426.0,2.0,91.0,,,,,,,,,,,,,,,,,,,,17/09/2017
1,,2646.0,1.0,507.0,11.24,,,,,,,,,,,,,,,,,,,17/09/2017
2,1,3652.0,2.0,107.0,,2017-09-17 08:00:00,2017-09-17 15:30:00,,1901-01-22 00:00:00,1900-09-07 00:00:00,,13.87,6.51,,2017-09-16 08:00:00,2017-09-16 15:30:00,,1901-02-02 00:00:00,1900-08-06 00:00:00,,14.34,6.21,,17/09/2017
3,1,653.0,2.0,142.0,,2017-09-17 08:00:00,,,1900-12-02 00:00:00,,,10.42,,,2017-09-16 08:00:00,2017-09-16 17:00:00,,1902-08-26 00:00:00,1900-10-12 00:00:00,,14.34,7.98,,17/09/2017
4,1,2623.0,1.0,108.0,,2017-09-17 08:30:00,2017-09-17 15:30:00,,1901-06-14 00:00:00,1900-11-03 00:00:00,,15.02,7.89,,2017-09-16 08:00:00,2017-09-16 15:30:00,,1901-03-18 00:00:00,1900-10-12 00:00:00,,13.9,7.39,,17/09/2017
5,1,2624.0,2.0,126.0,,2017-09-17 08:00:00,2017-09-17 15:30:00,,1901-12-28 00:00:00,1901-12-03 00:00:00,,13.06,10.8,,2017-09-16 08:00:00,2017-09-16 15:30:00,,1902-02-10 00:00:00,1901-09-05 00:00:00,,14.94,10.55,,17/09/2017
6,1,2662.0,2.0,155.0,,2017-09-17 08:00:00,,,1900-10-21 00:00:00,,,4.84,,,2017-09-16 08:00:00,2017-09-16 17:30:00,,1901-10-06 00:00:00,1900-08-29 00:00:00,,1.46,2.97,,17/09/2017
7,1,4588.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,17/09/2017
8,1,4549.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,17/09/2017
9,1,4498.0,1.0,102.0,,2017-09-17 08:00:00,,,1902-08-15 00:00:00,,,12.07,,,2017-09-16 08:00:00,2017-09-16 17:00:00,,1903-01-21 00:00:00,1902-04-17 00:00:00,,11.16,8.76,,17/09/2017
10,1,4448.0,1.0,167.0,,2017-09-17 08:00:00,2017-09-17 15:30:00,,1901-10-03 00:00:00,1901-05-26 00:00:00,,13.84,6.54,,2017-09-16 08:00:00,2017-09-16 15:30:00,,1901-11-09 00:00:00,1901-02-19 00:00:00,,14.41,7.05,,17/09/2017
11,1,4412.0,2.0,105.0,,2017-09-17 08:00:00,2017-09-17 15:30:00,,1901-03-15 00:00:00,1900-10-23 00:00:00,,10.66,5.26,,2017-09-16 08:00:00,2017-09-16 15:30:00,,1900-12-09 00:00:00,1901-01-13 00:00:00,,9.59,5.85,,17/09/2017
12,1,4421.0,1.0,134.0,,2017-09-17 08:30:00,2017-09-17 15:30:00,,1901-09-04 00:00:00,1901-12-18 00:00:00,,8.15,3.86,,2017-09-16 08:30:00,2017-09-16 15:30:00,,1901-01-09 00:00:00,1901-09-15 00:00:00,,6.69,4.45,,17/09/2017
13,1,4021.0,2.0,112.0,,2017-09-17 08:30:00,,,1901-04-27 00:00:00,,,14.24,,,2017-09-16 08:00:00,2017-09-16 17:00:00,,1901-03-29 00:00:00,1900-12-31 00:00:00,,14.8,8.42,,17/09/2017
14,1,3579.0,1.0,97.0,,2017-09-17 08:00:00,2017-09-17 15:30:00,,1902-10-03 00:00:00,1900-11-01 00:00:00,,13.72,6.47,,2017-09-16 08:00:00,2017-09-16 15:30:00,,1901-06-27 00:00:00,1900-12-13 00:00:00,,12.66,5.1,,17/09/2017
15,1,3527.0,1.0,116.0,,,,,,,,,,,,,,,,,,,,17/09/2017
16,1,3500.0,2.0,113.0,,2017-09-17 08:30:00,2017-09-17 15:30:00,,1901-05-10 00:00:00,1901-04-24 00:00:00,,15.39,7.11,,2017-09-16 08:00:00,2017-09-16 15:30:00,,1901-05-19 00:00:00,1900-09-13 00:00:00,,14.24,6.8,,17/09/2017
17,1,3475.0,1.0,124.0,,2017-09-17 08:00:00,2017-09-17 15:30:00,,1901-04-27 00:00:00,1900-11-16 00:00:00,,15.49,7.28,,2017-09-16 08:00:00,2017-09-16 15:30:00,,1901-04-13 00:00:00,1901-01-05 00:00:00,,15.03,7.24,,17/09/2017
18,1,3424.0,1.0,121.0,,2017-09-17 08:00:00,,,1902-06-23 00:00:00,,,9.7,,,2017-09-16 08:00:00,2017-09-16 17:00:00,,1902-04-25 00:00:00,1902-04-30 00:00:00,,9.01,6.66,,17/09/2017
19,1,2581.0,1.0,149.0,,2017-09-17 08:00:00,2017-09-17 15:30:00,,1901-07-22 00:00:00,1901-06-10 00:00:00,,17.95,8.04,,2017-09-16 08:00:00,2017-09-16 15:30:00,,1901-08-12 00:00:00,1900-12-30 00:00:00,,17.65,7.32,,17/09/2017
20,1,2567.0,1.0,114.0,,2017-09-17 08:00:00,,,1901-03-05 00:00:00,,,14.99,,,2017-09-16 08:00:00,2017-09-16 17:00:00,,1901-07-28 00:00:00,1900-11-15 00:00:00,,15.63,9.11,,17/09/2017
21,1,2468.0,2.0,135.0,,2017-09-17 08:30:00,2017-09-17 15:30:00,,1901-01-02 00:00:00,1900-10-04 00:00:00,,14.34,6.65,,2017-09-16 08:00:00,2017-09-16 15:30:00,,1901-03-11 00:00:00,1900-11-04 00:00:00,,14.11,6.36,,17/09/2017
22,1,2406.0,2.0,110.0,,2017-09-17 08:00:00,2017-09-17 15:30:00,,1901-11-14 00:00:00,1901-04-27 00:00:00,,12.15,6.29,,2017-09-16 08:30:00,,,1901-05-29 00:00:00,,,10.83,,,17/09/2017
23,2,5402.0,1.0,131.0,8.565,,,,,,,,,,,,,,,,,,,17/09/2017
24,2,4585.0,1.0,130.0,23.704,2017-09-17 08:30:00,2017-09-17 16:00:00,,1901-03-16 00:00:00,1900-09-25 00:00:00,,11.2,6.73,,2017-09-16 08:30:00,2017-09-16 15:30:00,,1901-03-02 00:00:00,1900-10-07 00:00:00,,10.76,6.55,,17/09/2017
25,2,4586.0,1.0,135.0,12.32,2017-09-17 08:30:00,2017-09-17 16:00:00,,1902-05-22 00:00:00,1900-12-25 00:00:00,,9.17,4.27,,2017-09-16 08:30:00,,,1901-08-29 00:00:00,,,8.97,,,17/09/2017
26,2,4575.0,1.0,128.0,22.07667,2017-09-17 08:30:00,2017-09-17 16:00:00,,1901-11-22 00:00:00,1901-08-31 00:00:00,,14.3,6.48,,2017-09-16 08:30:00,2017-09-16 15:30:00,,1901-09-09 00:00:00,1901-05-20 00:00:00,,14.37,7.37,,17/09/2017
27,2,4577.0,1.0,128.0,9.549999,,,,,,,,,,,,,,,,,,,17/09/2017
28,2,4545.0,1.0,127.0,23.7625,2017-09-17 08:30:00,2017-09-17 16:00:00,,1901-09-30 00:00:00,1901-07-23 00:00:00,,13.78,5.93,,2017-09-16 08:30:00,2017-09-16 16:00:00,,1901-09-19 00:00:00,1901-02-25 00:00:00,,12.63,6.41,,17/09/2017
29,2,4537.0,1.0,128.0,15.822,2017-09-17 08:30:00,2017-09-17 16:00:00,,1900-09-28 00:00:00,1900-07-16 00:00:00,,4.6,2.82,,2017-09-16 08:30:00,2017-09-16 16:00:00,,1900-10-26 00:00:00,1900-08-19 00:00:00,,4.09,2.75,,17/09/2017
30,2,4528.0,1.0,125.0,8.05,2017-09-17 08:30:00,,,1901-11-03 00:00:00,,,7.45,,,2017-09-16 08:30:00,2017-09-16 16:00:00,,1901-08-26 00:00:00,1900-09-20 00:00:00,,6.11,2.15,,17/09/2017
31,2,4536.0,1.0,131.0,24.0,2017-09-17 08:30:00,2017-09-17 16:00:00,,1901-08-14 00:00:00,1901-01-27 00:00:00,,11.06,5.84,,2017-09-16 08:30:00,2017-09-16 15:30:00,,1901-06-30 00:00:00,1901-01-17 00:00:00,,10.54,5.66,,17/09/2017
32,3,5403.0,1.0,133.0,25.92,2017-09-17 09:00:00,2017-09-17 16:00:00,,1901-04-26 00:00:00,1900-10-28 00:00:00,,11.11,6.21,,2017-09-16 09:00:00,2017-09-16 16:00:00,,1901-05-27 00:00:00,1900-11-26 00:00:00,,11.3,5.93,,17/09/2017
33,3,5409.0,1.0,133.0,22.53,2017-09-17 09:00:00,2017-09-17 16:00:00,,1901-05-13 00:00:00,1900-11-19 00:00:00,,11.29,5.97,,2017-09-16 09:00:00,2017-09-16 16:00:00,,1901-06-13 00:00:00,1900-10-17 00:00:00,,11.78,5.64,,17/09/2017
34,3,4582.0,1.0,132.0,22.69667,2017-09-17 08:30:00,2017-09-17 16:00:00,,1901-06-21 00:00:00,1900-12-30 00:00:00,,8.31,3.85,,2017-09-16 08:30:00,2017-09-16 15:30:00,,1901-06-11 00:00:00,1900-12-22 00:00:00,,7.68,4.03,,17/09/2017
35,3,4557.0,1.0,120.0,31.1,2017-09-17 09:00:00,2017-09-17 16:00:00,,1902-08-30 00:00:00,1901-05-31 00:00:00,,13.65,7.14,,2017-09-16 08:30:00,2017-09-16 16:00:00,,1903-06-30 00:00:00,1902-04-11 00:00:00,,11.96,8.47,,17/09/2017
36,3,4560.0,1.0,134.0,48.51,2017-09-17 09:00:00,2017-09-17 16:00:00,,1902-02-24 00:00:00,1901-09-04 00:00:00,,16.56,8.39,,2017-09-16 08:30:00,2017-09-16 16:00:00,,1902-07-19 00:00:00,1901-11-25 00:00:00,,15.96,8.69,,17/09/2017
37,3,4551.0,1.0,132.0,24.87667,2017-09-17 09:00:00,2017-09-17 16:00:00,,1902-03-13 00:00:00,1901-02-22 00:00:00,,13.91,7.44,,2017-09-16 08:30:00,2017-09-16 16:00:00,,1901-11-04 00:00:00,1901-03-03 00:00:00,,12.76,6.88,,17/09/2017
38,3,4525.0,1.0,132.0,18.93667,2017-09-17 09:00:00,2017-09-17 16:00:00,,1901-02-27 00:00:00,1900-09-18 00:00:00,,9.13,4.59,,2017-09-16 08:30:00,2017-09-16 16:00:00,,1901-03-22 00:00:00,1900-09-04 00:00:00,,8.73,4.2,,17/09/2017
39,3,4535.0,1.0,132.0,12.3,2017-09-17 09:00:00,2017-09-17 16:00:00,,1901-10-08 00:00:00,1901-02-27 00:00:00,,9.8,4.76,,2017-09-16 09:00:00,2017-09-16 16:00:00,,1901-07-30 00:00:00,1900-12-29 00:00:00,,8.93,4.66,,17/09/2017
40,3,4066.0,1.0,135.0,20.95,2017-09-17 09:00:00,2017-09-17 16:00:00,,1902-02-12 00:00:00,1901-03-02 00:00:00,,8.78,5.66,,2017-09-16 08:30:00,2017-09-16 16:00:00,,1902-09-21 00:00:00,1902-06-12 00:00:00,,10.0,5.79,,17/09/2017
41,4,5407.0,1.0,136.0,22.236,2017-09-17 09:30:00,2017-09-17 16:30:00,,1901-08-17 00:00:00,1901-03-28 00:00:00,,13.84,7.89,,2017-09-16 09:00:00,2017-09-16 16:30:00,,1901-09-11 00:00:00,1901-02-22 00:00:00,,12.07,7.2,,17/09/2017
42,4,4587.0,1.0,140.0,24.62,2017-09-17 09:30:00,2017-09-17 16:30:00,,1903-10-28 00:00:00,1904-08-23 00:00:00,,12.0,3.79,,2017-09-16 09:00:00,2017-09-16 16:30:00,,1901-09-18 00:00:00,1900-11-09 00:00:00,,7.95,1.99,,17/09/2017
43,4,4573.0,1.0,135.0,7.715,,,,,,,,,,,,,,,,,,,17/09/2017
44,4,4581.0,1.0,137.0,25.372,,2017-09-17 16:30:00,,,1904-11-06 00:00:00,,,7.39,,2017-09-16 09:00:00,2017-09-16 16:30:00,,1903-05-15 00:00:00,1902-03-07 00:00:00,,15.14,7.41,,17/09/2017
45,4,4583.0,1.0,138.0,18.58333,2017-09-17 09:30:00,2017-09-17 16:30:00,,1902-01-12 00:00:00,1901-03-07 00:00:00,,9.92,6.17,,2017-09-16 09:00:00,2017-09-16 16:30:00,,1901-08-01 00:00:00,1901-02-15 00:00:00,,8.53,5.97,,17/09/2017
46,4,4546.0,1.0,137.0,22.986,,2017-09-17 16:30:00,,,1901-07-14 00:00:00,,,6.58,,2017-09-16 09:00:00,2017-09-16 16:30:00,,1903-05-30 00:00:00,1901-07-11 00:00:00,,13.12,7.05,,17/09/2017
47,4,4548.0,1.0,137.0,26.71,,2017-09-17 16:30:00,,,1904-10-16 00:00:00,,,8.9,,2017-09-16 09:00:00,2017-09-16 16:30:00,,1902-10-12 00:00:00,1902-05-24 00:00:00,,14.93,9.3,,17/09/2017
48,4,4550.0,1.0,136.0,24.08714,,2017-09-17 16:30:00,,,1901-01-20 00:00:00,,,4.32,,2017-09-16 09:00:00,2017-09-16 16:30:00,,1901-10-20 00:00:00,1902-05-09 00:00:00,,11.06,5.81,,17/09/2017
49,4,4065.0,1.0,140.0,5.29,2017-09-17 09:30:00,2017-09-17 16:30:00,,1900-09-08 00:00:00,1900-07-02 00:00:00,,6.78,4.01,,2017-09-16 09:00:00,2017-09-16 16:30:00,,1900-07-31 00:00:00,1900-06-06 00:00:00,,6.78,3.57,,17/09/2017
50,5,5408.0,1.0,124.0,25.975,2017-09-17 09:30:00,2017-09-17 16:30:00,,1901-08-10 00:00:00,1901-01-07 00:00:00,,11.67,6.1,,2017-09-16 09:30:00,2017-09-16 16:30:00,,1901-06-28 00:00:00,1900-12-19 00:00:00,,10.57,6.06,,17/09/2017
51,5,4584.0,1.0,82.0,,2017-09-17 09:30:00,2017-09-17 16:30:00,,1902-11-16 00:00:00,1901-09-26 00:00:00,,19.25,7.38,,2017-09-16 09:30:00,2017-09-16 16:30:00,,1902-03-01 00:00:00,1901-09-08 00:00:00,,11.18,5.6,,17/09/2017
52,5,4554.0,1.0,111.0,31.29,2017-09-17 09:30:00,2017-09-17 17:00:00,,1901-12-21 00:00:00,1901-04-14 00:00:00,,11.84,5.52,,2017-09-16 09:30:00,2017-09-16 16:30:00,,1901-10-02 00:00:00,1901-09-05 00:00:00,,10.64,5.71,,17/09/2017
53,5,4572.0,1.0,88.0,,2017-09-17 09:30:00,2017-09-17 16:30:00,,1901-10-08 00:00:00,1901-03-13 00:00:00,,7.91,4.74,,2017-09-16 09:30:00,2017-09-16 16:30:00,,1901-08-15 00:00:00,1901-09-18 00:00:00,,9.65,4.6,,17/09/2017
54,5,4544.0,1.0,90.0,,2017-09-17 09:30:00,2017-09-17 16:30:00,,1901-11-04 00:00:00,1901-04-12 00:00:00,,9.33,4.94,,2017-09-16 09:30:00,2017-09-16 16:30:00,,1901-12-30 00:00:00,1901-09-29 00:00:00,,9.78,5.14,,17/09/2017
55,6,4426.0,2.0,79.0,,,,,,,,,,,,,,,,,,,,17/09/2017
56,6,2648.0,1.0,155.0,,,,,,,,,,,,,,,,,,,,17/09/2017
57,6,4475.0,1.0,145.0,,,,,,,,,,,,,,,,,,,,17/09/2017
58,6,4477.0,2.0,163.0,,,,,,,,,,,,,,,,,,,,17/09/2017
59,6,4465.0,2.0,159.0,,,,,,,,,,,,,,,,,,,,17/09/2017
60,6,3530.0,1.0,142.0,22.58,,,,,,,,,,,,,,,,,,,17/09/2017
61,6,3458.0,1.0,162.0,,,,,,,,,,,,,,,,,,,,17/09/2017
62,6,3437.0,1.0,163.0,20.47,,,,,,,,,,,,,,,,,,,17/09/2017
63,6,2560.0,2.0,165.0,,,,,,,,,,,,,,,,,,,,17/09/2017
64,6,2416.0,2.0,146.0,,,,,,,,,,,,,,,,,,,,17/09/2017
65,7,3785.0,1.0,156.0,25.41,,,,,,,,,,,,,,,,,,,17/09/2017
66,7,2710.0,1.0,153.0,,,,,,,,,,,,,,,,,,,,17/09/2017
67,7,3600.0,1.0,163.0,,,,,,,,,,,,,,,,,,,,17/09/2017
68,7,3644.0,1.0,159.0,,,,,,,,,,,,,,,,,,,,17/09/2017
69,7,4453.0,2.0,157.0,,,,,,,,,,,,,,,,,,,,17/09/2017
70,7,3538.0,8.0,163.0,,,,,,,,,,,,,,,,,,,,17/09/2017
71,7,3460.0,1.0,160.0,,,,,,,,,,,,,,,,,,,,17/09/2017
72,7,2483.0,2.0,158.0,,,,,,,,,,,,,,,,,,,,17/09/2017
73,7,2431.0,1.0,164.0,24.81,,,,,,,,,,,,,,,,,,,17/09/2017
74,74,74.0,1.2972972972973,134.108108108108,21.03073,,,,,,,506.54,246.51,,,,,,,,532.76,278.81,,17/09/2017
75,[Número do grupo] < '8',,,,,,,,,,,,,,,,,,,,,,,17/09/2017
0,,4426.0,2.0,91.0,,,,,,,,,,,,,,,,,,,,20/09/2017
1,,2646.0,1.0,510.0,11.24,,,,,,,,,,,,,,,,,,,20/09/2017
2,1,3652.0,2.0,110.0,,2017-09-20 08:30:00,2017-09-20 16:00:00,,1900-12-26 00:00:00,1900-07-23 00:00:00,,14.32,5.63,,2017-09-19 08:00:00,2017-09-19 15:30:00,,1901-01-23 00:00:00,1900-10-16 00:00:00,,13.94,7.62,,20/09/2017
3,1,653.0,2.0,145.0,,2017-09-20 08:00:00,2017-09-20 17:00:00,,1900-12-05 00:00:00,1900-09-12 00:00:00,,13.62,8.89,,2017-09-19 08:30:00,2017-09-19 17:00:00,,1901-03-08 00:00:00,1900-11-10 00:00:00,,13.74,9.62,,20/09/2017
4,1,2623.0,1.0,111.0,,2017-09-20 08:30:00,2017-09-20 16:00:00,,1901-04-30 00:00:00,1900-11-17 00:00:00,,15.53,7.85,,2017-09-19 08:00:00,,,1901-04-04 00:00:00,,,15.19,,,20/09/2017
5,1,2624.0,2.0,129.0,,2017-09-20 08:30:00,2017-09-20 16:00:00,,1901-10-24 00:00:00,1901-06-19 00:00:00,,12.12,8.79,,2017-09-19 08:30:00,2017-09-19 16:00:00,,1902-08-08 00:00:00,1901-07-23 00:00:00,,14.97,8.94,,20/09/2017
6,1,2662.0,2.0,158.0,,2017-09-20 08:00:00,,,1901-02-19 00:00:00,,,9.07,,,2017-09-19 08:00:00,,,1901-02-10 00:00:00,,,9.3,,,20/09/2017
7,1,4588.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,20/09/2017
8,1,4549.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,20/09/2017
9,1,4498.0,1.0,105.0,,2017-09-20 08:00:00,,,1903-07-11 00:00:00,,,12.81,,,2017-09-19 08:00:00,2017-09-19 17:00:00,,1902-12-30 00:00:00,1902-04-07 00:00:00,,12.47,9.13,,20/09/2017
