,Id_Animal,Hora_S1,Hora_S2,Hora_S3,Prod_S1,Prod_S2,Prod_S3,Data
57,4465.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
58,3530.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
59,3458.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
60,3437.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
61,2560.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
62,2416.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
63,3600.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
64,3644.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
65,3785.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
66,2710.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
67,4453.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
68,3538.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
69,3460.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
70,2483.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
71,2431.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,14/10/2017
0,2624.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
1,2662.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
2,3652.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
3,653.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
4,2623.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
5,4588.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
6,4549.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
7,4498.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
8,4448.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
9,4412.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
10,4421.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
11,4021.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
12,3579.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
13,3527.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
14,3500.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
15,3475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
16,3424.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
17,2581.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
18,2567.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
19,2468.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
20,2406.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
21,5402.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
22,4585.0,08:42                                ,08:31                                ,15:53                                ,10.63                    ,9.89                     ,6.82                     ,15/10/2017
23,4586.0,08:42                                ,08:32                                ,15:54                                ,8.69                     ,8.01                     ,4.62                     ,15/10/2017
24,4575.0,08:42                                ,08:35                                ,15:55                                ,13.60                    ,10.48                    ,8.56                     ,15/10/2017
25,4577.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
26,4545.0,08:27                                ,08:32                                ,15:57                                ,12.57                    ,13.98                    ,7.11                     ,15/10/2017
27,4536.0,08:42                                ,08:34                                ,15:51                                ,10.78                    ,2.55                     ,11.26                    ,15/10/2017
28,4537.0,08:27                                ,08:34                                ,                                     ,2.92                     ,2.60                     ,                         ,15/10/2017
29,4528.0,08:28                                ,08:35                                ,16:58                                ,3.42                     ,7.33                     ,3.98                     ,15/10/2017
30,5409.0,08:46                                ,09:28                                ,15:51                                ,10.32                    ,11.31                    ,5.62                     ,15/10/2017
31,5403.0,08:46                                ,09:29                                ,15:51                                ,11.27                    ,11.21                    ,5.63                     ,15/10/2017
32,4582.0,08:27                                ,08:32                                ,15:51                                ,4.61                     ,5.31                     ,3.36                     ,15/10/2017
33,4551.0,08:21                                ,09:28                                ,16:11                                ,12.98                    ,13.89                    ,6.44                     ,15/10/2017
34,4557.0,08:47                                ,08:54                                ,16:07                                ,11.69                    ,10.11                    ,6.84                     ,15/10/2017
35,4560.0,08:45                                ,08:54                                ,16:06                                ,14.29                    ,16.58                    ,8.20                     ,15/10/2017
36,4535.0,08:21                                ,08:54                                ,16:11                                ,6.32                     ,10.25                    ,4.30                     ,15/10/2017
37,4525.0,08:23                                ,09:29                                ,16:07                                ,6.86                     ,7.38                     ,5.07                     ,15/10/2017
38,4066.0,08:22                                ,08:54                                ,16:06                                ,8.08                     ,8.27                     ,5.97                     ,15/10/2017
39,5407.0,09:06                                ,09:24                                ,16:24                                ,14.86                    ,15.54                    ,6.71                     ,15/10/2017
40,4583.0,08:58                                ,09:25                                ,16:14                                ,8.25                     ,9.29                     ,4.31                     ,15/10/2017
41,4587.0,09:04                                ,08:59                                ,16:32                                ,6.88                     ,6.74                     ,2.59                     ,15/10/2017
42,4573.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
43,4581.0,08:57                                ,08:56                                ,16:23                                ,15.06                    ,13.73                    ,9.11                     ,15/10/2017
44,4550.0,08:58                                ,08:56                                ,16:24                                ,11.06                    ,11.47                    ,5.24                     ,15/10/2017
45,4546.0,08:58                                ,08:57                                ,16:23                                ,12.17                    ,10.44                    ,7.73                     ,15/10/2017
46,4548.0,09:40                                ,10:09                                ,16:56                                ,13.25                    ,13.90                    ,7.86                     ,15/10/2017
47,4065.0,09:05                                ,09:25                                ,16:12                                ,7.55                     ,7.80                     ,3.33                     ,15/10/2017
48,5408.0,09:21                                ,09:45                                ,16:48                                ,11.49                    ,11.22                    ,5.29                     ,15/10/2017
49,4584.0,09:20                                ,09:44                                ,16:30                                ,8.49                     ,10.53                    ,7.14                     ,15/10/2017
50,4572.0,09:20                                ,09:45                                ,16:29                                ,9.30                     ,8.78                     ,3.24                     ,15/10/2017
51,4554.0,09:21                                ,09:45                                ,16:29                                ,10.76                    ,10.95                    ,4.21                     ,15/10/2017
52,4544.0,09:39                                ,10:08                                ,16:56                                ,7.22                     ,7.91                     ,4.20                     ,15/10/2017
53,4426.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
54,2648.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
55,4475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
56,4477.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
57,4465.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
58,3530.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
59,3458.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
60,3437.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
61,2560.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
62,2416.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
63,3600.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
64,3644.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
65,3785.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
66,2710.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
67,4453.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
68,3538.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
69,3460.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
70,2483.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
71,2431.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,15/10/2017
0,2624.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
1,2662.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
2,3652.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
3,653.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
4,2623.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
5,4588.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
6,4549.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
7,4498.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
8,4448.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
9,4412.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
10,4421.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
11,4021.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
12,3579.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
13,3527.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
14,3500.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
15,3475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
16,3424.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
17,2581.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
18,2567.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
19,2468.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
20,2406.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
21,5402.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
22,4585.0,08:52                                ,16:06                                ,                                     ,11.56                    ,5.17                     ,                         ,16/10/2017
23,4586.0,08:51                                ,16:07                                ,                                     ,8.51                     ,6.05                     ,                         ,16/10/2017
24,4575.0,08:52                                ,16:06                                ,                                     ,16.93                    ,6.96                     ,                         ,16/10/2017
25,4577.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
26,4545.0,08:52                                ,16:07                                ,                                     ,14.34                    ,6.03                     ,                         ,16/10/2017
27,4536.0,08:49                                ,16:07                                ,                                     ,9.08                     ,3.98                     ,                         ,16/10/2017
28,4537.0,08:47                                ,16:08                                ,                                     ,2.92                     ,1.80                     ,                         ,16/10/2017
29,4528.0,10:01                                ,17:08                                ,                                     ,4.97                     ,2.78                     ,                         ,16/10/2017
30,5409.0,08:49                                ,16:19                                ,                                     ,11.50                    ,6.45                     ,                         ,16/10/2017
31,5403.0,08:49                                ,16:19                                ,                                     ,11.53                    ,6.03                     ,                         ,16/10/2017
32,4582.0,08:49                                ,16:07                                ,                                     ,6.21                     ,3.05                     ,                         ,16/10/2017
33,4551.0,09:02                                ,16:20                                ,                                     ,14.24                    ,6.44                     ,                         ,16/10/2017
34,4557.0,09:03                                ,16:20                                ,                                     ,12.55                    ,6.14                     ,                         ,16/10/2017
35,4560.0,09:02                                ,16:20                                ,                                     ,16.63                    ,0.27                     ,                         ,16/10/2017
36,4535.0,09:09                                ,16:20                                ,                                     ,9.46                     ,4.12                     ,                         ,16/10/2017
37,4525.0,09:10                                ,16:21                                ,                                     ,8.36                     ,4.71                     ,                         ,16/10/2017
38,4066.0,09:03                                ,16:21                                ,                                     ,9.05                     ,7.88                     ,                         ,16/10/2017
39,5407.0,09:10                                ,16:32                                ,                                     ,12.95                    ,7.33                     ,                         ,16/10/2017
40,4583.0,09:26                                ,16:38                                ,                                     ,8.08                     ,5.59                     ,                         ,16/10/2017
41,4587.0,09:29                                ,16:37                                ,                                     ,4.72                     ,6.75                     ,                         ,16/10/2017
42,4573.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
43,4581.0,09:26                                ,16:31                                ,                                     ,14.25                    ,8.36                     ,                         ,16/10/2017
44,4550.0,09:10                                ,16:31                                ,                                     ,10.69                    ,6.45                     ,                         ,16/10/2017
45,4546.0,09:25                                ,16:31                                ,                                     ,12.13                    ,6.82                     ,                         ,16/10/2017
46,4548.0,10:01                                ,17:08                                ,                                     ,15.90                    ,7.96                     ,                         ,16/10/2017
47,4065.0,09:34                                ,16:38                                ,                                     ,7.61                     ,3.46                     ,                         ,16/10/2017
48,5408.0,09:52                                ,16:52                                ,                                     ,10.31                    ,5.91                     ,                         ,16/10/2017
49,4584.0,09:34                                ,16:51                                ,                                     ,11.08                    ,6.04                     ,                         ,16/10/2017
50,4572.0,09:34                                ,16:51                                ,                                     ,7.23                     ,4.37                     ,                         ,16/10/2017
51,4554.0,09:34                                ,16:51                                ,                                     ,11.15                    ,5.26                     ,                         ,16/10/2017
52,4544.0,10:01                                ,17:08                                ,                                     ,8.14                     ,4.81                     ,                         ,16/10/2017
53,4426.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
54,2648.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
55,4475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
56,4477.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
57,4465.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
58,3530.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
59,3458.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
60,3437.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
61,2560.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
62,2416.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
63,3600.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
64,3644.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
65,3785.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
66,2710.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
67,4453.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
68,3538.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
69,3460.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
70,2483.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
71,2431.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,16/10/2017
0,2624.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
1,2662.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
2,3652.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
3,653.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
4,2623.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
5,4588.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
6,4549.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
7,4498.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
8,4448.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
9,4412.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
10,4421.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
11,4021.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
12,3579.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
13,3527.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
14,3500.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
15,3475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
16,3424.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
17,2581.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
18,2567.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
19,2468.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
20,2406.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
21,5402.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
22,4585.0,08:43                                ,16:05                                ,                                     ,11.66                    ,5.47                     ,                         ,17/10/2017
23,4586.0,08:45                                ,16:05                                ,                                     ,8.15                     ,5.09                     ,                         ,17/10/2017
24,4575.0,08:45                                ,16:04                                ,                                     ,13.36                    ,5.76                     ,                         ,17/10/2017
25,4577.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
26,4545.0,08:45                                ,16:05                                ,                                     ,14.48                    ,6.92                     ,                         ,17/10/2017
27,4536.0,08:44                                ,16:04                                ,                                     ,10.00                    ,5.85                     ,                         ,17/10/2017
28,4537.0,08:43                                ,16:05                                ,                                     ,3.38                     ,0.98                     ,                         ,17/10/2017
29,4528.0,09:58                                ,16:56                                ,                                     ,6.20                     ,2.45                     ,                         ,17/10/2017
30,5409.0,09:03                                ,16:18                                ,                                     ,10.56                    ,6.85                     ,                         ,17/10/2017
31,5403.0,09:02                                ,16:18                                ,                                     ,11.79                    ,5.64                     ,                         ,17/10/2017
32,4582.0,08:42                                ,16:05                                ,                                     ,4.95                     ,3.12                     ,                         ,17/10/2017
33,4551.0,08:54                                ,16:18                                ,                                     ,15.08                    ,6.35                     ,                         ,17/10/2017
34,4557.0,08:55                                ,16:17                                ,                                     ,12.71                    ,6.79                     ,                         ,17/10/2017
35,4560.0,08:55                                ,16:17                                ,                                     ,20.14                    ,8.15                     ,                         ,17/10/2017
36,4535.0,09:03                                ,16:17                                ,                                     ,9.17                     ,4.11                     ,                         ,17/10/2017
37,4525.0,09:03                                ,16:18                                ,                                     ,9.04                     ,3.07                     ,                         ,17/10/2017
38,4066.0,08:56                                ,16:17                                ,                                     ,2.00                     ,11.07                    ,                         ,17/10/2017
39,5407.0,09:22                                ,16:30                                ,                                     ,13.42                    ,6.75                     ,                         ,17/10/2017
40,4583.0,09:22                                ,16:34                                ,                                     ,6.82                     ,5.21                     ,                         ,17/10/2017
41,4587.0,09:22                                ,16:34                                ,                                     ,5.95                     ,4.35                     ,                         ,17/10/2017
42,4573.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,17/10/2017
43,4581.0,09:23                                ,16:30                                ,                                     ,14.77                    ,8.05                     ,                         ,17/10/2017
44,4550.0,09:21                                ,16:30                                ,                                     ,10.90                    ,5.20                     ,                         ,17/10/2017
45,4546.0,09:21                                ,16:29                                ,                                     ,10.49                    ,6.65                     ,                         ,17/10/2017
46,4548.0,09:58                                ,16:56                                ,                                     ,15.47                    ,8.24                     ,                         ,17/10/2017
47,4065.0,09:22                                ,16:34                                ,                                     ,7.52                     ,3.75                     ,                         ,17/10/2017
48,5408.0,09:41                                ,16:47                                ,                                     ,10.60                    ,6.63                     ,                         ,17/10/2017
49,4584.0,09:41                                ,16:46                                ,                                     ,11.20                    ,6.89                     ,                         ,17/10/2017
50,4572.0,09:41                                ,16:47                                ,                                     ,8.32                     ,4.35                     ,                         ,17/10/2017
51,4554.0,09:41                                ,16:47                                ,                                     ,11.24                    ,4.91                     ,                         ,17/10/2017
52,4544.0,09:58                                ,16:56                                ,                                     ,8.69                     ,4.00                     ,                         ,17/10/2017
