,Id_Animal,Hora_S1,Hora_S2,Hora_S3,Prod_S1,Prod_S2,Prod_S3,Data
69,3460.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,06/09/2017
70,2483.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,06/09/2017
71,2431.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,06/09/2017
0,653.0,07:48                                ,15:19                                ,                                     ,15.71                    ,9.30                     ,                         ,09/09/2017
1,2623.0,08:00                                ,15:36                                ,                                     ,11.75                    ,8.25                     ,                         ,09/09/2017
2,2624.0,08:02                                ,15:36                                ,                                     ,15.38                    ,8.94                     ,                         ,09/09/2017
3,2662.0,08:00                                ,15:38                                ,                                     ,12.59                    ,7.37                     ,                         ,09/09/2017
4,3652.0,07:46                                ,15:22                                ,                                     ,12.23                    ,6.27                     ,                         ,09/09/2017
5,4588.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
6,4549.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
7,4498.0,07:44                                ,15:20                                ,                                     ,10.31                    ,6.94                     ,                         ,09/09/2017
8,4448.0,07:45                                ,15:23                                ,                                     ,12.83                    ,6.86                     ,                         ,09/09/2017
9,4412.0,07:48                                ,15:18                                ,                                     ,10.97                    ,5.05                     ,                         ,09/09/2017
10,4421.0,09:37                                ,16:52                                ,                                     ,6.93                     ,3.38                     ,                         ,09/09/2017
11,4021.0,08:02                                ,15:38                                ,                                     ,14.08                    ,7.34                     ,                         ,09/09/2017
12,3579.0,08:00                                ,15:24                                ,                                     ,13.60                    ,12.45                    ,                         ,09/09/2017
13,3527.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
14,3500.0,08:00                                ,                                     ,                                     ,14.14                    ,                         ,                         ,09/09/2017
15,3475.0,07:48                                ,15:20                                ,                                     ,14.97                    ,8.37                     ,                         ,09/09/2017
16,3424.0,08:02                                ,15:35                                ,                                     ,9.10                     ,5.99                     ,                         ,09/09/2017
17,2581.0,07:45                                ,15:22                                ,                                     ,16.44                    ,6.79                     ,                         ,09/09/2017
18,2567.0,07:47                                ,15:20                                ,                                     ,13.86                    ,8.33                     ,                         ,09/09/2017
19,2468.0,08:02                                ,15:36                                ,                                     ,13.85                    ,7.03                     ,                         ,09/09/2017
20,2406.0,08:10                                ,15:36                                ,                                     ,11.31                    ,5.74                     ,                         ,09/09/2017
21,4586.0,08:27                                ,15:53                                ,                                     ,8.55                     ,4.59                     ,                         ,09/09/2017
22,5402.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
23,4577.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
24,4585.0,08:27                                ,15:51                                ,                                     ,10.94                    ,5.94                     ,                         ,09/09/2017
25,4575.0,08:27                                ,15:51                                ,                                     ,13.51                    ,5.95                     ,                         ,09/09/2017
26,4545.0,08:25                                ,15:51                                ,                                     ,11.42                    ,6.88                     ,                         ,09/09/2017
27,4528.0,08:28                                ,15:53                                ,                                     ,5.69                     ,4.36                     ,                         ,09/09/2017
28,4536.0,08:25                                ,15:53                                ,                                     ,10.55                    ,5.09                     ,                         ,09/09/2017
29,4537.0,08:25                                ,15:53                                ,                                     ,4.78                     ,3.19                     ,                         ,09/09/2017
30,5409.0,08:37                                ,16:04                                ,                                     ,11.22                    ,5.72                     ,                         ,09/09/2017
31,5403.0,08:37                                ,16:07                                ,                                     ,10.58                    ,6.44                     ,                         ,09/09/2017
32,4582.0,08:25                                ,15:51                                ,                                     ,7.53                     ,3.26                     ,                         ,09/09/2017
33,4560.0,08:37                                ,16:04                                ,                                     ,15.50                    ,7.50                     ,                         ,09/09/2017
34,4551.0,08:37                                ,16:08                                ,                                     ,13.66                    ,7.16                     ,                         ,09/09/2017
35,4557.0,08:43                                ,16:05                                ,                                     ,11.94                    ,7.85                     ,                         ,09/09/2017
36,4535.0,08:43                                ,16:08                                ,                                     ,8.74                     ,4.41                     ,                         ,09/09/2017
37,4525.0,08:43                                ,16:08                                ,                                     ,8.85                     ,4.11                     ,                         ,09/09/2017
38,4066.0,08:42                                ,16:05                                ,                                     ,9.32                     ,6.20                     ,                         ,09/09/2017
39,5407.0,09:05                                ,16:23                                ,                                     ,13.18                    ,7.57                     ,                         ,09/09/2017
40,4587.0,09:37                                ,16:52                                ,                                     ,9.14                     ,4.25                     ,                         ,09/09/2017
41,4581.0,09:10                                ,16:21                                ,                                     ,12.99                    ,7.63                     ,                         ,09/09/2017
42,4583.0,09:05                                ,16:21                                ,                                     ,8.79                     ,4.84                     ,                         ,09/09/2017
43,4573.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
44,4548.0,09:11                                ,16:24                                ,                                     ,15.24                    ,8.83                     ,                         ,09/09/2017
45,4550.0,09:12                                ,16:23                                ,                                     ,11.98                    ,5.02                     ,                         ,09/09/2017
46,4546.0,09:05                                ,16:24                                ,                                     ,11.13                    ,7.89                     ,                         ,09/09/2017
47,4065.0,09:13                                ,16:21                                ,                                     ,7.79                     ,3.71                     ,                         ,09/09/2017
48,5408.0,09:05                                ,16:40                                ,                                     ,11.26                    ,6.04                     ,                         ,09/09/2017
49,4584.0,08:52                                ,16:21                                ,                                     ,10.45                    ,6.21                     ,                         ,09/09/2017
50,4572.0,08:52                                ,16:40                                ,                                     ,8.88                     ,4.09                     ,                         ,09/09/2017
51,4554.0,08:52                                ,16:40                                ,                                     ,9.89                     ,6.12                     ,                         ,09/09/2017
52,4544.0,08:52                                ,16:41                                ,                                     ,8.64                     ,4.53                     ,                         ,09/09/2017
53,2648.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
54,4426.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
55,4475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
56,4477.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
57,4465.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
58,3530.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
59,3458.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
60,3437.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
61,2560.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
62,2416.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
63,2710.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
64,3600.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
65,3644.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
66,3785.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
67,4453.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
68,3538.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
69,3460.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
70,2483.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
71,2431.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,09/09/2017
0,653.0,07:51                                ,15:14                                ,                                     ,15.01                    ,7.16                     ,                         ,07/09/2017
1,2623.0,08:03                                ,15:25                                ,                                     ,14.89                    ,8.06                     ,                         ,07/09/2017
2,2624.0,08:11                                ,15:29                                ,                                     ,13.19                    ,9.59                     ,                         ,07/09/2017
3,2662.0,08:11                                ,15:28                                ,                                     ,13.37                    ,6.94                     ,                         ,07/09/2017
4,3652.0,07:51                                ,15:14                                ,                                     ,13.93                    ,5.99                     ,                         ,07/09/2017
5,4588.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
6,4549.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
7,4498.0,07:47                                ,15:12                                ,                                     ,16.47                    ,8.05                     ,                         ,07/09/2017
8,4448.0,07:48                                ,15:13                                ,                                     ,13.18                    ,6.63                     ,                         ,07/09/2017
9,4412.0,07:48                                ,15:13                                ,                                     ,9.22                     ,5.83                     ,                         ,07/09/2017
10,4421.0,09:36                                ,16:39                                ,                                     ,5.73                     ,3.03                     ,                         ,07/09/2017
11,4021.0,08:19                                ,15:29                                ,                                     ,26.05                    ,6.30                     ,                         ,07/09/2017
12,3579.0,07:48                                ,15:15                                ,                                     ,13.75                    ,7.15                     ,                         ,07/09/2017
13,3527.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
14,3500.0,08:03                                ,15:25                                ,                                     ,13.53                    ,6.56                     ,                         ,07/09/2017
15,3475.0,07:50                                ,15:27                                ,                                     ,15.83                    ,7.96                     ,                         ,07/09/2017
16,3424.0,08:10                                ,15:29                                ,                                     ,8.02                     ,7.64                     ,                         ,07/09/2017
17,2581.0,08:03                                ,15:14                                ,                                     ,15.55                    ,5.77                     ,                         ,07/09/2017
18,2567.0,07:51                                ,15:14                                ,                                     ,13.98                    ,8.16                     ,                         ,07/09/2017
19,2468.0,08:10                                ,15:35                                ,                                     ,13.64                    ,5.29                     ,                         ,07/09/2017
20,2406.0,08:03                                ,15:24                                ,                                     ,10.99                    ,6.10                     ,                         ,07/09/2017
21,4586.0,08:38                                ,15:46                                ,                                     ,9.43                     ,4.16                     ,                         ,07/09/2017
22,5402.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
23,4577.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
24,4585.0,08:32                                ,15:45                                ,                                     ,11.21                    ,5.47                     ,                         ,07/09/2017
25,4575.0,08:32                                ,15:44                                ,                                     ,13.11                    ,6.02                     ,                         ,07/09/2017
26,4545.0,08:32                                ,15:45                                ,                                     ,12.37                    ,6.84                     ,                         ,07/09/2017
27,4528.0,08:38                                ,15:46                                ,                                     ,7.49                     ,2.94                     ,                         ,07/09/2017
28,4536.0,08:38                                ,15:45                                ,                                     ,10.93                    ,5.76                     ,                         ,07/09/2017
29,4537.0,08:38                                ,15:46                                ,                                     ,4.49                     ,1.42                     ,                         ,07/09/2017
30,5409.0,08:48                                ,16:01                                ,                                     ,11.24                    ,5.54                     ,                         ,07/09/2017
31,5403.0,08:55                                ,16:01                                ,                                     ,10.48                    ,5.69                     ,                         ,07/09/2017
32,4582.0,08:32                                ,15:45                                ,                                     ,7.23                     ,3.80                     ,                         ,07/09/2017
33,4560.0,08:49                                ,15:58                                ,                                     ,15.25                    ,8.39                     ,                         ,07/09/2017
34,4551.0,08:54                                ,15:59                                ,                                     ,13.75                    ,6.63                     ,                         ,07/09/2017
35,4557.0,08:49                                ,15:58                                ,                                     ,13.16                    ,6.28                     ,                         ,07/09/2017
36,4535.0,08:54                                ,16:02                                ,                                     ,9.70                     ,4.76                     ,                         ,07/09/2017
37,4525.0,08:55                                ,16:01                                ,                                     ,9.42                     ,3.48                     ,                         ,07/09/2017
38,4066.0,08:49                                ,15:59                                ,                                     ,8.75                     ,5.70                     ,                         ,07/09/2017
39,5407.0,09:12                                ,16:12                                ,                                     ,14.73                    ,6.51                     ,                         ,07/09/2017
40,4587.0,09:34                                ,16:39                                ,                                     ,8.89                     ,4.48                     ,                         ,07/09/2017
41,4581.0,09:39                                ,16:16                                ,                                     ,11.37                    ,8.22                     ,                         ,07/09/2017
42,4583.0,09:12                                ,16:17                                ,                                     ,8.16                     ,5.55                     ,                         ,07/09/2017
43,4573.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
44,4548.0,09:12                                ,16:11                                ,                                     ,16.24                    ,8.40                     ,                         ,07/09/2017
45,4550.0,09:12                                ,16:11                                ,                                     ,11.83                    ,4.80                     ,                         ,07/09/2017
46,4546.0,09:13                                ,16:11                                ,                                     ,11.20                    ,4.24                     ,                         ,07/09/2017
47,4065.0,09:14                                ,16:17                                ,                                     ,7.65                     ,3.83                     ,                         ,07/09/2017
48,5408.0,08:21                                ,16:23                                ,                                     ,10.15                    ,6.09                     ,                         ,07/09/2017
49,4584.0,09:14                                ,16:18                                ,                                     ,11.02                    ,6.67                     ,                         ,07/09/2017
50,4572.0,08:21                                ,16:22                                ,                                     ,9.48                     ,4.17                     ,                         ,07/09/2017
51,4554.0,08:20                                ,16:23                                ,                                     ,9.82                     ,5.50                     ,                         ,07/09/2017
52,4544.0,08:21                                ,16:23                                ,                                     ,7.89                     ,5.74                     ,                         ,07/09/2017
53,2648.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
54,4426.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
55,4475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
56,4477.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
57,4465.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
58,3530.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
59,3458.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
60,3437.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
61,2560.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
62,2416.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
63,2710.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
64,3600.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
65,3644.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
66,3785.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
67,4453.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
68,3538.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
69,3460.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
70,2483.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
71,2431.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,07/09/2017
0,653.0,07:45                                ,15:12                                ,                                     ,16.10                    ,6.79                     ,                         ,10/09/2017
1,2623.0,08:02                                ,15:27                                ,                                     ,14.09                    ,7.69                     ,                         ,10/09/2017
2,2624.0,08:12                                ,15:23                                ,                                     ,12.39                    ,10.18                    ,                         ,10/09/2017
3,2662.0,08:13                                ,15:35                                ,                                     ,12.99                    ,6.38                     ,                         ,10/09/2017
4,3652.0,07:51                                ,15:12                                ,                                     ,13.17                    ,5.36                     ,                         ,10/09/2017
5,4588.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
6,4549.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
7,4498.0,07:52                                ,15:08                                ,                                     ,15.11                    ,6.47                     ,                         ,10/09/2017
8,4448.0,07:51                                ,15:23                                ,                                     ,13.28                    ,6.34                     ,                         ,10/09/2017
9,4412.0,07:52                                ,15:09                                ,                                     ,10.47                    ,4.66                     ,                         ,10/09/2017
10,4421.0,09:33                                ,16:34                                ,                                     ,6.92                     ,3.45                     ,                         ,10/09/2017
11,4021.0,08:12                                ,15:23                                ,                                     ,15.06                    ,6.29                     ,                         ,10/09/2017
12,3579.0,07:42                                ,15:09                                ,                                     ,14.26                    ,7.13                     ,                         ,10/09/2017
13,3527.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
14,3500.0,08:02                                ,15:27                                ,                                     ,13.48                    ,6.84                     ,                         ,10/09/2017
15,3475.0,07:46                                ,15:11                                ,                                     ,16.53                    ,7.97                     ,                         ,10/09/2017
16,3424.0,08:11                                ,15:26                                ,                                     ,10.47                    ,5.19                     ,                         ,10/09/2017
17,2581.0,08:02                                ,15:09                                ,                                     ,17.41                    ,6.79                     ,                         ,10/09/2017
18,2567.0,07:47                                ,15:12                                ,                                     ,14.99                    ,7.93                     ,                         ,10/09/2017
19,2468.0,08:02                                ,15:27                                ,                                     ,13.61                    ,6.15                     ,                         ,10/09/2017
20,2406.0,08:12                                ,15:24                                ,                                     ,11.41                    ,5.98                     ,                         ,10/09/2017
21,4586.0,08:30                                ,15:41                                ,                                     ,8.16                     ,5.37                     ,                         ,10/09/2017
22,5402.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
23,4577.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
24,4585.0,08:30                                ,15:39                                ,                                     ,11.17                    ,6.39                     ,                         ,10/09/2017
25,4575.0,08:24                                ,15:39                                ,                                     ,14.40                    ,6.63                     ,                         ,10/09/2017
26,4545.0,08:29                                ,15:45                                ,                                     ,24.62                    ,5.95                     ,                         ,10/09/2017
27,4528.0,08:24                                ,15:40                                ,                                     ,6.20                     ,3.34                     ,                         ,10/09/2017
28,4536.0,08:24                                ,15:45                                ,                                     ,10.54                    ,4.88                     ,                         ,10/09/2017
29,4537.0,08:30                                ,15:45                                ,                                     ,4.15                     ,1.50                     ,                         ,10/09/2017
30,5409.0,08:40                                ,15:52                                ,                                     ,10.93                    ,5.73                     ,                         ,10/09/2017
31,5403.0,08:44                                ,15:52                                ,                                     ,10.67                    ,6.08                     ,                         ,10/09/2017
32,4582.0,08:25                                ,15:45                                ,                                     ,8.03                     ,3.01                     ,                         ,10/09/2017
33,4560.0,08:40                                ,15:51                                ,                                     ,15.57                    ,9.25                     ,                         ,10/09/2017
34,4551.0,08:40                                ,15:58                                ,                                     ,13.43                    ,7.09                     ,                         ,10/09/2017
35,4557.0,08:44                                ,15:57                                ,                                     ,12.31                    ,8.65                     ,                         ,10/09/2017
36,4535.0,08:40                                ,15:52                                ,                                     ,8.81                     ,3.98                     ,                         ,10/09/2017
37,4525.0,08:44                                ,15:58                                ,                                     ,9.97                     ,4.35                     ,                         ,10/09/2017
38,4066.0,08:44                                ,15:56                                ,                                     ,8.87                     ,6.25                     ,                         ,10/09/2017
39,5407.0,09:03                                ,16:20                                ,                                     ,13.06                    ,7.85                     ,                         ,10/09/2017
40,4587.0,09:32                                ,16:34                                ,                                     ,8.53                     ,3.97                     ,                         ,10/09/2017
41,4581.0,09:14                                ,16:18                                ,                                     ,13.52                    ,7.76                     ,                         ,10/09/2017
42,4583.0,09:16                                ,16:21                                ,                                     ,9.46                     ,5.34                     ,                         ,10/09/2017
43,4573.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
44,4548.0,09:02                                ,16:12                                ,                                     ,16.94                    ,0.69                     ,                         ,10/09/2017
45,4550.0,09:03                                ,16:13                                ,                                     ,11.21                    ,5.04                     ,                         ,10/09/2017
46,4546.0,09:16                                ,16:19                                ,                                     ,11.47                    ,7.47                     ,                         ,10/09/2017
47,4065.0,09:16                                ,16:13                                ,                                     ,7.79                     ,3.32                     ,                         ,10/09/2017
48,5408.0,08:56                                ,16:13                                ,                                     ,11.34                    ,5.37                     ,                         ,10/09/2017
49,4584.0,09:02                                ,16:03                                ,                                     ,10.77                    ,6.63                     ,                         ,10/09/2017
50,4572.0,08:56                                ,16:03                                ,                                     ,10.35                    ,4.43                     ,                         ,10/09/2017
51,4554.0,08:57                                ,16:04                                ,                                     ,10.57                    ,6.25                     ,                         ,10/09/2017
52,4544.0,08:57                                ,16:03                                ,                                     ,9.15                     ,3.69                     ,                         ,10/09/2017
53,2648.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
54,4426.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
55,4475.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
56,4477.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
57,4465.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
58,3530.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
59,3458.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
60,3437.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
61,2560.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
62,2416.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
63,2710.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
64,3600.0,                                     ,                                     ,                                     ,                         ,                         ,                         ,10/09/2017
