,Fase,Data,Dia_Experimento,Id_Animal,Dieta,Trat,Periodo,Hora,Temp_Vaginal,Timestamp
222,1,2017-07-24 00:00:00,16,2416,2,2,1,22:31:00,39.25,2017-07-24 22:31:00
223,1,2017-07-24 00:00:00,16,2416,2,2,1,23:01:00,39.125,2017-07-24 23:01:00
224,1,2017-07-24 00:00:00,16,2416,2,2,1,23:31:00,39.375,2017-07-24 23:31:00
225,1,2017-07-25 00:00:00,17,2416,2,2,1,00:01:00,39.375,2017-07-25 00:01:00
226,1,2017-07-25 00:00:00,17,2416,2,2,1,00:31:00,39.375,2017-07-25 00:31:00
227,1,2017-07-25 00:00:00,17,2416,2,2,1,01:01:00,39.25,2017-07-25 01:01:00
228,1,2017-07-25 00:00:00,17,2416,2,2,1,01:31:00,39.125,2017-07-25 01:31:00
229,1,2017-07-25 00:00:00,17,2416,2,2,1,02:01:00,39.25,2017-07-25 02:01:00
230,1,2017-07-25 00:00:00,17,2416,2,2,1,02:31:00,39.125,2017-07-25 02:31:00
231,1,2017-07-25 00:00:00,17,2416,2,2,1,03:01:00,39.125,2017-07-25 03:01:00
232,1,2017-07-25 00:00:00,17,2416,2,2,1,03:31:00,39.125,2017-07-25 03:31:00
233,1,2017-07-25 00:00:00,17,2416,2,2,1,04:01:00,39.25,2017-07-25 04:01:00
234,1,2017-07-25 00:00:00,17,2416,2,2,1,04:31:00,39.125,2017-07-25 04:31:00
235,1,2017-07-25 00:00:00,17,2416,2,2,1,05:01:00,39.0,2017-07-25 05:01:00
236,1,2017-07-25 00:00:00,17,2416,2,2,1,05:31:00,39.125,2017-07-25 05:31:00
237,1,2017-07-25 00:00:00,17,2416,2,2,1,06:01:00,39.25,2017-07-25 06:01:00
238,1,2017-07-25 00:00:00,17,2416,2,2,1,06:31:00,39.125,2017-07-25 06:31:00
239,1,2017-07-25 00:00:00,17,2416,2,2,1,07:01:00,39.0,2017-07-25 07:01:00
240,1,2017-07-25 00:00:00,17,2416,2,2,1,07:31:00,39.125,2017-07-25 07:31:00
241,1,2017-07-25 00:00:00,17,2416,2,2,1,08:01:00,38.875,2017-07-25 08:01:00
242,1,2017-07-25 00:00:00,17,2416,2,2,1,08:31:00,39.0,2017-07-25 08:31:00
243,1,2017-07-25 00:00:00,17,2416,2,2,1,09:01:00,39.0,2017-07-25 09:01:00
244,1,2017-07-25 00:00:00,17,2416,2,2,1,09:31:00,39.25,2017-07-25 09:31:00
245,1,2017-07-25 00:00:00,17,2416,2,2,1,10:01:00,39.375,2017-07-25 10:01:00
246,1,2017-07-25 00:00:00,17,2416,2,2,1,10:31:00,39.25,2017-07-25 10:31:00
247,1,2017-07-25 00:00:00,17,2416,2,2,1,11:01:00,39.25,2017-07-25 11:01:00
248,1,2017-07-25 00:00:00,17,2416,2,2,1,11:31:00,39.25,2017-07-25 11:31:00
249,1,2017-07-25 00:00:00,17,2416,2,2,1,12:01:00,39.125,2017-07-25 12:01:00
250,1,2017-07-25 00:00:00,17,2416,2,2,1,12:31:00,39.125,2017-07-25 12:31:00
251,1,2017-07-25 00:00:00,17,2416,2,2,1,13:01:00,39.125,2017-07-25 13:01:00
252,1,2017-07-25 00:00:00,17,2416,2,2,1,13:31:00,39.125,2017-07-25 13:31:00
253,1,2017-07-25 00:00:00,17,2416,2,2,1,14:01:00,39.25,2017-07-25 14:01:00
254,1,2017-07-25 00:00:00,17,2416,2,2,1,14:31:00,39.5,2017-07-25 14:31:00
255,1,2017-07-25 00:00:00,17,2416,2,2,1,15:01:00,39.75,2017-07-25 15:01:00
256,1,2017-07-25 00:00:00,17,2416,2,2,1,15:31:00,39.75,2017-07-25 15:31:00
257,1,2017-07-25 00:00:00,17,2416,2,2,1,16:01:00,39.5,2017-07-25 16:01:00
258,1,2017-07-25 00:00:00,17,2416,2,2,1,16:31:00,39.375,2017-07-25 16:31:00
259,1,2017-07-25 00:00:00,17,2416,2,2,1,17:01:00,39.375,2017-07-25 17:01:00
260,1,2017-07-25 00:00:00,17,2416,2,2,1,17:31:00,39.125,2017-07-25 17:31:00
261,1,2017-07-25 00:00:00,17,2416,2,2,1,18:01:00,39.25,2017-07-25 18:01:00
262,1,2017-07-25 00:00:00,17,2416,2,2,1,18:31:00,39.375,2017-07-25 18:31:00
263,1,2017-07-25 00:00:00,17,2416,2,2,1,19:01:00,39.25,2017-07-25 19:01:00
264,1,2017-07-25 00:00:00,17,2416,2,2,1,19:31:00,39.125,2017-07-25 19:31:00
265,1,2017-07-25 00:00:00,17,2416,2,2,1,20:01:00,39.375,2017-07-25 20:01:00
266,1,2017-07-25 00:00:00,17,2416,2,2,1,20:31:00,39.375,2017-07-25 20:31:00
267,1,2017-07-25 00:00:00,17,2416,2,2,1,21:01:00,39.5,2017-07-25 21:01:00
268,1,2017-07-25 00:00:00,17,2416,2,2,1,21:31:00,39.25,2017-07-25 21:31:00
