15/09/2017;16:30;39,125;;;
15/09/2017;17:00;39,375;;;
15/09/2017;17:30;39,125;;;
15/09/2017;18:00;38,75;;;
15/09/2017;18:30;38,75;;;
15/09/2017;19:00;39;;;
15/09/2017;19:30;39,125;;;
15/09/2017;20:00;39,125;;;
15/09/2017;20:30;39,25;;;
15/09/2017;21:00;39,125;;;
15/09/2017;21:30;39,125;;;
15/09/2017;22:00;39;;;
15/09/2017;22:30;39;;;
15/09/2017;23:00;39,125;;;
15/09/2017;23:30;39;;;
16/09/2017;00:00;0;;;
16/09/2017;00:30;39,125;;;
16/09/2017;01:00;39,25;;;
16/09/2017;01:30;38,75;;;
16/09/2017;02:00;38,625;;;
16/09/2017;02:30;38,625;;;
16/09/2017;03:00;38,875;;;
16/09/2017;03:30;38,625;;;
16/09/2017;04:00;39;;;
16/09/2017;04:30;38,875;;;
16/09/2017;05:00;38,875;;;
16/09/2017;05:30;38,875;;;
16/09/2017;06:00;39;;;
16/09/2017;06:30;38,75;;;
16/09/2017;07:00;38,75;;;
16/09/2017;07:30;38,875;;;
16/09/2017;08:00;38,875;;;
16/09/2017;08:30;20;;;
16/09/2017;09:00;18,75;;;
16/09/2017;09:30;19,375;;;
16/09/2017;10:00;19,75;;;
16/09/2017;10:30;20;;;
16/09/2017;11:00;20,5;;;
16/09/2017;11:30;22,25;;;
16/09/2017;12:00;23,625;;;
16/09/2017;12:30;24,125;;;
16/09/2017;13:00;24,125;;;
16/09/2017;13:30;24,125;;;
16/09/2017;14:00;24,25;;;
16/09/2017;14:30;24,75;;;
16/09/2017;15:00;25,375;;;
16/09/2017;15:30;25,75;;;
16/09/2017;16:00;26;;;
16/09/2017;16:30;26,125;;;
16/09/2017;17:00;26,25;;;
16/09/2017;17:30;26,25;;;
16/09/2017;18:00;26,125;;;
16/09/2017;18:30;26,125;;;
16/09/2017;19:00;26,25;;;
16/09/2017;19:30;26,25;;;
16/09/2017;20:00;26,25;;;
16/09/2017;20:30;26,125;;;
16/09/2017;21:00;26,125;;;
16/09/2017;21:30;26,125;;;
16/09/2017;22:00;26;;;
16/09/2017;22:30;26;;;
16/09/2017;23:00;25,875;;;
16/09/2017;23:30;25,875;;;
17/09/2017;00:00;0;;;
17/09/2017;00:30;25,625;;;
17/09/2017;01:00;25,5;;;
17/09/2017;01:30;25,375;;;
17/09/2017;02:00;25,375;;;
17/09/2017;02:30;25,25;;;
17/09/2017;03:00;25,125;;;
17/09/2017;03:30;25;;;
17/09/2017;04:00;24,875;;;
17/09/2017;04:30;24,75;;;
17/09/2017;05:00;24,625;;;
17/09/2017;05:30;24,625;;;
17/09/2017;06:00;24,5;;;
17/09/2017;06:30;24,375;;;
17/09/2017;07:00;22,75;;;
17/09/2017;07:30;22,5;;;
17/09/2017;08:00;22,625;;;
17/09/2017;08:30;23;;;
17/09/2017;09:00;23,375;;;
17/09/2017;09:30;23,625;;;
17/09/2017;10:00;23,75;;;
17/09/2017;10:30;24;;;
17/09/2017;11:00;24,375;;;
17/09/2017;11:30;24,625;;;
17/09/2017;12:00;24,75;;;
17/09/2017;12:30;25;;;
17/09/2017;13:00;25,25;;;
17/09/2017;13:30;25,625;;;
17/09/2017;14:00;24,25;;;
17/09/2017;14:30;26,75;;;
17/09/2017;15:00;27;;;
17/09/2017;15:30;28,25;;;
17/09/2017;16:00;27,75;;;
17/09/2017;16:30;27,375;;;
17/09/2017;17:00;27,375;;;
17/09/2017;17:30;28,5;;;
17/09/2017;18:00;27,375;;;
17/09/2017;18:30;26,75;;;
17/09/2017;19:00;26,375;;;
17/09/2017;19:30;26;;;
17/09/2017;20:00;25,75;;;
-end-;;0;;;
