;17/09/2017;;;;
Timezone;-3;;;;
;;;;;
Serial No.;AA4F200001ABF021;;;;
Location:;lilian camara;;;;
High temperature limit (°C);20;;;;
Low temperature limit (°C);14;;;;
Date - Time;Temperature (°C);;;;
13/09/2017;06:00;23,75;;;
13/09/2017;06:30;23,625;;;
13/09/2017;07:00;22;;;
13/09/2017;07:30;17,5;;;
13/09/2017;08:00;21,375;;;
13/09/2017;08:30;20,75;;;
13/09/2017;09:00;38,75;;;
13/09/2017;09:30;38,75;;;
13/09/2017;10:00;38,125;;;
13/09/2017;10:30;39;;;
13/09/2017;11:00;38,875;;;
13/09/2017;11:30;38,625;;;
13/09/2017;12:00;38,625;;;
13/09/2017;12:30;39;;;
13/09/2017;13:00;39,125;;;
13/09/2017;13:30;39,125;;;
13/09/2017;14:00;39,125;;;
13/09/2017;14:30;38,875;;;
13/09/2017;15:00;39;;;
13/09/2017;15:30;39;;;
13/09/2017;16:00;39,125;;;
13/09/2017;16:30;38,875;;;
13/09/2017;17:00;39;;;
13/09/2017;17:30;39,5;;;
13/09/2017;18:00;39,25;;;
13/09/2017;18:30;39,125;;;
13/09/2017;19:00;39,125;;;
13/09/2017;19:30;39,25;;;
13/09/2017;20:00;39,25;;;
13/09/2017;20:30;39,125;;;
13/09/2017;21:00;39,25;;;
13/09/2017;21:30;39,25;;;
13/09/2017;22:00;39;;;
13/09/2017;22:30;39,25;;;
13/09/2017;23:00;39,25;;;
13/09/2017;23:30;39,125;;;
14/09/2017;00:00;0;;;
14/09/2017;00:30;39,125;;;
14/09/2017;01:00;39;;;
14/09/2017;01:30;38,875;;;
14/09/2017;02:00;38,75;;;
14/09/2017;02:30;38,75;;;
14/09/2017;03:00;39;;;
14/09/2017;03:30;39;;;
14/09/2017;04:00;39;;;
14/09/2017;04:30;39;;;
14/09/2017;05:00;38,75;;;
14/09/2017;05:30;38,875;;;
14/09/2017;06:00;38,75;;;
14/09/2017;06:30;38,625;;;
14/09/2017;07:00;38,625;;;
14/09/2017;07:30;38,75;;;
14/09/2017;08:00;38,875;;;
14/09/2017;08:30;38,75;;;
14/09/2017;09:00;38,875;;;
14/09/2017;09:30;38,75;;;
14/09/2017;10:00;38,875;;;
14/09/2017;10:30;38,75;;;
14/09/2017;11:00;38,75;;;
14/09/2017;11:30;38,75;;;
14/09/2017;12:00;38,625;;;
14/09/2017;12:30;38,625;;;
14/09/2017;13:00;38,75;;;
14/09/2017;13:30;38,875;;;
14/09/2017;14:00;39;;;
14/09/2017;14:30;38,875;;;
14/09/2017;15:00;38,875;;;
14/09/2017;15:30;38,75;;;
14/09/2017;16:00;38,875;;;
14/09/2017;16:30;39,375;;;
14/09/2017;17:00;39,375;;;
14/09/2017;17:30;39;;;
14/09/2017;18:00;38,75;;;
14/09/2017;18:30;38,75;;;
14/09/2017;19:00;39,125;;;
14/09/2017;19:30;39,125;;;
14/09/2017;20:00;39,125;;;
14/09/2017;20:30;39,25;;;
14/09/2017;21:00;39,25;;;
14/09/2017;21:30;39,125;;;
14/09/2017;22:00;39;;;
14/09/2017;22:30;39,125;;;
14/09/2017;23:00;38,75;;;
14/09/2017;23:30;38,75;;;
15/09/2017;00:00;0;;;
15/09/2017;00:30;38,75;;;
15/09/2017;01:00;38,75;;;
15/09/2017;01:30;38,875;;;
15/09/2017;02:00;38,75;;;
15/09/2017;02:30;38,75;;;
15/09/2017;03:00;38,75;;;
15/09/2017;03:30;38,75;;;
15/09/2017;04:00;39;;;
15/09/2017;04:30;38,875;;;
15/09/2017;05:00;38,75;;;
15/09/2017;05:30;38,875;;;
15/09/2017;06:00;38,875;;;
15/09/2017;06:30;38,75;;;
15/09/2017;07:00;38,75;;;
15/09/2017;07:30;38,75;;;
15/09/2017;08:00;38,625;;;
15/09/2017;08:30;38,625;;;
15/09/2017;09:00;38,5;;;
15/09/2017;09:30;38,875;;;
15/09/2017;10:00;38,875;;;
15/09/2017;10:30;38,625;;;
15/09/2017;11:00;38,75;;;
15/09/2017;11:30;38,75;;;
15/09/2017;12:00;39;;;
15/09/2017;12:30;38,875;;;
15/09/2017;13:00;38,75;;;
15/09/2017;13:30;38,625;;;
15/09/2017;14:00;38,875;;;
15/09/2017;14:30;38,875;;;
15/09/2017;15:00;39;;;
15/09/2017;15:30;39;;;
15/09/2017;16:00;38,875;;;
