Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4585            	1                 	81              	12,91                    	12,86                    	                         	08:14                                	15:38                                	                                     	11:44                                  	07:21                                  	                                       	3,73                                      	0,00                                      	0,10                       	0,00                       	0,40                        	0,00                        	2,00                        	0,00                        	2,60                         	0,00                         	0,7                                   	0,6                                   	                           	3,0                                  	                            	3,1                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
2                      	4586            	1                 	86              	8,67                     	14,37                    	                         	08:23                                	15:39                                	                                     	07:47                                  	06:24                                  	                                       	1,83                                      	0,00                                      	0,20                       	0,00                       	0,50                        	0,00                        	1,10                        	0,00                        	1,10                         	0,00                         	1,1                                   	2,6                                   	                           	1,7                                  	                            	3,0                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
2                      	5402            	1                 	82              	3,74                     	1,01                     	                         	09:02                                	16:07                                	                                     	04:16                                  	03:08                                  	                                       	2,00                                      	0,65                                      	0,10                       	0,00                       	0,30                        	0,00                        	1,20                        	0,30                        	1,30                         	0,50                         	0,8                                   	0,3                                   	                           	1,6                                  	                            	0,7                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
2                      	4575            	1                 	79              	15,99                    	7,01                     	                         	08:22                                	15:48                                	                                     	13:50                                  	09:27                                  	                                       	2,05                                      	0,88                                      	0,20                       	0,10                       	0,20                        	0,00                        	1,10                        	0,10                        	1,40                         	0,80                         	1,1                                   	0,7                                   	                           	1,9                                  	                            	1,6                                  	                            	                             	0,3                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4577            	1                 	79              	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4545            	1                 	78              	13,46                    	8,73                     	                         	08:14                                	15:48                                	                                     	11:16                                  	09:55                                  	                                       	2,25                                      	0,88                                      	0,10                       	0,10                       	0,30                        	0,00                        	1,30                        	0,30                        	1,50                         	0,70                         	1,1                                   	0,8                                   	                           	2,0                                  	                            	1,9                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4528            	1                 	76              	7,61                     	10,02                    	                         	08:23                                	15:38                                	                                     	14:02                                  	07:43                                  	                                       	0,88                                      	0,00                                      	0,00                       	0,00                       	0,10                        	0,00                        	0,50                        	0,00                        	0,60                         	0,00                         	0,7                                   	2,0                                   	                           	1,3                                  	                            	3,0                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
2                      	4536            	1                 	82              	11,27                    	6,81                     	                         	08:14                                	15:48                                	                                     	10:23                                  	07:49                                  	                                       	1,90                                      	1,18                                      	0,00                       	0,10                       	0,00                        	0,00                        	0,80                        	0,30                        	1,50                         	1,00                         	1,0                                   	0,8                                   	                           	2,0                                  	                            	1,9                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4537            	1                 	79              	4,58                     	7,39                     	                         	08:23                                	15:38                                	                                     	04:42                                  	08:01                                  	                                       	3,25                                      	0,00                                      	0,20                       	0,00                       	2,00                        	0,00                        	2,60                        	0,00                        	1,40                         	0,00                         	0,9                                   	0,3                                   	                           	3,1                                  	                            	2,1                                  	                            	                             	0,2                                     	                                      	0,0                                     	                                     	                                        	                                          
3                      	5403            	1                 	84              	11,43                    	7,10                     	                         	08:42                                	15:58                                	                                     	12:14                                  	05:30                                  	                                       	3,03                                      	2,15                                      	0,30                       	0,10                       	1,40                        	0,30                        	1,60                        	1,10                        	1,80                         	1,50                         	0,9                                   	1,2                                   	                           	2,9                                  	                            	1,9                                  	                            	                             	1,8                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	5409            	1                 	84              	12,64                    	6,77                     	                         	08:30                                	16:06                                	                                     	10:25                                  	06:05                                  	                                       	1,85                                      	1,98                                      	0,00                       	0,00                       	0,00                        	0,10                        	0,90                        	0,90                        	1,40                         	1,50                         	1,2                                   	1,1                                   	                           	2,3                                  	                            	1,9                                  	                            	                             	0,0                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4582            	1                 	83              	11,09                    	6,03                     	                         	08:14                                	15:49                                	                                     	11:04                                  	08:00                                  	                                       	1,50                                      	1,15                                      	0,20                       	0,00                       	0,40                        	0,20                        	0,70                        	0,40                        	1,00                         	0,90                         	1,0                                   	0,3                                   	                           	1,5                                  	                            	1,3                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4557            	1                 	71              	12,92                    	7,95                     	                         	08:42                                	15:59                                	                                     	12:28                                  	10:10                                  	                                       	1,28                                      	1,00                                      	0,10                       	0,00                       	0,00                        	0,00                        	0,70                        	0,40                        	0,90                         	0,80                         	1,0                                   	0,7                                   	                           	1,6                                  	                            	1,2                                  	                            	                             	0,5                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4560            	1                 	85              	15,04                    	9,13                     	                         	08:30                                	16:07                                	                                     	13:46                                  	09:03                                  	                                       	1,38                                      	1,65                                      	0,10                       	0,00                       	0,00                        	0,00                        	0,50                        	0,70                        	1,10                         	1,30                         	1,0                                   	1,0                                   	                           	1,7                                  	                            	1,6                                  	                            	                             	0,7                                     	                                      	0,2                                     	                                     	                                        	                                          
3                      	4551            	1                 	83              	14,85                    	7,88                     	                         	08:43                                	15:58                                	                                     	11:29                                  	07:57                                  	                                       	2,28                                      	1,58                                      	0,10                       	0,10                       	0,20                        	0,00                        	1,20                        	0,50                        	1,60                         	1,30                         	1,2                                   	0,9                                   	                           	2,1                                  	                            	1,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4525            	1                 	83              	12,39                    	4,97                     	                         	08:42                                	16:13                                	                                     	11:04                                  	05:42                                  	                                       	2,40                                      	1,60                                      	0,10                       	0,00                       	0,10                        	0,00                        	1,50                        	0,40                        	1,60                         	1,40                         	1,1                                   	0,8                                   	                           	1,9                                  	                            	1,7                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4535            	1                 	83              	10,18                    	5,22                     	                         	08:29                                	15:58                                	                                     	10:09                                  	06:50                                  	                                       	1,88                                      	1,05                                      	0,00                       	0,00                       	0,30                        	0,20                        	1,00                        	0,60                        	1,30                         	0,70                         	1,0                                   	0,7                                   	                           	1,6                                  	                            	1,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4066            	1                 	86              	10,42                    	7,02                     	                         	08:29                                	16:07                                	                                     	14:03                                  	09:36                                  	                                       	1,08                                      	1,10                                      	0,10                       	0,20                       	0,00                        	0,20                        	0,50                        	0,60                        	0,80                         	0,70                         	0,7                                   	0,7                                   	                           	1,3                                  	                            	1,3                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
