Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4585            	1                 	79              	2,79                     	5,33                     	                         	08:54                                	15:33                                	                                     	04:55                                  	03:47                                  	                                       	0,00                                      	2,80                                      	0,00                       	0,10                       	0,00                        	0,10                        	0,00                        	0,70                        	0,00                         	2,40                         	0,5                                   	1,4                                   	                           	1,1                                  	                            	2,9                                  	                            	                             	0,0                                     	                                      	0,0                                     	                                     	                                        	                                          
2                      	4586            	1                 	84              	8,84                     	3,96                     	                         	08:13                                	15:29                                	                                     	08:50                                  	04:44                                  	                                       	1,40                                      	1,25                                      	0,10                       	0,00                       	0,10                        	0,00                        	0,70                        	0,50                        	1,00                         	1,00                         	1,0                                   	0,8                                   	                           	2,0                                  	                            	1,7                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
2                      	5402            	1                 	80              	2,51                     	1,46                     	                         	08:46                                	15:58                                	                                     	04:00                                  	04:12                                  	                                       	1,08                                      	0,50                                      	0,10                       	0,00                       	0,20                        	0,00                        	0,60                        	0,00                        	0,70                         	0,50                         	0,9                                   	0,3                                   	                           	0,8                                  	                            	1,0                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
2                      	4575            	1                 	77              	                         	5,95                     	                         	                                     	15:28                                	                                     	                                       	08:28                                  	                                       	2,30                                      	0,53                                      	                           	0,10                       	                            	0,00                        	                            	0,00                        	                             	0,50                         	                                      	0,7                                   	                           	                                     	                            	1,4                                  	                            	                             	                                        	                                      	0,4                                     	                                     	                                        	                                          
2                      	4577            	1                 	77              	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4545            	1                 	76              	                         	6,59                     	                         	                                     	15:33                                	                                     	                                       	08:03                                  	                                       	2,88                                      	0,80                                      	                           	0,00                       	                            	0,00                        	                            	0,20                        	                             	0,70                         	                                      	0,8                                   	                           	                                     	                            	1,6                                  	                            	                             	                                        	                                      	0,1                                     	                                     	                                        	                                          
2                      	4528            	1                 	74              	                         	1,10                     	                         	                                     	15:33                                	                                     	                                       	11:56                                  	                                       	1,85                                      	0,28                                      	                           	0,10                       	                            	0,00                        	                            	0,30                        	                             	0,10                         	                                      	                                      	                           	                                     	                            	0,7                                  	                            	                             	                                        	                                      	0,2                                     	                                     	                                        	                                          
2                      	4536            	1                 	80              	11,95                    	6,24                     	                         	08:13                                	15:43                                	                                     	09:26                                  	07:20                                  	                                       	2,63                                      	1,18                                      	0,00                       	0,30                       	0,30                        	0,00                        	1,50                        	0,20                        	1,80                         	1,00                         	1,2                                   	0,8                                   	                           	2,2                                  	                            	1,7                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4537            	1                 	77              	6,46                     	4,03                     	                         	08:13                                	15:28                                	                                     	05:51                                  	05:04                                  	                                       	4,10                                      	2,75                                      	0,20                       	0,10                       	2,00                        	1,70                        	3,30                        	2,00                        	1,90                         	1,30                         	1,1                                   	0,7                                   	                           	3,8                                  	                            	2,9                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	5403            	1                 	82              	11,65                    	6,87                     	                         	08:31                                	15:52                                	                                     	08:45                                  	13:27                                  	                                       	2,53                                      	1,90                                      	0,00                       	0,10                       	0,30                        	0,10                        	1,30                        	0,90                        	1,80                         	1,40                         	1,3                                   	0,4                                   	                           	2,0                                  	                            	2,2                                  	                            	                             	0,1                                     	                                      	2,2                                     	                                     	                                        	                                          
3                      	5409            	1                 	82              	11,23                    	7,33                     	                         	08:23                                	15:53                                	                                     	08:31                                  	06:20                                  	                                       	2,03                                      	2,25                                      	0,00                       	0,10                       	0,10                        	0,10                        	1,00                        	1,00                        	1,50                         	1,70                         	1,3                                   	1,1                                   	                           	2,1                                  	                            	2,0                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
3                      	4582            	1                 	81              	10,48                    	5,97                     	                         	08:13                                	15:28                                	                                     	11:19                                  	08:39                                  	                                       	1,15                                      	0,60                                      	0,00                       	0,00                       	0,00                        	0,00                        	0,50                        	0,20                        	0,90                         	0,50                         	0,9                                   	0,6                                   	                           	1,6                                  	                            	1,3                                  	                            	                             	0,1                                     	                                      	0,3                                     	                                     	                                        	                                          
3                      	4557            	1                 	69              	13,81                    	9,81                     	                         	08:31                                	15:53                                	                                     	13:25                                  	12:48                                  	                                       	0,63                                      	1,10                                      	0,10                       	0,00                       	0,00                        	0,00                        	0,20                        	0,40                        	0,50                         	0,90                         	1,0                                   	1,0                                   	                           	1,9                                  	                            	1,5                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
3                      	4560            	1                 	83              	13,99                    	9,23                     	                         	08:31                                	15:42                                	                                     	13:17                                  	10:13                                  	                                       	1,60                                      	1,13                                      	0,10                       	0,10                       	0,50                        	0,00                        	0,70                        	0,20                        	1,10                         	1,00                         	1,0                                   	0,9                                   	                           	1,7                                  	                            	1,6                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
3                      	4551            	1                 	81              	14,06                    	8,28                     	                         	08:31                                	15:42                                	                                     	12:07                                  	08:40                                  	                                       	2,08                                      	1,58                                      	0,10                       	0,10                       	0,20                        	0,00                        	1,00                        	0,70                        	1,50                         	1,20                         	1,1                                   	0,9                                   	                           	1,8                                  	                            	1,5                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
3                      	4525            	1                 	81              	9,48                     	4,51                     	                         	08:23                                	15:43                                	                                     	10:11                                  	05:55                                  	                                       	1,65                                      	1,58                                      	0,10                       	0,10                       	0,10                        	0,00                        	0,80                        	0,70                        	1,20                         	1,20                         	0,9                                   	0,7                                   	                           	1,8                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4535            	1                 	81              	9,76                     	4,90                     	                         	08:23                                	15:59                                	                                     	09:32                                  	06:52                                  	                                       	1,63                                      	1,23                                      	0,10                       	0,00                       	0,20                        	0,10                        	0,70                        	0,60                        	1,20                         	0,90                         	1,0                                   	0,7                                   	                           	1,4                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4066            	1                 	84              	6,27                     	8,93                     	                         	08:22                                	15:53                                	                                     	18:23                                  	12:05                                  	                                       	0,63                                      	0,65                                      	0,10                       	0,00                       	0,00                        	0,00                        	0,20                        	0,30                        	0,50                         	0,50                         	1,6                                   	0,7                                   	                           	1,2                                  	                            	1,3                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
