Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4585            	1                 	78              	12,41                    	                         	                         	08:10                                	                                     	                                     	06:37                                  	                                       	                                       	3,88                                      	0,00                                      	0,00                       	                           	0,70                        	                            	2,20                        	                            	2,60                         	                             	1,8                                   	                                      	                           	3,1                                  	                            	                                     	                            	                             	0,2                                     	                                      	                                        	                                     	                                        	                                          
2                      	4586            	1                 	83              	8,44                     	6,26                     	                         	08:10                                	15:58                                	                                     	06:57                                  	30:12                                  	                                       	1,83                                      	0,00                                      	0,10                       	0,00                       	0,20                        	0,00                        	0,90                        	0,00                        	1,30                         	0,00                         	1,2                                   	0,9                                   	                           	2,1                                  	                            	1,7                                  	                            	                             	0,1                                     	                                      	0,4                                     	                                     	                                        	                                          
2                      	5402            	1                 	79              	1,65                     	2,25                     	                         	09:04                                	16:27                                	                                     	10:32                                  	05:15                                  	                                       	0,48                                      	0,00                                      	0,20                       	0,00                       	0,10                        	0,00                        	0,20                        	0,00                        	0,30                         	0,00                         	0,1                                   	0,4                                   	                           	0,8                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
2                      	4575            	1                 	76              	14,48                    	3,46                     	                         	08:51                                	16:11                                	                                     	13:34                                  	08:00                                  	                                       	1,93                                      	1,80                                      	0,10                       	1,10                       	0,00                        	0,90                        	1,00                        	0,80                        	1,40                         	0,90                         	1,0                                   	0,3                                   	                           	1,9                                  	                            	1,5                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4577            	1                 	76              	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4545            	1                 	75              	14,78                    	4,74                     	                         	08:10                                	16:08                                	                                     	10:52                                  	08:00                                  	                                       	2,83                                      	2,60                                      	0,00                       	1,30                       	0,50                        	1,30                        	1,60                        	1,30                        	1,90                         	1,30                         	1,3                                   	0,3                                   	                           	2,2                                  	                            	1,5                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
2                      	4528            	1                 	73              	6,65                     	3,12                     	                         	08:10                                	16:12                                	                                     	08:57                                  	08:00                                  	                                       	1,18                                      	2,08                                      	0,10                       	1,10                       	0,00                        	1,00                        	0,70                        	1,10                        	0,80                         	1,00                         	0,7                                   	0,3                                   	                           	1,3                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
2                      	4536            	1                 	79              	11,74                    	7,55                     	                         	08:50                                	15:58                                	                                     	09:07                                  	30:09                                  	                                       	2,68                                      	1,35                                      	0,10                       	0,00                       	0,20                        	0,00                        	1,40                        	0,10                        	1,90                         	1,30                         	1,2                                   	1,0                                   	                           	2,2                                  	                            	2,6                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
2                      	4537            	1                 	76              	5,33                     	7,07                     	                         	08:51                                	16:16                                	                                     	04:53                                  	08:00                                  	                                       	3,90                                      	2,53                                      	0,30                       	2,30                       	2,50                        	2,00                        	3,20                        	1,30                        	1,60                         	0,80                         	1,0                                   	0,4                                   	                           	4,2                                  	                            	2,5                                  	                            	                             	0,4                                     	                                      	0,2                                     	                                     	                                        	                                          
3                      	5403            	1                 	81              	13,40                    	                         	                         	08:23                                	                                     	                                     	08:01                                  	                                       	                                       	2,75                                      	                                          	0,10                       	                           	0,50                        	                            	1,60                        	                            	1,80                         	                             	1,6                                   	                                      	                           	2,3                                  	                            	                                     	                            	                             	0,4                                     	                                      	                                        	                                     	                                        	                                          
3                      	5409            	1                 	81              	12,31                    	                         	                         	08:22                                	                                     	                                     	08:49                                  	                                       	                                       	2,30                                      	                                          	0,00                       	                           	0,20                        	                            	1,10                        	                            	1,70                         	                             	1,3                                   	                                      	                           	2,3                                  	                            	                                     	                            	                             	0,2                                     	                                      	                                        	                                     	                                        	                                          
3                      	4582            	1                 	80              	9,22                     	6,49                     	                         	08:51                                	15:58                                	                                     	10:24                                  	07:35                                  	                                       	1,13                                      	0,63                                      	0,10                       	0,10                       	0,00                        	0,00                        	0,60                        	0,20                        	0,80                         	0,50                         	0,8                                   	0,8                                   	                           	1,5                                  	                            	1,3                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4557            	1                 	68              	15,33                    	8,32                     	                         	08:22                                	16:27                                	                                     	12:08                                  	10:11                                  	                                       	1,55                                      	0,90                                      	0,10                       	0,00                       	0,10                        	0,00                        	0,80                        	0,20                        	1,10                         	0,80                         	1,2                                   	0,8                                   	                           	2,0                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4560            	1                 	82              	15,75                    	                         	                         	08:22                                	                                     	                                     	13:48                                  	                                       	                                       	1,45                                      	                                          	0,10                       	                           	0,10                        	                            	0,60                        	                            	1,10                         	                             	1,1                                   	                                      	                           	2,0                                  	                            	                                     	                            	                             	0,4                                     	                                      	                                        	                                     	                                        	                                          
3                      	4551            	1                 	80              	14,92                    	9,59                     	                         	08:27                                	16:28                                	                                     	12:09                                  	09:26                                  	                                       	2,15                                      	1,55                                      	0,00                       	0,00                       	0,20                        	0,00                        	1,20                        	0,70                        	1,50                         	1,20                         	1,2                                   	1,0                                   	                           	1,9                                  	                            	1,6                                  	                            	                             	0,3                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4525            	1                 	80              	10,50                    	6,22                     	                         	08:27                                	16:27                                	                                     	09:10                                  	06:27                                  	                                       	2,43                                      	1,93                                      	0,00                       	0,10                       	0,10                        	0,20                        	1,20                        	0,90                        	1,80                         	1,40                         	1,1                                   	0,9                                   	                           	2,0                                  	                            	1,7                                  	                            	                             	0,1                                     	                                      	0,4                                     	                                     	                                        	                                          
3                      	4535            	1                 	80              	8,96                     	                         	                         	08:27                                	                                     	                                     	10:59                                  	                                       	                                       	1,15                                      	                                          	0,00                       	                           	0,00                        	                            	0,50                        	                            	0,90                         	                             	0,8                                   	                                      	                           	1,3                                  	                            	                                     	                            	                             	0,1                                     	                                      	                                        	                                     	                                        	                                          
3                      	4066            	1                 	83              	10,34                    	                         	                         	08:26                                	                                     	                                     	14:12                                  	                                       	                                       	0,93                                      	                                          	0,10                       	                           	0,00                        	                            	0,40                        	                            	0,70                         	                             	0,7                                   	                                      	                           	1,5                                  	                            	                                     	                            	                             	0,0                                     	                                      	                                        	                                     	                                        	                                          
4                      	5407            	1                 	84              	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
