Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4585            	1                 	77              	13,48                    	7,65                     	                         	08:17                                	15:50                                	                                     	06:33                                  	05:57                                  	                                       	4,43                                      	2,78                                      	0,10                       	0,20                       	0,80                        	0,10                        	2,60                        	1,40                        	2,90                         	2,00                         	2,0                                   	1,2                                   	                           	3,2                                  	                            	2,4                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4586            	1                 	82              	11,07                    	4,84                     	                         	08:17                                	15:51                                	                                     	09:36                                  	05:40                                  	                                       	2,43                                      	1,68                                      	0,20                       	0,10                       	0,90                        	0,00                        	1,30                        	0,70                        	1,50                         	1,30                         	1,1                                   	0,8                                   	                           	1,9                                  	                            	1,7                                  	                            	                             	0,8                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	5402            	1                 	78              	2,70                     	1,50                     	                         	08:40                                	16:07                                	                                     	06:48                                  	08:39                                  	                                       	1,48                                      	0,85                                      	0,00                       	0,10                       	0,30                        	0,10                        	1,00                        	0,60                        	0,90                         	0,50                         	0,3                                   	0,1                                   	                           	1,4                                  	                            	1,0                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
2                      	4575            	1                 	75              	13,83                    	6,56                     	                         	08:16                                	16:14                                	                                     	11:31                                  	08:29                                  	                                       	1,93                                      	0,50                                      	0,10                       	0,00                       	0,00                        	0,00                        	1,00                        	0,00                        	1,40                         	0,50                         	1,2                                   	0,7                                   	                           	2,0                                  	                            	1,7                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4577            	1                 	75              	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4545            	1                 	74              	12,69                    	9,38                     	                         	08:20                                	15:51                                	                                     	10:33                                  	10:23                                  	                                       	2,00                                      	1,53                                      	0,20                       	0,20                       	0,40                        	0,30                        	0,90                        	0,60                        	1,40                         	1,10                         	1,2                                   	0,9                                   	                           	1,9                                  	                            	2,0                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
2                      	4528            	1                 	72              	7,20                     	4,95                     	                         	08:17                                	15:51                                	                                     	08:10                                  	06:32                                  	                                       	1,30                                      	1,10                                      	0,00                       	0,10                       	0,00                        	0,10                        	0,60                        	0,50                        	1,00                         	0,80                         	0,8                                   	0,7                                   	                           	1,4                                  	                            	1,3                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4536            	1                 	78              	11,07                    	5,92                     	                         	08:54                                	16:15                                	                                     	07:43                                  	06:46                                  	                                       	3,23                                      	0,93                                      	0,10                       	0,10                       	0,40                        	0,00                        	1,80                        	0,00                        	2,20                         	0,90                         	1,4                                   	0,8                                   	                           	2,6                                  	                            	2,1                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4537            	1                 	75              	4,91                     	10,95                    	                         	08:55                                	16:14                                	                                     	06:54                                  	25:37                                  	                                       	2,20                                      	1,28                                      	0,10                       	0,10                       	0,70                        	0,00                        	1,80                        	0,30                        	1,10                         	1,10                         	0,7                                   	2,3                                   	                           	3,7                                  	                            	2,3                                  	                            	                             	0,2                                     	                                      	0,2                                     	                                     	                                        	                                          
3                      	5403            	1                 	80              	14,54                    	7,80                     	                         	08:34                                	16:01                                	                                     	08:19                                  	05:21                                  	                                       	3,25                                      	2,30                                      	0,10                       	0,10                       	0,30                        	0,10                        	1,90                        	1,10                        	2,20                         	1,70                         	1,7                                   	1,4                                   	                           	2,6                                  	                            	2,1                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	5409            	1                 	80              	12,29                    	6,98                     	                         	08:32                                	16:00                                	                                     	08:50                                  	06:15                                  	                                       	2,15                                      	2,30                                      	0,10                       	0,10                       	0,10                        	0,10                        	1,00                        	1,10                        	1,60                         	1,70                         	1,3                                   	1,1                                   	                           	2,4                                  	                            	2,0                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4582            	1                 	79              	11,43                    	11,81                    	                         	08:54                                	16:14                                	                                     	09:48                                  	25:49                                  	                                       	1,53                                      	0,65                                      	0,10                       	0,00                       	0,00                        	0,00                        	0,60                        	0,30                        	1,20                         	0,50                         	1,1                                   	1,5                                   	                           	1,8                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4557            	1                 	67              	14,01                    	8,91                     	                         	08:38                                	16:27                                	                                     	17:33                                  	13:48                                  	                                       	1,23                                      	0,43                                      	0,10                       	0,10                       	0,00                        	0,00                        	0,60                        	0,20                        	0,90                         	0,30                         	0,7                                   	0,6                                   	                           	1,7                                  	                            	1,5                                  	                            	                             	0,0                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4560            	1                 	81              	16,97                    	7,81                     	                         	08:54                                	16:06                                	                                     	12:04                                  	09:09                                  	                                       	1,80                                      	0,93                                      	0,00                       	0,10                       	0,20                        	0,00                        	0,90                        	0,00                        	1,30                         	0,90                         	1,4                                   	0,8                                   	                           	2,2                                  	                            	1,6                                  	                            	                             	0,3                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4551            	1                 	79              	14,99                    	8,20                     	                         	08:32                                	16:05                                	                                     	12:02                                  	08:07                                  	                                       	2,25                                      	1,63                                      	0,10                       	0,10                       	0,30                        	0,00                        	1,30                        	0,80                        	1,50                         	1,20                         	1,2                                   	1,0                                   	                           	2,0                                  	                            	1,7                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4525            	1                 	79              	9,29                     	6,98                     	                         	08:39                                	16:05                                	                                     	07:58                                  	06:30                                  	                                       	1,95                                      	2,08                                      	0,10                       	0,10                       	0,10                        	0,20                        	1,00                        	1,00                        	1,40                         	1,50                         	1,1                                   	1,0                                   	                           	1,7                                  	                            	1,8                                  	                            	                             	0,2                                     	                                      	0,3                                     	                                     	                                        	                                          
3                      	4535            	1                 	79              	8,64                     	5,17                     	                         	08:38                                	16:06                                	                                     	08:07                                  	06:38                                  	                                       	1,65                                      	1,43                                      	0,00                       	0,00                       	0,20                        	0,10                        	0,80                        	0,60                        	1,20                         	1,10                         	1,0                                   	0,7                                   	                           	1,6                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4066            	1                 	82              	9,44                     	7,25                     	                         	08:32                                	15:59                                	                                     	13:51                                  	09:57                                  	                                       	0,88                                      	0,80                                      	0,10                       	0,00                       	0,00                        	0,00                        	0,50                        	0,20                        	0,60                         	0,70                         	0,6                                   	0,7                                   	                           	1,3                                  	                            	1,4                                  	                            	                             	0,2                                     	                                      	0,5                                     	                                     	                                        	                                          
