Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	653             	2                 	115             	14,32                    	8,58                     	                         	07:58                                	15:29                                	                                     	07:58                                  	05:24                                  	                                       	3,75                                      	3,48                                      	0,00                       	0,10                       	1,00                        	0,60                        	2,00                        	1,80                        	2,50                         	2,40                         	1,7                                   	1,5                                   	                           	2,9                                  	                            	2,8                                  	                            	                             	0,2                                     	                                      	0,7                                     	                                     	                                        	                                          
1                      	2623            	1                 	81              	13,80                    	7,71                     	                         	08:07                                	15:19                                	                                     	07:13                                  	05:15                                  	                                       	3,85                                      	3,75                                      	0,10                       	0,00                       	0,70                        	0,80                        	1,90                        	2,09                        	2,70                         	2,50                         	1,9                                   	1,4                                   	                           	3,1                                  	                            	2,8                                  	                            	                             	0,2                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	2624            	2                 	99              	9,87                     	8,52                     	                         	08:13                                	15:18                                	                                     	17:04                                  	11:35                                  	                                       	1,13                                      	1,68                                      	0,10                       	0,00                       	0,00                        	0,10                        	0,60                        	0,90                        	0,80                         	1,20                         	0,9                                   	0,7                                   	                           	1,1                                  	                            	1,6                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
1                      	2662            	2                 	128             	10,88                    	4,31                     	                         	08:08                                	15:18                                	                                     	07:10                                  	07:40                                  	                                       	3,25                                      	0,95                                      	0,00                       	3,80                       	0,40                        	0,00                        	1,50                        	0,00                        	2,40                         	0,00                         	1,5                                   	0,5                                   	                           	2,6                                  	                            	7,6                                  	                            	                             	0,0                                     	                                      	7,6                                     	                                     	                                        	                                          
1                      	3652            	2                 	80              	10,01                    	7,08                     	                         	07:45                                	15:36                                	                                     	05:45                                  	04:47                                  	                                       	3,57                                      	2,50                                      	0,00                       	0,00                       	1,30                        	0,00                        	2,09                        	0,40                        	2,20                         	2,30                         	1,7                                   	1,4                                   	                           	2,6                                  	                            	2,9                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4498            	1                 	75              	14,84                    	6,67                     	                         	07:44                                	15:32                                	                                     	21:05                                  	12:27                                  	                                       	3,75                                      	0,60                                      	6,60                       	0,00                       	4,80                        	0,00                        	0,60                        	0,20                        	0,60                         	0,50                         	0,7                                   	0,5                                   	                           	7,6                                  	                            	1,3                                  	                            	                             	1,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4448            	1                 	140             	13,12                    	6,28                     	                         	07:44                                	15:33                                	                                     	11:02                                  	06:57                                  	                                       	4,15                                      	1,55                                      	6,60                       	0,00                       	2,80                        	0,00                        	1,00                        	0,70                        	1,30                         	1,20                         	1,1                                   	0,9                                   	                           	7,6                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4412            	2                 	78              	9,75                     	5,33                     	                         	07:44                                	15:29                                	                                     	07:27                                  	04:30                                  	                                       	5,30                                      	2,85                                      	5,70                       	0,00                       	1,70                        	0,00                        	2,09                        	1,30                        	2,40                         	2,20                         	1,3                                   	1,1                                   	                           	7,6                                  	                            	2,5                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4421            	1                 	107             	6,87                     	4,30                     	                         	07:58                                	15:19                                	                                     	11:11                                  	09:20                                  	                                       	2,30                                      	2,68                                      	0,00                       	0,00                       	0,60                        	0,30                        	1,30                        	1,60                        	1,50                         	1,80                         	0,5                                   	0,4                                   	                           	1,7                                  	                            	2,0                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4021            	2                 	85              	14,43                    	5,54                     	                         	08:08                                	15:19                                	                                     	07:43                                  	04:48                                  	                                       	3,05                                      	1,90                                      	0,10                       	0,00                       	0,30                        	0,00                        	1,50                        	0,40                        	2,20                         	1,70                         	1,8                                   	1,1                                   	                           	2,9                                  	                            	2,2                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3579            	1                 	70              	13,64                    	6,93                     	                         	07:45                                	15:33                                	                                     	16:10                                  	10:59                                  	                                       	2,38                                      	2,23                                      	0,50                       	0,10                       	0,20                        	0,20                        	1,20                        	1,10                        	1,60                         	1,60                         	0,8                                   	0,6                                   	                           	7,6                                  	                            	2,1                                  	                            	                             	0,5                                     	                                      	1,1                                     	                                     	                                        	                                          
1                      	3527            	1                 	89              	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	3500            	2                 	86              	13,93                    	6,31                     	                         	08:08                                	15:29                                	                                     	07:05                                  	05:10                                  	                                       	4,45                                      	2,98                                      	0,10                       	0,10                       	1,30                        	0,20                        	2,60                        	1,40                        	2,80                         	2,20                         	1,9                                   	1,2                                   	                           	3,2                                  	                            	2,5                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3475            	1                 	97              	15,03                    	8,09                     	                         	07:46                                	15:29                                	                                     	07:50                                  	05:00                                  	                                       	4,73                                      	3,95                                      	0,10                       	0,10                       	1,80                        	0,50                        	2,70                        	2,00                        	2,90                         	2,80                         	1,9                                   	1,6                                   	                           	3,4                                  	                            	3,1                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	3424            	1                 	94              	7,19                     	7,56                     	                         	08:13                                	15:19                                	                                     	10:26                                  	10:51                                  	                                       	1,38                                      	1,03                                      	0,10                       	0,00                       	0,20                        	0,10                        	0,80                        	0,60                        	0,90                         	0,70                         	0,6                                   	0,6                                   	                           	1,1                                  	                            	1,0                                  	                            	                             	0,5                                     	                                      	0,1                                     	                                     	                                        	                                          
