Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	653             	2                 	100             	16,19                    	                         	                         	08:10                                	                                     	                                     	07:05                                  	                                       	                                       	5,20                                      	                                          	0,10                       	                           	1,30                        	                            	2,70                        	                            	3,50                         	                             	2,2                                   	                                      	                           	3,9                                  	                            	                                     	                            	                             	0,2                                     	                                      	                                        	                                     	                                        	                                          
1                      	2623            	1                 	66              	3,61                     	                         	                         	07:50                                	                                     	                                     	06:23                                  	                                       	                                       	4,43                                      	                                          	0,10                       	                           	1,20                        	                            	2,40                        	                            	2,90                         	                             	0,5                                   	                                      	                           	3,3                                  	                            	                                     	                            	                             	0,1                                     	                                      	                                        	                                     	                                        	                                          
1                      	2624            	2                 	84              	15,60                    	                         	                         	07:50                                	                                     	                                     	16:22                                  	                                       	                                       	2,03                                      	                                          	0,10                       	                           	0,20                        	                            	1,10                        	                            	1,40                         	                             	0,9                                   	                                      	                           	1,9                                  	                            	                                     	                            	                             	0,3                                     	                                      	                                        	                                     	                                        	                                          
1                      	2662            	2                 	113             	12,49                    	                         	                         	08:10                                	                                     	                                     	06:57                                  	                                       	                                       	4,18                                      	                                          	0,10                       	                           	1,20                        	                            	2,50                        	                            	2,60                         	                             	1,7                                   	                                      	                           	2,9                                  	                            	                                     	                            	                             	0,1                                     	                                      	                                        	                                     	                                        	                                          
1                      	3652            	2                 	65              	10,52                    	                         	                         	08:10                                	                                     	                                     	05:28                                  	                                       	                                       	3,83                                      	                                          	0,10                       	                           	0,80                        	                            	2,00                        	                            	2,60                         	                             	1,9                                   	                                      	                           	2,9                                  	                            	                                     	                            	                             	0,1                                     	                                      	                                        	                                     	                                        	                                          
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4585            	1                 	88              	13,56                    	6,85                     	                         	08:17                                	15:26                                	                                     	06:53                                  	04:34                                  	                                       	3,33                                      	3,77                                      	0,10                       	0,00                       	0,00                        	0,50                        	1,60                        	2,09                        	2,50                         	2,60                         	1,9                                   	1,5                                   	                           	2,9                                  	                            	2,8                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4586            	1                 	93              	9,42                     	4,40                     	                         	09:40                                	15:46                                	                                     	10:12                                  	05:36                                  	                                       	1,20                                      	1,40                                      	0,00                       	0,00                       	0,00                        	0,00                        	0,60                        	0,60                        	0,90                         	1,10                         	0,9                                   	0,7                                   	                           	1,9                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	5402            	1                 	89              	3,83                     	1,05                     	                         	08:38                                	15:39                                	                                     	04:27                                  	03:26                                  	                                       	2,15                                      	0,58                                      	0,00                       	0,10                       	0,40                        	0,00                        	1,50                        	0,10                        	1,30                         	0,50                         	0,8                                   	0,3                                   	                           	1,7                                  	                            	0,7                                  	                            	                             	0,2                                     	                                      	0,2                                     	                                     	                                        	                                          
2                      	4575            	1                 	86              	14,59                    	6,97                     	                         	08:17                                	15:27                                	                                     	12:18                                  	08:03                                  	                                       	2,15                                      	1,43                                      	0,00                       	0,10                       	0,20                        	0,00                        	1,20                        	0,40                        	1,50                         	1,20                         	1,1                                   	0,8                                   	                           	1,9                                  	                            	1,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4577            	1                 	86              	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
2                      	4545            	1                 	85              	14,60                    	6,53                     	                         	08:16                                	15:26                                	                                     	10:08                                  	08:07                                  	                                       	2,63                                      	0,63                                      	0,10                       	0,10                       	0,20                        	0,00                        	1,50                        	0,00                        	1,80                         	0,60                         	1,4                                   	0,8                                   	                           	2,3                                  	                            	1,4                                  	                            	                             	0,0                                     	                                      	0,0                                     	                                     	                                        	                                          
2                      	4528            	1                 	83              	7,13                     	4,80                     	                         	08:21                                	15:34                                	                                     	07:19                                  	06:21                                  	                                       	1,45                                      	1,00                                      	0,10                       	0,00                       	0,10                        	0,00                        	0,80                        	0,40                        	1,00                         	0,80                         	0,9                                   	0,7                                   	                           	1,6                                  	                            	1,5                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
2                      	4536            	1                 	89              	11,09                    	                         	                         	08:21                                	                                     	                                     	09:36                                  	                                       	                                       	2,35                                      	                                          	0,10                       	                           	0,10                        	                            	1,40                        	                            	1,60                         	                             	1,1                                   	                                      	                           	1,9                                  	                            	                                     	                            	                             	0,1                                     	                                      	                                        	                                     	                                        	                                          
2                      	4537            	1                 	86              	5,88                     	2,70                     	                         	08:21                                	15:34                                	                                     	04:14                                  	03:47                                  	                                       	4,23                                      	1,73                                      	0,10                       	0,10                       	0,80                        	0,00                        	3,40                        	0,80                        	2,30                         	1,30                         	1,3                                   	0,7                                   	                           	4,0                                  	                            	1,8                                  	                            	                             	0,4                                     	                                      	0,4                                     	                                     	                                        	                                          
3                      	5403            	1                 	91              	7,77                     	9,87                     	                         	10:00                                	15:46                                	                                     	07:05                                  	10:56                                  	                                       	2,35                                      	4,55                                      	0,10                       	0,10                       	1,10                        	1,30                        	2,30                        	2,60                        	0,90                         	2,90                         	1,0                                   	0,8                                   	                           	2,7                                  	                            	3,8                                  	                            	                             	1,9                                     	                                      	0,0                                     	                                     	                                        	                                          
3                      	5409            	1                 	91              	11,33                    	5,23                     	                         	08:35                                	15:46                                	                                     	09:29                                  	04:56                                  	                                       	2,38                                      	2,33                                      	0,10                       	0,10                       	0,20                        	0,00                        	1,20                        	1,20                        	1,70                         	1,70                         	1,1                                   	1,0                                   	                           	2,2                                  	                            	2,0                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
3                      	4582            	1                 	90              	11,36                    	3,94                     	                         	08:16                                	15:33                                	                                     	11:45                                  	09:12                                  	                                       	1,20                                      	0,13                                      	0,10                       	0,10                       	0,10                        	0,00                        	0,70                        	0,00                        	0,80                         	0,10                         	0,9                                   	0,4                                   	                           	1,6                                  	                            	1,2                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
3                      	4557            	1                 	78              	12,01                    	11,56                    	                         	08:35                                	15:53                                	                                     	14:43                                  	12:52                                  	                                       	0,65                                      	1,55                                      	0,00                       	0,00                       	0,00                        	0,00                        	0,10                        	0,70                        	0,60                         	1,20                         	0,8                                   	0,8                                   	                           	1,4                                  	                            	1,5                                  	                            	                             	1,3                                     	                                      	0,4                                     	                                     	                                        	                                          
3                      	4560            	1                 	92              	15,14                    	7,60                     	                         	08:35                                	15:38                                	                                     	14:35                                  	09:36                                  	                                       	1,25                                      	0,73                                      	0,00                       	0,10                       	0,00                        	0,00                        	0,50                        	0,00                        	1,00                         	0,70                         	1,0                                   	0,7                                   	                           	1,7                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
3                      	4551            	1                 	90              	12,55                    	7,14                     	                         	08:38                                	15:39                                	                                     	12:21                                  	08:05                                  	                                       	1,65                                      	1,55                                      	0,10                       	0,00                       	0,10                        	0,00                        	1,00                        	0,70                        	1,10                         	1,20                         	1,0                                   	0,8                                   	                           	1,6                                  	                            	1,5                                  	                            	                             	1,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4525            	1                 	90              	10,25                    	4,43                     	                         	08:36                                	15:55                                	                                     	08:04                                  	04:57                                  	                                       	2,15                                      	1,83                                      	0,00                       	0,10                       	0,00                        	0,20                        	1,10                        	0,90                        	1,60                         	1,30                         	1,2                                   	0,8                                   	                           	1,9                                  	                            	1,7                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
3                      	4535            	1                 	90              	8,81                     	4,75                     	                         	08:38                                	15:39                                	                                     	08:55                                  	06:59                                  	                                       	1,93                                      	1,40                                      	0,10                       	0,00                       	0,20                        	0,00                        	0,90                        	0,60                        	1,40                         	1,10                         	0,9                                   	0,6                                   	                           	1,6                                  	                            	1,3                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
3                      	4066            	1                 	93              	9,56                     	5,86                     	                         	09:38                                	15:46                                	                                     	13:36                                  	08:44                                  	                                       	0,85                                      	1,28                                      	0,00                       	0,10                       	0,00                        	0,00                        	0,50                        	0,70                        	0,60                         	0,90                         	0,7                                   	0,6                                   	                           	1,3                                  	                            	1,1                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
