Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	653             	2                 	119             	14,53                    	7,19                     	                         	07:50                                	15:26                                	                                     	07:55                                  	04:27                                  	                                       	3,90                                      	3,55                                      	0,10                       	0,00                       	1,50                        	1,20                        	2,00                        	2,09                        	2,50                         	2,20                         	1,8                                   	1,6                                   	                           	3,0                                  	                            	2,5                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2623            	1                 	85              	14,77                    	6,93                     	                         	08:09                                	15:51                                	                                     	07:36                                  	04:55                                  	                                       	3,88                                      	2,23                                      	0,10                       	0,10                       	0,60                        	0,00                        	2,20                        	0,60                        	2,60                         	1,90                         	1,9                                   	1,4                                   	                           	3,2                                  	                            	2,6                                  	                            	                             	0,1                                     	                                      	0,3                                     	                                     	                                        	                                          
1                      	2624            	2                 	103             	14,24                    	9,83                     	                         	08:10                                	15:50                                	                                     	12:13                                  	10:30                                  	                                       	1,73                                      	1,65                                      	0,10                       	0,10                       	0,00                        	0,10                        	0,80                        	0,80                        	1,30                         	1,20                         	1,1                                   	0,9                                   	                           	1,8                                  	                            	1,6                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2662            	2                 	132             	10,29                    	5,39                     	                         	08:15                                	15:37                                	                                     	07:23                                  	06:49                                  	                                       	2,55                                      	3,34                                      	0,10                       	0,10                       	0,50                        	0,90                        	1,00                        	2,00                        	1,90                         	2,09                         	1,3                                   	0,7                                   	                           	2,2                                  	                            	2,3                                  	                            	                             	0,5                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3652            	2                 	84              	10,03                    	6,49                     	                         	07:50                                	15:24                                	                                     	05:10                                  	04:41                                  	                                       	4,33                                      	8,15                                      	0,00                       	6,60                       	1,10                        	7,60                        	2,50                        	5,20                        	2,80                         	2,00                         	1,9                                   	1,3                                   	                           	3,1                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4498            	1                 	79              	14,60                    	8,51                     	                         	07:48                                	15:24                                	                                     	18:49                                  	20:55                                  	                                       	0,70                                      	0,80                                      	0,00                       	0,00                       	0,00                        	0,00                        	0,40                        	0,40                        	0,50                         	0,60                         	0,7                                   	0,4                                   	                           	1,4                                  	                            	1,4                                  	                            	                             	0,6                                     	                                      	0,3                                     	                                     	                                        	                                          
1                      	4448            	1                 	144             	13,20                    	6,05                     	                         	07:48                                	15:24                                	                                     	12:17                                  	06:30                                  	                                       	1,30                                      	1,58                                      	0,00                       	0,00                       	0,00                        	0,10                        	0,60                        	0,90                        	1,00                         	1,10                         	1,0                                   	0,9                                   	                           	1,6                                  	                            	1,4                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4412            	2                 	82              	10,23                    	4,95                     	                         	07:50                                	15:37                                	                                     	06:16                                  	04:07                                  	                                       	3,85                                      	3,24                                      	0,00                       	0,10                       	1,20                        	0,70                        	2,30                        	1,90                        	2,40                         	2,09                         	1,6                                   	1,2                                   	                           	2,7                                  	                            	2,3                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4421            	1                 	111             	7,03                     	4,29                     	                         	08:15                                	15:51                                	                                     	05:57                                  	04:08                                  	                                       	2,75                                      	2,33                                      	0,00                       	0,00                       	0,80                        	0,10                        	1,50                        	1,20                        	1,80                         	1,70                         	1,1                                   	1,0                                   	                           	2,0                                  	                            	2,0                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4021            	2                 	89              	11,65                    	4,95                     	                         	08:03                                	15:50                                	                                     	07:18                                  	04:44                                  	                                       	2,78                                      	1,88                                      	0,00                       	0,10                       	0,30                        	0,00                        	1,40                        	0,50                        	2,00                         	1,60                         	1,5                                   	1,0                                   	                           	2,6                                  	                            	2,0                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3579            	1                 	74              	13,79                    	7,70                     	                         	07:50                                	15:25                                	                                     	09:30                                  	06:18                                  	                                       	2,38                                      	4,88                                      	0,00                       	6,60                       	0,30                        	4,10                        	1,20                        	1,20                        	1,70                         	1,60                         	1,4                                   	1,2                                   	                           	2,2                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3527            	1                 	93              	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	3500            	2                 	90              	13,43                    	6,18                     	                         	08:10                                	15:37                                	                                     	06:40                                  	04:12                                  	                                       	4,75                                      	3,68                                      	0,10                       	0,10                       	1,50                        	0,00                        	2,70                        	1,70                        	3,00                         	2,80                         	2,0                                   	1,4                                   	                           	3,3                                  	                            	2,9                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	3475            	1                 	101             	13,41                    	5,43                     	                         	07:49                                	15:25                                	                                     	09:15                                  	04:01                                  	                                       	4,68                                      	5,92                                      	0,10                       	6,60                       	1,60                        	2,09                        	2,70                        	2,30                        	2,90                         	2,60                         	1,4                                   	1,3                                   	                           	3,1                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	3424            	1                 	98              	9,41                     	5,77                     	                         	08:10                                	15:50                                	                                     	13:00                                  	09:29                                  	                                       	1,23                                      	1,03                                      	0,10                       	0,00                       	0,20                        	0,10                        	0,70                        	0,60                        	0,80                         	0,70                         	0,7                                   	0,6                                   	                           	1,2                                  	                            	1,0                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2581            	1                 	126             	16,00                    	6,24                     	                         	08:03                                	15:24                                	                                     	09:50                                  	12:57                                  	                                       	2,43                                      	2,20                                      	0,10                       	0,00                       	0,40                        	0,00                        	1,20                        	0,60                        	1,70                         	1,90                         	1,6                                   	0,4                                   	                           	2,3                                  	                            	2,3                                  	                            	                             	0,1                                     	                                      	0,0                                     	                                     	                                        	                                          
1                      	2567            	1                 	91              	14,91                    	7,87                     	                         	07:49                                	15:24                                	                                     	06:51                                  	04:11                                  	                                       	6,12                                      	6,05                                      	5,20                       	4,80                       	2,09                        	2,00                        	2,80                        	2,90                        	2,90                         	2,90                         	2,1                                   	1,8                                   	                           	7,6                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
