Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção primeiros 2 minutos Sessão 1 hoje	Produção primeiros 2 minutos Sessão 2 hoje	Fluxo 0-15 da sessão 1 hoje	Fluxo 0-15 da sessão 2 hoje	Fluxo 15-30 da sessão 1 hoje	Fluxo 15-30 da sessão 2 hoje	Fluxo 30-60 da sessão 1 hoje	Fluxo 30-60 da sessão 2 hoje	Fluxo 60-120 da sessão 1 hoje	Fluxo 60-120 da sessão 2 hoje	Média do fluxo de hoje para a sessão 1	Média do fluxo de hoje para a sessão 2	Fluxo 0-15 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 1	Fluxo 15-30 da sessão 3 hoje	Pico do Fluxo de Hoje para a Sessão 2	Fluxo 30-60 da sessão 3 hoje	Fluxo 60-120 da sessão 3 hoje	Fluxo na Remoção de Hoje para a Sessão 1	Média do fluxo de hoje para a sessão 3	Fluxo na Remoção de Hoje para a Sessão 2	Pico do Fluxo de Hoje para a Sessão 3	Fluxo na Remoção de Hoje para a Sessão 3	Produção primeiros 2 minutos Sessão 3 hoje
1                      	653             	2                 	125             	14,99                    	7,88                     	                         	07:46                                	15:37                                	                                     	09:02                                  	04:03                                  	                                       	4,25                                      	4,50                                      	0,00                       	0,00                       	1,60                        	0,60                        	2,70                        	2,30                        	2,50                         	3,20                         	1,6                                   	1,9                                   	                           	2,8                                  	                            	3,5                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2623            	1                 	91              	12,74                    	8,14                     	                         	08:07                                	15:55                                	                                     	06:44                                  	05:50                                  	                                       	3,98                                      	2,90                                      	0,00                       	0,00                       	0,70                        	0,20                        	2,00                        	1,10                        	2,80                         	2,30                         	1,8                                   	1,3                                   	                           	3,2                                  	                            	2,7                                  	                            	                             	0,2                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	2624            	2                 	109             	13,41                    	9,90                     	                         	08:00                                	15:56                                	                                     	12:52                                  	10:33                                  	                                       	1,58                                      	1,48                                      	0,10                       	0,10                       	0,00                        	0,00                        	0,70                        	0,70                        	1,20                         	1,10                         	1,0                                   	0,9                                   	                           	1,7                                  	                            	1,6                                  	                            	                             	0,1                                     	                                      	0,5                                     	                                     	                                        	                                          
1                      	2662            	2                 	138             	12,71                    	                         	                         	09:41                                	                                     	                                     	07:52                                  	                                       	                                       	3,80                                      	2,88                                      	0,40                       	                           	1,80                        	                            	2,09                        	                            	2,20                         	                             	1,6                                   	                                      	                           	2,5                                  	                            	                                     	                            	                             	0,1                                     	                                      	                                        	                                     	                                        	                                          
1                      	3652            	2                 	90              	12,81                    	6,44                     	                         	07:46                                	15:38                                	                                     	07:15                                  	04:26                                  	                                       	3,55                                      	2,65                                      	0,00                       	0,00                       	0,40                        	0,00                        	2,09                        	0,70                        	2,40                         	2,30                         	1,7                                   	1,4                                   	                           	2,6                                  	                            	2,6                                  	                            	                             	0,1                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	4588            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4549            	0                 	                	                         	                         	                         	                                     	                                     	                                     	                                       	                                       	                                       	                                          	                                          	                           	                           	                            	                            	                            	                            	                             	                             	                                      	                                      	                           	                                     	                            	                                     	                            	                             	                                        	                                      	                                        	                                     	                                        	                                          
1                      	4498            	1                 	85              	14,19                    	6,33                     	                         	07:43                                	15:35                                	                                     	07:17                                  	15:42                                  	                                       	3,25                                      	0,65                                      	6,60                       	0,00                       	1,80                        	0,00                        	0,70                        	0,30                        	0,80                         	0,50                         	1,9                                   	0,4                                   	                           	7,6                                  	                            	1,1                                  	                            	                             	0,4                                     	                                      	0,2                                     	                                     	                                        	                                          
1                      	4448            	1                 	150             	12,42                    	6,97                     	                         	07:53                                	15:37                                	                                     	10:40                                  	07:24                                  	                                       	2,08                                      	3,95                                      	0,50                       	6,60                       	0,20                        	2,40                        	1,00                        	1,00                        	1,40                         	1,20                         	1,1                                   	0,9                                   	                           	7,6                                  	                            	7,6                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
1                      	4412            	2                 	88              	9,70                     	4,96                     	                         	07:45                                	15:37                                	                                     	13:22                                  	04:25                                  	                                       	5,30                                      	1,80                                      	5,30                       	0,00                       	1,90                        	0,20                        	2,20                        	0,30                        	2,40                         	1,60                         	0,7                                   	1,1                                   	                           	7,6                                  	                            	2,5                                  	                            	                             	0,1                                     	                                      	0,1                                     	                                     	                                        	                                          
