Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	653             	2                 	151             	                	08:01                                	                                     	                                     	08:57                                  	                                       	                                       	14,08                    	                         	                         	07:56                           	17:07                           	                                	08:41                            	05:01                            	                                 	14,3                      	8,6                       	                          
1                      	2623            	1                 	117             	                	08:17                                	16:06                                	                                     	07:11                                  	04:37                                  	                                       	13,93                    	8,05                     	                         	08:14                           	16:06                           	                                	06:43                            	09:45                            	                                 	14,6                      	7,4                       	                          
1                      	2624            	2                 	135             	                	08:21                                	16:20                                	                                     	13:54                                  	10:11                                  	                                       	13,19                    	8,40                     	                         	08:18                           	16:16                           	                                	12:38                            	08:35                            	                                 	13,5                      	7,2                       	                          
1                      	2662            	2                 	164             	                	07:54                                	                                     	                                     	08:04                                  	                                       	                                       	12,54                    	                         	                         	07:49                           	17:24                           	                                	07:45                            	05:24                            	                                 	12,3                      	8,1                       	                          
1                      	3652            	2                 	116             	                	08:17                                	16:06                                	                                     	06:18                                  	03:38                                  	                                       	14,70                    	7,33                     	                         	08:13                           	16:05                           	                                	06:38                            	04:27                            	                                 	14,4                      	6,5                       	                          
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4498            	1                 	111             	                	08:00                                	17:12                                	                                     	17:58                                  	13:55                                  	                                       	13,00                    	9,72                     	                         	07:54                           	17:07                           	                                	20:20                            	14:57                            	                                 	14,3                      	10,1                      	                          
1                      	4448            	1                 	176             	                	08:03                                	16:04                                	                                     	10:12                                  	07:05                                  	                                       	13,61                    	6,91                     	                         	07:58                           	16:05                           	                                	10:32                            	05:45                            	                                 	13,1                      	7,1                       	                          
1                      	4412            	2                 	114             	                	08:03                                	16:04                                	                                     	06:11                                  	04:02                                  	                                       	10,50                    	5,73                     	                         	07:58                           	16:05                           	                                	05:35                            	04:12                            	                                 	9,2                       	5,8                       	                          
1                      	4421            	1                 	143             	                	08:22                                	16:20                                	                                     	12:03                                  	07:35                                  	                                       	8,51                     	4,55                     	                         	08:24                           	16:16                           	                                	10:19                            	08:28                            	                                 	8,5                       	4,6                       	                          
1                      	4021            	2                 	121             	                	08:22                                	17:13                                	                                     	07:52                                  	05:45                                  	                                       	13,88                    	8,81                     	                         	08:18                           	17:07                           	                                	09:04                            	05:23                            	                                 	13,9                      	9,0                       	                          
1                      	3579            	1                 	106             	                	08:03                                	16:04                                	                                     	07:40                                  	05:17                                  	                                       	12,19                    	6,40                     	                         	07:58                           	16:05                           	                                	09:16                            	06:35                            	                                 	13,4                      	8,6                       	                          
