Número do grupo        	Número do animal	Número de lactação	Dias em Lactação	Pico de produção	Horário de Ordenha Hoje para Sessão 1	Horário de Ordenha Hoje para Sessão 2	Horário de Ordenha Hoje para Sessão 3	Duração de hoje para a sessão 1 (mm:ss)	Duração de hoje para a sessão 2 (mm:ss)	Duração de hoje para a sessão 3 (mm:ss)	Produção hoje na sessão 1	Produção hoje na sessão 2	Produção hoje na sessão 3	Sessão de hora de início 1 ontem	Sessão de hora de início 2 ontem	Sessão de hora de início 3 ontem	Duração da sessão ontem 1 (mm:ss)	Duração da sessão ontem 2 (mm:ss)	Duração da sessão ontem 3 (mm:ss)	Produção ontem da sessão 1	Produção ontem da sessão 2	Produção ontem da sessão 3
1                      	653             	2                 	149             	                	07:45                                	17:09                                	                                     	06:44                                  	05:17                                  	                                       	13,42                    	10,42                    	                         	07:54                           	17:04                           	                                	06:54                            	05:00                            	                                 	14,6                      	18,7                      	                          
1                      	2623            	1                 	115             	                	08:13                                	15:49                                	                                     	07:26                                  	05:02                                  	                                       	14,37                    	7,72                     	                         	08:27                           	15:38                           	                                	07:29                            	06:20                            	                                 	15,7                      	8,0                       	                          
1                      	2624            	2                 	133             	                	08:12                                	15:49                                	                                     	10:35                                  	10:25                                  	                                       	11,58                    	9,02                     	                         	08:15                           	15:51                           	                                	09:59                            	09:08                            	                                 	9,1                       	8,8                       	                          
1                      	2662            	2                 	162             	                	                                     	17:20                                	                                     	                                       	06:42                                  	                                       	                         	7,97                     	                         	07:48                           	17:22                           	                                	07:49                            	04:53                            	                                 	11,5                      	7,6                       	                          
1                      	3652            	2                 	114             	                	07:44                                	15:40                                	                                     	05:42                                  	04:35                                  	                                       	14,47                    	7,65                     	                         	07:56                           	15:38                           	                                	06:44                            	04:01                            	                                 	14,8                      	6,6                       	                          
1                      	4588            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4549            	0                 	                	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	4498            	1                 	109             	                	07:46                                	17:09                                	                                     	23:29                                  	15:39                                  	                                       	13,48                    	8,55                     	                         	07:54                           	17:03                           	                                	05:41                            	16:32                            	                                 	12,7                      	8,9                       	                          
1                      	4448            	1                 	174             	                	07:44                                	15:40                                	                                     	09:00                                  	06:18                                  	                                       	13,34                    	7,22                     	                         	07:56                           	15:38                           	                                	11:16                            	05:46                            	                                 	14,3                      	6,6                       	                          
1                      	4412            	2                 	112             	                	07:44                                	15:38                                	                                     	06:15                                  	04:16                                  	                                       	10,13                    	5,13                     	                         	07:57                           	15:36                           	                                	06:08                            	07:38                            	                                 	9,6                       	5,2                       	                          
1                      	4421            	1                 	141             	                	08:21                                	15:49                                	                                     	05:30                                  	03:35                                  	                                       	7,46                     	3,89                     	                         	08:11                           	15:50                           	                                	09:23                            	09:53                            	                                 	7,9                       	4,4                       	                          
1                      	4021            	2                 	119             	                	08:01                                	17:10                                	                                     	08:00                                  	06:01                                  	                                       	13,85                    	8,99                     	                         	08:15                           	17:04                           	                                	07:41                            	05:34                            	                                 	14,6                      	8,7                       	                          
1                      	3579            	1                 	104             	                	08:02                                	15:38                                	                                     	09:31                                  	05:38                                  	                                       	13,41                    	7,03                     	                         	08:11                           	15:37                           	                                	07:53                            	06:09                            	                                 	13,0                      	6,6                       	                          
1                      	3527            	1                 	123             	                	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
1                      	3500            	2                 	120             	                	08:12                                	15:48                                	                                     	07:11                                  	04:38                                  	                                       	14,23                    	6,55                     	                         	08:15                           	15:50                           	                                	08:01                            	04:51                            	                                 	14,6                      	6,6                       	                          
1                      	3475            	1                 	131             	                	07:44                                	15:38                                	                                     	09:36                                  	06:09                                  	                                       	16,34                    	8,18                     	                         	07:56                           	15:37                           	                                	07:41                            	05:11                            	                                 	14,8                      	8,2                       	                          
1                      	3424            	1                 	128             	                	08:01                                	17:10                                	                                     	18:07                                  	13:07                                  	                                       	6,19                     	6,94                     	                         	08:15                           	17:04                           	                                	11:48                            	16:40                            	                                 	7,9                       	6,4                       	                          
1                      	2581            	1                 	156             	                	08:01                                	15:38                                	                                     	08:43                                  	06:46                                  	                                       	17,60                    	8,79                     	                         	08:11                           	15:37                           	                                	07:57                            	05:17                            	                                 	18,7                      	6,6                       	                          
1                      	2567            	1                 	121             	                	07:45                                	17:09                                	                                     	06:19                                  	05:20                                  	                                       	12,83                    	8,51                     	                         	07:54                           	17:15                           	                                	06:54                            	05:45                            	                                 	13,7                      	17,8                      	                          
1                      	2468            	2                 	142             	                	08:13                                	15:39                                	                                     	08:22                                  	04:18                                  	                                       	13,59                    	6,63                     	                         	08:27                           	15:51                           	                                	07:27                            	03:07                            	                                 	15,0                      	5,5                       	                          
1                      	2406            	2                 	117             	                	08:22                                	15:39                                	                                     	10:34                                  	06:18                                  	                                       	10,38                    	6,52                     	                         	08:11                           	15:38                           	                                	09:25                            	06:34                            	                                 	9,7                       	5,7                       	                          
2                      	4586            	1                 	142             	12,32           	08:36                                	16:03                                	                                     	10:21                                  	07:52                                  	                                       	8,57                     	5,30                     	                         	08:34                           	15:53                           	                                	10:17                            	05:53                            	                                 	9,0                       	4,8                       	                          
2                      	5402            	1                 	138             	8,57            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4577            	1                 	135             	9,55            	                                     	                                     	                                     	                                       	                                       	                                       	                         	                         	                         	                                	                                	                                	                                 	                                 	                                 	                          	                          	                          
2                      	4585            	1                 	137             	23,70           	08:29                                	15:57                                	                                     	07:54                                  	04:33                                  	                                       	11,09                    	6,38                     	                         	08:34                           	15:52                           	                                	09:28                            	03:58                            	                                 	11,8                      	5,5                       	                          
2                      	4575            	1                 	135             	22,08           	08:35                                	15:58                                	                                     	12:37                                  	07:08                                  	                                       	14,53                    	5,68                     	                         	08:33                           	15:52                           	                                	10:55                            	06:47                            	                                 	13,4                      	5,5                       	                          
2                      	4545            	1                 	134             	23,76           	08:29                                	15:58                                	                                     	08:34                                  	08:16                                  	                                       	13,04                    	6,71                     	                         	08:39                           	16:05                           	                                	10:13                            	06:39                            	                                 	12,7                      	6,8                       	                          
2                      	4528            	1                 	132             	8,05            	08:35                                	16:04                                	                                     	08:48                                  	05:59                                  	                                       	6,19                     	4,20                     	                         	08:39                           	16:05                           	                                	08:27                            	04:44                            	                                 	7,6                       	3,0                       	                          
2                      	4536            	1                 	138             	24,00           	08:35                                	16:03                                	                                     	09:03                                  	06:47                                  	                                       	10,97                    	5,63                     	                         	08:32                           	15:52                           	                                	12:19                            	07:15                            	                                 	10,6                      	6,3                       	                          
2                      	4537            	1                 	135             	15,82           	08:30                                	15:59                                	                                     	08:59                                  	07:15                                  	                                       	4,39                     	2,53                     	                         	08:39                           	16:05                           	                                	04:19                            	04:04                            	                                 	4,8                       	1,8                       	                          
